radius,u0,time_max,time_out,porosity,hydraulic_conductivity,water_bulk_modulus,water_density,hydraulic_g,cv
0.05,1000.0,0.006,0.001,0.3,1e-05,2000000.0,1000.0,9.81,0.006795786612300375
