case_label,display,source_stage,resolution,configured_dp,mode,weighting,boundary_family,frames,final_time,final_center_pressure,fv_final_center_pressure,final_volume_mean_pressure,fv_final_volume_mean_pressure,final_surface_shell_mean_095_100,fv_final_surface_shell_mean_095_100,final_surface_shell_p95_abs_095_100,fv_final_surface_shell_p95_095_100,center_pressure_rmse,volume_mean_pressure_rmse,surface_shell_pressure_rmse,near_surface_p95_final_error,median_flux_ratio,final_flux_ratio,min_flux_ratio,max_flux_ratio,final_effective_h,boundary_nonuniformity_index,negative_pressure,flux_reversal,effective_boundary_type,final_porepressrate_maxAbs,final_vel_max,final_kplastic_maxAbs
mode3_shell_dp010,"mode 3 shell, dp=0.010",C5e,coarse,0.01,3,n/a,mode3_shell,7,0.006033,946.8274797462362,999.997878833742,935.7102993337659,615.6995163941467,918.1931361340124,85.85804296813694,918.19314479975,165.09566018581774,42.8953118183152,248.86215836186494,808.145799133561,753.0974846139322,0.2166199559040396,0.05817596848333517,0.05379027531696101,0.3322949626042141,0.029328224704080096,1.0,False,False,weak Robin,34701.867,0.0001911135332193264,0.0
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,7,0.006032,-97.1748941904509,999.9978840064646,-21.22098965066708,615.7272911806482,190.5763998125352,85.86715131759048,336.16029300946997,165.11302853288905,693.3368499932031,502.75882717231497,180.57809290206924,171.04726447658092,3.428679533834912,3.5922539100515882,-0.08077894723134868,5.381202744880265,8.726109717744151,1.0,True,False,over-strong nonuniform Robin,937847.56,0.002666386922533557,0.0
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,7,0.006032,529.9586899364443,999.9978840064646,492.91713373307533,615.7272911806482,509.6963327643668,85.86715131759048,509.69645749951997,165.11302853288905,292.17187336911525,74.78969200679691,525.6667126641632,344.5834289666309,1.6314291685363869,3.727173899945337,1.3171514292513953,3.727173899945337,3.385251263827656,1.0,False,False,over-strong nonuniform Robin,332664.06,0.00043120956979777537,0.0
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,7,0.006032,896.2242199342815,999.9978840064646,859.8195448539333,615.7272911806482,751.8389531584626,85.86715131759048,751.8390321361151,165.11302853288905,125.09102652820766,159.61633782740813,690.7446073713498,586.726003603226,0.11544279102556701,-0.7656270370180388,-0.7656270370180388,1.1579032863819598,-0.47142781180830057,1.0,False,True,nonuniform / flux-reversal Robin,158116.81,0.0007569891125179095,0.0
mode4_normalized_dp008,"mode 4 normalized, dp=0.008",C5h,finer,0.008,4,normalized,mode4_normalized,7,0.006032,468.2500503397481,999.9978840064646,367.1865541437687,615.7272911806482,318.9400792785523,85.86715131759048,330.846494630075,165.11302853288905,381.5184905761095,167.66627257984058,410.7060801774249,165.73346609718593,2.2640647532253966,2.927915348345785,1.277258033778682,2.927915348345785,4.249836087080698,1.0,False,False,over-strong nonuniform Robin,325990.56,0.000998071579885278,0.0
mode4_normalized_dp0065,"mode 4 normalized, dp=0.0065",C5h,higher,0.0065,4,normalized,mode4_normalized,7,0.006012,746.4035725307716,999.997985204421,524.0691506754637,616.2834135006285,425.2413899864588,86.04978944890868,517.2729344427399,165.46128492553564,430.65403916027907,253.56481695445478,325.8194302549135,351.8116495172043,2.180014382491663,-7.274658472142099,-7.274658472142099,3.0536895161346207,-7.936564646355592,1.0,False,True,nonuniform / flux-reversal Robin,1554486.3,0.004979934419326765,0.0
