case_label,display,source_stage,resolution,configured_dp,mode,weighting,boundary_family,time,r_over_R_min,r_over_R_max,r_over_R_mid,sph_count,sph_mean_pressure,sph_median_pressure,sph_p95_abs_pressure,sph_max_abs_pressure,fv_mean_pressure,fv_p95_pressure,fv_max_pressure,mean_error,p95_abs_error
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,0.005027,0.2,0.4,0.30000000000000004,32.0,377.4242577335407,372.40938881625,434.468827156615,434.468910565,999.7779717493403,999.9886260740383,999.9932823582317,-622.3537140157996,-565.5197989174233
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,0.005027,0.4,0.6,0.5,60.0,404.20514457364146,408.97984785315,425.88187607741,425.8819217761,990.8850248625578,999.017574084926,999.273423484799,-586.6798802889164,-573.1356980075159
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,0.005027,0.6,0.8,0.7,158.0,245.90034902235627,221.53637395105,327.16900260856,337.4397275191,870.2459621533826,968.3707982884964,973.6938595599312,-624.3456131310263,-641.2017956799364
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,0.005027,0.8,0.9,0.8500000000000001,138.0,67.89659657958421,73.177793516275,97.294755572003,113.8424369389,559.8195237959226,703.5839297780057,714.395588183734,-491.9229272163384,-606.2891742060026
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,0.005027,0.9,0.95,0.925,72.0,54.96115651842222,48.157423691700004,68.568988715574,68.5690432535,295.0070031578053,382.2839467793008,390.21968788577186,-240.04584663938306,-313.7149580637268
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,0.005027,0.95,1.0,0.975,54.0,211.32579665220553,211.391938616,227.999725739185,228.0000306633,96.33296215423482,185.04096430866707,193.39354956246981,114.9928344979707,42.95876143051794
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,0.006032,0.0,0.2,0.1,1.0,-115.2890525601,-115.2890525601,115.2890525601,115.2890525601,999.9769218193505,999.9957536055625,999.9978840064646,-1115.2659743794507,-884.7067010454625
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,0.006032,0.2,0.4,0.30000000000000004,32.0,-96.60882674139937,-81.44516024111999,133.16625452953,133.1662969054,999.169312004655,999.921799727665,999.9489416599216,-1095.7781387460543,-866.755545198135
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,0.006032,0.4,0.6,0.5,60.0,-166.32932256024006,-165.77874042464998,193.630663150595,193.6307058701,981.8517875939403,996.9886572889558,997.6517245220879,-1148.1811101541805,-803.3579941383607
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,0.006032,0.6,0.8,0.7,158.0,-116.32590807883444,-106.45517160029999,168.547198620385,215.087311914,829.5314987270802,946.4768509894546,954.0969576069499,-945.8574068059147,-777.9296523690697
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,0.006032,0.8,0.9,0.8500000000000001,138.0,-64.97019000550617,-44.335475878055,130.290279602695,130.2903581402,510.62619605033467,649.6874437315163,660.5570872275247,-575.5963860558409,-519.3971641288213
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,0.006032,0.9,0.95,0.925,72.0,54.05367434514749,58.63835733433,58.6386809493315,58.63872517683,264.37010318787884,343.74750804851635,351.0320649046861,-210.31642884273134,-285.10882709918485
mode4_raw_dp010,"mode 4 raw, dp=0.010",C5f,coarse,0.01,4,raw,mode4_raw,0.006032,0.95,1.0,0.975,54.0,190.5763998125352,139.9759364506,336.16029300946997,336.1604730242,85.86715131759048,165.11302853288905,172.60394269876653,104.7092484949447,171.04726447658092
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.0,0.0,0.2,0.1,7.0,1000.0,1000.0,1000.0,1000.0,999.9999999999999,1000.0,1000.0,1.1368683772161603e-13,0.0
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.0,0.2,0.4,0.30000000000000004,26.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0,1000.0,-1.1368683772161603e-13,0.0
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.0,0.4,0.6,0.5,90.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.0,0.6,0.8,0.7,134.0,1000.0,1000.0,1000.0,1000.0,999.9999999999999,1000.0,1000.0,1.1368683772161603e-13,0.0
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.0,0.8,0.9,0.8500000000000001,132.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.0,0.9,0.95,0.925,72.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.0,0.95,1.0,0.975,48.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0,1000.0,-1.1368683772161603e-13,0.0
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.001005,0.0,0.2,0.1,1.0,933.733269409,933.733269409,933.733269409,933.733269409,999.999999999998,1000.0000000000039,1000.0000000000048,-66.26673059099801,-66.26673059100392
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.001005,0.2,0.4,0.30000000000000004,26.0,925.6831073502653,925.83183528585,927.13015254865,927.1301553469,1000.0000000000024,1000.0000000000088,1000.0000000000094,-74.31689264973704,-72.86984745135874
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.001005,0.4,0.6,0.5,66.0,937.1639146581213,938.3472836136,950.5499155809249,950.5499255467,999.9999902057164,999.9999999999918,999.9999999999972,-62.8360755475951,-49.45008441906691
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.001005,0.6,0.8,0.7,158.0,913.897218705631,891.7478018921,959.7174931320649,959.7174950075,998.7837980267722,999.9997109210876,999.9998826120096,-84.8865793211412,-40.28221778902275
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.001005,0.8,0.9,0.8500000000000001,138.0,888.691186269002,888.46137238355,891.122910144735,891.1229185494,929.4040318723688,989.5508277969648,991.1156627341811,-40.71284560336687,-98.42791765222978
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.001005,0.9,0.95,0.925,72.0,888.449059953472,888.3900400453499,888.567151133955,888.5671907226,653.277094619282,789.6512562640808,799.5430385307571,235.17196533418996,98.91589486987425
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.001005,0.95,1.0,0.975,24.0,887.7259860475665,887.7259903023,887.7260032628999,887.7260111177,239.02867885299847,448.18759576597364,466.14408781181356,648.697307194568,439.53840749692625
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.002011,0.0,0.2,0.1,7.0,874.266346039143,870.515162592,888.89596838995,896.7734515015,999.9999999999787,999.9999999999983,1000.0000000000047,-125.7336539608358,-111.10403161004831
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.002011,0.2,0.4,0.30000000000000004,20.0,845.9711114212902,851.3985481099,851.3985581688901,851.3985644292,999.9999965245886,999.9999999995281,999.999999999892,-154.02888510329842,-148.601441830638
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.002011,0.4,0.6,0.5,66.0,819.2816337979395,817.7331692083001,826.17683901125,826.1768421068,999.9635165206047,999.9999438815095,999.9999741255818,-180.68188272266514,-173.8231048702595
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.002011,0.6,0.8,0.7,158.0,786.9817099189407,773.6052269755,814.4356958951099,814.4357087853,982.7100228243287,999.6420828704079,999.7732276091905,-195.72831290538795,-185.20638697529796
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.002011,0.8,0.9,0.8500000000000001,138.0,772.2786912777512,772.63004213575,774.2900342940101,774.2900525556,800.7607376228908,922.4188000396712,928.7589412029746,-28.482046345139565,-148.1287657456611
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.002011,0.9,0.95,0.925,72.0,772.8156467559276,774.3739121809,774.37393917711,774.3739438601,482.6295430578979,607.8368554215156,618.3103685946927,290.1861036980297,166.53708375559438
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.002011,0.95,1.0,0.975,24.0,769.5632964864291,769.56330622105,769.563318828285,769.5633217053,164.95110391894238,313.91674597494307,327.46393945670764,604.6121925674867,455.6465728533419
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.003016,0.0,0.2,0.1,1.0,679.183411806,679.183411806,679.183411806,679.183411806,999.9999994343326,999.9999999932801,999.9999999992508,-320.8165876283326,-320.8165881872801
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.003016,0.2,0.4,0.30000000000000004,26.0,727.6543464894113,727.765091324,742.8874785031,742.8874826913,999.9985725905958,999.9999943699796,999.9999977698524,-272.3442261011845,-257.11251586687956
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.003016,0.4,0.6,0.5,66.0,764.5647075367364,766.7695785026001,767.003393780875,767.0033973614,999.2974556653476,999.9878470115308,999.9927216957774,-234.7327481286112,-232.98445323065584
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.003016,0.6,0.8,0.7,158.0,729.9438766754075,716.18401808935,766.38764343711,771.9467138387,950.8277906303989,995.8505699005345,996.9440021027991,-220.88391395499139,-229.46292646342454
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.003016,0.8,0.9,0.8500000000000001,138.0,688.8329022959533,691.31110288525,694.741465799535,699.8584063532,698.7935012627219,840.7847181143603,849.8966023667558,-9.960598966768544,-146.04325231482528
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.003016,0.9,0.95,0.925,72.0,674.8987157604956,677.35051601225,677.3505341989251,677.3505434975,392.87885025486116,502.48932390697246,512.093842002072,282.01986550563447,174.8612102919526
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.003016,0.95,1.0,0.975,24.0,659.7877763360875,659.7877726185,659.78779407044,659.7877957265,130.98913455236607,250.56065398844683,261.64585838534066,528.7986417837215,409.2271400819932
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.004022,0.0,0.2,0.1,1.0,721.9191734756,721.9191734756,721.9191734756,721.9191734756,999.9998928099969,999.9999948047512,999.9999987093851,-278.0807193343969,-278.08082132915115
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.004022,0.2,0.4,0.30000000000000004,26.0,664.0701874974459,664.47485550955,690.5179996765249,690.5180054778,999.9676788780673,999.9993540447504,999.9996716537808,-335.89749138062143,-309.4813543682254
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.004022,0.4,0.6,0.5,66.0,612.0638364604242,608.79440234755,627.95515039105,627.9551840863,996.6151225198826,999.8131283246148,999.8723226956603,-384.55128605945833,-371.8579779335648
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.004022,0.6,0.8,0.7,158.0,578.4986731203494,568.6038581657,599.50013909885,599.5001467816,911.5454922623727,985.3885973080999,988.391030534977,-333.0468191420233,-385.88845820924985
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.004022,0.8,0.9,0.8500000000000001,138.0,567.1718189376369,567.0552611529,569.1345373991501,569.1345589891,620.8336453147509,766.8523033069586,777.2078975510374,-53.66182637711404,-197.71776590780848
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.004022,0.9,0.95,0.925,72.0,564.717844886618,564.14830551195,565.8569815856799,565.8570085447,335.5541006785189,432.66125007512983,441.3692776055814,229.16374420809905,133.1957315105501
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.004022,0.95,1.0,0.975,24.0,561.6098628019334,561.60985084,561.60994425677,561.6099534087,110.44351320770033,211.8105988433139,221.29956732133098,451.1663495942331,349.7993454134561
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.005027,0.0,0.2,0.1,1.0,670.0650329057,670.0650329057,670.0650329057,670.0650329057,999.9973640556683,999.9997119606978,999.9998895685092,-329.93233114996826,-329.9346790549978
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.005027,0.2,0.4,0.30000000000000004,26.0,723.2497794274193,725.31356542185,733.238061981075,733.2380639674,999.7779717493403,999.9886260740383,999.9932823582317,-276.528192321921,-266.75056409296326
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.005027,0.4,0.6,0.5,66.0,724.8646777082835,723.7636024180999,737.33691829095,737.3369357187,990.8850248625578,999.017574084926,999.273423484799,-266.0203471542743,-261.6806557939759
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.005027,0.6,0.8,0.7,158.0,648.326718299336,628.7465419125499,692.991051064855,699.0194219784,870.2459621533826,968.3707982884964,973.6938595599312,-221.9192438540466,-275.3797472236414
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.005027,0.8,0.9,0.8500000000000001,138.0,584.2227500952375,587.84926971295,595.72534718568,603.0989520842,559.8195237959226,703.5839297780057,714.395588183734,24.40322629931495,-107.85858259232566
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.005027,0.9,0.95,0.925,72.0,556.4926685409733,558.1905303285,558.190623669165,558.190670011,295.0070031578053,382.2839467793008,390.21968788577186,261.48566538316805,175.90667688986423
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.005027,0.95,1.0,0.975,24.0,553.2559353694166,553.25590398295,553.256111541195,553.2561465536,96.33296215423482,185.04096430866707,193.39354956246981,456.92297321518186,368.2151472325279
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.006032,0.0,0.2,0.1,1.0,542.4310967859,542.4310967859,542.4310967859,542.4310967859,999.9769218193505,999.9957536055625,999.9978840064646,-457.54582503345057,-457.56465681966256
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.006032,0.2,0.4,0.30000000000000004,26.0,529.4789819806961,529.8252804029,536.6053208676,536.6053229346,999.169312004655,999.921799727665,999.9489416599216,-469.69033002395895,-463.316478860065
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.006032,0.4,0.6,0.5,66.0,509.5725756078378,509.8334125775,515.0940504228499,515.0940687021,981.8517875939403,996.9886572889558,997.6517245220879,-472.27921198610255,-481.89460686610585
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.006032,0.6,0.8,0.7,158.0,491.47501082380444,484.9670040922,508.082268838215,508.0823253458,829.5314987270802,946.4768509894546,954.0969576069499,-338.0564879032758,-438.39458215123966
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.006032,0.8,0.9,0.8500000000000001,138.0,479.35135395230935,484.62563151455004,488.06810919076497,488.0681320565,510.62619605033467,649.6874437315163,660.5570872275247,-31.274842098025317,-161.6193345407513
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.006032,0.9,0.95,0.925,72.0,474.0968075670194,471.6386802339,479.0132219096,479.0133420139,264.37010318787884,343.74750804851635,351.0320649046861,209.72670437914059,135.26571386108367
mode4_normalized_dp010,"mode 4 normalized, dp=0.010",C5h,coarse,0.01,4,normalized,mode4_normalized,0.006032,0.95,1.0,0.975,24.0,509.6963327643668,509.69632318720005,509.69645749951997,509.6964716407,85.86715131759048,165.11302853288905,172.60394269876653,423.8291814467763,344.5834289666309
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.0,0.0,0.2,0.1,7.0,1000.0,1000.0,1000.0,1000.0,999.9999999999999,1000.0,1000.0,1.1368683772161603e-13,0.0
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.0,0.2,0.4,0.30000000000000004,26.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0,1000.0,-1.1368683772161603e-13,0.0
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.0,0.4,0.6,0.5,90.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.0,0.6,0.8,0.7,134.0,1000.0,1000.0,1000.0,1000.0,999.9999999999999,1000.0,1000.0,1.1368683772161603e-13,0.0
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.0,0.8,0.9,0.8500000000000001,132.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.0,0.9,0.95,0.925,72.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.0,0.95,1.0,0.975,48.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0,1000.0,-1.1368683772161603e-13,0.0
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.001005,0.0,0.2,0.1,1.0,988.9307018727,988.9307018727,988.9307018727,988.9307018727,999.999999999998,1000.0000000000039,1000.0000000000048,-11.069298127297998,-11.06929812730391
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.001005,0.2,0.4,0.30000000000000004,26.0,982.6741061184578,982.6915862937001,985.489038087975,985.4890390453,1000.0000000000024,1000.0000000000088,1000.0000000000094,-17.32589388154463,-14.510961912033736
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.001005,0.4,0.6,0.5,66.0,977.373757441677,977.11040511215,978.569424796475,978.5694311418,999.9999902057164,999.9999999999918,999.9999999999972,-22.6262327640394,-21.43057520351681
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.001005,0.6,0.8,0.7,158.0,976.0197246865648,976.79016846885,977.08571558516,977.0857191886,998.7837980267722,999.9997109210876,999.9998826120096,-22.764073340207347,-22.913995335927666
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.001005,0.8,0.9,0.8500000000000001,138.0,968.6815040773093,970.77380353385,972.53351945402,973.4381130842,929.4040318723688,989.5508277969648,991.1156627341811,39.27747220494052,-17.017308342944716
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.001005,0.9,0.95,0.925,72.0,959.8203298365432,961.3644286690001,961.3644336765,961.364434462,653.277094619282,789.6512562640808,799.5430385307571,306.5432352172612,171.7131774124192
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.001005,0.95,1.0,0.975,24.0,948.6291972367543,948.6291967949,948.6292223233,948.6292223233,239.02867885299847,448.18759576597364,466.14408781181356,709.6005183837558,500.4416265573264
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.002011,0.0,0.2,0.1,1.0,839.7945952965,839.7945952965,839.7945952965,839.7945952965,999.9999999999787,999.9999999999983,1000.0000000000047,-160.20540470347873,-160.2054047034983
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.002011,0.2,0.4,0.30000000000000004,26.0,844.3149391842461,844.25810033065,845.7088486966,845.7088524141,999.9999965245886,999.9999999995281,999.999999999892,-155.6850573403425,-154.29115130292814
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.002011,0.4,0.6,0.5,66.0,851.2114590521164,851.77487376545,856.070972188875,856.0709784305,999.9635165206047,999.9999438815095,999.9999741255818,-148.75205746848826,-143.9289716926345
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.002011,0.6,0.8,0.7,158.0,861.1093293289249,862.07682494765,862.1211926245401,862.2441375601,982.7100228243287,999.6420828704079,999.7732276091905,-121.60069349540379,-137.5208902458678
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.002011,0.8,0.9,0.8500000000000001,138.0,863.7834587432736,864.08238810015,865.2804172088149,865.2804255917,800.7607376228908,922.4188000396712,928.7589412029746,63.02272112038281,-57.138382830856244
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.002011,0.9,0.95,0.925,72.0,864.0207534451615,864.9304765075001,864.93048380365,864.9304865507,482.6295430578979,607.8368554215156,618.3103685946927,381.39121038726364,257.0936283821344
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.002011,0.95,1.0,0.975,24.0,856.8224429184584,856.82244192065,856.8224705790449,856.8224752585,164.95110391894238,313.91674597494307,327.46393945670764,691.871338999516,542.9057246041018
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.003016,0.0,0.2,0.1,1.0,873.7557350171,873.7557350171,873.7557350171,873.7557350171,999.9999994343326,999.9999999932801,999.9999999992508,-126.24426441723256,-126.24426497618003
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.003016,0.2,0.4,0.30000000000000004,26.0,873.4953292914383,873.9749348277501,875.3697731043001,875.3697756735,999.9985725905958,999.9999943699796,999.9999977698524,-126.50324329915748,-124.63022126567955
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.003016,0.4,0.6,0.5,66.0,866.6111281289848,866.1802741314,868.722992503525,868.7229977823,999.2974556653476,999.9878470115308,999.9927216957774,-132.6863275363628,-131.26485450800578
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.003016,0.6,0.8,0.7,158.0,860.574708633565,861.4148875041999,864.73788089094,864.7378841131,950.8277906303989,995.8505699005345,996.9440021027991,-90.25308199683388,-131.11268900959453
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.003016,0.8,0.9,0.8500000000000001,138.0,848.0099570490461,849.06633124775,850.795905550205,853.054892792,698.7935012627219,840.7847181143603,849.8966023667558,149.21645578632422,10.011187435844704
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.003016,0.9,0.95,0.925,72.0,841.1660710354206,843.3176923028,843.3177072534099,843.317710697,392.87885025486116,502.48932390697246,512.093842002072,448.28722078055944,340.8283833464375
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.003016,0.95,1.0,0.975,24.0,827.68499212885,827.68499102745,827.68500596762,827.6850142682,130.98913455236607,250.56065398844683,261.64585838534066,696.695857576484,577.1243519791732
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.004022,0.0,0.2,0.1,1.0,833.1270990416,833.1270990416,833.1270990416,833.1270990416,999.9998928099969,999.9999948047512,999.9999987093851,-166.87279376839695,-166.87289576315118
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.004022,0.2,0.4,0.30000000000000004,26.0,845.016562558454,844.82535692885,846.06862898955,846.0686306143,999.9676788780673,999.9993540447504,999.9996716537808,-154.95111631961333,-153.93072505520036
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.004022,0.4,0.6,0.5,66.0,839.5815749171971,838.13549014075,843.6399118344999,843.6399216713,996.6151225198826,999.8131283246148,999.8723226956603,-157.03354760268542,-156.1732164901149
mode4_capped_dp010,"mode 4 capped diagnostic, dp=0.010",C5f,coarse,0.01,4,diagnostic_capped,mode4_capped,0.004022,0.6,0.8,0.7,158.0,837.4240458209399,836.52799466025,839.676156115465,839.6761632157,911.5454922623727,985.3885973080999,988.391030534977,-74.1214464414328,-145.71244119263486
