case,variant,part,time,dp,idp,return_status,failed,x,y,z,r,r_over_R,z_over_H,region,neighbor_count_all,neighbor_count_specimen,nearest_neighbor_distance,kernel_support_sum,kernel_support_ratio_to_core,velocity,DivVel,PorePressRate,PorePress,sigma_zz,p_eff,q,q_over_p,pc,void_ratio,plastic_vol_strain,eq_plastic_strain,plastic_multiplier,return_iterations,yield_residual,Kplastic,pairwise_reaction_avg,axial_stress_reaction,force_balance_error,lateral_active_targets,cap_leakage_proxy,velocity_gradient_norm,shear_rate_proxy
CaseM3n_Dp0075Overhang045,dp0075_overhang045,6,0.000829,0.0075,1260,-1,1,0.0024999999,0.032500654,0.0425,0.03259666409201585,1.0865554697338617,0.425,lateral_surface,101,101,0.007499996000000002,8.892328793456041,0.6851955151651014,0.0010904605599820745,0.042261004,-28126620.0,-20444.95562904,-15.208084,-0.789294533333333,30.99238496175388,-39.2659313512124,119.99972,0.80004948,-2.0700061e-07,2.1885518e-07,0.0,0.0,-0.78930438,2.1885518e-07,0.5937775,210.0058316038842,0.696108,180,0.0,0.054419398019542986,0.07695940689925436
CaseM3n_Dp0075Overhang045,dp0075_overhang045,6,0.000829,0.0075,1261,-1,1,0.0024999999,0.032500654,0.050000001,0.03259666409201585,1.0865554697338617,0.5000000099999999,lateral_surface,101,101,0.007499995999999995,8.892329304835867,0.6851955545693081,0.0010905674220471272,0.041968495,-27931248.0,-20441.15337076,-15.220192,-0.7676765666666666,30.965739153608453,-40.33696024885192,119.99971,0.8000496,-2.1425161e-07,2.2647652e-07,0.0,0.0,-0.76768649,2.2647652e-07,0.5937775,210.0058316038842,0.696108,180,0.0,0.05442003406229278,0.07695727858227747
CaseM3n_Dp0075Overhang045,dp0075_overhang045,6,0.000829,0.0075,1262,-1,1,0.0024999999,0.032500654,0.057499997,0.03259666409201585,1.0865554697338617,0.5749999699999999,lateral_surface,101,101,0.007499993000001063,8.892334763666033,0.6851959751976986,0.0010933904312954157,0.04014045,-26710350.0,-20234.32136106,-15.953387,-0.4285883333333326,31.46944593260293,-73.42581093575338,119.99986,0.80004919,-1.0801808e-07,1.1434528e-07,0.0,0.0,-0.42859831,1.1434528e-07,0.5937775,210.0058316038842,0.696108,180,0.0,0.055302498940168816,0.07815223751791585
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1139,-1,1,0.0024999999,-0.027500736,0.035000004,0.027614135511395174,0.9204711837131725,0.35000004,lateral_surface,101,101,0.007499991000000001,8.892290888849391,0.6851948556841231,0.0010361570662243266,0.037670232,-25047232.0,-22205.72972619,-12.64231,-5.349654633333333,34.87179180039646,-6.518512724749128,119.99984,0.80004925,-1.2009531e-07,1.2716765e-07,0.0,0.0,-5.3496647,1.2716765e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.05009584403643151,0.07082316726606311
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,719,-1,1,-0.027500736,0.0024999999,0.035000004,0.027614135511395174,0.9204711837131725,0.35000004,lateral_surface,101,101,0.007499991000000001,8.89229088884939,0.685194855684123,0.0010361569664012235,0.037670225,-25047226.0,-22205.72829351,-12.642311,-5.349654,34.871788327914736,-6.518512847356995,119.99984,0.80004925,-1.2009194e-07,1.2716409e-07,0.0,0.0,-5.3496642,1.2716409e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.05009583594331792,0.07082315579138307
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1679,-1,1,0.032500736,0.0024999999,0.035000004,0.03259674585049398,1.086558195016466,0.35000004,lateral_surface,101,101,0.007499991000000001,8.892290940234458,0.6851948596435958,0.0010361571653618215,0.03767024,-25047236.0,-22205.73168668,-12.642306,-5.3496576000000005,34.871790100355646,-6.518508792105806,119.99984,0.80004925,-1.2009401e-07,1.2716627e-07,0.0,0.0,-5.3496675,1.2716627e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.050095847500966045,0.07082317223491631
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1259,-1,1,0.0024999999,0.032500736,0.035000004,0.03259674585049398,1.086558195016466,0.35000004,lateral_surface,101,101,0.007499991000000001,8.892290940234458,0.6851948596435958,0.0010361570653918044,0.037670232,-25047232.0,-22205.73183749,-12.642307,-5.349657499999999,34.87178857168225,-6.518508628203255,119.99984,0.80004925,-1.2009274e-07,1.2716494e-07,0.0,0.0,-5.3496675,1.2716494e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.05009584414390245,0.07082316750351639
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1140,-1,1,0.0024999999,-0.027500736,0.0425,0.027614135511395174,0.9204711837131725,0.425,lateral_surface,101,101,0.007499996000000002,8.892286547285524,0.6851945211452214,0.0010351817458056107,0.037946969,-25232330.0,-22347.57105737,-12.096249,-5.558218566666667,34.38728745246733,-6.186746174159506,119.99972,0.80004948,-2.0700321e-07,2.1885793e-07,0.0,0.0,-5.558229,2.1885793e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.04966155617353024,0.0702314405346536
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1141,-1,1,0.0024999999,-0.027500736,0.050000001,0.027614135511395174,0.9204711837131725,0.5000000099999999,lateral_surface,101,101,0.007499995999999995,8.892287916244111,0.6851946266302301,0.0010355805412461268,0.037285976,-24790844.0,-22310.48718044,-12.239875,-5.453531533333333,34.410275355275694,-6.30972336823425,119.99971,0.8000496,-2.1426297e-07,2.2648854e-07,0.0,0.0,-5.4535418,2.2648854e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.049795003864206044,0.07041011974988043
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1142,-1,1,0.0024999999,-0.027500736,0.057499997,0.027614135511395174,0.9204711837131725,0.5749999699999999,lateral_surface,101,101,0.007499986000000067,8.892296663972857,0.6851953006858599,0.0010404610654960792,0.034671836,-23044922.0,-21972.00292061,-13.529698,-4.785913866666667,35.18007612640887,-7.3507541310833036,119.99986,0.80004919,-1.0802066e-07,1.1434802e-07,0.0,0.0,-4.785924,1.1434802e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.05132067020407971,0.07248150914920144
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,720,-1,1,-0.027500736,0.0024999999,0.0425,0.027614135511395174,0.9204711837131725,0.425,lateral_surface,101,101,0.007499996000000002,8.892286547285522,0.6851945211452213,0.0010351817461629078,0.037946973,-25232334.0,-22347.57241464,-12.09625,-5.558219233333335,34.38728992969702,-6.186745877793403,119.99972,0.80004948,-2.0700354e-07,2.1885828e-07,0.0,0.0,-5.5582294,2.1885828e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.049661555559972335,0.07023143968563979
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,721,-1,1,-0.027500736,0.0024999999,0.050000001,0.027614135511395174,0.9204711837131725,0.5000000099999999,lateral_surface,101,101,0.007499995999999995,8.89228791624411,0.68519462663023,0.0010355805413254013,0.037285969,-24790840.0,-22310.48687883,-12.239873,-5.453531066666667,34.4102699635947,-6.3097229195078395,119.99971,0.8000496,-2.1426162e-07,2.264871e-07,0.0,0.0,-5.4535413,2.264871e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.04979500319076393,0.0704101188031489
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,722,-1,1,-0.027500736,0.0024999999,0.057499997,0.027614135511395174,0.9204711837131725,0.5749999699999999,lateral_surface,101,101,0.007499986000000067,8.892296663972855,0.6851953006858598,0.0010404610657366764,0.034671832,-23044920.0,-21972.00375007,-13.529701,-4.785911966666667,35.18007885780558,-7.350757620037902,119.99986,0.80004919,-1.0802253e-07,1.1435e-07,0.0,0.0,-4.7859221,1.1435e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.0513206694617546,0.07248150810917092
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1680,-1,1,0.032500736,0.0024999999,0.0425,0.03259674585049398,1.086558195016466,0.425,lateral_surface,101,101,0.007499996000000002,8.892286595876847,0.6851945248894225,0.0010351818462017738,0.037946977,-25232338.0,-22347.57120814,-12.096251,-5.558218966666665,34.38728845621939,-6.186745909516027,119.99972,0.80004948,-2.0699912e-07,2.188536e-07,0.0,0.0,-5.558229,2.188536e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.04966155920616328,0.07023144484222164
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1681,-1,1,0.032500736,0.0024999999,0.050000001,0.03259674585049398,1.086558195016466,0.5000000099999999,lateral_surface,101,101,0.007499995999999995,8.892287874187412,0.6851946233895541,0.001035580441256406,0.037285976,-24790844.0,-22310.4802431,-12.239875,-5.453531000000001,34.41026900109333,-6.309722820149611,119.99971,0.8000496,-2.1425363e-07,2.2647866e-07,0.0,0.0,-5.4535413,2.2647866e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.049794992973754684,0.07041010434782143
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1682,-1,1,0.032500736,0.0024999999,0.057499997,0.03259674585049398,1.086558195016466,0.5749999699999999,lateral_surface,101,101,0.007499986,8.89229659923544,0.6851952956975228,0.0010404609653145679,0.034671828,-23044918.0,-21971.99884872,-13.529695,-4.785914233333333,35.1800719026634,-7.350752685377919,119.99986,0.80004919,-1.080176e-07,1.1434478e-07,0.0,0.0,-4.7859244,1.1434478e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.05132065973191396,0.07248149423752359
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1260,-1,1,0.0024999999,0.032500736,0.0425,0.03259674585049398,1.086558195016466,0.425,lateral_surface,101,101,0.007499996000000002,8.892286595876847,0.6851945248894225,0.0010351818462279786,0.03794698,-25232338.0,-22347.57641108,-12.096251,-5.558220366666667,34.38729217313709,-6.1867450199279475,119.99972,0.80004948,-2.0700061e-07,2.1885518e-07,0.0,0.0,-5.5582304,2.1885518e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.04966156305612554,0.07023145028785024
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1261,-1,1,0.0024999999,0.032500736,0.050000001,0.03259674585049398,1.086558195016466,0.5000000099999999,lateral_surface,101,101,0.007499995999999995,8.892287874187412,0.6851946233895541,0.0010355805412897295,0.037285984,-24790850.0,-22310.48416422,-12.239873,-5.453533333333334,34.410268831934815,-6.309720089471318,119.99971,0.8000496,-2.1425161e-07,2.2647652e-07,0.0,0.0,-5.4535432,2.2647652e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.04979500319388305,0.07041011881716205
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1262,-1,1,0.0024999999,0.032500736,0.057499997,0.03259674585049398,1.086558195016466,0.5749999699999999,lateral_surface,101,101,0.007499986,8.892296599235436,0.6851952956975225,0.001040461065392969,0.034671843,-23044928.0,-21972.00254357,-13.529695,-4.785916333333334,35.180073100284936,-7.350749710198639,119.99986,0.80004919,-1.0801808e-07,1.1434528e-07,0.0,0.0,-4.7859263,1.1434528e-07,0.4634175,163.9004129784187,0.764631,180,0.0,0.051320669587448985,0.07248150824506223
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,786,-3,1,-0.020000365,-0.012500271,0.087499678,0.023585405979263237,0.7861801993087746,0.8749967799999999,edge_ring,127,110,0.007499673001222585,11.104289669353168,0.8556402677973629,0.0014606705000933817,-0.034643918,23085156.0,-2763.764914116,-106.15727,54.126937,80.0475542808064,1.4788857215549884,120.0,0.80000174,0.0,0.0,0.0,7.0,1273.2806,0.0,0.4634175,163.9004129784187,0.764631,180,0.0,0.08921396934922869,0.12603016050048588
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,891,-3,1,-0.012500271,-0.020000365,0.087499678,0.023585405979263237,0.7861801993087746,0.8749967799999999,edge_ring,127,110,0.007499673001222585,11.104289669353166,0.8556402677973628,0.0014606704908105704,-0.034643915,23085154.0,-2763.765658771,-106.15728,54.126941666666674,80.04756191432273,1.4788857350796694,120.0,0.80000174,0.0,0.0,0.0,7.0,1273.2814,0.0,0.4634175,163.9004129784187,0.764631,180,0.0,0.08921397126474384,0.12603016339058784
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1431,-3,1,0.017500272,-0.020000365,0.087499678,0.026575818335607446,0.8858606111869148,0.8749967799999999,edge_ring,127,110,0.007499673001233719,11.104289233987593,0.8556402342502988,0.0014606704815277598,-0.034643915,23085154.0,-2763.764226039,-106.15726,54.12693199999999,80.04754677556589,1.4788857195077287,120.0,0.80000174,0.0,0.0,0.0,7.0,1273.2799,0.0,0.4634175,163.9004129784187,0.764631,180,0.0,0.08921396968995302,0.12603016142003562
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,1566,-3,1,0.025000365,-0.012500271,0.087499678,0.027951297379668553,0.9317099126556185,0.8749967799999999,edge_ring,127,110,0.007499673001208384,11.10428975138074,0.8556402741179918,0.0014606705244760445,-0.034643907,23085148.0,-2763.769023751,-106.15728,54.12693733333333,80.04756914302813,1.4788859870283466,120.0,0.80000174,0.0,0.0,0.0,7.0,1273.2827,0.0,0.4634175,163.9004129784187,0.764631,180,0.0,0.08921396809512705,0.12603015868054382
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,846,-3,1,-0.020000365,0.017500272,0.087499678,0.026575818335607446,0.8858606111869148,0.8749967799999999,edge_ring,127,110,0.007499673001233719,11.10428923398759,0.8556402342502986,0.0014606705674993893,-0.034643922,23085158.0,-2763.764075239,-106.15728,54.12693933333333,80.04756579477471,1.4788858705239687,120.0,0.80000174,0.0,0.0,0.0,7.0,1273.2821,0.0,0.4634175,163.9004129784187,0.764631,180,0.0,0.08921396753827605,0.12603015818174954
CaseM3n_Dp0075Overhang045,dp0075_overhang045,7,0.000905,0.0075,981,-3,1,-0.012500271,0.025000365,0.087499678,0.027951297379668553,0.9317099126556185,0.8749967799999999,edge_ring,127,110,0.007499673001208384,11.104289751380737,0.8556402741179915,0.0014606705674243324,-0.034643911,23085150.0,-2763.766978329,-106.15729,54.12694333333334,80.04757503972523,1.478885932035054,120.0,0.80000174,0.0,0.0,0.0,7.0,1273.2832,0.0,0.4634175,163.9004129784187,0.764631,180,0.0,0.08921396916643627,0.126030160307149
