mode,field_label,lambda,model,region,count,scale_s,scale_vs_cv_eff_1p1175,rmse,max_abs_error,mean_abs_error
2,cos(lambda_2 y),7.933314781792407,MB_ideal_boundary_particles,interior_z_2h,920,0.9939355810219718,-0.12356441897802817,0.2698879992945392,0.3816312260658421,0.24516636690486146
2,cos(lambda_2 y),7.933314781792407,MB_ideal_boundary_particles,interior_z_3h,880,0.9939355810219715,-0.12356441897802839,0.2698879992945459,0.3816312260658421,0.24516003602703276
2,cos(lambda_2 y),7.933314781792407,MB_ideal_boundary_particles,interior_xz_2h,184,0.9939355810219722,-0.12356441897802772,0.26988799929451746,0.38163122606567157,0.24516636690483729
2,cos(lambda_2 y),7.933314781792407,MB_ideal_boundary_particles,bottom_layer,20,0.9939355810219759,-0.12356441897802406,0.38107950822640885,0.38167926892435844,0.3810790355161739
2,cos(lambda_2 y),7.933314781792407,MB_ideal_boundary_particles,top_layer,20,0.9939355810196153,-0.12356441898038462,0.02138861230856776,0.030248065608263985,0.01512403280604192
3,cos(lambda_3 y),11.10664069450937,M_material_only,full,1000,0.9094964938125372,-0.20800350618746277,81.84509403975119,818.0181540448093,16.794964799961026
3,cos(lambda_3 y),11.10664069450937,M_material_only,interior_z_1h,960,0.9233484984500824,-0.19415150154991756,12.03571819333339,37.01729973218069,6.154877357358574
3,cos(lambda_3 y),11.10664069450937,M_material_only,interior_z_2h,920,0.9237361664088307,-0.19376383359116922,11.935510667336137,37.01729973218069,6.0282530484413925
3,cos(lambda_3 y),11.10664069450937,M_material_only,interior_z_3h,880,0.9237361664088305,-0.19376383359116944,11.935510667336139,37.01729973218069,6.012584768945784
3,cos(lambda_3 y),11.10664069450937,M_material_only,interior_xz_2h,184,0.9925863323236757,-0.12491366767632428,0.6466712623155157,0.9144161553844725,0.5860112541615138
3,cos(lambda_3 y),11.10664069450937,M_material_only,bottom_layer,20,0.6882607568398867,-0.4292392431601132,48.73498444082982,80.18971364465345,38.25032080828326
3,cos(lambda_3 y),11.10664069450937,M_material_only,top_layer,20,-17.416974848524216,-18.534474848524216,570.6160386930336,818.0181540448093,506.06380603655634
3,cos(lambda_3 y),11.10664069450937,M_virtual_mode1,full,1000,0.9095454250376078,-0.2079545749623921,81.76172987409655,818.0181540448049,16.76773577597558
3,cos(lambda_3 y),11.10664069450937,M_virtual_mode1,interior_z_1h,960,0.9233484984500824,-0.19415150154991756,12.03571819333339,37.01729973218069,6.154877357358574
3,cos(lambda_3 y),11.10664069450937,M_virtual_mode1,interior_z_2h,920,0.9237361664088307,-0.19376383359116922,11.935510667336137,37.01729973218069,6.0282530484413925
3,cos(lambda_3 y),11.10664069450937,M_virtual_mode1,interior_z_3h,880,0.9237361664088305,-0.19376383359116944,11.935510667336139,37.01729973218069,6.012584768945784
3,cos(lambda_3 y),11.10664069450937,M_virtual_mode1,interior_xz_2h,184,0.9925863323236757,-0.12491366767632428,0.6466712623155157,0.9144161553844725,0.5860112541615138
3,cos(lambda_3 y),11.10664069450937,M_virtual_mode1,bottom_layer,20,0.6882607568398867,-0.4292392431601132,48.73498444082982,80.18971364465345,38.25032080828326
3,cos(lambda_3 y),11.10664069450937,M_virtual_mode1,top_layer,20,-17.217826290706025,-18.335326290706025,570.01817189909,818.0181540448049,504.70235483728413
3,cos(lambda_3 y),11.10664069450937,MB_ideal_boundary_particles,full,1000,0.9925863323236758,-0.12491366767632417,0.6466712623155,0.9145312695633265,0.5809471659557577
3,cos(lambda_3 y),11.10664069450937,MB_ideal_boundary_particles,interior_z_1h,960,0.9925863323236761,-0.12491366767632384,0.6466712623154753,0.9144161553848562,0.5851033747258043
3,cos(lambda_3 y),11.10664069450937,MB_ideal_boundary_particles,interior_z_2h,920,0.9925863323236761,-0.12491366767632384,0.6466712623154576,0.9144161553848562,0.5860112541614315
3,cos(lambda_3 y),11.10664069450937,MB_ideal_boundary_particles,interior_z_3h,880,0.992586332323676,-0.12491366767632395,0.6466712623154548,0.9144161553848562,0.5844881282999124
3,cos(lambda_3 y),11.10664069450937,MB_ideal_boundary_particles,interior_xz_2h,184,0.9925863323236757,-0.12491366767632428,0.6466712623155157,0.9144161553844725,0.5860112541615138
3,cos(lambda_3 y),11.10664069450937,MB_ideal_boundary_particles,bottom_layer,20,0.992586332323676,-0.12491366767632395,0.9117181644730931,0.9145312695633265,0.91171381110413
3,cos(lambda_3 y),11.10664069450937,MB_ideal_boundary_particles,top_layer,20,0.9925863323225376,-0.12491366767746237,0.0716758786537701,0.10136499968857748,0.050682499845150365
