rows,max_displacement,mean_displacement,max_velocity,mean_velocity,porepress_min,porepress_max,excess_min,excess_max,porepressrate_maxabs,divvel_min,divvel_max,kplastic_min,kplastic_max,first_frame,last_frame
1729,2.1000067160722977e-07,6.440435705011448e-08,0.001984866800163192,0.0006346171252190068,0.0,3196.086768263,0.0,8.772934655082,119461.36,-0.00028020522,0.0,0.0,0.0,0000,0001
