case,case_name,code,excluded,dtmin_adjustments,mcc_stress_update_logged,gpu_deferred,part,time,specimen_count,platen_contamination,axial_strain_proxy,p_proxy,q_proxy,Fz_proxy,PorePress_mean,PorePress_std,PorePressRate_maxAbs,DivVel_maxAbs,velocity_max,Kplastic_max,MccPc_min,MccPc_mean,MccPc_max,MccVoidRatio_mean,MccPlasticVolStrain_min,MccPlasticVolStrain_mean,MccPlasticVolStrain_max,MccEqPlasticStrain_mean,MccEqPlasticStrain_max,MccYieldFlag_count,MccYieldFlag_fraction,MccPlasticMultiplier_max,MccReturnIterations_mean,MccReturnIterations_max,MccYieldResidual_maxAbs,MccReturnStatus_counts
mcc_high_pc,CaseM3c_MCCHighPc_ElasticLike,0,0,0,1,1,12,0.006032,407,0,0.00020548634300010526,146.58678978675022,355.54530488989946,1.0846514944328998,26168.15189815342,16621.312608311127,34519324.0,0.05190026,0.0055347057000000015,0.0,100000.0,100000.0,100000.0,0.7998930905159708,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30860150.0,0:407
mcc_mild_yield,CaseM3c_MCCMildYield,0,0,0,1,1,12,0.006032,407,0,0.00014153063300006985,47.63815545470927,62.68073360171992,0.25284411060924417,-55119.16709050431,62262.306240746104,64803080.0,0.097447231,0.0058191159832406,0.00070687983,119.48885,119.92931896805904,120.09983,0.8000937086732199,-0.00037936727,-5.241123137088451e-05,7.3920412e-05,0.00017159584625970513,0.00070687983,407,1.0,1.0325791e-07,8.938574938574938,24.0,0.00011265323,1:407
