adami,adami_fallback,adami_max_abs_excess,adami_mean_abs_excess,adami_samples,avg,case,kind,mkbound,mode,pairs,selected,targets,tol,value,value_type
True,0.0,0.0,0.0,235812.0,328.53,compression_raw,compression,0.0,4,194490.0,2418.0,592.0,0.1,0.0,excess
True,0.0,0.0,0.0,235812.0,328.53,compression_normalized,compression,0.0,4,194490.0,2418.0,592.0,0.1,0.0,excess
True,0.0,0.0,0.0,235812.0,328.53,compression_capped,compression,0.0,4,194490.0,2418.0,592.0,0.1,0.0,excess
True,0.0,1000.0,1000.0,235812.0,328.53,diffusion_raw,diffusion,0.0,4,194490.0,2418.0,592.0,0.1,0.0,excess
True,0.0,1000.0,1000.0,235812.0,328.53,diffusion_normalized,diffusion,0.0,4,194490.0,2418.0,592.0,0.1,0.0,excess
True,0.0,1000.0,1000.0,235812.0,328.53,diffusion_capped,diffusion,0.0,4,194490.0,2418.0,592.0,0.1,0.0,excess
