case,excess_count,excess_max,excess_maxAbs,excess_mean,excess_median,excess_p90_abs,excess_p95_abs,excess_p99_abs,frame_index,kind,mode,r_over_R_max,r_over_R_min,time
compression_raw,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,compression,4,0.2,0.0,0.0
compression_raw,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,compression,4,0.4,0.2,0.0
compression_raw,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,compression,4,0.6,0.4,0.0
compression_raw,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,compression,4,0.8,0.6,0.0
compression_raw,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,compression,4,0.9,0.8,0.0
compression_raw,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,compression,4,0.95,0.9,0.0
compression_raw,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,compression,4,1.0,0.95,0.0
compression_raw,7,19.76671019128,19.76671019128,19.572777312912855,19.54045521152,19.630958830858,19.698834511069002,19.753135055237802,1,compression,4,0.2,0.0,0.001005
compression_raw,26,26.42755357978,26.42755357978,22.953455200242693,23.520704689575,26.42754987326,26.4275510637625,26.42755301521,1,compression,4,0.4,0.2,0.001005
compression_raw,90,53.40040247684,53.40040247684,42.30207207910711,37.05385588277,53.240999356905,53.400392373499,53.400402127301405,1,compression,4,0.6,0.4,0.001005
compression_raw,134,69.300915341,69.300915341,62.50785871269161,62.077052812275,64.35174324222,64.35174874064,69.300912334542,1,compression,4,0.8,0.6,0.001005
compression_raw,132,68.12767993104,68.12767993104,64.05686161273924,65.107754871575,68.127667932703,68.12767020080099,68.12767462899,1,compression,4,0.9,0.8,0.001005
compression_raw,72,62.19168238314,62.19168238314,61.5257022981136,62.19166726249,62.191675863586,62.191678504797004,62.191680570630695,1,compression,4,0.95,0.9,0.001005
compression_raw,54,64.31556521481,64.31556521481,58.10515056460686,59.575104567,62.89342239590002,64.3155604331445,64.3155647985003,1,compression,4,1.0,0.95,0.001005
compression_raw,7,387.8827222011,387.8827222011,372.1628747608857,369.5429035199,376.87884516078,382.38078368094,386.78233449706806,2,compression,4,0.2,0.0,0.002011
compression_raw,26,351.3059567578,351.3059567578,338.2012140511461,334.56268820625,351.3059464642,351.3059509877,351.305955614675,2,compression,4,0.4,0.2,0.002011
compression_raw,90,307.584413404,307.584413404,298.28175303764885,300.64837808059997,307.58439347419005,307.58439990506497,307.584409169914,2,compression,4,0.6,0.4,0.002011
compression_raw,134,287.7045984448,287.7045984448,265.27953130075974,260.0125961473,287.70457992517004,287.70458677574004,287.704593159423,2,compression,4,0.8,0.6,0.002011
compression_raw,132,241.5431528059,241.5431528059,232.13554168940377,234.08919026265,241.54313184153,241.543142521045,241.543150301923,2,compression,4,0.9,0.8,0.002011
compression_raw,72,223.0637479171,223.0637479171,221.88153028671388,223.06371692625,223.06373757068002,223.06374017406,223.06374677549098,2,compression,4,0.95,0.9,0.002011
compression_raw,54,219.9236325472,219.9236325472,217.10121264542218,218.1832138001,219.92361790593998,219.92362320826004,219.923630746419,2,compression,4,1.0,0.95,0.002011
compression_raw,1,2.76268475244,2.76268475244,2.76268475244,2.76268475244,2.76268475244,2.76268475244,2.76268475244,3,compression,4,0.2,0.0,0.003016
compression_raw,32,112.5854603075,112.5854603075,85.08244988552813,80.48112455823,112.58543670353001,112.58544460068501,112.58545560535799,3,compression,4,0.4,0.2,0.003016
compression_raw,90,115.3606031932,115.3606031932,112.05468446565331,113.058576656,115.36057695453,115.36059375505499,115.360599913372,3,compression,4,0.6,0.4,0.003016
compression_raw,134,110.5040056694,110.5040056694,89.04554148554462,88.38993127312,110.50397364004999,110.50397984601999,110.503992174974,3,compression,4,0.8,0.6,0.003016
compression_raw,132,84.89615168826,84.89615168826,78.71963810461034,76.99035657633,83.058253191544,84.896129449713,84.8961440526363,3,compression,4,0.9,0.8,0.003016
compression_raw,72,83.40839785237,83.40839785237,82.0601927490983,83.408372157665,83.40838768075,83.408389240185,83.4083952256185,3,compression,4,0.95,0.9,0.003016
compression_raw,54,95.92386749464,95.92386749464,90.07296910916757,89.511338157905,95.923844438679,95.923858974542,95.9238674171275,3,compression,4,1.0,0.95,0.003016
compression_raw,1,-0.5627137304208,0.5627137304208,-0.5627137304208,-0.5627137304208,0.5627137304208,0.5627137304208,0.5627137304208,4,compression,4,0.2,0.0,0.004022
compression_raw,32,33.55439949567,33.55439949567,21.716424576279216,18.87576293141,33.554388372416,33.5543941594685,33.5543981161793,4,compression,4,0.4,0.2,0.004022
compression_raw,90,33.70227073431,33.70227073431,27.12971347428721,31.816540359824998,33.702262601413,33.7022652923165,33.7022680529091,4,compression,4,0.6,0.4,0.004022
compression_raw,128,13.613982809,13.613982809,0.0012889576543153123,-3.1280299193455,13.613971677956002,13.613976627366,13.6139817637351,4,compression,4,0.8,0.6,0.004022
compression_raw,138,-0.8218615883852,14.23317943626,-9.949754529608297,-10.506637608395,14.233137016571,14.233148628213499,14.2331652392194,4,compression,4,0.9,0.8,0.004022
compression_raw,72,-21.50469060803,22.58914699133,-21.866196050281804,-21.504748417195,22.589116680085,22.5891252706315,22.5891420633194,4,compression,4,0.95,0.9,0.004022
compression_raw,48,-49.22618496161,56.02604417984,-52.626106918524805,-52.626086686730005,56.026005818502995,56.026025633004494,56.0260418056726,4,compression,4,1.0,0.95,0.004022
compression_raw,1,196.9304819363,196.9304819363,196.9304819363,196.9304819363,196.9304819363,196.9304819363,196.9304819363,5,compression,4,0.2,0.0,0.005027
compression_raw,32,136.2292868496,136.2292868496,92.76452971625471,98.07743553247,136.22926940598,136.22927515881,136.22928327964,5,compression,4,0.4,0.2,0.005027
compression_raw,60,62.12123769055,62.12123769055,58.76937090758817,58.955579767905,62.121223335352994,62.121231812826,62.121237237913796,5,compression,4,0.6,0.4,0.005027
compression_raw,164,66.29100372675,66.29100372675,56.88736687015483,56.10033769523,66.290988469295,66.2909960693825,66.29100193840401,5,compression,4,0.8,0.6,0.005027
compression_raw,132,48.16590050046,48.16590050046,43.704604186977654,46.13345231958,48.165887349764006,48.165893027018,48.1658998305177,5,compression,4,0.9,0.8,0.005027
compression_raw,72,35.14083389059,35.14083389059,27.258499628757498,23.317366231005,35.140808644461,35.140815306018496,35.1408228334121,5,compression,4,0.95,0.9,0.005027
compression_raw,48,-5.331014453135,15.53344829441,-10.432293789740546,-10.432335461605,15.533396084940001,15.533413648527002,15.5334462807232,5,compression,4,1.0,0.95,0.005027
compression_raw,1,-2.411583022921,2.411583022921,-2.411583022921,-2.411583022921,2.411583022921,2.411583022921,2.411583022921,6,compression,4,0.2,0.0,0.006032
compression_raw,32,-1.268911477603,12.84653190458,-6.0619049764455,-4.132768129616,12.846508255249999,12.846523190342001,12.8465297965335,6,compression,4,0.4,0.2,0.006032
compression_raw,60,-10.46120874289,13.55761254988,-12.22336995619033,-11.770220766855001,13.557604898827,13.557607485511001,13.5576113971203,6,compression,4,0.6,0.4,0.006032
compression_raw,164,-5.352725597718,16.67191141943,-7.723262198810166,-8.1867095562775,9.9393526615408,9.939359370018401,16.6719021793626,6,compression,4,0.8,0.6,0.006032
