fit_amplitude_Pa,mean_sim_excess,n,relative_rmse_fit,relative_rmse_q0,rmse_fit,rmse_q0,run,time_s
10012.748576445529,9800.0,1000,0.10030888896729741,0.10029772567612451,999.5643322450297,998.1805534690756,gpu,0.0
10012.748576445529,3953.61609443873,1000,0.6080356070703079,0.6075910403465202,5909.6498756653,5897.8101523213245,gpu,0.004
10012.748576445529,224.34822348011238,1000,0.9748018239660436,0.9747697513532846,9140.551926724036,9128.613504545183,gpu,0.02
10012.748576445529,6.223388510419165,1000,0.99926837026627,0.9992674375720135,9105.153767163327,9093.552283975532,gpu,0.04
10012.748576445529,0.1802587688952354,1000,0.9999781027145285,0.9999780747986253,8902.928274960184,8891.592511735631,gpu,0.06
10012.748576445529,0.012804257212295271,1000,0.9999984072768024,0.999998405246303,8723.291375381701,8712.184562578706,gpu,0.08
