DivVel_maxAbs,DivVel_mean,ExcessPorePress_maxAbs,ExcessPorePress_mean,H_effective_m,PorePressRate_maxAbs,PorePressRate_mean,PorePress_mean,PorePress_std,Sigma_xx_mean,Sigma_yy_mean,Sigma_zz_mean,bottom_excess_mean,bottom_no_flux_proxy,initial_excess_target_error_mean_Pa,nfluid,p_eff_proxy_Pa,p_w0_target_Pa,q_eff_proxy_Pa,run,time_s,top_drained_excess_maxAbs,vel_max,zmax,zmin
0.0,0.0,10000.0,9800.0,0.9900000001,4187422000.0,1.5610964050292968,14705.000209808446,3449.8744615926717,0.0,0.0,0.0,10000.0,0.0,-200.0,1000,-0.0,10000.0,0.0,gpu,0.0,0.0,0.0,0.995,0.0049999999
