AccInput_az_m_s2,H_effective_m,TimeMax_s,TimeOut_s,Tv_final,bottom_rmse_fit_Pa,bottom_rmse_q0_Pa,code,cv_m2_s,drain_start_s,dtmin_adjustments,excluded,final_bottom_excess_mean_Pa,final_bottom_no_flux_proxy_Pa,final_excess_maxAbs_Pa,final_p_eff_proxy_Pa,final_q_eff_proxy_Pa,final_top_drained_excess_maxAbs_Pa,final_velocity_max_mps,fit_amplitude_Pa,frames,initial_stress_route,load_route,max_positive_bottom_excess_delta_Pa,max_positive_mean_excess_delta_Pa,monotonic_decay_indicator,peak_excess_maxAbs_Pa,profile_rmse_fit_Pa,profile_rmse_q0_Pa,q0_target_Pa,run,runtime_s,steps
0.0,0.9900000001,0.08,0.004,0.022311302927409203,9290.933443345057,9278.642022044087,0,0.2733413500446425,0.0,0,0,0.01949582497218,-2.3927323299782755e-07,0.019500660821,-0.0,0.0,0.0,0.0,10012.748576445529,21,zero effective-stress increment; InitialStressMode=0,PorePressureInit=3 uniform initial excess; no AccInput; no MechanicalTopLoad,-0.007867160771640003,-0.005003837085577743,pass,10000.0,8723.291375381701,8712.184562578706,10000.0,gpu,290.820496,83899
