basis,bottom_excess_max_abs_diff_Pa,bottom_no_flux_max_abs_diff_Pa,bottom_rmse_q0_diff_Pa,common_frame_count,cpu_run_available,gpu_run_available,mean_excess_max_abs_diff_Pa,profile_rmse_q0_diff_Pa,top_residual_max_abs_diff_Pa
L4 matching CPU run skipped because L3c CPU runtime was about 393 s for 0.02 s; use L3c CPU/GPU parity as reference,,,,0,false,true,,,
