Tv,analytical_fit_bottom,analytical_fit_total_bottom,analytical_q0_bottom,analytical_q0_total_bottom,bottom_excess_mean,bottom_hydrostatic_reference,bottom_porepress_mean,error_fit,error_q0,relative_error_fit,relative_error_q0,run,time_s
0.0,10000.0,19711.900000981,9987.267655481213,19699.167656462214,10000.0,9711.900000981,19711.900415420005,0.0,12.732344518786704,0.0,0.0012732344518786704,gpu,0.0
0.0011155651463704602,10012.748576445529,19724.64857742653,10000.0,19711.900000981,6207.119357638997,9711.900000981,15919.019773059996,-3805.6292188065318,-3792.880642361003,-0.38007837605740713,-0.3792880642361003,gpu,0.004
0.0022311302927409205,10012.748576445532,19724.64857742653,10000.000000000004,19711.900000981004,3032.9605034720003,9711.900000981,12744.86091889,-6979.788072973532,-6967.039496528003,-0.6970901166332211,-0.6967039496528002,gpu,0.008
0.0033466954391113807,10012.748576445529,19724.64857742653,10000.0,19711.900000981,1480.4093967010003,9711.900000981,11192.309812120002,-8532.33917974453,-8519.590603298999,-0.8521475511545765,-0.8519590603298999,gpu,0.012
0.004462260585481841,10012.74857644553,19724.64857742653,10000.000000000002,19711.900000981004,722.5990668402997,9711.900000981,10434.499482259998,-9290.149509605231,-9277.400933159703,-0.9278320971186499,-0.9277400933159703,gpu,0.016
0.005577825731852301,10012.748576445529,19724.64857742653,10000.0,19711.900000981,352.7092013888998,9711.900000981,10064.609616809996,-9660.039375056629,-9647.2907986111,-0.9647739880117804,-0.96472907986111,gpu,0.02
0.0066933908782227615,10012.748576445527,19724.648577426527,9999.999999999998,19711.900000980997,172.16471354170005,9711.900000981,9884.065128962,-9840.583862903826,-9827.835286458298,-0.9828054492502977,-0.9827835286458297,gpu,0.024
0.007808956024593221,10012.748576445505,19724.648577426506,9999.999999999976,19711.900000980975,84.04031711153999,9711.900000981,9795.940732532003,-9928.708259333966,-9915.959682888437,-0.991606668591553,-0.9915959682888437,gpu,0.028
0.008924521170963682,10012.748576444097,19724.648577425098,9999.99999999857,19711.90000097957,41.026496039499996,9711.900000981,9752.926911460001,-9971.722080404597,-9958.97350395907,-0.9959025740307268,-0.9958973503959071,gpu,0.032
0.010040086317334143,10012.748576411443,19724.648577392443,9999.999999965958,19711.90000094696,20.03130764431,9711.900000981,9731.931723065001,-9992.717268767132,-9979.968692321647,-0.9979994196872656,-0.9979968692321647,gpu,0.036000000000000004
0.011155651463704602,10012.74857601304,19724.64857699404,9999.999999568063,19711.900000549063,9.783487955729004,9711.900000981,9721.683903376,-10002.965088057312,-9990.216511612334,-0.9990228968286259,-0.9990216511612334,gpu,0.04
0.012271216610075061,10012.748572973516,19724.648573954517,9999.999996532408,19711.899997513407,4.781491597493998,9711.900000981,9716.681907018003,-10007.967081376022,-9995.218504934914,-0.9995224592894747,-0.9995218504934914,gpu,0.044
0.013386781756445523,10012.748556678982,19724.64855765998,9999.99998025862,19711.89998123962,2.340002271863,9711.900000981,9714.240417691999,-10010.408554407119,-9997.659977986757,-0.9997662957358268,-0.9997659977986757,gpu,0.048
0.014502346902815983,10012.748490079872,19724.64849106087,9999.999913744308,19711.89991472531,1.1483029259579998,9711.900000981,9713.0487183465,-10011.600187153914,-9998.85161081835,-0.9998853072877195,-0.999885161081835,gpu,0.052000000000000005
0.015617912049186443,10012.74827000675,19724.648270987753,9999.99969395139,19711.899694932392,0.5666302575009,9711.900000981,9712.467045678,-10012.18163974925,-9999.433063693888,-0.9999433785147055,-0.9999433063693889,gpu,0.056
0.016733477195556904,10012.747656119329,19724.64765710033,9999.999080845591,19711.899081826592,0.2827602227534999,9711.900000981,9712.183175643002,-10012.464895896575,-9999.716320622838,-0.9999716680642895,-0.9999716320622838,gpu,0.06
0.017849042341927364,10012.746162944122,19724.64616392512,9999.997589571547,19711.897590552548,0.14415608511990005,9711.900000981,9712.044571506001,-10012.602006859002,-9999.853433486427,-0.999985361703092,-0.9999853433486428,gpu,0.064
0.018964607488297824,10012.74291663936,19724.64291762036,9999.994347400092,19711.894348381094,0.07650282647954999,9711.900000981,9711.976918247,-10012.66641381288,-9999.917844573612,-0.9999917941979646,-0.9999917844573613,gpu,0.068
0.020080172634668287,10012.736485720936,19724.636486701937,9999.987924669735,19711.887925650735,0.04348105854478001,9711.900000981,9711.943896479,-10012.693004662391,-9999.94444361119,-0.9999944498972771,-0.999994444361119,gpu,0.07200000000000001
0.021195737781038743,10012.724700606865,19724.624701587865,9999.976154560876,19711.876155541875,0.027362985743820005,9711.900000981,9711.927778406001,-10012.69733762112,-9999.948791575132,-0.9999948826414629,-0.9999948791575133,gpu,0.076
0.022311302927409203,10012.704479225156,19724.60448020616,9999.955958925728,19711.85595990673,0.01949582497218,9711.900000981,9711.919911245499,-10012.684983400184,-9999.936463100756,-0.9999936487923512,-0.9999936463100756,gpu,0.08
