case_id,time_s,z_m,excess,analytical_excess
l3c_mode1,0.0,0.41499999,10000.0,9998.20249791173
l3c_mode1,0.0,0.42500001,10000.0,9984.099822632243
l3c_mode1,0.0,0.405,10000.0,10015.802501259683
l3c_mode1,0.0,0.41499999,10000.0,9998.20249791173
l3c_mode1,0.0,0.42500001,10000.0,9984.099822632243
l3c_mode1,0.0,0.435,10000.0,10004.397054441557
l3c_mode1,0.0,0.44499999,10000.0,10015.608949873445
l3c_mode1,0.0,0.45500001,10000.0,9992.974738643436
l3c_mode1,0.0,0.465,10000.0,9985.085826393555
l3c_mode1,0.0,0.435,10000.0,10004.397054441557
l3c_mode1,0.0,0.44499999,10000.0,10015.608949873445
l3c_mode1,0.0,0.45500001,10000.0,9992.974738643436
l3c_mode1,0.0,0.465,10000.0,9985.085826393555
l3c_mode1,0.0,0.435,10000.0,10004.397054441557
l3c_mode1,0.0,0.44499999,10000.0,10015.608949873445
l3c_mode1,0.0,0.45500001,10000.0,9992.974738643436
l3c_mode1,0.0,0.465,10000.0,9985.085826393555
l3c_mode1,0.0,0.435,10000.0,10004.397054441557
l3c_mode1,0.0,0.44499999,10000.0,10015.608949873445
l3c_mode1,0.0,0.45500001,10000.0,9992.974738643436
l3c_mode1,0.0,0.465,10000.0,9985.085826393555
l3c_mode1,0.0,0.435,10000.0,10004.397054441557
l3c_mode1,0.0,0.44499999,10000.0,10015.608949873445
l3c_mode1,0.0,0.45500001,10000.0,9992.974738643436
l3c_mode1,0.0,0.465,10000.0,9985.085826393555
l3c_mode1,0.0,0.435,10000.0,10004.397054441557
l3c_mode1,0.0,0.44499999,10000.0,10015.608949873445
l3c_mode1,0.0,0.45500001,10000.0,9992.974738643436
l3c_mode1,0.0,0.465,10000.0,9985.085826393555
l3c_mode1,0.0,0.435,10000.0,10004.397054441557
l3c_mode1,0.0,0.44499999,10000.0,10015.608949873445
l3c_mode1,0.0,0.45500001,10000.0,9992.974738643436
l3c_mode1,0.0,0.465,10000.0,9985.085826393555
l3c_mode1,0.0,0.435,10000.0,10004.397054441557
l3c_mode1,0.0,0.44499999,10000.0,10015.608949873445
l3c_mode1,0.0,0.45500001,10000.0,9992.974738643436
l3c_mode1,0.0,0.465,10000.0,9985.085826393555
l3c_mode1,0.0,0.435,10000.0,10004.397054441557
