code,excluded,runtime_s,steps,frames,physical_time_s,peak_excess_maxAbs_Pa,final_excess_maxAbs_Pa,final_bottom_excess_mean_Pa,final_top_drained_excess_maxAbs_Pa,final_bottom_no_flux_proxy_Pa,final_velocity_max_mps,final_mean_settlement_m,load_route
0,0,824.707153,209747,41,0.2,219.358357,0.0145943764,0.000256020986,4.79190021e-11,-2.54387396e-07,1.655919e-08,-3.91e-10,native AccInput on mkfluid=1 top layer
