id,region,r_over_R,z_over_H,support_proxy,volume_weighted_support_proxy,neighbor_count_all,neighbor_count_specimen,nearest_neighbor_distance
405,lateral_surface,1.0,0.7000000000000001,11.177861581778519,5.598688448906117e-06,130,128,0.00751999401385824
406,interior,0.0,0.7999999999999999,17.93406068856978,1.379892068313006e-05,270,235,0.009999999999999995
407,interior,0.33333333333333337,0.7999999999999999,17.933110383656555,1.3064146624891013e-05,252,214,0.007653668647301795
408,interior,0.33333333333333337,0.7999999999999999,17.933109859966738,1.3064146457121311e-05,251,212,0.007653668647301795
409,interior,0.33333333333333337,0.7999999999999999,17.933108910029052,1.3064146058631904e-05,253,214,0.007653668647301794
410,interior,0.33333333333333337,0.7999999999999999,17.933108672455393,1.3064145855092717e-05,252,213,0.007653668647301794
411,interior,0.33333333333333337,0.7999999999999999,17.93310865041903,1.306414575322372e-05,250,212,0.007653668647301795
412,interior,0.33333333333333337,0.7999999999999999,17.93310816099364,1.3064145588389415e-05,250,211,0.007653668647301795
413,interior,0.33333333333333337,0.7999999999999999,17.93310820752048,1.3064145685392477e-05,250,212,0.007653668647301795
414,interior,0.33333333333333337,0.7999999999999999,17.933109405693216,1.306414620613913e-05,251,213,0.007653668647301795
415,interior,0.6666666666666667,0.7999999999999999,16.6988986505434,1.0233359320411592e-05,208,168,0.007349980712662805
416,interior,0.6666666666666667,0.7999999999999999,16.69957670989438,1.023387112264781e-05,209,169,0.007349980712662815
417,interior,0.6666666666666667,0.7999999999999999,16.698866965260592,1.0233330791507586e-05,209,168,0.007349980712662809
418,interior,0.6666666666666667,0.7999999999999999,16.699579049123667,1.0233879714061481e-05,207,168,0.007349980712662809
419,interior,0.6666666666666669,0.7999999999999999,16.69887582941464,1.023333659087848e-05,207,167,0.0073499807126628115
420,interior,0.6666666666666669,0.7999999999999999,16.699558292964195,1.023385953022662e-05,208,169,0.00734998071266281
421,interior,0.6666666666666666,0.7999999999999999,16.69892532871676,1.0233376375308915e-05,207,166,0.00734998071266281
422,interior,0.6666666666666667,0.7999999999999999,16.69947103747938,1.0233797623902617e-05,208,168,0.0073499807126628115
423,interior,0.6666666666666667,0.7999999999999999,16.699033214578495,1.0233453086789047e-05,208,168,0.00734998071266281
424,interior,0.6666666666666669,0.7999999999999999,16.69936185372627,1.0233713512412482e-05,206,167,0.00734998071266281
425,interior,0.6666666666666669,0.7999999999999999,16.699142991514027,1.0233542187191275e-05,209,168,0.007349980712662811
426,interior,0.6666666666666667,0.7999999999999999,16.69923568235434,1.0233615289645755e-05,207,167,0.007349980712662793
427,interior,0.6666666666666669,0.7999999999999999,16.699287286509428,1.0233647780463574e-05,210,169,0.007349980712662793
428,interior,0.6666666666666667,0.7999999999999999,16.699093804318274,1.0233510933048847e-05,205,166,0.007349980712662792
429,interior,0.6666666666666667,0.7999999999999999,16.699407736936344,1.023374245570102e-05,210,169,0.007349980712662792
430,interior,0.6666666666666666,0.7999999999999999,16.69899271720702,1.0233427217601712e-05,208,168,0.007349980712662826
431,interior,0.6666666666666667,0.7999999999999999,16.69950609115885,1.0233819523042181e-05,208,168,0.007349980712662805
432,lateral_surface,1.0,0.7999999999999999,11.30740952540463,5.709969881173304e-06,160,118,0.007519994013858262
433,lateral_surface,1.0,0.7999999999999999,11.307246999534646,5.709842880051731e-06,158,118,0.00751999401385825
434,lateral_surface,0.9999999999999998,0.7999999999999999,11.307227450530732,5.7098254282443236e-06,159,117,0.00751999401385825
435,lateral_surface,1.0,0.7999999999999999,11.30743173986028,5.709978541893859e-06,160,118,0.0075199940138582526
436,lateral_surface,0.9999999999999998,0.7999999999999999,11.307274444513498,5.709862135097443e-06,159,118,0.007519994013858258
437,lateral_surface,1.0000000000000002,0.7999999999999999,11.307191296309039,5.709804813177954e-06,158,117,0.007519994013858241
438,lateral_surface,1.0000000000000002,0.7999999999999999,11.307400001062124,5.709965214165105e-06,162,119,0.007519994013858241
439,lateral_surface,1.0,0.7999999999999999,11.307274007593543,5.709872497481576e-06,156,117,0.007519994013858261
440,lateral_surface,1.0000000000000002,0.7999999999999999,11.307173986976816,5.709793797028566e-06,160,118,0.0075199940138582395
441,lateral_surface,1.0000000000000002,0.7999999999999999,11.307396456857134,5.709957616317648e-06,161,119,0.0075199940138582395
442,lateral_surface,1.0,0.7999999999999999,11.307329927732729,5.709902228200788e-06,158,118,0.007519994013858237
443,lateral_surface,1.0,0.7999999999999999,11.307189953445867,5.70979718009536e-06,161,119,0.007519994013858237
