acom,amax,case,fabs,fx,fy,fz,p0,step,sym,targets,time
3.21546e-09,1.95492,mode3_shell,1.66414,-2.70496e-09,3.76724e-09,1.84173e-09,50.0,1.0,2.9986e-09,739,0.000502713
1.67108e-08,1.95492,mode3_shell,1.66414,-1.6339e-08,-1.22858e-08,1.59576e-08,50.0,2.0,1.55838e-08,739,0.000603255
2.03619e-08,1.95492,mode3_shell,1.66414,1.35522e-08,2.24332e-08,1.7653e-08,50.0,3.0,1.89886e-08,739,0.000703798
1.74922e-08,1.95492,mode3_shell,1.66413,5.01248e-09,1.42249e-08,2.25707e-08,50.0,4.0,1.63124e-08,739,0.00080434
3.21546e-09,1.95492,mode4_boundary_particles,1.66414,-2.70496e-09,3.76724e-09,1.84173e-09,50.0,1.0,2.9986e-09,739,0.000502713
1.67108e-08,1.95492,mode4_boundary_particles,1.66414,-1.6339e-08,-1.22858e-08,1.59576e-08,50.0,2.0,1.55838e-08,739,0.000603255
2.03619e-08,1.95492,mode4_boundary_particles,1.66414,1.35522e-08,2.24332e-08,1.7653e-08,50.0,3.0,1.89886e-08,739,0.000703798
1.94541e-08,1.95492,mode4_boundary_particles,1.66413,2.53227e-09,1.55982e-08,2.57248e-08,50.0,4.0,1.8142e-08,739,0.00080434
