case,excess_count,excess_max,excess_maxAbs,excess_mean,excess_median,excess_p90_abs,excess_p95_abs,excess_p99_abs,frame_index,kind,mode,r_over_R_max,r_over_R_min,time
diffusion_mode3_shell,66,953.6589019965,953.6589019965,952.7190976837165,952.6351567926499,953.58888401175,953.6589003795,953.658901622425,5,diffusion,3,0.6,0.4,0.005027
diffusion_mode3_shell,158,949.2117794901,949.2117794901,945.5091532610938,944.1107019978999,948.9857950503699,948.98579707051,949.211779280052,5,diffusion,3,0.8,0.6,0.005027
diffusion_mode3_shell,138,939.9560390303,939.9560390303,938.0279221396418,938.24117400795,939.95603494816,939.95603664453,939.956038580339,5,diffusion,3,0.9,0.8,0.005027
diffusion_mode3_shell,72,932.5826171706,932.5826171706,931.5554260172916,932.58260823105,932.58261270291,932.58261408432,932.582616408557,5,diffusion,3,0.95,0.9,0.005027
diffusion_mode3_shell,24,926.0702385847,926.0702385847,926.0702297904418,926.0702312771,926.0702336942,926.0702345515449,926.070237676591,5,diffusion,3,1.0,0.95,0.005027
diffusion_mode3_shell,1,947.0182187204,947.0182187204,947.0182187204,947.0182187204,947.0182187204,947.0182187204,947.0182187204,6,diffusion,3,0.2,0.0,0.006033
diffusion_mode3_shell,32,947.2779642135,947.2779642135,946.8215191532936,947.1553152072499,947.2779632510199,947.27796355537,947.277964081533,6,diffusion,3,0.4,0.2,0.006033
diffusion_mode3_shell,60,945.2533076282,945.2533076282,944.8358478138633,944.9082088591999,945.2533066304701,945.253307028835,945.253307351903,6,diffusion,3,0.6,0.4,0.006033
diffusion_mode3_shell,158,943.1880296542,943.1880296542,940.7256711333065,940.3137239878499,943.1880262285199,943.18802773757,943.188028889785,6,diffusion,3,0.8,0.6,0.006033
diffusion_mode3_shell,138,939.1089155976,939.1089155976,936.1142184741842,936.704300655,939.10891016356,939.1089123942401,939.108914716825,6,diffusion,3,0.9,0.8,0.006033
diffusion_mode3_shell,72,927.8427644622,927.8427644622,926.9357500370206,927.8427565193999,927.8427614150099,927.8427616116551,927.842764039466,6,diffusion,3,0.95,0.9,0.006033
diffusion_mode3_shell,24,918.1931462967,918.1931462967,918.1931361340124,918.1931363453,918.1931441171,918.19314479975,918.19314597631,6,diffusion,3,1.0,0.95,0.006033
diffusion_mode4_boundary_particles,7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,diffusion,4,0.2,0.0,0.0
diffusion_mode4_boundary_particles,26,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,diffusion,4,0.4,0.2,0.0
diffusion_mode4_boundary_particles,90,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,diffusion,4,0.6,0.4,0.0
diffusion_mode4_boundary_particles,134,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,diffusion,4,0.8,0.6,0.0
diffusion_mode4_boundary_particles,132,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,diffusion,4,0.9,0.8,0.0
diffusion_mode4_boundary_particles,72,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,diffusion,4,0.95,0.9,0.0
diffusion_mode4_boundary_particles,48,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,diffusion,4,1.0,0.95,0.0
diffusion_mode4_boundary_particles,1,797.0888413415,797.0888413415,797.0888413415,797.0888413415,797.0888413415,797.0888413415,797.0888413415,1,diffusion,4,0.2,0.0,0.001005
diffusion_mode4_boundary_particles,26,766.8402805459,766.8402805459,753.7331102510232,751.4120945867,766.8402122105,766.840252269175,766.840276618575,1,diffusion,4,0.4,0.2,0.001005
diffusion_mode4_boundary_particles,66,810.3724377651,810.3724377651,772.4906387408154,774.5009323204999,810.3723984917,810.3724210739749,810.372434191205,1,diffusion,4,0.6,0.4,0.001005
diffusion_mode4_boundary_particles,158,846.0877032768,846.0877032768,743.0895008429661,712.5146030896,846.08766368924,846.0876699729,846.0876984540441,1,diffusion,4,0.8,0.6,0.001005
diffusion_mode4_boundary_particles,138,639.4000582928,639.4000582928,619.8357316786607,617.848798211,638.22751360268,638.2275701576999,639.4000380585051,1,diffusion,4,0.9,0.8,0.001005
diffusion_mode4_boundary_particles,72,594.2475413477,594.2475413477,594.1474345397277,594.0974515017999,594.24748102302,594.247513541815,594.247536886131,1,diffusion,4,0.95,0.9,0.001005
diffusion_mode4_boundary_particles,24,599.7167526824,599.7167526824,599.71661600815,599.7165783046,599.71673068904,599.7167306891849,599.716747623964,1,diffusion,4,1.0,0.95,0.001005
diffusion_mode4_boundary_particles,7,700.536474534,700.536474534,657.3375483511144,650.1377305248,670.2972334799999,685.416854007,697.5125504286001,2,diffusion,4,0.2,0.0,0.002011
diffusion_mode4_boundary_particles,20,612.0645537772,612.0645537772,600.28780552351,612.0644883131499,612.06452235255,612.06452940305,612.06454890237,2,diffusion,4,0.4,0.2,0.002011
diffusion_mode4_boundary_particles,66,550.3658563478,550.3658563478,525.7516432896666,521.23083484445,534.8376804192001,550.365827871075,550.3658523443851,2,diffusion,4,0.6,0.4,0.002011
diffusion_mode4_boundary_particles,158,495.6590832707,495.6590832707,447.9464322520045,432.40824966310004,495.65906240179,495.65906734784494,495.659074968257,2,diffusion,4,0.8,0.6,0.002011
diffusion_mode4_boundary_particles,138,404.1405722133,404.1405722133,393.1523806440558,393.9581474248,404.14053384073,404.140551588255,404.14056692314796,2,diffusion,4,0.9,0.8,0.002011
diffusion_mode4_boundary_particles,72,370.3973579964,370.3973579964,365.42272344574997,370.39725760240003,370.39732824547997,370.39734178130504,370.397350398619,2,diffusion,4,0.95,0.9,0.002011
