source_stage,case,return_status,boundary_class,count,status_-3,status_-1,status_-5,mean_r_over_R,mean_z_over_H,mean_distance_to_bottom,mean_distance_to_lateral,mean_p_eff,mean_q,mean_q_over_p,mean_pc,mean_void_ratio,mean_plastic_vol_strain,mean_eq_plastic_strain,max_return_iterations,max_abs_yield_residual,max_abs_DivVel,max_velocity,max_abs_PorePressRate,mean_pairwise_reaction_avg,neighbor_count_available
M3f,ramp_current_adaptive,-3,edge_corner,36,36,0,0,0.6842385726894028,0.6555192380000003,0.0655519238,0.009472842819317925,50.73110886111113,70.34280407696647,1.4204327276512057,119.94921888888888,0.8000669411111114,-3.7625792647222225e-05,0.00012866870763888894,108.0,3321.9097,0.061731368,0.0034500349385640982,41046000.0,0.29500498888888893,0
M3f,ramp_current_adaptive,-3,interior_ring,80,80,0,0,0.35406085942023985,0.4848766144999998,0.04848766145000003,0.019378174217392786,44.03743699583332,69.15857935825645,1.5799686232814583,119.87150400000003,0.8001778540000002,-9.525238577499999e-05,0.00031643865684999995,137.0,3022.2639,0.02898089,0.001867524387678866,19310750.0,0.28731564999999976,0
M3f,ramp_current_adaptive,-3,lateral_surface,8,8,0,0,0.6666961166666666,0.6999652099999999,0.06999652099999999,0.0099991165,49.424597208333346,70.82481623305962,1.4346560838610831,119.974255,0.8000349400000002,-1.9068524375e-05,6.6522861e-05,100.0,1884.7795,0.01819537,0.001163525849807147,12172532.0,0.31320775,0
M3f,ramp_current_adaptive,-3,measurement_core,24,24,0,0,0.3333301027777778,0.6999271616666669,0.06999271616666662,0.020000096916666658,42.285362833333316,68.75962619004247,1.6260857559874105,119.93053000000005,0.8001009199999998,-5.1457119e-05,0.000160504895,103.0,1573.2601,0.017737173,0.0013135861584625344,11897968.0,0.28753450000000014,0
M3f,ramp_current_adaptive,-3,top_cap_zone,8,8,0,0,0.16667520001048572,0.91230240625,0.091230240625,0.024999743999685426,55.085031125000015,71.42419019946584,1.3067129751700368,119.84976999999999,0.8001952962500001,-0.00011144490774999999,0.00072602641625,111.0,4115.9639,0.05213511,0.0040188152,34648960.0,0.3069546249999999,0
M3f,ramp_current_adaptive,-1,bottom_cap_zone,35,0,35,0,0.3678857486677027,0.048572459351600004,0.00485724593516,0.018963427539968918,3.169551943809524,22.637581057018025,7.196404906970962,119.99868114285717,0.8000523399999996,-9.763640622857141e-07,1.0151250514285715e-06,81.0,0.29376888,0.042837817,0.0003097099807703983,28536718.0,0.17437236,0
M3f,ramp_current_adaptive,-1,edge_corner,192,0,192,0,0.9441584586520472,0.3956602712969634,0.03956602712969634,0.0016752462404386037,9.831957845590273,35.197059146683934,4.859297361757933,119.62259270833381,0.8005487672916652,-0.00028068341913624985,0.0004477647441209374,205.0,1.3383412,0.10948719,0.006164154160455672,72706384.0,0.2183071083333333,0
M3f,ramp_current_adaptive,-1,interior_ring,56,0,56,0,0.4023718611913968,0.499999972857143,0.04999999728571428,0.017928844164258096,4.07805156845238,22.335943917311763,5.543770067583014,119.99997785714287,0.80004964,-1.648269017857143e-08,1.7121560535714284e-08,74.0,0.34632838,0.038068295,0.00022281701782388578,25364270.0,0.12965819999999992,0
M3f,ramp_current_adaptive,-1,lateral_surface,36,0,36,0,0.6841642148722971,0.4333333177777777,0.043333331777777775,0.009475073553831084,3.61742765,22.268725905425143,6.343502930069762,119.99973888888887,0.8000504538888887,-1.935335977777778e-07,2.0106994972222223e-07,68.0,0.29751533,0.034919623,0.0006409584111913959,23245768.0,0.12965820000000003,0
M3f,ramp_improved_adaptive,-3,bottom_cap_zone,193,193,0,0,0.35707715490443054,0.05433829982593418,0.005433829982593421,0.01928768535286711,43.615649616580306,68.94446584011986,1.5846712726347751,119.45249388601017,0.8007391204145078,-0.00040662204435233174,0.001094981175544041,206.0,2147.1816,0.041612405,0.0014147521185562434,27611418.0,0.28360020207253905,0
M3f,ramp_improved_adaptive,-3,edge_corner,269,269,0,0,0.7946777612308933,0.7775351412429768,0.07775351412429765,0.006159667163073194,41.373824784436195,65.78121336293079,1.6894169882971408,117.4644360966544,0.8035063506691446,-0.001936879546903346,0.004376298116245358,212.0,3778.2581,0.081304953,0.005214000821264201,54042556.0,0.29576172862453487,0
M3f,ramp_improved_adaptive,-3,interior_ring,279,279,0,0,0.3789932121673658,0.6690307884587801,0.06690307884587816,0.01863020363497902,43.88401599641585,68.90783561188574,1.57751091052656,119.32112154121869,0.800915142831541,-0.0005044906685340506,0.0017650863499641585,270.0,3074.5491,0.036189303,0.002072304823485841,24119402.0,0.28514823118279686,0
M3f,ramp_improved_adaptive,-3,lateral_surface,119,119,0,0,0.7247029309715555,0.7579016823529411,0.07579016823529412,0.008258912070853329,44.656897910364165,69.0971203795614,1.5634339872729106,119.61993781512601,0.8005137763865545,-0.0002821792114957983,0.0010312581788235302,259.0,2879.0413,0.03609851,0.0028276363495314157,24079096.0,0.2966665420168067,0
M3f,ramp_improved_adaptive,-3,measurement_core,14,14,0,0,0.2857123662355579,0.6999269607142857,0.06999269607142856,0.021428629012933263,43.11756085714286,68.8672074596309,1.598882245162977,119.56870428571429,0.8005836592857144,-0.0003200301578571429,0.0009155705478571428,193.0,1483.4994,0.019344615,0.0017686615393594258,12972076.0,0.28923975,0
M3f,ramp_improved_adaptive,-3,top_cap_zone,358,358,0,0,0.3439224368606053,0.9550108483519554,0.0955010848351956,0.019682326894181847,47.01621895530728,69.59349177738244,1.5070804454157865,119.70055938547499,0.8004043635195547,-0.00022280621612843588,0.0032570895662290575,318.0,4349.6602,0.078401133,0.004239763322893827,52063016.0,0.28889443645251456,0
M3f,ramp_improved_adaptive,-1,bottom_cap_zone,35,0,35,0,0.3678857486677091,0.04857245934333143,0.004857245934333142,0.018963427539968727,3.169755747619047,22.637411466173564,7.195912120160886,119.99003742857145,0.800063871142857,-7.380403318857145e-06,7.680137711428572e-06,170.0,0.11996078,0.042837817,0.0003097024602864932,28536718.0,0.17433372428571434,0
M3f,ramp_improved_adaptive,-1,edge_corner,347,0,347,0,0.9669549695871174,0.6630932546672123,0.06630932546672125,0.0009913509123864654,13.266117661950029,39.80570042978197,3.8514200879407476,110.68732748991359,0.8133984572046108,-0.007372752052459766,0.011060268740124493,412.0,0.70252359,0.11537866,0.006318300925761995,76617312.0,0.24524485619596653,0
M3f,ramp_improved_adaptive,-1,interior_ring,56,0,56,0,0.4023718611913968,0.499999972857143,0.04999999728571428,0.017928844164258096,4.07805156845238,22.335943917311763,5.543770067583014,119.99997785714287,0.80004964,-1.648269017857143e-08,1.7121560535714284e-08,143.0,0.18010809,0.038068295,0.00022281750585553454,25364270.0,0.12965819999999992,0
M3f,ramp_improved_adaptive,-1,lateral_surface,36,0,36,0,0.6841642148722971,0.4333333177777777,0.043333331777777775,0.009475073553831084,3.6174388777777784,22.268718967044094,6.343472983558782,119.99924555555556,0.8000511155555553,-5.592996747222223e-07,5.803323216666667e-07,134.0,0.14127417,0.034919627,0.0006409587167165719,23245770.0,0.12965820000000003,0
M3h,adaptive_line,-3,bottom_cap_zone,60,60,0,0,0.27210235457327,0.08990488306827664,0.008990488306827665,0.02183692936280189,44.29549670555555,69.28947311297367,1.571767918023234,119.85884049999999,0.8001944613333338,-0.00010463273576666664,0.0003382139396333335,117.0,2236.1411,0.038397454,0.00137137851409999,25462598.0,0.2862336583333332,0
M3h,adaptive_line,-3,edge_corner,8,8,0,0,0.9428950257666556,0.5499864245000001,0.05499864245000001,0.0017131492270003271,49.821239870833324,66.68195865631621,1.5495569700792635,119.96615999999999,0.8000454,-2.5063312475e-05,4.4821793749999996e-05,84.0,2555.5723,0.036950026,0.0025817637858605576,24633992.0,0.33133937499999994,0
M3h,adaptive_line,-3,interior_ring,95,95,0,0,0.37514484842273754,0.5304461297894736,0.053044612978947345,0.01874565454731786,45.29875907719301,69.5633762528399,1.54623621474093,119.91692473684203,0.80011591231579,-6.158035774736843e-05,0.0002070512780947368,145.0,2837.9016,0.028176883,0.0019138275787438249,18777562.0,0.28654633789473677,0
M3h,adaptive_line,-3,lateral_surface,16,16,0,0,0.7060717206156888,0.7249723174999998,0.07249723175,0.008817848381529332,46.670590687499995,69.85301470514234,1.5134656160165019,119.9751475,0.8000366674999999,-1.83974805625e-05,8.05876921875e-05,115.0,2267.7468,0.022166213,0.0015944621190764968,14833365.0,0.29094385000000006,0
M3h,adaptive_line,-3,measurement_core,1,1,0,0,5.11183878372509e-12,0.6999701999999999,0.06999702,0.029999999999846642,53.68072533333333,71.59088200000028,1.3336422254999887,119.98392,0.80001736,-1.1917587e-05,0.00010288414,101.0,1397.3805,0.012017515,0.0009901019500000018,8085626.5,0.3065565,0
M3h,adaptive_line,-3,top_cap_zone,35,35,0,0,0.3206465553476298,0.9797343831428573,0.09797343831428569,0.02038060333957109,47.709040838095255,70.11630571941798,1.48399978397979,119.86366028571429,0.8001847154285712,-0.00010114691774285712,0.0008698825862857142,168.0,4512.1865,0.071406551,0.004117663029849749,47429716.0,0.2822661428571428,0
M3h,adaptive_line,-1,bottom_cap_zone,35,0,35,0,0.36788574328020307,0.04857245162848574,0.004857245162848572,0.018963427701593916,3.1707414047619054,22.640960652959652,7.194973047116043,119.99867400000002,0.8000523482857139,-9.802644405714287e-07,1.0191426742857143e-06,91.0,0.29599318,0.042827237,0.00030928379388672875,28529658.0,0.3015635714285712,0
M3h,adaptive_line,-1,edge_corner,252,0,252,0,0.9470313395505945,0.5680092326602951,0.0568009232660295,0.0015890598134821517,12.784077633015881,40.5332456825743,4.2291077297055395,119.47008126984132,0.8007500468253972,-0.00039421977958916635,0.0006425130531585312,214.0,1.4385655,0.11523959,0.0063158947346164855,76510096.0,0.29289632777777835,0
M3h,adaptive_line,-1,interior_ring,32,0,32,0,0.40237185449934876,0.3500000024999999,0.03500000024999999,0.017928844365019535,3.942700480208333,22.078981991402358,5.6929310782400435,119.99996125000001,0.80004981,-2.8689592499999998e-08,2.98019871875e-08,49.0,0.33098769,0.038017966,0.0001946873895565104,25330684.0,0.3739097499999998,0
M3h,adaptive_line,-1,lateral_surface,24,0,24,0,0.6929081223084456,0.3000000000000001,0.029999999999999995,0.009212756330746627,3.777283041666667,22.052720911495356,6.082046501210854,119.99974999999999,0.8000502799999997,-1.8502920416666666e-07,1.9183399583333333e-07,64.0,0.29227251,0.034879927,0.0006409714867660601,23219276.0,0.37390975,0
M3h,admissible_line,-3,bottom_cap_zone,20,20,0,0,0.2667222950495278,0.0948808651906,0.009488086519059998,0.021998331148514166,40.186863644999995,82.37693429711909,2.0640218593030557,119.74931099999999,0.8003088939999999,-0.00018591865199999997,0.000567563499,21.0,2411.0125,0.039663579,0.001409843341181173,26305950.0,0.2897851,0
M3h,admissible_line,-3,edge_corner,12,12,0,0,0.8116300385428566,0.9331688266666669,0.09331688266666666,0.0056510988437143035,41.366215072222225,88.3099941957651,2.698841990715852,119.61797000000003,0.8005152533333336,-0.0002836099419,0.0006723612599166666,21.0,3918.8188,0.072419919,0.0036155064051502745,48084448.0,0.3199682500000001,0
M3h,admissible_line,-3,interior_ring,28,28,0,0,0.392522547626425,0.4427265785714285,0.04427265785714285,0.018224323571207252,42.70226502738095,79.98268467183907,1.9199768392814953,119.85632071428574,0.8001873617857147,-0.00010650129689285714,0.0003410043201428572,24.0,3125.1248,0.030487338,0.0018901670409377349,20329626.0,0.2909626428571429,0
M3h,admissible_line,-3,lateral_surface,4,4,0,0,0.6666944,0.79998836,0.079998836,0.009999168,55.96641566666666,86.25688163304063,1.541225762013822,119.97747,0.80002463,-1.66901425e-05,4.5310262e-05,20.0,2281.4941,0.0035571621,0.001456551600143024,2327959.0,0.24897344999999999,0
M3h,admissible_line,-3,top_cap_zone,6,6,0,0,0.2222491113321909,0.9831815933333332,0.09831815933333334,0.023332526660034273,51.11398538888889,97.36171440347032,1.9104402524680555,120.02599166666666,0.799958385,1.9149547666666672e-05,0.0005567183933333333,21.0,4604.748,0.062669322,0.0038848526,41704604.0,0.3046405,0
M3h,admissible_line,-1,bottom_cap_zone,44,0,44,0,0.36579539085484214,0.0590918328469886,0.005909183284698864,0.019026138274354735,-17.761155496446964,37.01135641783523,-2.9161812966836895,119.9993981818182,0.800050880909091,-4.4592808704545456e-07,4.624151704545454e-07,0.0,28.169073,0.042827237,0.0003393898944647242,28529658.0,0.2828910379545453,0
M3h,admissible_line,-1,edge_corner,200,0,200,0,0.9039887652199694,0.14597327037640093,0.014597327037640084,0.002880337043400912,-22.069959457666673,63.22827531489867,-29.290801280178854,119.92594299999985,0.8001464321999993,-5.500222097635e-05,9.449891449485002e-05,0.0,122.34028,0.10061236,0.005916646641902406,66923092.0,0.27883346320000013,0
M3h,admissible_line,-1,interior_ring,69,0,69,0,0.3925385433961135,0.3391302807246377,0.03391302807246375,0.018223843698116596,-6.494098014009663,30.859239315193246,-12.403388099599017,119.99993855072464,0.800049892753624,-4.551191623188405e-08,4.7357225797101454e-08,0.0,18.571222,0.038017966,0.00035339131551712083,25330684.0,0.32001086007246343,0
M3h,admissible_line,-1,lateral_surface,80,0,80,0,0.7138979217271804,0.3199997229999998,0.0319999723,0.008583062348184562,-4.180293895,30.15208396583812,-23.462115441704313,119.999562,0.8000506349999998,-3.2351623925e-07,3.3579706525e-07,0.0,14.84254,0.034879927,0.0006367211450333471,23219276.0,0.3028837889999997,0
M3h,admissible_line,-1,measurement_core,2,0,2,0,2.7816617689480893e-12,0.34999980499999994,0.0349999805,0.02999999999991655,-5.0577895,30.877124250000342,-6.161017322800598,119.9984,0.80005276,-1.18555745e-06,1.2313134499999998e-06,0.0,5.5000648,0.0024756028,0.000120296410000011,1678636.5,0.27635586500000003,0
M3h,baseline,-3,bottom_cap_zone,20,20,0,0,0.2667222950495278,0.0948808651906,0.009488086519059998,0.021998331148514166,40.186863743333326,82.37693415557598,2.064021849983494,119.74931099999999,0.8003088939999999,-0.00018591865199999997,0.000567563499,10.0,2411.0125,0.039663587,0.001409843341181173,26305954.0,0.2897851,0
M3h,baseline,-3,edge_corner,12,12,0,0,0.8116300385428566,0.9331688266666669,0.09331688266666666,0.0056510988437143035,41.366215072222225,88.3099941957651,2.698841990715852,119.61797000000003,0.8005152533333336,-0.0002836099419,0.0006723612599166666,9.0,3918.8188,0.072419919,0.0036155064051502745,48084448.0,0.3199682500000001,0
M3h,baseline,-3,interior_ring,28,28,0,0,0.392522547626425,0.4427265785714285,0.04427265785714285,0.018224323571207252,42.70226501547619,79.9826846746804,1.9199768399158301,119.85632071428574,0.8001873617857147,-0.00010650129689285714,0.0003410043201428572,11.0,3125.1248,0.030487338,0.0018901670409176168,20329626.0,0.2909626428571429,0
M3h,baseline,-3,lateral_surface,4,4,0,0,0.6666944,0.79998836,0.079998836,0.009999168,55.96641566666666,86.25688163304063,1.541225762013822,119.97747,0.80002463,-1.66901425e-05,4.5310262e-05,8.0,2281.4941,0.0035571621,0.001456551600143024,2327959.0,0.24897344999999999,0
M3h,baseline,-3,top_cap_zone,6,6,0,0,0.2222491113321909,0.9831815933333332,0.09831815933333334,0.023332526660034273,51.11398538888889,97.36171440347032,1.9104402524680555,120.02599166666666,0.799958385,1.9149547666666672e-05,0.0005567183933333333,9.0,4604.748,0.062669322,0.0038848526,41704604.0,0.3046405,0
M3h,baseline,-1,bottom_cap_zone,44,0,44,0,0.36579539085484214,0.0590918328469886,0.005909183284698864,0.019026138274354735,-17.761155496446964,37.01135641783523,-2.9161812966836895,119.9993981818182,0.800050880909091,-4.4592808704545456e-07,4.624151704545454e-07,0.0,28.169073,0.042827237,0.0003393898944647242,28529658.0,0.2828910379545453,0
M3h,baseline,-1,edge_corner,200,0,200,0,0.9039887652199694,0.14597327037640093,0.014597327037640084,0.002880337043400912,-22.069959457666673,63.22827531489867,-29.290801280178854,119.92594299999985,0.8001464321999993,-5.500222097635e-05,9.449891449485002e-05,0.0,122.34028,0.10061236,0.005916646641902406,66923092.0,0.27883346320000013,0
M3h,baseline,-1,interior_ring,69,0,69,0,0.3925385433961135,0.3391302807246377,0.03391302807246375,0.018223843698116596,-6.494098014009663,30.859239315193246,-12.403388099599017,119.99993855072464,0.800049892753624,-4.551191623188405e-08,4.7357225797101454e-08,0.0,18.571222,0.038017966,0.00035339131551712083,25330684.0,0.32001086007246343,0
M3h,baseline,-1,lateral_surface,80,0,80,0,0.7138979217271804,0.3199997229999998,0.0319999723,0.008583062348184562,-4.180293895,30.15208396583812,-23.462115441704313,119.999562,0.8000506349999998,-3.2351623925e-07,3.3579706525e-07,0.0,14.84254,0.034879927,0.0006367211450333471,23219276.0,0.3028837889999997,0
M3h,baseline,-1,measurement_core,2,0,2,0,2.7816617689480893e-12,0.34999980499999994,0.0349999805,0.02999999999991655,-5.0577895,30.877124250000342,-6.161017322800598,119.9984,0.80005276,-1.18555745e-06,1.2313134499999998e-06,0.0,5.5000648,0.0024756028,0.000120296410000011,1678636.5,0.27635586500000003,0
M3h,half_speed_adaptive_line,-3,bottom_cap_zone,8,8,0,0,0.33339515,-1.6039638124999998e-05,-1.6039638125e-06,0.0199981455,42.532030166666665,68.84569712829686,1.6186944929808034,119.92084499999999,0.8001135300000002,-5.8637549124999996e-05,0.0001565630075,111.0,1406.1837,0.0285304,0.0004454405411834878,18955824.0,0.25461399999999995,0
M3h,half_speed_adaptive_line,-3,edge_corner,152,152,0,0,0.7419400419328338,0.049924549811052654,0.004992454981105266,0.007741798742014995,30.842239982236844,62.643629020327914,2.047735809702575,119.76538894736832,0.8003339439473682,-0.00017397434075953945,0.00030872736008552613,152.0,1946.7706,0.039860282,0.002253409382591342,26547298.0,0.2513267605263157,0
M3h,half_speed_adaptive_line,-3,top_cap_zone,3,3,0,0,1.2635572496615921e-11,0.9331947066666667,0.09331947066666668,0.02999999999962093,49.68547555555556,70.85710166666668,1.4261279816223125,119.85988666666667,0.8001873899999999,-0.00010384490633333333,0.0004997901266666666,115.0,2124.1304,0.032902155,0.0019192278,21818852.0,0.255561,0
M3h,half_speed_adaptive_line,-1,bottom_cap_zone,17,0,17,0,0.3787061793087231,0.04706002768068234,0.004706002768068236,0.018638814620738308,3.1106676862745104,22.64456412994064,7.315992634544449,119.9986505882353,0.8000524429411766,-9.982223182352944e-07,1.0373012676470589e-06,91.0,0.22328201,0.042833209,0.0002708978497153547,28533644.0,0.2098010676470588,0
M3h,half_speed_adaptive_line,-1,edge_corner,52,0,52,0,0.9047015562464653,0.06923051152934785,0.0069230511529347945,0.002858953312606047,4.302429410064104,24.75224093990878,5.921550738137463,119.99929461538467,0.8000502984615387,-5.209485086538463e-07,5.44789133076923e-07,91.0,0.27766177,0.04320972,0.0011146787718663985,28766642.0,0.21356550769230778,0
M3h,half_speed_adaptive_line,-1,interior_ring,36,0,36,0,0.3947010262216433,0.37777778111111104,0.037777778111111104,0.018158969213350702,3.979519045370371,22.03279065827807,5.632223454954577,119.99996555555556,0.8000497600000002,-2.55792075e-08,2.657081277777778e-08,55.0,0.3355858,0.038046431,0.000194690569407779,25349680.0,0.23916369999999987,0
M3h,half_speed_adaptive_line,-1,lateral_surface,28,0,28,0,0.689160733407239,0.3428571414285714,0.03428571414285713,0.009325177997782822,3.769801230952381,22.07651309746941,6.074447744499129,119.99978571428571,0.8000502428571429,-1.5868365000000002e-07,1.6451860357142858e-07,72.0,0.29487425,0.034902349,0.0006409641316942907,23234240.0,0.2391636999999998,0
M3h,quarter_speed_line,-3,bottom_cap_zone,3,3,0,0,4.776075935642087e-09,-3.9222958666666665e-05,-3.922295866666667e-06,0.02999999985671772,45.10894833333333,69.67997203485375,1.5447039802380766,119.85542,0.80019802,-0.00010711756,0.00030063355,107.0,887.19843,0.018410534,0.00029301730614166894,12197389.0,0.23326983333333332,0
M3h,quarter_speed_line,-3,edge_corner,34,34,0,0,0.745575973347195,0.6881584397941175,0.06881584397941178,0.007632720799584155,29.498966752941175,61.93259186591962,2.0996988817440516,119.80115705882352,0.800287431470588,-0.00014739449911764708,0.00024197270088235288,108.0,999.22864,0.020206824,0.0012573738305505396,13395024.0,0.23332727941176476,0
M3h,quarter_speed_line,-1,bottom_cap_zone,9,0,9,0,0.357669907343806,2.1145089555555556e-06,2.1145089555555556e-07,0.01926990277968582,3.107492281481482,22.81904848804839,7.4092039749578635,119.99777444444446,0.8000536288888889,-1.6465112e-06,1.711473766666667e-06,81.0,0.11909253,0.016123254,0.00027366917758428006,10743812.0,0.14381225,0
M3h,quarter_speed_line,-1,edge_corner,24,0,24,0,0.9529965163045037,0.06666612651152916,0.006666612651152918,0.0014101045108648996,4.150898487777777,25.16941310372266,6.121830540745479,119.99888333333332,0.8000510116666669,-8.241332154166666e-07,8.640467224999998e-07,91.0,0.22904183,0.032587651,0.0009262929229085542,21665748.0,0.14381224999999995,0
