source_stage,case,return_status,boundary_class,count,status_-3,status_-1,status_-5,mean_r_over_R,mean_z_over_H,mean_distance_to_bottom,mean_distance_to_lateral,mean_p_eff,mean_q,mean_q_over_p,mean_pc,mean_void_ratio,mean_plastic_vol_strain,mean_eq_plastic_strain,max_return_iterations,max_abs_yield_residual,max_abs_DivVel,max_velocity,max_abs_PorePressRate,mean_pairwise_reaction_avg,neighbor_count_available
M3d2,slower_half_velocity,-1,edge_corner,84,0,84,0,0.8790657766490727,0.057142303466946806,0.005714230346694681,0.0036280267005278193,-17.878536954960317,40.649215992951135,-5.498751639876022,119.9990490476191,0.8000504366666668,-7.031528827380954e-07,7.439909190476191e-07,0.0,32.010017,0.04320972,0.001112916199756066,28766642.0,nan,0
M3d2,slower_half_velocity,-1,interior_ring,44,0,44,0,0.39609547094768965,0.34545440363636354,0.03454544036363635,0.018117135871569313,-1.6911445166666668,26.960791488856373,-21.745408070241762,119.99994363636361,0.8000499481818184,-4.1856885e-08,4.347951181818182e-08,0.0,3.1254363,0.038046431,0.00040259885620103764,25349680.0,nan,0
M3d2,slower_half_velocity,-1,lateral_surface,36,0,36,0,0.7016532264096573,0.31111083888888874,0.031111083888888873,0.00895040320771028,-1.3994627027777775,26.96517087243369,-34.74491501615965,119.99983333333333,0.8000499288888893,-1.234206166666667e-07,1.2795891388888889e-07,0.0,2.8537962,0.034902349,0.0006367128265740149,23234240.0,nan,0
M3d2,tight_return,-3,bottom_cap_zone,20,20,0,0,0.26672229675379044,0.09488086569835,0.009488086569834998,0.021998331097386286,40.186866731666655,82.37688919132816,2.064020612747037,119.74931199999996,0.8003088939999999,-0.0001859183385,0.0005675620545000001,11.0,2411.0039,0.039663445,0.001409840082257796,26305862.0,nan,0
M3d2,tight_return,-3,edge_corner,12,12,0,0,0.8116300459953701,0.9331688266666669,0.09331688266666666,0.005651098620138903,41.36601801944444,88.30993827573447,2.698866603138171,119.61797000000003,0.8005152533333336,-0.00028361118189999996,0.00067236320175,9.0,3918.8235,0.072420113,0.003615506838305184,48084580.0,nan,0
M3d2,tight_return,-3,interior_ring,28,28,0,0,0.3925225493100125,0.4427265785714285,0.04427265785714285,0.018224323520699626,42.70235682261905,79.98275803200538,1.9199734972421898,119.85631857142856,0.8001872914285719,-0.00010650115974999999,0.0003410035328571428,11.0,3125.125,0.030485896,0.001890162643450814,20328666.0,nan,0
M3d2,tight_return,-3,lateral_surface,4,4,0,0,0.6666944,0.79998836,0.079998836,0.009999168,55.9664165,86.25688425613201,1.5412257859341796,119.97747,0.80002463,-1.669014225e-05,4.5310264e-05,8.0,2281.4941,0.0035571612,0.0014565516001430244,2327958.3,nan,0
M3d2,tight_return,-3,top_cap_zone,6,6,0,0,0.22224911122015553,0.9831815933333332,0.09831815933333334,0.02333252666339533,51.113990111111114,97.36171731153762,1.9104401110465619,120.02599,0.799958385,1.9149031333333334e-05,0.0005567188833333333,9.0,4604.7471,0.062669329,0.0038848529,41704608.0,nan,0
M3d2,tight_return,-1,bottom_cap_zone,44,0,44,0,0.3657953908548425,0.0590918328469886,0.005909183284698864,0.019026138274354728,-17.761155559325758,37.011356464142914,-2.916181290973148,119.9993981818182,0.800050880909091,-4.4592808704545456e-07,4.624151704545454e-07,0.0,28.169073,0.042827237,0.0003393898944647242,28529658.0,nan,0
M3d2,tight_return,-1,edge_corner,200,0,200,0,0.9039887652199694,0.14597327037640123,0.014597327037640115,0.002880337043400912,-22.069981069066674,63.228204577138996,-29.291411393885333,119.92594299999985,0.8001464321999993,-5.5002218226349995e-05,9.449890924635001e-05,0.0,122.34025,0.10061236,0.005916646641902406,66923088.0,nan,0
M3d2,tight_return,-1,interior_ring,69,0,69,0,0.3925385433961135,0.3391302807246377,0.03391302807246375,0.018223843698116596,-6.494097997101451,30.859239364557993,-12.403389014677103,119.99993855072464,0.800049892753624,-4.551191768115942e-08,4.7357227826086955e-08,0.0,18.571222,0.038017966,0.00035339131551712094,25330684.0,nan,0
M3d2,tight_return,-1,lateral_surface,80,0,80,0,0.7138979217271804,0.3199997229999998,0.0319999723,0.008583062348184562,-4.180293915833333,30.152083992490624,-23.46211366499139,119.999562,0.8000506349999998,-3.2351623925e-07,3.3579706525e-07,0.0,14.84254,0.034879927,0.0006367211450333471,23219276.0,nan,0
M3d2,tight_return,-1,measurement_core,2,0,2,0,2.784110153393649e-12,0.34999980499999994,0.0349999805,0.029999999999916475,-5.0577895,30.877124250000346,-6.161017322800598,119.9984,0.80005276,-1.18555745e-06,1.2313134499999998e-06,0.0,5.5000648,0.0024756026,0.00012029641000001064,1678636.4,nan,0
M3f,baseline,-3,bottom_cap_zone,20,20,0,0,0.2667222950495278,0.0948808651906,0.009488086519059998,0.021998331148514166,40.186863743333326,82.37693415557598,2.064021849983494,119.74931099999999,0.8003088939999999,-0.00018591865199999997,0.000567563499,10.0,2411.0125,0.039663587,0.001409843341181173,26305954.0,0.2897851,0
M3f,baseline,-3,edge_corner,12,12,0,0,0.8116300385428566,0.9331688266666669,0.09331688266666666,0.0056510988437143035,41.366215072222225,88.3099941957651,2.698841990715852,119.61797000000003,0.8005152533333336,-0.0002836099419,0.0006723612599166666,9.0,3918.8188,0.072419919,0.0036155064051502745,48084448.0,0.3199682500000001,0
M3f,baseline,-3,interior_ring,28,28,0,0,0.392522547626425,0.4427265785714285,0.04427265785714285,0.018224323571207252,42.70226501547619,79.9826846746804,1.9199768399158301,119.85632071428574,0.8001873617857147,-0.00010650129689285714,0.0003410043201428572,11.0,3125.1248,0.030487338,0.0018901670409176168,20329626.0,0.2909626428571429,0
M3f,baseline,-3,lateral_surface,4,4,0,0,0.6666944,0.79998836,0.079998836,0.009999168,55.96641566666666,86.25688163304063,1.541225762013822,119.97747,0.80002463,-1.66901425e-05,4.5310262e-05,8.0,2281.4941,0.0035571621,0.001456551600143024,2327959.0,0.24897344999999999,0
M3f,baseline,-3,top_cap_zone,6,6,0,0,0.2222491113321909,0.9831815933333332,0.09831815933333334,0.023332526660034273,51.11398538888889,97.36171440347032,1.9104402524680555,120.02599166666666,0.799958385,1.9149547666666672e-05,0.0005567183933333333,9.0,4604.748,0.062669322,0.0038848526,41704604.0,0.3046405,0
M3f,baseline,-1,bottom_cap_zone,44,0,44,0,0.36579539085484214,0.0590918328469886,0.005909183284698864,0.019026138274354735,-17.761155496446964,37.01135641783523,-2.9161812966836895,119.9993981818182,0.800050880909091,-4.4592808704545456e-07,4.624151704545454e-07,0.0,28.169073,0.042827237,0.0003393898944647242,28529658.0,0.2828910379545453,0
M3f,baseline,-1,edge_corner,200,0,200,0,0.9039887652199694,0.14597327037640093,0.014597327037640084,0.002880337043400912,-22.069959457666673,63.22827531489867,-29.290801280178854,119.92594299999985,0.8001464321999993,-5.500222097635e-05,9.449891449485002e-05,0.0,122.34028,0.10061236,0.005916646641902406,66923092.0,0.27883346320000013,0
M3f,baseline,-1,interior_ring,69,0,69,0,0.3925385433961135,0.3391302807246377,0.03391302807246375,0.018223843698116596,-6.494098014009663,30.859239315193246,-12.403388099599017,119.99993855072464,0.800049892753624,-4.551191623188405e-08,4.7357225797101454e-08,0.0,18.571222,0.038017966,0.00035339131551712083,25330684.0,0.32001086007246343,0
M3f,baseline,-1,lateral_surface,80,0,80,0,0.7138979217271804,0.3199997229999998,0.0319999723,0.008583062348184562,-4.180293895,30.15208396583812,-23.462115441704313,119.999562,0.8000506349999998,-3.2351623925e-07,3.3579706525e-07,0.0,14.84254,0.034879927,0.0006367211450333471,23219276.0,0.3028837889999997,0
M3f,baseline,-1,measurement_core,2,0,2,0,2.7816617689480893e-12,0.34999980499999994,0.0349999805,0.02999999999991655,-5.0577895,30.877124250000342,-6.161017322800598,119.9984,0.80005276,-1.18555745e-06,1.2313134499999998e-06,0.0,5.5000648,0.0024756028,0.000120296410000011,1678636.5,0.27635586500000003,0
