source_stage,case,time,failed_count,status_-3,status_-1,status_-5,bottom_zone_count,edge_count,mean_pairwise_reaction_avg,max_abs_DivVel,max_velocity,max_abs_PorePressRate
M3f,ramp_improved_adaptive,0.011561,38,31,7,0,6,9,0.2826194999999998,0.101282,0.005974870099120746,67351600.0
M3f,ramp_improved_adaptive,0.012064,41,33,8,0,11,8,0.2827435,0.10243794,0.006001990337260907,68070912.0
M3f,ramp_improved_adaptive,0.012567,37,29,8,0,9,8,0.2827434999999999,0.10356046,0.006028473837631915,68858048.0
M3f,ramp_improved_adaptive,0.013069,39,31,8,0,7,10,0.2824495000000002,0.10462818,0.00605409957649439,69514672.0
M3f,ramp_improved_adaptive,0.013572,40,32,8,0,10,10,0.2824495000000002,0.10563311,0.006078678309733754,70228560.0
M3f,ramp_improved_adaptive,0.014075,37,29,8,0,8,10,0.2821449999999999,0.1065843,0.006102181403732839,70803664.0
M3f,ramp_improved_adaptive,0.014577,42,34,8,0,7,12,0.2821449999999999,0.10750824,0.006124574357016686,71468464.0
M3f,ramp_improved_adaptive,0.01508,43,35,8,0,10,10,0.28133650000000004,0.10841022,0.006146018141827667,72007120.0
M3f,ramp_improved_adaptive,0.015582,36,28,8,0,4,16,0.28133650000000004,0.10928601,0.006166599598728556,72644664.0
M3f,ramp_improved_adaptive,0.016085,37,29,8,0,6,12,0.28045600000000026,0.11012647,0.006186384618055299,73138784.0
M3f,ramp_improved_adaptive,0.016588,38,30,8,0,6,16,0.28045600000000026,0.1109279,0.006205321752730624,73731344.0
M3f,ramp_improved_adaptive,0.01709,54,38,16,0,4,32,0.28011249999999965,0.11168346,0.00622349248964253,74165400.0
M3f,ramp_improved_adaptive,0.017593,46,30,16,0,8,22,0.2801124999999997,0.11239757,0.0062411907558044405,74704088.0
M3f,ramp_improved_adaptive,0.018096,43,27,16,0,5,22,0.2798700000000002,0.11307494,0.0062584331203699274,75082752.0
M3f,ramp_improved_adaptive,0.018598,42,26,16,0,9,16,0.2798700000000002,0.11371894,0.006275180149548519,75578912.0
M3f,ramp_improved_adaptive,0.019,43,27,16,0,7,20,0.2798700000000002,0.11421108,0.006288067661515105,75846352.0
M3f,ramp_improved_adaptive,0.019503,41,21,20,0,6,20,0.2794690000000001,0.1148048,0.006303559200371075,76165184.0
M3f,ramp_improved_adaptive,0.020006,41,21,20,0,8,20,0.2794690000000001,0.11537866,0.006318300925761995,76617312.0
M3h,adaptive_line,0.001005,96,4,92,0,36,56,0.3739097499999999,0.043205004,0.0025817637858605576,28763496.0
M3h,adaptive_line,0.001508,74,0,74,0,74,56,0.29813855000000056,0.035886247,0.0010235389524153196,23920612.0
M3h,adaptive_line,0.002011,33,0,33,0,33,24,0.24410590000000007,0.031564344,0.0009267460016206385,20982510.0
M3h,adaptive_line,0.002513,16,8,8,0,8,12,0.24410590000000007,0.024762388,0.0015057320141282137,16485177.0
M3h,adaptive_line,0.003016,12,12,0,0,0,0,0.2753405,0.058343709,0.0038022563231203455,38842172.0
M3h,adaptive_line,0.003519,8,8,0,0,0,0,0.2753405,0.062857345,0.0038572740704894393,41829440.0
M3h,adaptive_line,0.004021,8,8,0,0,0,8,0.30655650000000007,0.022166213,0.0015944621190764968,14833365.0
M3h,adaptive_line,0.004524,9,9,0,0,0,4,0.30655650000000007,0.017424038,0.0012051297393428759,11689619.0
M3h,adaptive_line,0.005027,8,8,0,0,0,0,0.294727,0.018554915,0.0011509016163943867,12447368.0
M3h,adaptive_line,0.005529,8,8,0,0,4,0,0.294727,0.020902622,0.0011691513716826948,13901867.0
M3h,adaptive_line,0.006032,12,12,0,0,4,0,0.28876899999999994,0.021060282,0.0010586552601739917,13979800.0
M3h,adaptive_line,0.006535,16,16,0,0,8,4,0.288769,0.026249956,0.001295282446268676,17477378.0
M3h,adaptive_line,0.007037,9,9,0,0,0,0,0.2910095,0.017912915,0.001734921500000001,12007837.0
M3h,adaptive_line,0.00754,14,10,4,0,1,4,0.2910095,0.1011207,0.005940758654503959,67261712.0
M3h,adaptive_line,0.008043,13,9,4,0,1,4,0.28721450000000004,0.10218889,0.005969815644854705,67924664.0
M3h,adaptive_line,0.008545,9,5,4,0,1,4,0.2872145,0.10326743,0.005997360027361943,68679896.0
M3h,adaptive_line,0.009048,13,9,4,0,5,4,0.2842954999999999,0.10428578,0.006023292222587974,69306464.0
M3h,adaptive_line,0.00955,13,9,4,0,4,4,0.2842954999999999,0.10520031,0.006047684841659926,69956352.0
M3h,adaptive_line,0.010053,8,4,4,0,0,4,0.28589900000000007,0.1060202,0.006070879566804971,70446912.0
M3h,adaptive_line,0.010556,4,0,4,0,0,4,0.285899,0.10678387,0.006093303004861975,71000560.0
M3h,adaptive_line,0.011058,5,1,4,0,1,4,0.286903,0.10753445,0.006115080615950181,71441712.0
M3h,adaptive_line,0.011561,5,1,4,0,1,4,0.286903,0.10830314,0.006135979183096011,72003704.0
M3h,adaptive_line,0.012064,9,5,4,0,1,4,0.285905,0.10907751,0.00615569002448397,72457752.0
M3h,adaptive_line,0.012566,16,8,8,0,0,8,0.28590499999999996,0.10982181,0.006173992567816651,73007968.0
M3h,adaptive_line,0.013069,16,8,8,0,0,8,0.28532849999999993,0.11051158,0.006190941711734147,73402288.0
M3h,adaptive_line,0.013572,8,0,8,0,0,8,0.28532849999999993,0.11113808,0.00620666545719503,73877984.0
M3h,adaptive_line,0.014074,9,1,8,0,1,8,0.285302,0.11170891,0.006221380449440786,74189560.0
M3h,adaptive_line,0.014577,9,1,8,0,0,8,0.285302,0.11224057,0.0062353580529294775,74606200.0
M3h,adaptive_line,0.015079,10,2,8,0,1,8,0.28504750000000006,0.1127468,0.006248719597600946,74871504.0
M3h,adaptive_line,0.015582,14,6,8,0,5,8,0.28504750000000006,0.11323138,0.006261467822680872,75261016.0
M3h,adaptive_line,0.016085,13,5,8,0,5,8,0.28478000000000003,0.1136905,0.006273566027258253,75491872.0
M3h,adaptive_line,0.016587,12,4,8,0,4,8,0.28478000000000003,0.1141189,0.006284995447644943,75847912.0
M3h,adaptive_line,0.01709,13,5,8,0,5,8,0.2848555,0.11451644,0.006295795758878548,76034768.0
M3h,adaptive_line,0.017593,18,10,8,0,6,8,0.2848555,0.11488816,0.006306078134235117,76356760.0
M3h,adaptive_line,0.018095,18,10,8,0,6,8,0.2848555,0.11523959,0.0063158947346164855,76510096.0
M3h,admissible_line,0.001005,96,4,92,0,36,56,0.3739097499999999,0.043205004,0.002581265388660145,28763496.0
M3h,admissible_line,0.001508,157,0,157,0,74,104,0.2763558649999995,0.023341002,0.0006437363913006134,15559960.0
M3h,admissible_line,0.002011,90,4,86,0,74,68,0.24897345000000012,0.033162151,0.001456551600143024,22119384.0
M3h,admissible_line,0.002513,40,0,40,0,40,40,0.24897344999999996,0.027763935,0.0007069177826162689,18520876.0
M3h,admissible_line,0.003016,4,4,0,0,0,0,0.3101925,0.0074076806,0.0008866373827960353,4984694.0
M3h,admissible_line,0.003519,4,4,0,0,0,0,0.3101925,0.062669322,0.003853955728456548,41704604.0
M3h,admissible_line,0.004021,1,1,0,0,0,0,0.301358,0.050975591,0.0038848526,33966004.0
M3h,admissible_line,0.007037,4,4,0,0,0,0,0.291647,0.029195914,0.0017698475460210764,19470682.0
M3h,admissible_line,0.00754,4,0,4,0,0,4,0.291647,0.10061236,0.005916646641902406,66923092.0
M3h,admissible_line,0.008043,8,4,4,0,0,4,0.2900795,0.077726804,0.005089013215993372,51627524.0
M3h,admissible_line,0.008545,4,0,4,0,0,4,0.2900795,0.024331935,0.003772649965295107,16067767.0
M3h,admissible_line,0.009048,4,0,4,0,0,4,0.304077,0.021510672,0.003306997151692581,14372047.0
M3h,admissible_line,0.009551,8,4,4,0,4,4,0.304077,0.0342816,0.0032829715755409877,22974388.0
M3h,admissible_line,0.010556,8,8,0,0,0,8,0.2929975,0.072419919,0.0036155064051502745,48084448.0
M3h,admissible_line,0.011561,1,1,0,0,1,0,0.28956099999999996,0.02448936,0.0011971287000066056,16255925.0
M3h,admissible_line,0.012064,4,4,0,0,0,0,0.286692,0.0115787,0.0016596111847305187,7749223.5
M3h,admissible_line,0.014577,4,4,0,0,0,0,0.2858295,0.012297568,0.0017595792051797107,8211462.5
M3h,admissible_line,0.015582,1,1,0,0,1,0,0.285917,0.027573807,0.0013098643000070062,18294310.0
M3h,admissible_line,0.016085,5,5,0,0,4,0,0.285715,0.044232596,0.003023947100003326,29293238.0
M3h,admissible_line,0.016588,1,1,0,0,1,0,0.285715,0.028108764,0.0013370800000026255,18647944.0
M3h,admissible_line,0.01709,9,9,0,0,5,0,0.286149,0.038857583,0.0018511642831769463,25772402.0
M3h,admissible_line,0.018096,8,8,0,0,4,0,0.286149,0.039663579,0.0018901670409377349,26305950.0
M3h,baseline,0.001005,96,4,92,0,36,56,0.3739097499999999,0.043205004,0.002581265388660145,28763496.0
M3h,baseline,0.001508,157,0,157,0,74,104,0.2763558649999995,0.023341002,0.0006437363913006134,15559960.0
M3h,baseline,0.002011,90,4,86,0,74,68,0.24897345000000012,0.033162151,0.001456551600143024,22119384.0
M3h,baseline,0.002513,40,0,40,0,40,40,0.24897344999999996,0.027763935,0.0007069177826162689,18520876.0
M3h,baseline,0.003016,4,4,0,0,0,0,0.3101925,0.0074076806,0.0008866373827960353,4984694.0
M3h,baseline,0.003519,4,4,0,0,0,0,0.3101925,0.062669322,0.003853955728456548,41704604.0
M3h,baseline,0.004021,1,1,0,0,0,0,0.301358,0.050975591,0.0038848526,33966004.0
M3h,baseline,0.007037,4,4,0,0,0,0,0.291647,0.029195914,0.0017698475460210764,19470682.0
M3h,baseline,0.00754,4,0,4,0,0,4,0.291647,0.10061236,0.005916646641902406,66923092.0
M3h,baseline,0.008043,8,4,4,0,0,4,0.2900795,0.077726804,0.005089013215993372,51627524.0
M3h,baseline,0.008545,4,0,4,0,0,4,0.2900795,0.024331935,0.003772649965295107,16067767.0
M3h,baseline,0.009048,4,0,4,0,0,4,0.304077,0.021510672,0.003306997151692581,14372047.0
M3h,baseline,0.009551,8,4,4,0,4,4,0.304077,0.0342816,0.0032829715755409877,22974388.0
M3h,baseline,0.010556,8,8,0,0,0,8,0.2929975,0.072419919,0.0036155064051502745,48084448.0
M3h,baseline,0.011561,1,1,0,0,1,0,0.28956099999999996,0.02448936,0.0011971287000066056,16255925.0
M3h,baseline,0.012064,4,4,0,0,0,0,0.286692,0.0115787,0.0016596111847305187,7749223.5
M3h,baseline,0.014577,4,4,0,0,0,0,0.2858295,0.012297568,0.0017595792051797107,8211462.5
M3h,baseline,0.015582,1,1,0,0,1,0,0.285917,0.027573807,0.0013098643000070062,18294310.0
M3h,baseline,0.016085,5,5,0,0,4,0,0.285715,0.044232596,0.003023947100003326,29293238.0
M3h,baseline,0.016588,1,1,0,0,1,0,0.285715,0.028108764,0.0013370800000026255,18647944.0
M3h,baseline,0.01709,9,9,0,0,5,0,0.286149,0.038857583,0.0018511642831769463,25772402.0
M3h,baseline,0.018096,8,8,0,0,4,0,0.286149,0.039663587,0.0018901670409176168,26305954.0
M3h,half_speed_adaptive_line,0.001005,100,0,100,0,36,56,0.23916369999999976,0.04320972,0.0011146787718663985,28766642.0
M3h,half_speed_adaptive_line,0.002011,41,8,33,0,33,32,0.18370095000000017,0.039860282,0.002253409382591342,26547298.0
M3h,half_speed_adaptive_line,0.009048,4,4,0,0,4,0,0.2539835,0.0285304,0.0004218899762772219,18955824.0
M3h,half_speed_adaptive_line,0.010054,6,6,0,0,4,0,0.25524449999999993,0.032902155,0.0019192278,21818852.0
M3h,half_speed_adaptive_line,0.011059,1,1,0,0,0,0,0.25619400000000003,0.026264846,0.0011874697000000005,17410396.0
M3h,half_speed_adaptive_line,0.01307,8,8,0,0,8,8,0.25365299999999996,0.029625656,0.0012414359152992777,19663996.0
M3h,half_speed_adaptive_line,0.014075,8,8,0,0,8,8,0.254898,0.02990729,0.0012550228953562414,19848082.0
M3h,half_speed_adaptive_line,0.016086,8,8,0,0,8,8,0.2547245,0.03066824,0.001276424201394058,20351588.0
M3h,half_speed_adaptive_line,0.017091,8,8,0,0,8,8,0.255112,0.030825641,0.0012836691673191634,20454492.0
M3h,half_speed_adaptive_line,0.019002,8,8,0,0,8,8,0.2551595,0.031395569,0.0013053960099288142,20834280.0
M3h,half_speed_adaptive_line,0.020007,8,8,0,0,8,8,0.255053,0.031670887,0.0013155160599801793,21016480.0
M3h,half_speed_adaptive_line,0.021012,8,8,0,0,8,8,0.255053,0.031897455,0.001324834784051498,21166134.0
M3h,half_speed_adaptive_line,0.022018,8,8,0,0,8,8,0.25534199999999996,0.032136627,0.0013342259674895922,21324332.0
M3h,half_speed_adaptive_line,0.023023,8,8,0,0,8,8,0.25534199999999996,0.032383509,0.0013430796762643451,21487784.0
M3h,half_speed_adaptive_line,0.024028,8,8,0,0,8,8,0.255309,0.032614153,0.0013513141788690495,21640428.0
M3h,half_speed_adaptive_line,0.025034,8,8,0,0,8,8,0.25531600000000004,0.032834738,0.0013593597955084901,21786398.0
M3h,half_speed_adaptive_line,0.026039,8,8,0,0,8,8,0.25531600000000004,0.033055995,0.0013672955426132002,21932898.0
M3h,half_speed_adaptive_line,0.027045,8,8,0,0,8,8,0.25525250000000005,0.033264324,0.0013746428993015062,22070834.0
M3h,half_speed_adaptive_line,0.02805,8,8,0,0,8,8,0.25521750000000004,0.033465166,0.0013813923431599574,22203810.0
M3h,half_speed_adaptive_line,0.029055,8,8,0,0,8,8,0.25521750000000004,0.033647414,0.0013875467813477815,22324424.0
M3h,half_speed_adaptive_line,0.030061,8,8,0,0,8,8,0.2551815,0.03380641,0.001393269421664083,22429580.0
M3h,half_speed_adaptive_line,0.031066,8,8,0,0,8,8,0.2551815,0.033955287,0.001398777485047082,22528036.0
M3h,half_speed_adaptive_line,0.032071,8,8,0,0,8,8,0.25517900000000004,0.034100361,0.0014040738542840134,22624002.0
M3h,quarter_speed_line,0.002011,33,0,33,0,33,24,0.14381224999999995,0.032587651,0.0009262929229085542,21665748.0
M3h,quarter_speed_line,0.008043,8,8,0,0,0,8,0.24079500000000004,0.020206824,0.0012573738305505396,13395024.0
M3h,quarter_speed_line,0.014076,9,9,0,0,1,9,0.2306655,0.019151341,0.0007911606618201141,12687408.0
M3h,quarter_speed_line,0.016086,16,16,0,0,8,16,0.2310995,0.017431194,0.000788699891986888,11543288.0
M3h,quarter_speed_line,0.018097,2,2,0,0,2,1,0.233186,0.018179201,0.0006156975733091032,12043484.0
M3h,quarter_speed_line,0.020007,1,1,0,0,1,0,0.2329485,0.018342035,0.00028861388342603026,12152051.0
M3h,quarter_speed_line,0.022018,1,1,0,0,1,0,0.23367500000000002,0.018410534,0.00029301730614166894,12197389.0
