case,part,time,region,particle_count,axial_strain_top_proxy,axial_strain_height_proxy,volumetric_strain_divvel_proxy,porepress_mean,porepress_std,excess_mean,excess_std,divvel_mean,divvel_std,porepressrate_mean,porepressrate_std,kplastic_max,kplastic_mean,fi_min,fi_mean,fi_median,fi_max,sigma_xx_mean,sigma_yy_mean,sigma_zz_mean,sigma_xy_mean,sigma_xz_mean,sigma_yz_mean,p_eff_proxy,q_proxy,axial_stress_proxy,radial_stress_proxy,mean_pore_pressure_for_total_proxy,class_interior_count,class_lateral_count,class_top_count,class_bottom_count,class_edge_count,class_outside_count,label,porepressrate_maxabs
T4_raw_reference,8,0.0014,center_core_small,1,0.05014149666666648,-0.0005894861800000151,-0.00012897551299150006,-76070.24180654,0.0,-76070.24180654,0.0,3.5397208,0.0,-2359328300.0,0.0,0.0,0.0,1.001415413210148,1.001415413210148,1.001415413210148,1.001415413210148,818.34259,818.34149,-171.04482,-0.00014867027,0.00027059464,0.00034592373,-488.54641999999996,989.3868600007845,171.04482,-818.34204,-76070.24180654,1,0,0,0,0,0,T4 raw gradient,
T4_raw_reference,8,0.0014,center_core_medium,25,0.05014149666666648,-0.0005894861800000151,0.00012407954753745995,-80399.92161465045,83497.0465175512,-80399.92161465045,83497.0465175512,0.025895374399999973,1.7498368269749358,-17724272.4,1166468098.392905,0.0,0.0,0.9986242548102403,0.9993646684818424,0.9988767445216775,1.0019083302078338,-69.041006,-69.04204120000003,-509.11891840000004,-1.4737992839999989e-05,0.0002828118754571901,0.00025066082004741473,215.73398853333333,440.0773948014007,509.11891840000004,69.0415236,-80399.92161465045,25,0,0,0,0,0,T4 raw gradient,
T4_raw_reference,8,0.0014,center_core_large,46,0.05014149666666648,-0.0005894861800000151,6.912551738418917e-05,-55270.180674438496,107304.3927333201,-55270.180674438496,107304.3927333201,0.8349947730434782,2.0630396748743536,-556860232.6086956,1375156669.7620404,0.0,0.0,0.9765414498241534,0.9895414930352998,0.9986242620813148,1.0019083302078338,74.48204152173916,74.48083978260865,-322.294827673913,6.116604910620599e-05,0.000298830891658188,0.00029030889633620814,57.77731545652173,396.7762683281222,322.294827673913,-74.48144065217392,-55270.180674438496,46,0,0,0,0,0,T4 raw gradient,
T4_raw_reference,8,0.0014,full_excluding_caps_edges,259,0.05014149666666648,-0.0005894861800000151,0.0007249109186274276,-269782.16862219595,630491.5838675721,-269782.16862219595,630491.5838675721,-6.484298546872588,85.55429676003754,4320609163.513514,57022461114.66729,0.0,0.0,0.554088563949019,0.7950728758848606,0.8605640874992071,1.0019083302078338,-2172.1999055984566,-2172.200640733591,-761.8580701737453,-0.00026304531582558357,0.00013158429984501274,0.0001037063660115146,1702.0862055019313,1410.3422029925257,761.8580701737453,2172.200273166024,-269782.16862219595,63,196,0,0,0,0,T4 raw gradient,
T4_raw_reference,8,0.0014,zhao_measurement_cylinder,45,0.05014149666666648,-0.0005894861800000151,6.14707313348655e-05,-62729.81500366825,95970.73459473757,-62729.81500366825,95970.73459473757,0.9961481635555556,1.7765343577290986,-664286782.2222222,1184152864.3898551,0.0,0.0,0.9765414498241534,0.9892731445001571,0.9986242616355019,1.0019083302078338,122.49407800000004,122.49288066666664,-328.19805688888886,7.625667066248651e-05,0.00029179993081874676,0.0002817382333634871,27.737032740740727,450.691536223982,328.19805688888886,-122.49347933333334,-62729.81500366825,45,0,0,0,0,0,T4 raw gradient,
T4_raw_reference,9,0.001507,center_core_small,3,0.03326023840425518,-0.001101435479999996,-0.0051802758537915035,-2623483.358207667,148289.76467094428,-2623483.358207667,148289.76467094428,90.87710799999998,2.8558974473292986,-60584822000.0,1901771856.443529,0.0,0.0,1.001007079277274,1.0016701653854296,1.0019878141651883,1.0020156027138265,11329.421666666667,11329.412000000002,-3187.129233333333,-0.0005151103,0.0006753435066666666,0.0007962473266666667,-6490.568144444445,14516.546066669222,3187.129233333333,-11329.416833333335,-2623483.358207667,3,0,0,0,0,0,T4 raw gradient,
T4_raw_reference,9,0.001507,center_core_medium,25,0.03326023840425518,-0.001101435479999996,-0.004371150486712944,-2276160.6480003204,233539.50902530953,-2276160.6480003204,233539.50902530953,83.99709591999999,3.78288120591164,-56002596240.0,2520106634.1599007,0.0,0.0,0.9991355300175888,1.0000781878259501,0.9999333382635395,1.0024226486240482,8799.413741999997,8799.406146800004,-1779.60608,-0.00013297590400000004,0.0006594178340671396,0.0006066629999986617,-5273.0712696,10579.016024402163,1779.60608,-8799.4099444,-2276160.6480003204,25,0,0,0,0,0,T4 raw gradient,
T4_raw_reference,9,0.001507,center_core_large,63,0.03326023840425518,-0.001101435479999996,-0.004647394787060943,-2197875.9316298575,555606.591190814,-2197875.9316298575,555606.591190814,87.32426325396825,10.043416788746997,-58219118063.492065,6692738712.091085,0.0,0.0,0.9759870380669918,0.9894940438373042,0.9991169953793337,1.0026779558860288,7629.284907142855,7629.277596349209,637.4115206349206,0.0003224957088114313,0.0006491345737317932,0.0005693330857187873,-5298.658008042327,6991.8697311141605,-637.4115206349206,-7629.281251746032,-2197875.9316298575,63,0,0,0,0,0,T4 raw gradient,
T4_raw_reference,9,0.001507,full_excluding_caps_edges,259,0.03326023840425518,-0.001101435479999996,-0.00427905838698555,-2569065.8778291917,13858372.442508563,-2569065.8778291917,13858372.442508563,100.01643510038609,333.75474865598676,-66692981413.12741,222415299438.16815,0.0,0.0,0.5061363637495757,0.7959263959327822,0.857694029521718,1.0026779558860288,5437.788453783787,5437.783306100393,1258.3067818532804,-0.0008055634528223667,0.0002823343163939779,0.00012882307651669594,-4044.6261805791532,4179.479098091455,-1258.3067818532804,-5437.78587994209,-2569065.8778291917,63,196,0,0,0,0,T4 raw gradient,
T4_raw_reference,9,0.001507,zhao_measurement_cylinder,45,0.03326023840425518,-0.001101435479999996,-0.0048114115492042505,-2483588.0515601556,338428.7179118696,-2483588.0515601556,338428.7179118696,90.08576362222222,9.241490683648447,-60059788600.0,6158035573.747616,0.0,0.0,0.9761498561706233,0.9895971156677901,0.9991355445320325,1.0024226486240482,9543.932523333331,9543.924450444445,-1016.124657777778,0.0001483467199351354,0.0006882099076796698,0.0005563905555694266,-6023.910771999999,10560.053144669095,1016.124657777778,-9543.928486888888,-2483588.0515601556,45,0,0,0,0,0,T4 raw gradient,
CaseT4b_RenormConfinement,0,0.0,center_core_small,2,-0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,-0.0,0.0,-0.0,-0.0,,,,,,,,"renormalized, T4 loading",0.0
CaseT4b_RenormConfinement,0,0.0,center_core_medium,15,-0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,-0.0,0.0,-0.0,-0.0,,,,,,,,"renormalized, T4 loading",0.0
CaseT4b_RenormConfinement,0,0.0,center_core_large,54,-0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,-0.0,0.0,-0.0,-0.0,,,,,,,,"renormalized, T4 loading",0.0
CaseT4b_RenormConfinement,0,0.0,full_excluding_caps_edges,259,-0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,-0.0,0.0,-0.0,-0.0,,,,,,,,"renormalized, T4 loading",0.0
