case,xi,interval,part,time,vel_max,vel_mean,settlement_mean_z,PorePress_min,PorePress_max,PorePress_mean,hydro_min,hydro_max,hydro_mean,Excess_min,Excess_max,Excess_mean,Excess_maxAbs,bottom_PorePress_mean,bottom_hydro_mean,bottom_Excess_mean,bottom_grad_proxy,top_Excess_maxAbs,DivVelContribution_maxAbs,HydraulicContribution_maxAbs,PorePressRate_maxAbs,PorePressureAccelDiff_maxAbs
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,16,0.016,0.004880336600000013,0.003692760935909991,-6.448931000000589e-05,49.82589880092,25534.94922936,13338.321517743649,49.82587289999954,9761.064748551,4905.632639846614,0.0,15780.40134924,8432.68866575333,15780.40134924,25485.930860051496,9712.0463804055,15773.884064620006,-0.08758177899471775,0.0,13378310.000000002,102386403.52905199,109984310.0,8.712811500000006
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,17,0.017,0.0060320776,0.004247140410230007,-6.855635599999679e-05,49.88089717163,27882.0823964,14837.467070493085,49.88080890000003,9761.068315467,4905.672537567879,0.0,18127.89138877,9931.794313677638,18127.89138877,27833.0649412565,9712.0508665185,18121.013663009995,-0.06881678799982183,0.0,14808824.666666668,136796883.64933744,147918350.0,10.54384100000002
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,18,0.018000000000000002,0.005323888300000005,0.0037194430104700105,-7.261484900000381e-05,49.9380351784,29712.00673908,16008.998357786415,49.93809930000037,9761.07187944,4905.712351384203,0.0,19958.12132916,11103.285795663636,19958.12132916,29662.99028313349,9712.055429639999,19950.93444041,-0.04733679799755919,0.0,14165353.333333336,161328472.64763847,172121040.0,12.425060000000007
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,19,0.019,0.0034394679000000006,0.0026869484104900016,-7.582835299999968e-05,49.98142077555,30004.39575626,16211.469750638644,49.98145950000042,9761.074944083999,4905.743875858439,0.0,20250.31151618,11305.725682223423,20250.31151618,29955.380183563004,9712.059375221996,20243.320392340007,-0.01584503199046594,0.0,12117960.666666668,164403056.0265036,167721390.0,12.763637000000235
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,20,0.02,0.0023302757000000104,0.0018918758335800148,-7.807062800000222e-05,50.0060724084,28933.61354359,15553.858372546027,50.005984499999485,9761.077401489,4905.765872576186,0.0,19179.28482246,10648.092277938818,19179.28482246,28884.598648039497,9712.062507064498,19172.53572602,-0.0330348080060503,0.0,10414335.333333334,142919776.54434252,136081920.0,11.936539000000014
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,21,0.021,0.0022147773,0.0017497891122500125,-7.983334700000353e-05,50.01879182903,27466.32132183,14645.917482719851,50.018835599999804,9761.079480228,4905.7831648495885,0.0,17710.83328312,9740.134098549399,17710.83328312,27417.306940823502,9712.065101319,17705.24142245,0.0017100759978347924,0.0,10957132.0,120463713.38634048,109664790.0,10.414509
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,22,0.022,0.002487742800000001,0.0021748518487300053,-8.176333099999472e-05,50.03465246525,26560.73592738,14095.070489804244,50.034629699999655,9761.081563872,4905.802097992624,0.0,16804.94170892,9189.268171504007,16804.94170892,26511.72201791,9712.067658785996,16799.65394685,-0.01276602350117173,0.0,9803243.333333334,109680206.172613,107571240.0,9.608418500000003
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,23,0.023,0.003340155800000006,0.0027586949050800226,-8.423516599999688e-05,50.06220668114,26602.2697666,14147.816623639179,50.06209770000045,9761.083883937,4905.826346693975,0.0,16846.58099312,9241.990052501804,16846.58099312,26553.256390577495,9712.070511043503,16841.185463790003,-0.028117902493249858,0.0,10469932.0,117267661.3190622,119715990.0,9.5693827
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,24,0.024,0.00397107560000002,0.003097262399030021,-8.719582799999804e-05,50.09855459465,27313.70013695,14618.936865437372,50.09839469999986,9761.086456119001,4905.855390788158,0.0,17558.45027379,9713.081250858513,17558.45027379,27264.687389002,9712.0737100845,17552.6132636,-0.06310748550095013,0.0,10958422.000000002,126572931.58205914,130094140.0,10.207211000000004
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,25,0.025,0.0039522327,0.003033100628870008,-9.02935740000007e-05,50.13796335736,28072.91686531,15112.365366408794,50.13812520000018,9761.089100895,4905.885779676466,0.0,18317.46152997,10206.479377659645,18317.46152997,28023.904797245,9712.0770337125,18311.827348400002,-0.03205078649989446,0.0,10876685.333333334,137436046.9588855,141632620.0,10.98966500000001
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,26,0.026000000000000002,0.0033811952000000005,0.0026965476489600065,-9.317158500000369e-05,50.17424604073,28368.98308266,15315.078220827694,50.17432410000019,9761.091613236,4905.914012964377,0.0,18613.48294554,10409.164002334252,18613.48294554,28319.971675363504,9712.080212643003,18607.891050209997,-0.021129931505129207,0.0,10277520.0,141351734.13251784,143696140.0,11.335236000000094
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,27,0.027,0.0027531649000000057,0.0023528028532800054,-9.56857339999985e-05,50.20395091336,28115.79256495,15171.034120847913,50.204146499999744,9761.093888175,4905.938676766082,0.0,18360.13611022,10265.095239309949,18360.13611022,28066.7817477555,9712.083076672501,18354.698257079996,-0.011118659502244554,0.0,9553386.000000002,138881382.62385324,137891700.0,11.057033000000168
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,28,0.028,0.0025171782000000024,0.0022052683372700134,-9.794339799999763e-05,50.22806944523,27580.37397332,14850.08377927939,50.228180999999616,9761.095971819,4905.960824449917,0.0,17824.7273134,9944.122736795147,17824.7273134,27531.363672613003,9712.085673379503,17819.277585280004,-0.03708228950199555,0.0,9053736.0,127577599.41284403,123684980.0,10.658802000000023
