case,xi,interval,part,time,vel_max,vel_mean,settlement_mean_z,PorePress_min,PorePress_max,PorePress_mean,hydro_min,hydro_max,hydro_mean,Excess_min,Excess_max,Excess_mean,Excess_maxAbs,bottom_PorePress_mean,bottom_hydro_mean,bottom_Excess_mean,bottom_grad_proxy,top_Excess_maxAbs,DivVelContribution_maxAbs,HydraulicContribution_maxAbs,PorePressRate_maxAbs,PorePressureAccelDiff_maxAbs
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,29,0.029,0.0026373223000000015,0.0022876181614300216,-0.00010017351599999773,50.25119047979,27139.88853702,14586.905012709902,50.25094019999962,9761.097980907,4905.982701907472,0.0,17383.63455407,9680.92209395291,17383.63455407,27090.878714783008,9712.088164138502,17378.790136449992,-0.013475504012603778,0.0,8922332.666666668,121879578.2962963,119832270.0,10.17364200000004
Case1DConsolidation_PR_SW3B_Xi0p03_S10,0.03,10,30,0.03,0.0029344459000000002,0.00248564344814002,-0.0001025577209999978,50.27786457132,27007.5554038,14521.60151749881,50.277819599999624,9761.100045912,4906.006090958507,0.0,17251.25923229,9615.595219322133,17251.25923229,26958.546066275507,9712.090707380998,17246.45494114,-0.0188708840032632,0.0,9048232.0,122834495.94903162,123473700.0,10.02557900000002
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,0,0.0,0.0,0.0,0.0,49.05000209808,9760.950417519,4905.000209808328,49.05000000000005,9760.950000981,4904.999999715509,0.0,0.0,0.0,0.0,9711.9004154205,9711.900000490503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,1,0.001,0.0095638447,0.009089868926299984,-4.710160000004514e-06,59.81482446132,12477.39257112,5565.382050824165,49.0972842000002,9760.978930670999,4905.046206385123,10.71749536235,2747.430619847,660.335629715541,2747.430619847,12428.346263219999,9711.932623645498,2716.413222128999,-0.14421344405127456,10.85244826405,59387708.66666668,46030138.675161414,67107940.0,4.546197400000005
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,2,0.002,0.018552892,0.0143836674036,-1.688320000000196e-05,49.23581254132,23704.99611936,10927.877240479193,49.23589949999967,9761.013059661,4905.165623907509,0.0,13990.46342393,6022.711412662852,13990.46342393,23655.959603125993,9711.976547920498,13943.982640039996,-0.31051493400627805,0.0,88574826.66666667,71380584.93394497,93229112.0,11.286404000000003
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,3,0.003,0.021519827,0.012717985501209972,-3.10238669999987e-05,49.44035748339,38285.84364166,19956.558656137244,49.44053609999978,9761.024073348,4905.304343850756,0.0,28550.89803344,15051.254112108578,28550.89803344,38236.813919502005,9711.994356504001,28524.819152100004,-0.2831072974950075,0.0,65101097.333333336,252225789.56574926,317326880.0,17.175310000000003
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,4,0.004,0.012823559000000002,0.00565177236216702,-4.046841100000001e-05,49.6182738824,45635.56557214,25664.403089991618,49.618293299999884,9761.023822212,4905.396994827482,0.0,35884.34412043,20759.00589422318,35884.34412043,45586.537638059,9711.995893731,35874.54133039001,-0.0565606649761321,0.0,72106160.00000001,401752054.94053686,473858210.0,28.072857
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,5,0.005,0.003999089800000001,0.002110955483537107,-4.2239453000003584e-05,49.66949854011,41102.05602513,23143.180542359903,49.66979579999946,9761.025462444,4905.414368749424,0.0,31349.73443026,18237.76596932316,31349.73443026,41053.02806634599,9711.997503552,31341.03014768,0.1564888385037193,0.0,26590958.0,331734129.9150527,332511040.0,25.855118000000044
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,6,0.006,0.012761784,0.004795042203157769,-3.8637691000001125e-05,49.58667261617,29258.38756412,15429.16469741435,49.586705100000174,9761.029610112,4905.379035464228,0.0,19508.89567868,10523.785421723978,19508.89567868,29209.35994810549,9712.001995550998,19497.357538670003,0.20645210850125295,0.0,103156166.66666667,127592917.70234455,82634088.0,14.031298000000023
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,7,0.007,0.008584143600000002,0.002415679054476019,-3.500638000000612e-05,49.46896050229,19587.93787948,9121.335928794098,49.46918129999995,9761.032620801,4905.343412303319,-87.79898771149,9836.930868842,4215.992312994619,9836.930868842,19538.9108869805,9712.005629665502,9826.904841851003,0.09184164870384848,0.0,74950066.66666667,54109529.40231057,107595710.0,8.009954500000559
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,8,0.008,0.004084815700000026,0.0031145450912100124,-3.5536978000000564e-05,49.44808641708,18016.80677741,8200.905406000018,49.448187900000114,9761.034708369,4905.348617469689,-88.11339645727,8263.831391545,3295.556576272672,8263.831391545,17967.780347688,9712.008277384502,8255.771651952997,-0.09319161395251285,0.0,36525090.66666667,30117455.383555487,31985316.0,7.435892600000069
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,9,0.009000000000000001,0.011205992000000008,0.006859578344309975,-4.076614600000152e-05,49.5286575197,23522.27249367,11884.717815238528,49.528826100000146,9761.038316487,4905.399915607773,0.0,13768.47302636,6979.317697077126,13768.47302636,23473.246925283496,9712.0127497635,13761.233758049993,-0.1520108715085371,0.0,38009872.00000001,92004255.88039418,129521640.0,8.192186400000026
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,10,0.01,0.011926804,0.007179948497340009,-4.8082076999997346e-05,49.64699205827,30838.29326144,16562.1184826954,49.646938500000054,9761.043968028,4905.47168489085,0.0,21086.92617702,11656.646592399038,21086.92617702,30789.269147539493,9712.019857599002,21077.248876460006,-0.13269342849162058,0.0,36219582.00000001,193155728.27047232,229375300.0,13.513284000000008
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,11,0.011,0.0076162936,0.004681219614900015,-5.416564899999851e-05,49.74591737937,34841.27885415,19062.80748750604,49.74572519999979,9761.04978732,4905.531364732187,0.0,25091.34302138,14157.27590594233,25091.34302138,34792.25644929049,9712.02738285,25080.228650810008,-0.045412692496029194,0.0,23250567.333333336,237068162.52395517,260318700.0,17.564747
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,12,0.012,0.002357638900000002,0.0015902449860200098,-5.724730899999667e-05,49.79097669015,33869.19436882,18432.561114061766,49.790753099999506,9761.05384866,4905.56159581679,0.0,24118.19353358,13526.999270182168,24118.19353358,33820.1733027885,9712.032783254997,24108.14010463999,0.03767658748620306,0.0,14331690.000000004,209394792.021067,206775250.0,16.806581000000005
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,13,0.013000000000000001,0.0024561933000000003,0.0008622871627630388,-5.783812600000087e-05,49.78402967515,29749.57243254,15855.487098761334,49.78378800000045,9761.055954867,4905.567391731567,0.0,19996.24435586,10949.91949529022,19996.24435586,29700.552057670004,9712.035582538501,19988.516061089995,0.06922894349190756,0.0,33375374.666666668,142409383.64458036,110828510.0,12.863557000000004
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,14,0.014,0.0017714392000000294,0.0006564797472890232,-5.7809812999997166e-05,49.7591301082,25730.02145821,13358.417245116987,49.75926300000029,9761.057315514,4905.567113981039,0.0,15974.99748436,8452.849916066663,15974.99748436,25681.001362933,9712.037224242,15968.963723969999,0.04393655299645616,0.0,24775452.666666668,83680211.4427455,58904772.0,9.1602058
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,15,0.015,0.0023667242000000076,0.002047167187080011,-5.8947044999996896e-05,49.75999559004,24173.70613196,12415.820032358604,49.75985159999998,9761.059220616,4905.578270226957,0.0,14418.45994091,7510.241545050973,14418.45994091,24124.686348622,9712.039437378,14412.646493159997,-0.00831269500486087,0.0,10982272.66666667,73708441.40061162,75747616.0,8.343326600000003
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,16,0.016,0.0049775890000000045,0.0036989154512900107,-6.188353099999745e-05,49.79559568676,25403.28991215,13233.152186272957,49.7954619000003,9761.062140072001,4905.607077154634,0.0,15648.91193781,8327.544930220287,15648.91193781,25354.270752554996,9712.042981730996,15642.22735606,-0.08201169099993422,0.0,13199453.333333334,100027372.86782198,108508100.0,8.673932100000004
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,17,0.017,0.0061852145000000055,0.00427649120346,-6.597696199999872e-05,49.85197980739,28010.28527182,14894.209765359396,49.852163699999856,9761.065711893,4905.647233712721,0.0,18256.33452377,9988.562327792586,18256.33452377,27961.2670306005,9712.0474752015,18249.219140289995,-0.060779908002587035,0.0,14762712.000000002,137899319.1151886,150207120.0,10.608356000000004
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,18,0.018000000000000002,0.005345231400000005,0.0036627589281500077,-7.002801499999972e-05,49.91010989776,30023.04574454,16180.089915984063,49.91004269999989,9761.069266056,4905.68697454269,0.0,20269.42779143,11274.40273957893,20269.42779143,29974.028508506,9712.052033418002,20261.976059819997,-0.036091021003812784,0.0,14003345.333333336,164446352.07747197,176301840.0,12.698335000000002
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,19,0.019,0.0032287368000000274,0.0025056646294600083,-7.31193999999993e-05,49.95258484244,30316.40122622,16382.424462467021,49.952716199999756,9761.072263011,4905.717301029484,0.0,20562.45467586,11476.70695270893,20562.45467586,30267.384863481002,9712.0559059155,20555.32854442001,-0.002357061988732312,0.0,11734316.666666668,164825722.4648318,168335810.0,13.158116000000001
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,20,0.02,0.0021158073000000035,0.001632331198730013,-7.513673899999543e-05,49.97416518104,29091.87343963,15626.758179189981,49.974396299999775,9761.07459681,4905.7370911251155,0.0,19337.19893065,10721.020870875136,19337.19893065,29042.857723854,9712.05888276,19330.798426470003,0.017983852503675735,0.0,9883656.666666668,143961554.19707784,136046000.0,12.059328000000008
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,21,0.021,0.0020076341000000004,0.001501147528260013,-7.66404140000002e-05,49.98275963669,27433.6606702,14600.05555315103,49.982538600000396,9761.076534284999,4905.75184217686,0.0,17678.2995499,9694.303520765648,17678.2995499,27384.645427063,9712.0612935675,17672.58371845,0.015951943500112975,0.0,12292010.0,118545419.51070338,106364350.0,10.353455000000011
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,22,0.022,0.00231527280000001,0.0020056873358100026,-7.835755100000353e-05,49.99545485561,26435.11192089,13989.637766079873,49.99548780000011,9761.078493342,4905.76868729083,0.0,16679.42561593,9083.868883515685,16679.42561593,26386.097110491002,9712.063680831001,16674.033009879997,-0.0015403275028802454,0.0,9393723.333333334,106547581.4875977,104246980.0,9.4989901
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,23,0.023,0.0032770224000000063,0.00267710814811,-8.070165200000088e-05,50.02165753612,26520.20591201,14070.0995972742,50.02177860000043,9761.080740813,4905.791682921624,0.0,16764.64599551,9164.307671440736,16764.64599551,26471.191610494006,9712.066442836502,16759.12475353,-0.019463777000055416,0.0,10204298.666666668,115189198.4077472,118073100.0,9.4931221
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,24,0.024,0.003980578900000011,0.0030555727625399967,-8.360883700000127e-05,50.05782490747,27363.98843552,14624.35316599799,50.05797750000044,9761.083276698,4905.820202406467,0.0,17608.91710814,9718.53274824865,17608.91710814,27314.974752605496,9712.069594298999,17602.904741090002,-0.057278330001281574,0.0,10777032.666666668,126340108.76520559,130464290.0,10.187090000000001
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,25,0.025,0.003929435300000001,0.002966705179170012,-8.665674500000046e-05,50.09725242693,28247.54188576,15194.813181523288,50.097217500000475,9761.085894005999,4905.850102383983,0.0,18492.28539899,10288.962872480664,18492.28539899,28198.528880646503,9712.072894383,18486.45557527,-0.02322639400154003,0.0,10724960.666666668,138542900.71899423,143387140.0,11.097692
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,26,0.026000000000000002,0.0032481777000000047,0.002567832386360012,-8.943824000000105e-05,50.13280687241,28582.72373675,15421.608131396568,50.1328277999997,9761.088351411001,4905.8773888499245,0.0,18827.40064108,10515.730537857993,18827.40064108,28533.71138606499,9712.076001700498,18821.63496564001,-0.01070468598845764,0.0,9993804.666666668,142341846.5158002,144983150.0,11.504396
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,27,0.027,0.0025237594000000036,0.0021705515937400117,-9.179243499999724e-05,50.16062568408,28275.15270228,15242.581300318074,50.1602958000005,9761.090543946,4905.900483502839,0.0,18519.55683505,10336.680593229183,18519.55683505,28226.140924428,9712.078770572998,18514.061738240005,-0.0005786824949609581,0.0,9184054.666666668,136768342.27862725,135479580.0,11.264565000000001
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,28,0.028,0.0023030799000000033,0.002010669493550017,-9.386032599999883e-05,50.1820090943,27643.74410613,14860.320286116477,50.181975900000516,9761.092526547,4905.9207695135465,0.0,17887.82441293,9954.399306067831,17887.82441293,27594.73281907949,9712.081243183498,17882.651161490005,0.0016941630055953283,0.0,8659272.000000002,127121244.87393819,122465300.0,10.662405000000005
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,29,0.029,0.002429363300000012,0.0021225094842800157,-9.590772200000128e-05,50.2024926441,27130.29368785,14552.563073746449,50.20247880000007,9761.094445383,4905.940854468324,0.0,17374.14658443,9646.622007695461,17374.14658443,27081.282851670006,9712.0836103365,17369.198825659994,-0.0031024440067994874,0.0,8568204.666666668,120366004.05096842,117991450.0,10.094090000000001
Case1DConsolidation_PR_SW3B_Xi0p03_S20,0.03,20,30,0.03,0.00279393190000002,0.002366133002230011,-9.814946200000096e-05,50.22738957774,26996.2195274,14485.788525939251,50.22759239999993,9761.096436812999,4905.962845937757,0.0,17240.03853351,9579.82547569321,17240.03853351,26947.2091522785,9712.0860628365,17235.12267299,-0.009978089496144094,0.0,8769914.666666668,121491015.18858309,122292980.0,9.9648571
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,0,0.0,0.0,0.0,0.0,49.05000209808,9760.950417519,4905.000209808328,49.05000000000005,9760.950000981,4904.999999715509,0.0,0.0,0.0,0.0,9711.9004154205,9711.900000490503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,1,0.001,0.0095638689,0.009087236871099994,-4.710270000004247e-06,58.86538093852,12492.01649253,5565.579378111382,49.0972842000002,9760.978930670999,4905.046207464224,9.768051811633,2762.022152395,660.5329624635478,2762.022152395,12442.970182789999,9711.932618740499,2731.0371452519994,-0.13835840800084043,9.896743004633,59158508.66666667,45991572.63119266,66870980.0,4.5658078
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,2,0.002,0.018552024,0.014351568400900025,-1.686972100000123e-05,49.23581218594,23791.75647607,10940.367543318713,49.23589949999967,9761.012982162,4905.16549167851,0.0,14077.67298345,6035.201854382934,14077.67298345,23742.719932365,9711.976440501003,14030.743078089998,-0.27949359550257213,0.0,87605166.66666667,72194864.44023107,92678848.0,11.392322000000014
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,3,0.003,0.021509545,0.012637877881940068,-3.095283300000077e-05,49.44036952983,38420.34014048,20044.006395443444,49.44053609999978,9761.023726074,4905.303647007235,0.0,28685.43485176,15138.702524330345,28685.43485176,38371.310321720994,9711.993908186998,28659.315997880003,-0.26482389149896335,0.0,65623303.33333334,254040331.21576622,319663620.0,17.299269000000002
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,4,0.004,0.012676414,0.005499310904687038,-4.02827290000032e-05,49.61762618622,45836.14467117,25797.807951250685,49.617704700000196,9761.02312374,4905.395173287017,0.0,36085.08295416,20892.412557523192,36085.08295416,45787.116586863514,9711.995039280002,36075.12112966999,-0.04078266150463605,0.0,72962973.33333334,406119590.3717296,479082530.0,28.367270000000005
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,5,0.005,0.0043009389000000006,0.0022768767189249636,-4.186648500000209e-05,49.66644176251,41212.737211,23217.716877148156,49.66626420000023,9761.024630556,4905.410709933369,0.0,31460.4819187,18312.305960095477,31460.4819187,41163.7090404125,9711.996459767997,31451.71216232,0.17087089499545982,0.0,26554701.333333336,333651572.37784576,334175460.0,25.99796900000005
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,6,0.006,0.01316911100000002,0.004982484634621,-3.804919900000071e-05,49.57979228396,29178.43551777,15367.463964278719,49.57974000000003,9761.02883316,4905.373262357718,0.0,19429.17522045,10462.09050068874,19429.17522045,29129.407652649494,9712.000969425002,19417.406265589998,0.2205980479993741,0.0,105255860.00000001,123231607.62011553,85595904.0,14.069016000000016
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,7,0.007,0.00879057120000005,0.0024935423603090114,-3.424654600000184e-05,49.45884649878,19360.85041647,8960.711156492365,49.458684599999486,9761.031802647001,4905.335958331783,-96.78049161021,9610.036214288,4055.374972066858,9610.036214288,19311.823166503003,9712.0045535085,9599.818196676,0.10233321035229892,0.0,76231093.33333334,55262210.667889915,113116260.0,8.005958600000449
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,8,0.008,0.004182375500000053,0.003120603422120005,-3.472716799999839e-05,49.43753663863,17821.90368541,8063.573925157425,49.43759310000024,9761.033776419,4905.340673233576,-119.9719384305,8068.043426828,3158.2330335604793,8068.043426828,17772.876976048505,9712.0070658495,8060.8694907320005,-0.058723642549011856,0.0,37605494.0,30443829.22701944,32649212.0,7.412021600000007
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,9,0.009000000000000001,0.011412185000000035,0.006928444055420036,-3.9998195999998186e-05,49.51977926444,23499.82137763,11865.966104122928,49.52009519999984,9761.037325677,4905.392382018252,0.0,13746.09280082,6960.573485170384,13746.09280082,23450.795510187996,9712.011459748497,13738.783633329997,-0.1481106275041384,0.0,39273997.333333336,92095233.91097522,130871630.0,8.187208200000017
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,10,0.01,0.012055957000000006,0.007216210621000022,-4.737843500000124e-05,49.63987641328,31010.02246697,16665.185899035427,49.63997339999991,9761.042994876,4905.464782162911,0.0,21258.80920624,11759.720915932698,21258.80920624,30960.998053742504,9712.018586223003,21248.979054510004,-0.1273668824978813,0.0,37128620.00000001,195699416.37988448,232828030.0,13.679487000000002
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,11,0.011,0.007566252300000024,0.004617477205029997,-5.344978100000414e-05,49.73923695135,35102.0327883,19215.68174266415,49.73934870000043,9761.048827902,4905.524342067124,0.0,25352.34386831,14310.157174500348,25352.34386831,35053.010090817996,9712.026133056,25340.983541520007,-0.03529245349636767,0.0,23684194.000000004,240625200.99966022,264309380.0,17.811459
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,12,0.012,0.0022480504000000076,0.001429761374040008,-5.641994999999783e-05,49.78287006352,34054.68873254,18538.428399738426,49.78261079999998,9761.052829401,4905.553479425001,0.0,24303.85749201,13632.874701299921,24303.85749201,34005.6673647135,9712.0314643005,24293.63548318,0.04910324200318428,0.0,13995100.000000002,211496037.99252465,208558180.0,16.975025000000006
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,13,0.013000000000000001,0.0027833036,0.0009428042578050145,-5.682562099999672e-05,49.77304261592,29775.98076144,15859.286228603338,49.77329129999998,9761.054821812,4905.557459057511,0.0,20022.73219382,10953.728572912438,20022.73219382,29726.960054125997,9712.034113490998,20014.925523750004,0.08024431900776108,0.0,34695376.66666667,141267758.4818213,108502220.0,12.896494000000004
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,14,0.014,0.0020107762000000405,0.0006728590733250174,-5.662094200000309e-05,49.74522292096,25608.90297746,13271.324603253475,49.74523469999951,9761.056068663,4905.555451156521,0.0,15853.92545663,8365.768949446569,15853.92545663,25559.882512164997,9712.0356051015,15847.846493070008,0.052652422007668065,0.0,25613730.000000004,81291166.63540606,55677432.0,9.064618100000002
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,15,0.015,0.00229665400000001,0.0019867880079600074,-5.7649684000001634e-05,49.74462462448,24021.05938926,12306.68766627159,49.74464609999981,9761.057905095,4905.5655431155565,0.0,14265.66688514,7401.121885082954,14265.66688514,23972.039209248003,9712.037729947499,14260.00106674,-0.005809220001538051,0.0,11054596.666666668,67844189.53584778,69968168.0,8.309029600000002
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,16,0.016,0.005038549700000012,0.003708768629110023,-6.056400100000203e-05,49.78028888141,25333.4483371,13177.674683217361,49.780256400000134,9761.060805912,4905.594132565352,0.0,15579.1658258,8272.080344705651,15579.1658258,25284.428771932504,9712.041245361,15572.387113380008,-0.07918567349224759,0.0,13117728.000000002,98878893.61535849,107838250.0,8.654760400000004
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,17,0.017,0.006273790300000002,0.004297214804819997,-6.468330199999815e-05,49.83749183723,28077.46282266,14925.78847623966,49.837546800000474,9761.064387543,4905.63454290816,0.0,18323.63512211,10020.153750861393,18323.63512211,28028.444178880494,9712.045743736502,18316.398017570005,-0.05684955599645036,0.0,14746696.0,138786193.13625553,151734420.0,10.646506000000002
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,18,0.018000000000000002,0.00536022010000001,0.0036356499750100028,-6.873069000000158e-05,49.89620331924,30191.27838124,16273.366521247153,49.89601440000019,9761.067936800999,4905.67424778443,0.0,20437.81287464,11367.692052349661,20437.81287464,30142.260746278997,9712.050304405504,20430.210027389992,-0.029987515008542687,0.0,13920360.666666668,166513065.90349984,178941120.0,12.83427
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,19,0.019,0.0031169564000000033,0.002410680187190011,-7.17650869999972e-05,49.93821207155,30479.66862916,16473.71499184963,49.93809930000037,9761.070896478,4905.704015218985,0.0,20725.85082321,11568.010792285933,20725.85082321,30430.651862541505,9712.054133739002,20718.597313619994,0.005261156991764437,0.0,11534710.66666667,166740994.4233775,170343730.0,13.299643
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,20,0.02,0.0020071771000000015,0.0014954748739600115,-7.365992700000097e-05,49.95815355063,29173.63687754,15664.415397205163,49.958013600000235,9761.073162588,4905.722603599379,0.0,19419.05636866,10758.692572378488,19419.05636866,29124.620741822502,9712.057027689003,19412.56329601999,0.026262836992827943,0.0,9804824.000000002,144096248.5137615,135582880.0,12.125172
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,21,0.021,0.0019028278000000059,0.0013714377597900055,-7.502678699999982e-05,49.9645560198,27410.82519071,14572.652150045256,49.96448820000009,9761.075026488,4905.736012495982,0.0,17655.53142109,9666.91594850075,17655.53142109,27361.809505246998,9712.059342849,17649.749746899997,0.023454257501725806,0.0,13015720.0,117506493.09208292,104574020.0,10.327161000000002
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,22,0.022,0.0022295543000000004,0.0019204857208900035,-7.663308949999714e-05,49.9756103824,26364.75267601,13930.452820607388,49.975573500000245,9761.076926685,4905.751770323513,0.0,16609.07201228,9024.700841689466,16609.07201228,26315.737402610997,9712.061649425252,16603.675333969997,0.003231951497582486,0.0,9181153.333333334,103323888.44784236,100926390.0,9.471162800000002
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,23,0.023,0.0032529179000000043,0.0026402483260399997,-7.89252979999965e-05,50.00117473926,26472.47156292,14026.58604951904,50.00127569999979,9761.079137859,4905.7742568889225,0.0,16716.98251013,9120.811614215574,16716.98251013,26423.456785878003,9712.064361154497,16711.392008689996,-0.015014040003734408,0.0,10074401.333333334,114124328.64288142,117251270.0,9.448306100000002
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,24,0.024,0.003995538700000001,0.003040014070260001,-8.180435300000362e-05,50.03734363467,27393.49203593,14628.051604399767,50.03757270000029,9761.081655105,4905.802500418422,0.0,17638.14764335,9722.248904406488,17638.14764335,27344.4778731665,9712.067497901999,17632.40996144,-0.02503585000158637,0.0,10692020.000000002,126476634.39483522,130936750.0,10.182260000000003
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,25,0.025,0.003924835500000004,0.0029364036684800003,-8.483162299999457e-05,50.07686921901,28342.82227355,15240.901779920037,50.07671459999983,9761.084263584,4905.832197937154,0.0,18587.67144682,10335.069387605743,18587.67144682,28293.80878752049,9712.070779346996,18581.73759201,-0.018481509996490786,0.0,10640378.0,139418599.49983013,144625790.0,11.154387
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,26,0.026000000000000002,0.003180680300000003,0.0025025305490100186,-8.756425400000268e-05,50.11208954096,28695.23664815,15479.329174028162,50.111834399999864,9761.086707254999,4905.859005047269,0.0,18940.02046336,10573.469960147608,18940.02046336,28646.2238130785,9712.073874892498,18934.149522279993,-0.005061125513748266,0.0,9851506.0,143522083.80699968,146321360.0,11.587928000000003
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,27,0.027,0.002403800400000007,0.0020756291137500062,-8.983700199999972e-05,50.13892204104,28359.5720904,15280.58625020562,50.13871379999988,9761.088863493,4905.881300705164,0.0,18604.06774911,10374.704722437678,18604.06774911,28310.559819214,9712.076591281499,18598.48281004,0.005703368504327955,0.0,8996280.000000002,137069568.7006456,135595730.0,11.315392
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,28,0.028,0.002203655400000006,0.0019092781293300123,-9.180360699999857e-05,50.1588569108,27671.743522,14863.791216073922,50.15862809999974,9761.090791158,4905.900593100179,0.0,17915.89516769,9957.890400315844,17915.89516769,27622.731727353996,9712.079002089,17910.652313660008,0.007855988511437317,0.0,8454270.0,126869092.6503568,121790040.0,10.663018000000003
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,29,0.029,0.002322826500000001,0.002037783588690013,-9.375708699999772e-05,50.17796836858,27124.203522,14532.614641005388,50.17785570000051,9761.092655058,4905.919756738986,0.0,17368.11768952,9626.694666099804,17368.11768952,27075.192163283995,9712.081297628998,17363.11045161,0.001775424498191569,0.0,8398098.0,118681130.13591576,116144530.0,10.103872000000006
Case1DConsolidation_PR_SW3B_Xi0p03_S40,0.03,40,30,0.03,0.0027260755000000094,0.00230633938206001,-9.592647699999985e-05,50.20197504387,26987.42149261,14465.502550286406,50.201890200000385,9761.094587628,4905.941038454879,0.0,17231.3098209,9559.561299315934,17231.3098209,26938.410583244502,9712.083681459,17226.326486390004,-0.005339762996300124,0.0,8623758.666666668,120815424.72646959,121707560.0,9.944743200000001
Case1DConsolidation_PR_SW3B_Xi0p05_S10,0.05,10,0,0.0,0.0,0.0,0.0,49.05000209808,9760.950417519,4905.000209808328,49.05000000000005,9760.950000981,4904.999999715509,0.0,0.0,0.0,0.0,9711.9004154205,9711.900000490503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Case1DConsolidation_PR_SW3B_Xi0p05_S10,0.05,10,1,0.001,0.0094030173,0.008943393707500007,-4.658949999997381e-06,61.73455116331,12396.39700009,5554.857437279686,49.096695600000515,9760.978665801,4905.045704014999,12.63775404033,2665.257954181,649.811519938888,2665.257954181,12347.350643885,9711.932314630498,2635.417914241,-0.17213101990000723,12.78035591477,58756306.66666667,44033989.483520225,66160416.0,4.340131800000038
