stage,case,pc_min,pc_mean,pc_max,void_ratio_mean,plastic_vol_strain_mean,eq_plastic_strain_max,yield_fraction,return_iterations_max,yield_residual_converged_maxAbs,status_counts
M3d,mcc_high_pc,100000.0,100000.0,100000.0,0.799623846044227,0.0,0.0,0.0,0.0,0.0,0:407
M3d,mcc_mild_yield,117.68771,119.63033950859979,120.2084,0.8004928626289921,-0.0002750144962390663,0.0025562742,0.9754299754299754,26.0,6.4242093e-05,-3:8|0:2|1:397
M3d3,baseline,117.68771,119.63033950859979,120.2084,0.8004928626289921,-0.0002750144962390663,0.0025562742,0.9754299754299754,26.0,6.4242093e-05,-3:8|0:2|1:397
M3d3,fixed_substeps4,114.87664,119.17506904176908,120.48329,0.8011159005896793,-0.000617492469611548,0.0056991098,0.9312039312039312,62.0,0.0,-3:18|-1:8|0:2|2:379
M3d3,adaptive_substeps16,117.93754,119.63395098280112,120.2004,0.8004936204422615,-0.0002723184322439802,0.0024237814,0.9508599508599509,190.0,7.1746501e-05,-3:10|-1:8|0:2|1:387
M3d3,adaptive_fallback16,109.54565,119.42373835380857,120.2025,0.800784017542999,-0.00043312591107862435,0.011033725,0.9533169533169533,177.0,0.00012669183,-5:17|0:2|1:387|2:1
M3d3,half_speed_adaptive,117.30253,119.53243157248168,120.2248,0.8006309492383269,-0.0003481423016707617,0.0027752805,0.9705159705159705,17.0,9.2902883e-05,0:12|1:395
