case,source,dp,time_mid,shell_index,r_over_R_min,r_over_R_max,shell_volume,pressure_mean_mid,storage_derivative,flux_in,flux_out,residual,abs_residual
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0035190000000000004,0,0.0,0.2,7.000000000000001e-06,700.5512926408,0.2973661348779332,0.0,0.004004351621142005,0.30137048649907516,0.30137048649907516
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0035190000000000004,1,0.2,0.4,2.6000000000000005e-05,695.8622669934286,-1.6433281648022853,0.004004351621142005,0.0257834597351252,-1.6215490566883022,1.6215490566883022
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0035190000000000004,2,0.4,0.6,9.000000000000002e-05,688.3142719985804,-13.643219082373854,0.0257834597351252,0.2620337840499656,-13.406968758059014,13.406968758059014
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0035190000000000004,3,0.6,0.8,0.00013400000000000003,654.2212748978784,-20.172621547095222,0.2620337840499656,0.4776645602804665,-19.95699077086472,19.95699077086472
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0035190000000000004,4,0.8,0.9,0.000132,628.0023606167952,-15.96348211063396,0.4776645602804665,0.3778710084721109,-16.063275662442315,16.063275662442315
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0035190000000000004,5,0.9,0.95,7.200000000000002e-05,619.8082803235568,-7.885708452205955,0.3778710084721109,0.7020846489607621,-7.561494811717304,7.561494811717304
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0035190000000000004,6,0.95,1.0,4.800000000000001e-05,610.6988195690105,-4.684433250138565,0.7020846489607621,26.07634284898352,20.68982494988419,20.68982494988419
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.004524500000000001,0,0.0,0.2,7.000000000000001e-06,695.99210319065,-0.36117311839731403,0.0,0.0019915923086536794,-0.35918152608866033,0.35918152608866033
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.004524500000000001,1,0.2,0.4,2.6000000000000005e-05,693.6599834624326,1.531014318586377,0.0019915923086536794,0.08606696175736937,1.6150896880350925,1.6150896880350925
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.004524500000000001,2,0.4,0.6,9.000000000000002e-05,668.4642570843539,10.10156787294263,0.08606696175736937,0.4231182404472472,10.438619151632507,10.438619151632507
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.004524500000000001,3,0.6,0.8,0.00013400000000000003,613.4126957098426,9.310406023864882,0.4231182404472472,0.6871114154598275,9.574399198877463,9.574399198877463
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.004524500000000001,4,0.8,0.9,0.000132,575.6972845164372,2.239525286371431,0.6871114154598275,0.6959706961108529,2.2483845670224563,2.2483845670224563
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.004524500000000001,5,0.9,0.95,7.200000000000002e-05,560.6052567137956,-0.5892663650611129,0.6959706961108529,0.24450004799740657,-1.0407370131745592,1.0407370131745592
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.004524500000000001,6,0.95,1.0,4.800000000000001e-05,557.432899085675,-0.39899354901572714,0.24450004799740657,23.801931371210568,23.158437774197434,23.158437774197434
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0055295,0,0.0,0.2,7.000000000000001e-06,606.2480648458,-0.8889925898891547,0.0,-0.01717900648796314,-0.9061715963771179,0.9061715963771179
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0055295,1,0.2,0.4,2.6000000000000005e-05,626.3643807040577,-5.0129758543430905,-0.01717900648796314,0.03124130068359459,-4.964555547171532,4.964555547171532
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0055295,2,0.4,0.6,9.000000000000002e-05,617.2186266580607,-19.279889740338433,0.03124130068359459,0.3636773915269581,-18.947453649495067,18.947453649495067
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0055295,3,0.6,0.8,0.00013400000000000003,569.9008645615702,-20.913560996737544,0.3636773915269581,0.6943696184862258,-20.582868769778276,20.582868769778276
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0055295,4,0.8,0.9,0.000132,531.7870520237734,-13.774153523250272,0.6943696184862258,0.7605450628718945,-13.707978078864603,13.707978078864603
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0055295,5,0.9,0.95,7.200000000000002e-05,515.2947380539964,-5.902987054850425,0.7605450628718945,-1.2471330680840689,-7.910665185806389,7.910665185806389
mode4_normalized_dp010,C5i/C5h mode4 normalized,0.01,0.0055295,6,0.95,1.0,4.800000000000001e-05,531.4761340668917,-2.080458631882979,-1.2471330680840689,22.69359861831942,21.86027305452051,21.86027305452051
mode4_normalized_dp008,C5i/C5h mode4 normalized,0.008,0.000523,0,0.0,0.2,3.5840000000000003e-06,944.9185055707143,-0.3774609484408414,0.0,0.017454554067960704,-0.3600063943728807,0.3600063943728807
mode4_normalized_dp008,C5i/C5h mode4 normalized,0.008,0.000523,1,0.2,0.4,3.7888e-05,924.4795283200708,-5.4709744378760075,0.017454554067960704,-0.01789410532695419,-5.506323097270922,5.506323097270922
mode4_normalized_dp008,C5i/C5h mode4 normalized,0.008,0.000523,2,0.4,0.6,8.704000000000001e-05,929.7179493400838,-11.696653325887402,-0.01789410532695419,0.09827346539534355,-11.580485755165103,11.580485755165103
