label,dp,field,r_over_R,lap,exact,error,valid
dp=0.010,0.01,constant,0.8246211251235295,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235295,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235295,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235308,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235308,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235308,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235308,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235308,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235308,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235308,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235308,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235308,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235308,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235308,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235308,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235321,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235321,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235321,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235334,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235334,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235334,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235361,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235361,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235361,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235361,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235361,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235361,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235376,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235376,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8246211251235376,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238538,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238538,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238538,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238538,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238538,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238538,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238551,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238551,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238551,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238551,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238551,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238551,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238565,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238565,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238565,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238577,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238577,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238577,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238577,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238577,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238577,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238591,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238591,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238591,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238604,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238604,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238604,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238604,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238604,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238604,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238616,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238616,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238616,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238616,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238616,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8485281374238616,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.871779788708131,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.871779788708131,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.871779788708131,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081322,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081322,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081322,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081348,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.871779788708136,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.871779788708136,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.871779788708136,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.871779788708136,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.871779788708136,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.871779788708136,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081387,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081387,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081387,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081399,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081399,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.8717797887081399,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.894427190999913,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.894427190999913,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.894427190999913,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.894427190999913,0.0,0.0,0.0,True
dp=0.010,0.01,constant,0.894427190999913,0.0,0.0,0.0,True
