case,source,dp,time_mid,interface_index,interface_r_over_R,fv_gradient_flux
mode6_shell_dp008,C5k mode6 shell,0.008,0.0035390000000000005,6,0.95,1.8544711200581474
mode6_shell_dp008,C5k mode6 shell,0.008,0.0035390000000000005,7,1.0,25.63776397360943
mode6_shell_dp008,C5k mode6 shell,0.008,0.0045445,0,0.0,0.0
mode6_shell_dp008,C5k mode6 shell,0.008,0.0045445,1,0.2,-0.020050652346587188
mode6_shell_dp008,C5k mode6 shell,0.008,0.0045445,2,0.4,0.020737817686256932
mode6_shell_dp008,C5k mode6 shell,0.008,0.0045445,3,0.6,0.18395729918040676
mode6_shell_dp008,C5k mode6 shell,0.008,0.0045445,4,0.8,0.41353055713911646
mode6_shell_dp008,C5k mode6 shell,0.008,0.0045445,5,0.9,-0.15491532410143413
mode6_shell_dp008,C5k mode6 shell,0.008,0.0045445,6,0.95,4.886683030504355
mode6_shell_dp008,C5k mode6 shell,0.008,0.0045445,7,1.0,18.968899750058327
mode6_shell_dp008,C5k mode6 shell,0.008,0.005549500000000001,0,0.0,0.0
mode6_shell_dp008,C5k mode6 shell,0.008,0.005549500000000001,1,0.2,0.046507373056980945
mode6_shell_dp008,C5k mode6 shell,0.008,0.005549500000000001,2,0.4,0.048148793285103984
mode6_shell_dp008,C5k mode6 shell,0.008,0.005549500000000001,3,0.6,0.24727504426388344
mode6_shell_dp008,C5k mode6 shell,0.008,0.005549500000000001,4,0.8,0.15884619902067482
mode6_shell_dp008,C5k mode6 shell,0.008,0.005549500000000001,5,0.9,1.6240987433835856
mode6_shell_dp008,C5k mode6 shell,0.008,0.005549500000000001,6,0.95,4.048120518811473
mode6_shell_dp008,C5k mode6 shell,0.008,0.005549500000000001,7,1.0,28.013182732082928
mode6_shell_dp010,C5k mode6 shell,0.01,0.0005025,0,0.0,0.0
mode6_shell_dp010,C5k mode6 shell,0.01,0.0005025,1,0.2,0.0063726860253430296
mode6_shell_dp010,C5k mode6 shell,0.01,0.0005025,2,0.4,0.010517336869019907
mode6_shell_dp010,C5k mode6 shell,0.01,0.0005025,3,0.6,-0.05815012866445765
mode6_shell_dp010,C5k mode6 shell,0.01,0.0005025,4,0.8,0.5935825148790189
mode6_shell_dp010,C5k mode6 shell,0.01,0.0005025,5,0.9,-0.12232619538830997
mode6_shell_dp010,C5k mode6 shell,0.01,0.0005025,6,0.95,-0.20654889973977203
mode6_shell_dp010,C5k mode6 shell,0.01,0.0005025,7,1.0,40.80017229268067
mode6_shell_dp010,C5k mode6 shell,0.01,0.0015080000000000002,0,0.0,0.0
mode6_shell_dp010,C5k mode6 shell,0.01,0.0015080000000000002,1,0.2,0.005217091798965308
mode6_shell_dp010,C5k mode6 shell,0.01,0.0015080000000000002,2,0.4,0.01627676110341554
mode6_shell_dp010,C5k mode6 shell,0.01,0.0015080000000000002,3,0.6,-0.07140100708237593
mode6_shell_dp010,C5k mode6 shell,0.01,0.0015080000000000002,4,0.8,0.9922928782854148
mode6_shell_dp010,C5k mode6 shell,0.01,0.0015080000000000002,5,0.9,-0.3574636659798849
mode6_shell_dp010,C5k mode6 shell,0.01,0.0015080000000000002,6,0.95,-0.5648680741251828
mode6_shell_dp010,C5k mode6 shell,0.01,0.0015080000000000002,7,1.0,37.16939282592144
mode6_shell_dp010,C5k mode6 shell,0.01,0.0025135,0,0.0,0.0
mode6_shell_dp010,C5k mode6 shell,0.01,0.0025135,1,0.2,-0.009935183049531681
mode6_shell_dp010,C5k mode6 shell,0.01,0.0025135,2,0.4,-0.027063819763432428
mode6_shell_dp010,C5k mode6 shell,0.01,0.0025135,3,0.6,0.035408946594944354
mode6_shell_dp010,C5k mode6 shell,0.01,0.0025135,4,0.8,1.098700530990974
mode6_shell_dp010,C5k mode6 shell,0.01,0.0025135,5,0.9,-0.036689047637266964
mode6_shell_dp010,C5k mode6 shell,0.01,0.0025135,6,0.95,0.047887004807707724
mode6_shell_dp010,C5k mode6 shell,0.01,0.0025135,7,1.0,34.1325550978095
mode6_shell_dp010,C5k mode6 shell,0.01,0.0035190000000000004,0,0.0,0.0
mode6_shell_dp010,C5k mode6 shell,0.01,0.0035190000000000004,1,0.2,0.019153075458556157
mode6_shell_dp010,C5k mode6 shell,0.01,0.0035190000000000004,2,0.4,0.02458375914578565
mode6_shell_dp010,C5k mode6 shell,0.01,0.0035190000000000004,3,0.6,0.004900969697562339
mode6_shell_dp010,C5k mode6 shell,0.01,0.0035190000000000004,4,0.8,0.9967894960877814
mode6_shell_dp010,C5k mode6 shell,0.01,0.0035190000000000004,5,0.9,-0.022407324279474224
mode6_shell_dp010,C5k mode6 shell,0.01,0.0035190000000000004,6,0.95,0.5293657751861557
mode6_shell_dp010,C5k mode6 shell,0.01,0.0035190000000000004,7,1.0,30.217390331120217
mode6_shell_dp010,C5k mode6 shell,0.01,0.004524500000000001,0,0.0,0.0
mode6_shell_dp010,C5k mode6 shell,0.01,0.004524500000000001,1,0.2,0.011200819807830022
mode6_shell_dp010,C5k mode6 shell,0.01,0.004524500000000001,2,0.4,0.047491368034227065
mode6_shell_dp010,C5k mode6 shell,0.01,0.004524500000000001,3,0.6,0.06457462533127994
mode6_shell_dp010,C5k mode6 shell,0.01,0.004524500000000001,4,0.8,0.9155085994859391
mode6_shell_dp010,C5k mode6 shell,0.01,0.004524500000000001,5,0.9,0.015504981138775999
mode6_shell_dp010,C5k mode6 shell,0.01,0.004524500000000001,6,0.95,0.5486910371672268
mode6_shell_dp010,C5k mode6 shell,0.01,0.004524500000000001,7,1.0,26.411384910913448
mode6_shell_dp010,C5k mode6 shell,0.01,0.0055295,0,0.0,0.0
mode6_shell_dp010,C5k mode6 shell,0.01,0.0055295,1,0.2,-0.013784496211888342
mode6_shell_dp010,C5k mode6 shell,0.01,0.0055295,2,0.4,0.032185091576791426
mode6_shell_dp010,C5k mode6 shell,0.01,0.0055295,3,0.6,0.10007003530881974
mode6_shell_dp010,C5k mode6 shell,0.01,0.0055295,4,0.8,0.8218181002151311
mode6_shell_dp010,C5k mode6 shell,0.01,0.0055295,5,0.9,0.2990295868261017
mode6_shell_dp010,C5k mode6 shell,0.01,0.0055295,6,0.95,0.32688387006006225
mode6_shell_dp010,C5k mode6 shell,0.01,0.0055295,7,1.0,25.12391429861314
