label,dp,material_particle_count,reconstruction_offset_factor,max_radius,surface_count_r085,surface_roughness_std,mean_surface_radius_error,max_surface_radius_abs_error,selected_boundary_particle_count,material_boundary_pair_count,constant_interior_rmse,constant_near_boundary_p95_abs_error,constant_near_boundary_bias,quadratic_r2_interior_rmse,quadratic_r2_near_boundary_p95_abs_error,quadratic_r2_near_boundary_bias,linear_gap_interior_rmse,linear_gap_near_boundary_p95_abs_error,linear_gap_near_boundary_bias,smooth_quartic_interior_rmse,smooth_quartic_near_boundary_p95_abs_error,smooth_quartic_near_boundary_bias
dp=0.010,0.01,739,0.0,0.05477225575051686,398,0.00357676792931324,0.00015323952345878513,0.00641101056459345,2418.0,194490.0,0.0,0.0,0.0,1.056051620601722,12.244210051406737,-11.18290369233172,11.945188982317452,100.28185104287746,94.75153632075943,432.710229742971,4745.6206815647165,-3405.35463096997
dp=0.008,0.008,1213,0.0,0.05245950819441629,594,0.0030329981553858048,-0.002015017995762403,0.006918681542924167,3794.0,315386.0,0.0,0.0,0.0,1.0735415831169401,14.05527397413726,-13.01775028868758,12.226208980068812,122.23705620025606,116.74868874448335,325.94067639248664,3578.0370093324905,-2488.3948997742646
dp=0.0065,0.0065,2601,-0.3875,0.05556455529100795,1412,0.0036474677282746257,-0.000364246644220159,0.007408101654334247,5802.0,650052.0,0.0,0.0,0.0,0.11201033789707257,17.079486664204378,-13.684885310622903,3.9737466600434663,144.60904834762357,120.745358428173,180.96354625744536,5615.108744164444,-3122.893870452365
