dp_label,dp,field,operator,zone,count,bias,rmse,p95_abs_error,max_abs_error
dp=0.0065,0.0065,constant,mode8_exact_boundary,middle,752,-2.2700012427040962e-13,1.0488287864925326e-12,2.2129092072069214e-12,4.8392212225009266e-12
dp=0.0065,0.0065,constant,mode8_exact_boundary,near_boundary,1412,-1.6721081019640066e-13,2.7291724965579646e-12,5.503165697091119e-12,2.9196275728848776e-11
dp=0.0065,0.0065,constant,mode8_exact_boundary,all_valid,2601,-1.5640359763501182e-13,2.0884283776817786e-12,3.846939223642599e-12,2.9196275728848776e-11
dp=0.0065,0.0065,constant,mode8_positivity,interior,437,0.0,0.0,0.0,0.0
dp=0.0065,0.0065,constant,mode8_positivity,middle,752,-2.2700012427040962e-13,1.0488287864925326e-12,2.2129092072069214e-12,4.8392212225009266e-12
dp=0.0065,0.0065,constant,mode8_positivity,near_boundary,1412,-1.6721081019640066e-13,2.7291724965579646e-12,5.503165697091119e-12,2.9196275728848776e-11
dp=0.0065,0.0065,constant,mode8_positivity,all_valid,2601,-1.5640359763501182e-13,2.0884283776817786e-12,3.846939223642599e-12,2.9196275728848776e-11
dp=0.0065,0.0065,constant,mode8_blend025,interior,437,0.0,0.0,0.0,0.0
dp=0.0065,0.0065,constant,mode8_blend025,middle,752,-5.6750031067602406e-14,2.6220719662313314e-13,5.532273018017304e-13,1.2098053056252316e-12
dp=0.0065,0.0065,constant,mode8_blend025,near_boundary,1412,-4.1802702549100165e-14,6.822931241394911e-13,1.3757914242727798e-12,7.299068932212194e-12
dp=0.0065,0.0065,constant,mode8_blend025,all_valid,2601,-3.9100899408752955e-14,5.221070944204447e-13,9.617348059106497e-13,7.299068932212194e-12
dp=0.0065,0.0065,constant,mode8_blend050,interior,437,0.0,0.0,0.0,0.0
dp=0.0065,0.0065,constant,mode8_blend050,middle,752,-1.1350006213520481e-13,5.244143932462663e-13,1.1064546036034607e-12,2.4196106112504633e-12
dp=0.0065,0.0065,constant,mode8_blend050,near_boundary,1412,-8.360540509820033e-14,1.3645862482789823e-12,2.7515828485455595e-12,1.4598137864424388e-11
dp=0.0065,0.0065,constant,mode8_blend050,all_valid,2601,-7.820179881750591e-14,1.0442141888408893e-12,1.9234696118212994e-12,1.4598137864424388e-11
dp=0.0065,0.0065,constant,mode8_drained_zero_boundary,interior,437,0.0,0.0,0.0,0.0
dp=0.0065,0.0065,constant,mode8_drained_zero_boundary,middle,752,-6465.945144043414,7875.174452929838,11615.53037700347,11672.1175747982
dp=0.0065,0.0065,constant,mode8_drained_zero_boundary,near_boundary,1412,22330.74669492617,32471.631561742717,52766.883157551456,57024.87443007198
dp=0.0065,0.0065,constant,mode8_drained_zero_boundary,all_valid,2601,10253.219371362977,24296.802280198193,52060.49344400405,57024.87443007198
