case,time,targets,corrected,fallback,material_samples,boundary_samples,avg_material,avg_boundary,support,r_min_factor,r_threshold,boundary_weight,condition_limit,cond_min,cond_mean,cond_max,mean_lap,max_abs_lap,mean_abs_replaced,max_abs_replaced,limiter,prevent_negative,limiter_dt,limiter_cfl,blend,limiter_targets,blend_limited,positivity_limited,theta_mean,theta_min,theta_max,mean_abs_limiter_delta,max_abs_limiter_delta,max_abs_diffusion_rate
mode8_positivity_dp008,0.00128693,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.314,1410.28,2285.17,442543.0,28587800.0,10512800.0,30944400.0,1,1,8.04298e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,194276.0
mode8_positivity_dp008,0.00136735,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.313,1410.28,2285.19,1240250.0,30887500.0,10959400.0,34105500.0,1,1,8.04298e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,209905.0
mode8_positivity_dp008,0.00136735,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.312,1410.29,2285.2,1239750.0,30886200.0,10959300.0,34104300.0,1,1,8.04298e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,209896.0
mode8_positivity_dp008,0.00144778,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.311,1410.3,2285.21,2047380.0,33223200.0,11412400.0,37315200.0,1,1,8.04297e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,225778.0
mode8_positivity_dp008,0.00144778,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.31,1410.3,2285.22,2046860.0,33221900.0,11412200.0,37314000.0,1,1,8.04297e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,225769.0
mode8_positivity_dp008,0.00152821,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.309,1410.31,2285.24,2882640.0,35661600.0,11883200.0,40667600.0,1,1,8.04296e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,242349.0
mode8_positivity_dp008,0.00152821,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.308,1410.31,2285.25,2882070.0,35660200.0,11883000.0,40666200.0,1,1,8.04296e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,242339.0
mode8_positivity_dp008,0.00160864,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.307,1410.32,2285.27,3764570.0,38270900.0,12383700.0,44259500.0,1,1,8.04293e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,260081.0
mode8_positivity_dp008,0.00160864,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.305,1410.32,2285.28,3763950.0,38269400.0,12383500.0,44258000.0,1,1,8.04293e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,260071.0
mode8_positivity_dp008,0.00168907,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.304,1410.33,2285.3,4712550.0,41123000.0,12926000.0,48193600.0,1,1,8.0429e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,279463.0
mode8_positivity_dp008,0.00168907,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.302,1410.34,2285.32,4711860.0,41121200.0,12925800.0,48191900.0,1,1,8.0429e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,279451.0
mode8_positivity_dp008,0.0017695,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.301,1410.35,2285.33,5747320.0,44294700.0,13551300.0,52580200.0,1,1,8.04286e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,301018.0
mode8_positivity_dp008,0.0017695,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.3,1410.36,2285.35,5746540.0,44292700.0,13550900.0,52578300.0,1,1,8.04286e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,301004.0
mode8_positivity_dp008,0.00184993,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.298,1410.36,2285.37,6891490.0,47869600.0,14391800.0,57539200.0,1,1,8.04282e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,325311.0
mode8_positivity_dp008,0.00184993,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.297,1410.37,2285.39,6890590.0,47867200.0,14391400.0,57537000.0,1,1,8.04282e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,325295.0
mode8_positivity_dp008,0.00193036,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.296,1410.39,2285.42,-910611.0,28087700.0,11008500.0,29064100.0,1,1,8.04277e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,190878.0
mode8_positivity_dp008,0.00193036,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.294,1410.4,2285.44,-911564.0,28085000.0,11008200.0,29061500.0,1,1,8.04277e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,190860.0
mode8_positivity_dp008,0.00201078,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.293,1410.41,2285.46,270129.0,31837600.0,11712400.0,34298000.0,1,1,8.04271e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,216362.0
mode8_positivity_dp008,0.00201078,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.291,1410.41,2285.48,269310.0,31835300.0,11712100.0,34295700.0,1,1,8.04271e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,216346.0
mode8_positivity_dp008,0.00209121,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.29,1410.42,2285.5,1304500.0,35106700.0,12325000.0,38861200.0,1,1,8.04268e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,238578.0
mode8_positivity_dp008,0.00209121,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.288,1410.43,2285.51,1303810.0,35104700.0,12324800.0,38859200.0,1,1,8.04268e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,238564.0
mode8_positivity_dp008,0.00217164,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.286,1410.44,2285.53,2223180.0,37997200.0,12861600.0,42903900.0,1,1,8.04279e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,258221.0
mode8_positivity_dp008,0.00217164,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.284,1410.44,2285.54,2222600.0,37995400.0,12861400.0,42902200.0,1,1,8.04279e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,258208.0
mode8_positivity_dp008,0.00225207,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.283,1410.45,2285.55,3054500.0,40602600.0,13335700.0,46563500.0,1,1,8.04287e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,275927.0
mode8_positivity_dp008,0.00225207,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.281,1410.46,2285.56,3054020.0,40601000.0,13335600.0,46562000.0,1,1,8.04287e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,275916.0
mode8_positivity_dp008,0.0023325,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.279,1410.46,2285.57,3824840.0,43010100.0,13759600.0,49968100.0,1,1,8.04293e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,292288.0
mode8_positivity_dp008,0.0023325,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.278,1410.47,2285.58,3824450.0,43008700.0,13759400.0,49966800.0,1,1,8.04293e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,292278.0
mode8_positivity_dp008,0.00241293,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.276,1410.47,2285.59,4558920.0,45302100.0,14144500.0,53238700.0,1,1,8.04294e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,307863.0
mode8_positivity_dp008,0.00241293,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.275,1410.48,2285.6,4558610.0,45300700.0,14144400.0,53237400.0,1,1,8.04294e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,307854.0
mode8_positivity_dp008,0.00249336,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.274,1410.48,2285.61,5280080.0,47557900.0,14501700.0,56491400.0,1,1,8.04294e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,323194.0
mode8_positivity_dp008,0.00249336,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.273,1410.49,2285.61,5279830.0,47556600.0,14501600.0,56490200.0,1,1,8.04294e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,323185.0
mode8_positivity_dp008,0.00257379,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.272,1410.5,2285.62,6010510.0,49855900.0,14874800.0,59839800.0,1,1,8.04294e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,338810.0
mode8_positivity_dp008,0.00257379,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.271,1410.5,2285.63,6010310.0,49854600.0,14874700.0,59838600.0,1,1,8.04294e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,338801.0
mode8_positivity_dp008,0.00265421,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.27,1410.51,2285.64,6771500.0,52274500.0,15363100.0,63397100.0,1,1,8.04294e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,355246.0
mode8_positivity_dp008,0.00265421,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.27,1410.52,2285.65,6771320.0,52273000.0,15363000.0,63395700.0,1,1,8.04294e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,355236.0
mode8_positivity_dp008,0.00273464,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.27,1410.53,2285.66,-1138260.0,30027200.0,11736400.0,31093700.0,1,1,8.04293e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,204058.0
mode8_positivity_dp008,0.00273464,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.27,1410.53,2285.67,-1138410.0,30025700.0,11736400.0,31092300.0,1,1,8.04293e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,204048.0
mode8_positivity_dp008,0.00281507,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.54,2285.67,-518657.0,31974900.0,11966800.0,34056400.0,1,1,8.04292e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,217295.0
mode8_positivity_dp008,0.00281507,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.55,2285.67,-518552.0,31974100.0,11966800.0,34055600.0,1,1,8.04292e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,217289.0
mode8_positivity_dp008,0.0028955,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.55,2285.67,-156398.0,33047300.0,12040300.0,35781000.0,1,1,8.04292e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,224582.0
mode8_positivity_dp008,0.0028955,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.55,2285.67,-156062.0,33047200.0,12040400.0,35780900.0,1,1,8.04292e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,224582.0
mode8_positivity_dp008,0.00297593,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.55,2285.66,-35579.9,33310600.0,11967200.0,36362800.0,1,1,8.04293e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,226372.0
mode8_positivity_dp008,0.00297593,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.55,2285.65,-35035.7,33311100.0,11967500.0,36363300.0,1,1,8.04293e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,226375.0
mode8_positivity_dp008,0.00305636,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.55,2285.64,-145958.0,32806700.0,11754500.0,35861100.0,1,1,8.04292e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,222948.0
mode8_positivity_dp008,0.00305636,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.55,2285.63,-145229.0,32807700.0,11754800.0,35862100.0,1,1,8.04292e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,222954.0
mode8_positivity_dp008,0.00313679,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.54,2285.61,-482301.0,31556400.0,11406100.0,34304700.0,1,1,8.04281e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,214451.0
mode8_positivity_dp008,0.00313679,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.54,2285.59,-481410.0,31557900.0,11406400.0,34306200.0,1,1,8.04281e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,214461.0
mode8_positivity_dp008,0.00321722,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.53,2285.57,-1043740.0,29563400.0,10923000.0,31697300.0,1,1,8.04265e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,200906.0
mode8_positivity_dp008,0.00321722,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.52,2285.55,-1042710.0,29565300.0,10923500.0,31699200.0,1,1,8.04265e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,200919.0
mode8_positivity_dp008,0.00329764,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.51,2285.52,-1833970.0,26812900.0,10421300.0,28016400.0,1,1,8.04249e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,182214.0
mode8_positivity_dp008,0.00329764,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.5,2285.5,-1832830.0,26815100.0,10421600.0,28018600.0,1,1,8.04249e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,182230.0
mode8_positivity_dp008,0.00337806,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.269,1410.49,2285.47,-2861450.0,24959800.0,9822160.0,23211900.0,1,1,8.04227e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,169622.0
mode8_positivity_dp008,0.00337806,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.27,1410.48,2285.44,-2860210.0,24959200.0,9821930.0,23214500.0,1,1,8.04227e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,169617.0
mode8_positivity_dp008,0.00345848,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.27,1410.46,2285.4,-4139680.0,26244700.0,9697120.0,21228400.0,1,1,8.04201e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,178353.0
mode8_positivity_dp008,0.00345848,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.271,1410.45,2285.37,-4138380.0,26243900.0,9696920.0,21227600.0,1,1,8.04201e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,178348.0
mode8_positivity_dp008,0.0035389,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.272,1410.43,2285.33,-2122810.0,22705500.0,9363750.0,22853100.0,1,1,8.04174e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,154302.0
mode8_positivity_dp008,0.0035389,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.272,1410.41,2285.29,-2121230.0,22709000.0,9364170.0,22856600.0,1,1,8.04174e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,154326.0
mode8_positivity_dp008,0.00361931,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.273,1410.39,2285.25,-3846730.0,21576100.0,8414700.0,19045400.0,1,1,8.04145e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,146627.0
mode8_positivity_dp008,0.00361931,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.275,1410.37,2285.2,-3845230.0,21575300.0,8415130.0,19044700.0,1,1,8.04145e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,146621.0
mode8_positivity_dp008,0.00369973,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.276,1410.35,2285.16,-5740760.0,23260600.0,8148140.0,18850800.0,1,1,8.04121e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,158074.0
mode8_positivity_dp008,0.00369973,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.277,1410.33,2285.11,-5739330.0,23259900.0,8147970.0,18850000.0,1,1,8.04121e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,158069.0
mode8_positivity_dp008,0.00378014,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.279,1410.31,2285.06,-7838160.0,25015000.0,8314400.0,18679700.0,1,1,8.04099e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,169997.0
mode8_positivity_dp008,0.00378014,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.281,1410.29,2285.01,-7836820.0,25014300.0,8313820.0,18678900.0,1,1,8.04099e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,169992.0
mode8_positivity_dp008,0.00386054,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.282,1410.26,2284.96,-10175600.0,26864700.0,10339700.0,18540900.0,1,1,8.04074e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,182566.0
mode8_positivity_dp008,0.00386054,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.284,1410.24,2284.91,-10174400.0,26863900.0,10338400.0,18540100.0,1,1,8.04074e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,182561.0
mode8_positivity_dp008,0.00394095,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.287,1410.21,2284.85,-12208700.0,28831300.0,12359600.0,21856700.0,1,1,8.04042e-05,0.9,1.0,594.0,0.0,24.0,1.0,1.0,1.0,585476.0,14490500.0,195931.0
mode8_positivity_dp008,0.00394095,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.289,1410.18,2284.79,-12207800.0,28830600.0,12358600.0,21854500.0,1,1,8.04042e-05,0.9,1.0,594.0,0.0,24.0,1.0,1.0,1.0,585343.0,14487200.0,195926.0
mode8_positivity_dp008,0.00402135,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.292,1410.15,2284.72,-13499300.0,30933600.0,13635000.0,21164100.0,1,1,8.04005e-05,0.9,1.0,594.0,0.0,72.0,1.0,1.0,1.0,2215700.0,24844000.0,210218.0
mode8_positivity_dp008,0.00402135,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.294,1410.11,2284.65,-13498600.0,30932900.0,13634200.0,21160600.0,1,1,8.04005e-05,0.9,1.0,594.0,0.0,72.0,1.0,1.0,1.0,2215510.0,24841200.0,210214.0
mode8_positivity_dp008,0.00410175,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.297,1410.08,2284.58,-14364100.0,33913200.0,14483700.0,24308600.0,1,1,8.0396e-05,0.9,1.0,594.0,0.0,120.0,1.0,1.0,1.0,4596490.0,36565900.0,230467.0
mode8_positivity_dp008,0.00410175,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.3,1410.04,2284.51,-14363900.0,33912800.0,14483300.0,24306700.0,1,1,8.0396e-05,0.9,1.0,594.0,0.0,120.0,1.0,1.0,1.0,4596180.0,36563700.0,230464.0
mode8_positivity_dp008,0.00418214,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.303,1410.0,2284.42,-16402800.0,39544100.0,16507400.0,30107800.0,1,1,8.03906e-05,0.9,1.0,594.0,0.0,120.0,1.0,1.0,1.0,6156290.0,49880800.0,268733.0
mode8_positivity_dp008,0.00418214,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.307,1409.96,2284.34,-16402800.0,39544200.0,16507100.0,30105200.0,1,1,8.03906e-05,0.9,1.0,594.0,0.0,120.0,1.0,1.0,1.0,6156170.0,49879900.0,268734.0
mode8_positivity_dp008,0.00426252,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.31,1409.91,2284.25,-17703400.0,45931000.0,17798200.0,36811400.0,1,1,8.03843e-05,0.9,1.0,594.0,0.0,144.0,1.0,1.0,1.0,8903600.0,65094000.0,312137.0
mode8_positivity_dp008,0.00426252,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.314,1409.87,2284.15,-17703600.0,45931800.0,17798100.0,36807800.0,1,1,8.03843e-05,0.9,1.0,594.0,0.0,144.0,1.0,1.0,1.0,8903840.0,65094900.0,312143.0
mode8_positivity_dp008,0.0043429,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.318,1409.82,2284.05,-3828720.0,15068600.0,4784530.0,10767700.0,1,1,8.03768e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,102403.0
mode8_positivity_dp008,0.0043429,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.322,1409.76,2283.94,-3827270.0,15067900.0,4784080.0,10767100.0,1,1,8.03768e-05,0.9,1.0,594.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,102399.0
mode8_positivity_dp008,0.00442326,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.327,1409.72,2283.85,-7311940.0,17754700.0,7856470.0,11452100.0,1,1,8.03681e-05,0.9,1.0,594.0,0.0,72.0,1.0,1.0,1.0,1152540.0,13809900.0,120657.0
mode8_positivity_dp008,0.00442326,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.332,1409.67,2283.75,-7311450.0,17754200.0,7855900.0,11449500.0,1,1,8.03681e-05,0.9,1.0,594.0,0.0,72.0,1.0,1.0,1.0,1152380.0,13807600.0,120654.0
mode8_positivity_dp008,0.00450363,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.338,1409.63,2283.67,-9169280.0,21494800.0,9607370.0,18388500.0,1,1,8.03638e-05,0.9,1.0,594.0,0.0,120.0,1.0,1.0,1.0,3504600.0,30168400.0,146074.0
mode8_positivity_dp008,0.00450363,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.344,1409.58,2283.58,-9169280.0,21494900.0,9607240.0,18386700.0,1,1,8.03638e-05,0.9,1.0,594.0,0.0,120.0,1.0,1.0,1.0,3504540.0,30168200.0,146075.0
