frames,excluded_particles,steps,runtime_s,material_rows_last,measurement_region_count,top_tracking_count,final_time_s,final_axial_displacement_m,final_axial_strain,final_region_excess_mean_pa,final_region_porepress_mean_pa,final_region_porepressrate_maxabs_pa_s,final_region_divvel_mean_1_s,final_kplastic_max,final_velocity_max_m_s,min_porepress_all_pa,nan_or_inf_field_count
4,0,6,0.258549,1040,80,30,0.001005,-5.6666666581328684e-08,5.501618114692105e-08,42.12096766571918,42.12096766571918,2307641.5,-0.0005697917684656655,0.0,0.0004422341600000002,0.0,0
