frame,time_s,region_porepress_mean,region_excess_mean,region_porepressrate_mean,region_porepressrate_maxabs,region_divvel_mean,all_porepress_mean,all_excess_mean
0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001,0.000503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0002,0.000804,0.012096066734559255,0.012096066734559255,120.30797082782499,2219.8962,-1.80461910822995e-07,10.037150690548568,10.037150690548568
0003,0.001005,42.12096766571918,42.12096766571918,379877.86022152106,2307641.5,-0.0005697917684656655,44.4835252496588,44.4835252496588
