code,excluded_particles,steps,runtime_seconds,nframes,final_time,final_velocity_max,final_velocity_mean,final_settlement_mean_z,final_PorePress_max,final_PorePress_mean,final_hydrostatic_max,final_hydrostatic_mean,final_Excess_max,final_Excess_mean,final_Excess_maxAbs,final_bottom_PorePress_mean,final_bottom_hydrostatic_mean,final_bottom_Excess_mean,final_top_Excess_maxAbs,final_bottom_grad_proxy,max_velocity_over_time,peak_Excess_maxAbs,final_to_peak_Excess_maxAbs_ratio,max_PorePressRate_over_time,max_DivVelContribution_over_time,max_HydraulicContribution_over_time,max_PorePressureAccelDiff_over_time,gpu_xi010_final_Excess_max,g9b_minus_gpu_xi010_final_Excess_max,gpu_xi010_final_Excess_mean,g9b_minus_gpu_xi010_final_Excess_mean,gpu_xi010_final_bottom_Excess_mean,g9b_minus_gpu_xi010_final_bottom_Excess_mean,gpu_xi010_final_PorePress_max,g9b_minus_gpu_xi010_final_PorePress_max,gpu_xi010_final_velocity_max,g9b_minus_gpu_xi010_final_velocity_max,gpu_xi010_runtime_seconds,g9b_minus_gpu_xi010_runtime_seconds,cpu_sw3h_final_Excess_max,g9b_minus_cpu_sw3h_final_Excess_max,cpu_sw3h_final_Excess_mean,g9b_minus_cpu_sw3h_final_Excess_mean,cpu_sw3h_final_bottom_Excess_mean,g9b_minus_cpu_sw3h_final_bottom_Excess_mean,cpu_sw3h_final_PorePress_max,g9b_minus_cpu_sw3h_final_PorePress_max,cpu_sw3h_final_velocity_max,g9b_minus_cpu_sw3h_final_velocity_max,cpu_sw3h_runtime_seconds,g9b_minus_cpu_sw3h_runtime_seconds,g9b_speedup_vs_cpu_sw3h
0,0,3775438,12888.194336,37,3.6,0.000202659080743,0.000134254464058,-0.0024849440052,10872.2677798,5624.76271843,9762.26660206,4929.37730041,1110.17467741,695.385198101,1110.17467741,10823.3569785,9713.35580263,1110.00075951,9.46157797443e-07,0.00872029485004,0.0025156129,15892.9516754,0.0698532720721,125153760,0.0072593167,0.187723637945,10.139453,1160.52066395,-50.34598654,725.98881015,-30.603612049,1160.35308156,-50.35232205,10922.6176489,-50.3498691,0.000210566981992,-7.907901249e-06,10946.522461,1941.671875,1159.515686228,-49.341008818,725.4279396764802,-30.0427415755,1159.354937623,-49.354178113,10921.61146663,-49.34368683,0.00021003156192665346,-7.37248118365e-06,68552.65625,-55664.461914,5.31902720139
