frame,time,n,zmin,zmax,velocity_max,velocity_mean,settlement_mean_z,PorePress_min,PorePress_max,PorePress_mean,hydrostatic_min,hydrostatic_max,hydrostatic_mean,Excess_min,Excess_max,Excess_mean,Excess_maxAbs,bottom_PorePress_mean,bottom_hydrostatic_mean,bottom_Excess_mean,bottom_Excess_maxAbs,top_Excess_maxAbs,bottom_grad_proxy,PorePressRate_maxAbs,DivVelContribution_maxAbs,HydraulicContribution_maxAbs,PorePressureAccelDiff_maxAbs,has_PorePress,has_ExcessPorePress,has_PorePressureAccelDiff
10,1,1000,0.0049188146,0.99293703,0.0014074189,0.000909482499399,-0.0014384567403,69.2876388853,17312.9916355,9728.32300604,69.2877357,9761.74642877,4919.11126034,-6.58063947867e-06,7552.14121633,4809.21152584,7552.14121633,17264.0815611,9712.83635435,7551.24479144,7551.24479147,6.58063947867e-06,0.0026163763996,72618424,0.0023655696,0.108925054781,5.935411,True,True,True
11,1.1,1000,0.0049150549,0.99280202,0.0013007334,0.000840902315939,-0.0015255967955,70.612318644,16782.6135885,9383.54170419,70.6121838,9761.78331143,4919.96610428,-6.08280959114e-06,7021.6285796,4463.5753781,7021.6285796,16733.7081332,9712.87785663,7020.82986092,7020.82986095,6.08280959114e-06,0.00905563309971,66907216,0.0021416491,0.10035569473,5.5054636,True,True,True
12,1.2,1000,0.0049113743,0.99267656,0.00120960780001,0.000783129621019,-0.0016067927318,71.8427586426,16270.3506494,9058.5593054,71.8429464,9761.81941812,4920.76263641,-5.6567772333e-06,6509.42333695,4137.79646073,6509.42333695,16221.449518,9712.91828673,6508.53081578,6508.5308158,5.6567772333e-06,0.0139286000503,66743728,0.0020805004,0.10010849219,5.022471,True,True,True
13,1.3,1000,0.0049079885,0.99256021,0.00111498150005,0.000718083465619,-0.0016819589116,72.9842573047,15785.5535726,8758.69801038,72.9843399,9761.85263282,4921.50001664,-5.21359437755e-06,6024.457279,3837.19778482,6024.457279,15736.656907,9712.95597077,6023.70052068,6023.70052071,5.21359437755e-06,0.0199778767501,57961268,0.0017974544,0.0869392141386,4.7372785,True,True,True
14,1.4,1000,0.0049051237,0.99245262,0.00103757690003,0.000672838845586,-0.0017514967404,74.0394923367,15374.0860155,8485.16822722,74.0397978,9761.8807365,4922.18218274,-4.85213755042e-06,5612.919453,3562.98583275,5612.919453,15325.1934656,9712.98818965,5612.20486095,5612.20486098,4.85213755042e-06,0.0165153648495,53373056,0.0017943239,0.0800547331172,4.39159110001,True,True,True
15,1.5,1000,0.0049021314,0.99235255,0.000965626440189,0.000626662931488,-0.0018164755824,75.0215333178,14964.2781299,8227.24776743,75.0214845,9761.91009097,4922.81962518,-4.51556954317e-06,5203.0233617,3304.42792466,5203.0233617,14915.3891844,9713.02114782,5202.36762137,5202.36762139,4.51556954317e-06,0.00922347205142,49393492,0.0017310976,0.0740841684495,4.0713873,True,True,True
16,1.6,1000,0.0048992075,0.9922595,0.000890071790001,0.000572409814402,-0.0018767276014,75.9342928001,14561.9969186,7985.99649523,75.934305,9761.93877442,4923.41069749,-4.16216029464e-06,4800.61294809,3062.58557904,4800.61294809,14513.1110925,9713.05295037,4800.05772557,4800.0577256,4.16216029464e-06,0.0100485736502,46289152,0.0013980088,0.0694284896636,3.782778,True,True,True
17,1.7,1000,0.0048969933,0.99217373,0.000827986860004,0.000537100727811,-0.0019321476912,76.7758441083,14250.0459813,7773.18289239,76.7757087,9761.96049573,4923.95436857,-3.87255549583e-06,4488.62609823,2849.22831993,4488.62609823,14201.1635385,9713.07805455,4488.08506932,4488.08506935,3.87255549583e-06,0.00679265409963,42669076,0.0013978533,0.0639985630866,3.5107908,True,True,True
18,1.8,1000,0.0048946524,0.9920938,0.000770899410073,0.000502494293638,-0.0019841284143,77.5596989166,13942.1097437,7570.93542672,77.559822,9761.98345996,4924.46429946,-3.6055533883e-06,4180.62056298,2646.47091233,4180.62056298,13893.2301275,9713.10384411,4180.12586793,4180.12586795,3.6055533883e-06,0.00139412670069,39496652,0.0013694138,0.0592380345331,3.25579170002,True,True,True
19,1.9,1000,0.0048923753,0.99201953,0.000713922722022,0.000464323111581,-0.0020325743726,78.2884590506,13634.2987518,7379.94957583,78.2884107,9762.00579831,4924.93955431,-3.33768758765e-06,3872.77677933,2455.00980249,3872.77677933,13585.4217692,9713.12881953,3872.29253462,3872.29253463,3.33768758765e-06,0.00155206359932,37219752,0.0013352883,0.0558265968532,3.019886,True,True,True
20,2,1000,0.0048903525,0.99195063,0.000665214260513,0.000430041699578,-0.0020772889598,78.9643194196,13326.7413369,7199.92292456,78.9643197,9762.02564198,4925.37820441,-3.11046154877e-06,3565.1978466,2274.54450496,3565.1978466,13277.8667661,9713.15107264,3564.71527768,3564.71527769,3.11046154877e-06,0.00311687990006,34141944,0.0012147804,0.0512062505872,2.8087702,True,True,True
21,2.1,1000,0.0048879767,0.99188626,0.000621967080138,0.000405025323226,-0.0021189848717,79.5957237923,13094.0940715,7045.31227514,79.5957894,9762.04894857,4925.78724131,-2.90896073807e-06,3332.48946856,2119.52481663,3332.48946856,13045.2190881,9713.17396913,3332.04470475,3332.04470476,2.90896073807e-06,0.000777748200562,31662838,0.0010919325,0.0474880248899,2.6097698,True,True,True
22,2.2,1000,0.0048858905,0.99182647,0.000575003160098,0.000376959690211,-0.0021580850037,80.1824577238,12888.2297719,6902.44610183,80.1823293,9762.0694142,4926.1708136,-2.68803965753e-06,3126.54820212,1976.27507642,3126.54820212,12839.3558969,9713.1955423,3126.15993914,3126.15993915,2.68803965753e-06,0.00114221430022,29866050,0.00098491856,0.0447992379592,2.42319510001,True,True,True
23,2.3,1000,0.0048841028,0.99177104,0.000533833289059,0.000352379108433,-0.0021945330895,80.7258037772,12682.5420137,6764.72042637,80.7260976,9762.08695153,4926.52836932,-2.49600773827e-06,2920.8103757,1838.19184831,2920.8103757,12633.670004,9713.21494393,2920.45464401,2920.45464402,2.49600773827e-06,0.000828415199976,27395264,0.00097162946,0.0410873825953,2.2509236,True,True,True
24,2.4,1000,0.0048824055,0.9917196,0.000496655123499,0.000328831018856,-0.0022285906015,81.2307893428,12476.8948192,6634.15205351,81.230724,9762.10360205,4926.86247352,-2.3222720813e-06,2715.14022309,1707.28936725,2715.14022309,12428.024886,9713.2336722,2714.79079852,2714.79079853,2.3222720813e-06,0.000734327250029,25315008,0.00095589284,0.0379675274567,2.08628560003,True,True,True
25,2.5,1000,0.0048807366,0.99167162,0.000464013844924,0.000305704260265,-0.0022603131773,81.7014807361,12270.9376677,6510.546509,81.7014078,9762.11997395,4927.17367198,-2.16962956756e-06,2509.16859395,1583.37262325,2509.16859395,12222.0697283,9713.25203789,2508.81727422,2508.81727423,2.16962956756e-06,0.00106627274954,23946364,0.00094422617,0.0359146688991,1.9423699,True,True,True
26,2.6,1000,0.0048790812,0.99162674,0.000434481936864,0.000282643276463,-0.002289727919,82.1415536174,12065.4037734,6393.28503186,82.1416806,9762.13621343,4927.4622306,-2.02943581939e-06,2303.60919822,1465.82258484,2303.60919822,12016.5377271,9713.27016859,2303.26714401,2303.26714402,2.02943581939e-06,0.00297351759991,22055618,0.00090419094,0.03307757542,1.8122091,True,True,True
27,2.7,1000,0.0048774816,0.99158496,0.000401074396032,0.000254383393335,-0.0023167055066,82.5516306465,11861.6115235,6281.86918052,82.5515424,9762.1519055,4927.72688074,-1.87372415894e-06,2099.7485997,1354.14209335,2099.7485997,11812.7468232,9713.28720591,2099.45920132,2099.45920133,1.87372415894e-06,0.00256505044945,20486908,0.00067281822,0.0307242987064,1.68772150001,True,True,True
28,2.8,1000,0.0048763938,0.99154705,0.000365190805295,0.000228210699385,-0.0023404011735,82.9236451645,11710.6760155,6188.16138324,82.9234395,9762.16257682,4927.95933523,-1.70704825564e-06,1948.74205176,1260.20182845,1948.74205176,11661.8096531,9713.29621634,1948.5130208,1948.51302084,1.70704825564e-06,0.00351241629983,19368240,0.00059911801,0.0290474622966,1.57139480027,True,True,True
29,2.9,1000,0.0048746262,0.99151182,0.000340747044358,0.000215948287901,-0.0023626028148,83.2691454228,11602.0718258,6110.11617578,83.2690458,9762.17991698,4928.17713333,-1.59022721391e-06,1840.11534703,1181.93883165,1840.11534703,11553.1959069,9713.30399631,1839.89149302,1839.89149308,1.59022721391e-06,0.00896409654979,17808160,0.0005990942,0.0267088196391,1.4635018,True,True,True
30,3,1000,0.0048729423,0.99147898,0.000317025030051,0.000203778269298,-0.0023835950568,83.5910490941,11497.3400838,6035.34282226,83.5912062,9762.19643604,4928.38306722,-1.48090154539e-06,1735.31473955,1106.95954296,1735.31473955,11448.4552567,9713.31161181,1735.14322913,1735.14322918,1.48090154539e-06,0.00425165220031,16502440,0.00059903227,0.0247492224057,1.3597584,True,True,True
31,3.1,1000,0.004871536,0.9914484,0.000295773280249,0.000192323542169,-0.0024033969838,83.8909692642,11392.1290495,5962.2706762,83.891196,9762.21023184,4928.57732413,-1.38074091183e-06,1630.09476283,1033.69314295,1630.09476283,11343.2378847,9713.31906545,1629.91840274,1629.91840278,1.38074091183e-06,0.00497505734984,15723789,0.0005989435,0.0235815282232,1.2578239,True,True,True
32,3.2,1000,0.0048699891,0.99141997,0.000274586810188,0.000180441656416,-0.0024220465019,84.1702810775,11287.7655364,5891.28470057,84.1700943,9762.22540693,4928.7602759,-1.28294911406e-06,1525.70693821,962.524220078,1525.70693821,11238.8667129,9713.3265829,1525.53971351,1525.53971354,1.28294911406e-06,0.00424382920005,14274528,0.00059906463,0.021410520107,1.1731509,True,True,True
33,3.3,1000,0.0048690531,0.99139351,0.000255037634068,0.000168751049984,-0.0024394979278,84.4295525795,11183.170985,5822.00770536,84.4296669,9762.23458909,4928.93147439,-1.19211031802e-06,1421.10920787,893.076026174,1421.10920787,11134.2702843,9713.33388934,1420.93598087,1420.93598091,1.19211031802e-06,0.00766087930015,13177774,0.00059886277,0.0197612438532,1.08564790003,True,True,True
34,3.4,1000,0.0048679216,0.99136895,0.000236936230011,0.000157247872159,-0.0024557962589,84.6704540166,11079.2207146,5754.5415635,84.6706005,9762.2456891,4929.09136102,-1.10631202688e-06,1317.14350882,825.449987125,1317.14350882,11030.3162173,9713.34119392,1316.97460934,1316.97460937,1.10631202688e-06,0.00573600725033,12492307,0.0005983318,0.018735867106,0.99929678,True,True,True
35,3.5,1000,0.0048669642,0.99134618,0.000219580660657,0.000145785982429,-0.0024709458142,84.8938363181,10975.6057605,5688.8818405,84.8939742,9762.2550812,4929.23997815,-1.02564462168e-06,1213.52382692,759.641650699,1213.52382692,10926.6991922,9713.34851674,1213.35026038,1213.35026042,1.02564462168e-06,0.00778607804978,11310279,0.00059651321,0.0169608876116,0.927310110005,True,True,True
36,3.6,1000,0.0048657898,0.99132514,0.000202659080743,0.000134254464058,-0.0024849440052,85.1003509385,10872.2677798,5624.76271843,85.1003766,9762.26660206,4929.37730041,-9.46157797443e-07,1110.17467741,695.385198101,1110.17467741,10823.3569785,9713.35580263,1110.00075951,1110.00075956,9.46157797443e-07,0.00872029485004,10339845,0.00057339366,0.0155050801876,0.85148925,True,True,True
