case,label,frame,time,particle_count,center_count,velocity_max,divvel_maxabs,divvel_center_mean,porepress_min,porepress_max,porepress_mean,porepress_center_mean,excess_center_mean,porepressrate_maxabs,porepressrate_center_mean,negative_pressure_count,kplastic_max,sigma_xx_mean,sigma_yy_mean,sigma_zz_mean,p_eff_compression_proxy_mean,q_proxy_mean
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",4,0.001307,407,45,0.0015436858332690728,0.05002803,0.017835243786666666,-39070.65742893,-16165.84891356,-25738.039433706927,-27320.89928392556,-27320.89928392556,33285706.0,-11881220.233333332,407,0.0,19.098018903980346,19.098018693808353,4.83927247997543,-14.34510335925471,20.954239255059832
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",5,0.001508,407,45,0.0019987959000000006,0.03691569,-0.0014508967917777776,-33619.06118823,-19601.35399486,-26257.61935289248,-26599.940536619557,-26599.940536619557,24589346.0,980048.8917777777,407,0.0,19.500142556658478,19.500142378353807,4.069338277518428,-14.35654107084357,25.841817917179757
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",6,0.00181,407,45,0.0023363293,0.058780503,-0.028295347000000002,-37187.38501577,-13627.90645899,-22777.02757606808,-22579.548745548887,-22579.548745548887,39127020.0,18884684.088888887,407,0.0,10.88970096805897,10.889700867321869,-4.814220070810811,-5.655060588190007,34.63720633581204
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",7,0.002011,407,45,0.002253118,0.066412851,-0.039544155311111114,-38225.4810423,-5374.844031112,-18868.317087507494,-17596.677924212003,-17596.677924212003,44174260.0,26384125.155555554,407,0.0,0.9156041992628994,0.9156040901965595,-14.18136075208845,4.116717487542998,41.26706099338275
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",8,0.002312,407,45,0.0018996352455410534,0.064251535,-0.04369397353333334,-37838.79774372,6463.160440991,-12221.19155279919,-8854.912721725577,-8854.912721725577,42678160.0,29144481.82222222,361,0.0,-16.21882343039312,-16.218823329484028,-29.76595606142506,20.734534273767405,50.723013928814765
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",9,0.002513,407,45,0.001776846436381847,0.055032194,-0.03852517104444444,-25693.69338144,3868.164310007,-7677.358262323001,-2891.345147431689,-2891.345147431689,36669316.0,25683712.4,401,0.0,-26.806986515970515,-26.806986373955777,-39.227030001449634,30.947000963791975,55.740502239470096
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",10,0.002815,407,45,0.001597024238172719,0.036154404,-0.02245026768888889,-22118.89713824,9555.827833334,-3164.1301994526966,2809.875800008007,2809.875800008007,24080160.0,14957757.6,224,0.0,-38.5467052019656,-38.54670517174447,-49.59680827764128,42.230072883783784,60.01607606479209
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",11,0.003016,407,45,0.0015039227291435446,0.026136989,-0.009091987838666667,-19285.09506385,10532.67828517,-1574.1906242382959,4480.0732673809325,4480.0732673809325,17464778.0,6048057.212222222,184,0.0,-42.699591774299755,-42.6995916795086,-53.21558397936118,46.20492247772317,60.55833914422541
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",12,0.003318,407,45,0.0014186140661928096,0.034748778,0.010167326411111111,-15002.23495406,10347.87620392,-1442.7997879188545,3678.953386872062,3678.953386872062,23174458.0,-6793333.526666666,236,0.0,-43.07920850685504,-43.07920855992628,-53.44178278427518,46.53339995035217,58.68463557154302
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",13,0.003519,407,45,0.0014992537000000005,0.048506487,0.020489220199999998,-6682.652924079,4162.82545307,-2533.0439045041385,327.08240973995566,327.08240973995566,32368464.0,-13667571.666666666,296,0.0,-39.8160513185258,-39.816051169213765,-50.484912172235866,43.37233821999181,56.41997087230549
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",14,0.00382,407,45,0.0016878581000000009,0.056727316,0.02936546673333332,-12189.44925233,1048.956725484,-5814.41580921217,-5120.563216999271,-5120.563216999271,37794052.0,-19580665.066666666,395,0.0,-31.306337118894348,-31.306336885233414,-42.89404897542998,35.16890765985258,53.19149441639222
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",15,0.004021,407,45,0.0015767782143491843,0.052589037,0.029796673866666668,-19431.72761852,-580.4685662511,-8387.107214686326,-9138.847069823623,-9138.847069823623,35000656.0,-19864664.088888887,407,0.0,-24.62068449312039,-24.62068441658477,-36.970166467813264,28.73717845917281,51.845376743682515
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",16,0.004323,407,45,0.0013573271181749793,0.038333226,0.02232625484444445,-27583.76902533,-136.698179916,-11828.766076563878,-14260.26361376933,-14260.26361376933,25466066.0,-14880268.644444445,407,0.0,-15.669579818402951,-15.66957993896806,-29.059930725552828,20.13303016097461,51.83052539551228
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",17,0.004524,407,45,0.0013224973215884177,0.029171381,0.013199844504444445,-19371.71021694,-6552.916140605,-13742.072813849698,-16042.212943626668,-16042.212943626668,19441084.0,-8792235.77111111,407,0.0,-11.732878384520884,-11.732878434791155,-25.57316842850123,16.346308415937756,52.71338617638407
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",18,0.004826,407,45,0.001231604807827185,0.021341655,-0.0032600550728888894,-19010.70924463,-6974.297271941,-14320.433359838798,-16504.631398487778,-16504.631398487778,14197629.0,2180162.0166666666,407,0.0,-10.247424587469288,-10.247424677395577,-24.20637158985258,14.900406951572482,53.819489316574376
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",19,0.005027,407,45,0.0011468921742886233,0.031595875,-0.013528418442222225,-19168.6986842,-6989.957431071,-13545.85776231242,-15019.078456044,-15019.078456044,21087824.0,9023553.0,407,0.0,-12.285068161818181,-12.285068372113024,-25.94040179213759,16.836846108689603,54.02999965179365
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",20,0.005328,407,45,0.0010951903000000014,0.041082367,-0.02395766766666667,-16854.12638089,-932.5583690396,-11090.091021658262,-10792.254878354534,-10792.254878354534,27379674.0,15971499.022222223,407,0.0,-18.705563358347668,-18.705563533831697,-31.517664505405406,22.976263799194918,53.72059803680526
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",21,0.005529,407,45,0.0011329652000000015,0.039258942,-0.02642856433333334,-10980.98272103,-3621.450116249,-8815.009004591962,-7570.101511449645,-7570.101511449645,26163790.0,17614384.844444446,407,0.0,-24.036584151719904,-24.03658444005651,-36.221170564373466,28.09811305204996,53.4099971336182
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",22,0.005831,407,45,0.0009611462600000028,0.030334793,-0.02315692337777778,-12449.08150268,2391.71492823,-5923.635171782536,-2579.2104817483555,-2579.2104817483555,20206098.0,15427393.622222222,395,0.0,-31.49498754398034,-31.49498801179361,-42.98967028722359,35.32654861433251,53.25979449259903
CaseT4l_FullHydrostatic_FeedbackOff,"full support, feedback off",23,0.006032,407,45,0.0007603039237697596,0.024405761,-0.017127002213333332,-13356.58400788,4967.830626812,-4494.4947873625915,-62.88841787663777,-62.88841787663777,16242335.0,11404381.466666667,342,0.0,-35.11195676823096,-35.111957140614244,-46.474286713267816,38.89940020737101,53.4972109308855
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",0,407.0,407,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-50.0,-50.0,-50.0,50.0,0.0
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",1,0.000503,407,45,0.0009475904618069796,0.030540999,0.021668603200000004,-10235.56260894,-4059.836936988,-7426.230126886059,-7262.052970152578,-7262.052970152578,20360664.0,-14445734.555555556,407,0.0,-30.282442368550363,-30.282442484029485,-33.738386206388206,31.43442368632269,5.4967249700762615
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",2,0.000804,407,45,0.0010869058992529269,0.060689639,0.04437030044444445,-22433.12489757,-9736.451813581,-16239.617069146594,-16187.190234424223,-16187.190234424223,40420004.0,-29584226.844444446,407,0.0,-6.785134490567566,-6.785134595933661,-14.63259396154791,9.400954349349714,11.420608156525498
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",3,0.001005,407,45,0.0011232170393114687,0.059043042,0.03757129775555555,-29611.40257338,-14140.21397745,-21078.485884672507,-21511.671431450886,-21511.671431450886,39336724.0,-25049123.68888889,407,0.0,6.252925864658475,6.252925650938574,-4.41719521899263,-2.6962187655348075,14.697474278758362
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",4,0.001307,407,45,0.0015039242258307885,0.047253527,0.015852206542222223,-37817.55123873,-15484.78850829,-24790.307821957147,-26313.16804517133,-26313.16804517133,31437440.0,-10559323.377777778,407,0.0,16.565510642604423,16.56551029840295,2.7963029196977893,-11.975774620235054,20.30631054731608
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",5,0.001508,407,45,0.0019316229000000008,0.036473673,-0.0025552376713333337,-32321.7668671,-18703.35647956,-25161.278364552967,-25445.581284760665,-25445.581284760665,24295000.0,1715843.924888889,407,0.0,16.61358557739558,16.613585063759214,1.7653315857702694,-11.664167408975024,25.01060965364509
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",6,0.00181,407,45,0.0022188926000000003,0.05596371,-0.027193080999999994,-35681.39356894,-12954.98127995,-21757.0886959829,-21490.856198539554,-21490.856198539554,37251772.0,18148813.111111112,407,0.0,8.18736777076167,8.187367165601966,-6.913658864373463,-3.1536920239967245,33.45146419347481
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",7,0.002011,407,45,0.0021205305,0.062376674,-0.03698420424444444,-36555.36956921,-5160.711317301,-18077.888424923833,-16804.698009487336,-16804.698009487336,41488204.0,24676429.6,407,0.0,-1.188338043862407,-1.1883385654840295,-15.756254036609336,6.044310215318591,39.74170149186439
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",8,0.002312,407,45,0.0018056135568626798,0.059401631,-0.03976637213333334,-36184.27775641,5837.483923601,-11953.475139178581,-8780.349115400688,-8780.349115400688,39452764.0,26525662.355555557,361,0.0,-16.943804037936122,-16.943804338820637,-30.178429397051598,21.355345924602787,48.59145705198369
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",9,0.002513,407,45,0.0016890945067922001,0.050413277,-0.03449142795555556,-24951.23301821,3018.864415897,-7831.377811911807,-3335.142199724355,-3335.142199724355,33591352.0,22994914.088888887,401,0.0,-26.503234766339062,-26.503235009090908,-38.79465984660934,30.60037654067977,53.246318646506694
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",10,0.002815,407,45,0.0015212719778925521,0.032352898,-0.019501068755555555,-21747.93708071,8124.252978884,-3812.7543559928313,1680.3915610768777,1680.3915610768777,21495748.0,12993313.611111112,232,0.0,-36.91558018034398,-36.91558036707617,-48.10964972407863,40.64693675716626,57.278621183058455
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",11,0.003016,407,45,0.001434156325325918,0.023167571,-0.007477550462444444,-19232.18874359,8963.322112176,-2428.041992517262,3086.972069829969,3086.972069829969,15483011.0,4974172.166,216,0.0,-40.506047088766586,-40.50604706746683,-51.31406048771498,44.108718214649464,57.93079240675053
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",12,0.003318,407,45,0.003078612959695571,0.11396067,0.04517620895555554,-15402.83710461,8665.397266714,-2476.974073078985,-1105.2341224650756,-1105.2341224650756,76005696.0,-30123775.344444446,243,0.0,-40.341834930319415,-40.34183469262899,-51.27549607051597,43.98638856448812,56.40031204258918
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",13,0.003519,407,45,0.004503891005078299,0.095913388,0.03621810918511111,-10952.04600634,20.03485174715,-3922.341702890377,-5810.885838510578,-5810.885838510578,63920936.0,-24133790.226222217,399,0.0,-36.24971263235873,-36.249712397321865,-47.882856751621624,40.127427260434075,55.85447707753985
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",14,0.00382,407,45,0.0073014982000000886,0.12102605,0.07735280553333332,-14347.93269902,7724.759238544,-7493.344310567981,-7618.402600393399,-7618.402600393399,80881424.0,-51611717.6,404,0.0,-27.00712097820638,-27.00712050378379,-39.58551697100737,31.19991948433252,52.43798532452035
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",15,0.004021,407,45,0.012069555263774923,0.1622411,-0.0727524744,-24221.47373545,-1398.383240706,-10705.169249920194,-16565.249121680397,-16565.249121680397,108198160.0,48566998.57777778,407,0.0,-18.725706466904175,-18.72570596918919,-32.05965555090909,23.170355995667485,50.09844994309906
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",16,0.004323,407,45,0.044924378000001305,3.4353955,1.3686971524444442,-249796.658222,10537.0088766,-17385.17047763712,-106537.98546967666,-106537.98546967666,2290220000.0,-912471208.4444444,321,0.0,-0.9916178930958224,-0.99161761938575,-17.427824848624077,6.470353453701885,89.22043697989221
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",17,0.004523,407,45,0.06720080794624166,10.77657,-3.644304284666667,-124988.5370983,793574.0621919,-16451.56788096576,257100.51144247307,257100.51144247307,7183624200.0,2429327550.2222223,350,0.0,-6.599548287223587,-6.599548839557739,-16.564498896314497,9.92119867436528,230.54816290224161
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",18,0.00482,407,45,1.7755070519449327,127.21339,-41.706476755555556,-866177.1497909,6773767.098987,-25266.155238980176,2115947.3324847203,2115947.3324847203,84820836000.0,27807776015.555557,350,0.0,11.395908601547887,11.395888455110503,13.553448422604463,-12.115081826420964,1663.6658157859981
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",19,0.005008,407,45,2.2265749000000636,317.66696,105.78120133333331,-21698571.07473,1985052.391087,-309289.84587049036,-7183182.532572467,-7183182.532572467,211761460000.0,-70517513644.44444,81,0.0,820.7326347125306,820.7326409140048,525.0408722113024,-722.1687159459457,5204.210357881284
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",20,0.005261,407,45,9.166580200000144,1155.8119,385.71638257777784,-63729709.45633,6042228.366991,-1151132.1599554776,-20475514.333764777,-20475514.333764777,770100690000.0,-257033425000.0,153,0.0,3090.350238670762,3090.3504939754303,2084.997083538084,-2755.232605394758,11402.142542157308
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",21,0.005506,407,37,25.809833187626495,1741.775,700.5068081081082,-58564909.23832,5248698.57647,-3188558.9053816916,-27562095.47298397,-27562095.47298397,1160895000000.0,-466877155945.9459,271,0.0,8499.34120457494,8499.341829577395,6257.52110132678,-7752.068045159705,11199.495256012307
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",22,0.005753,407,33,35.96590738010712,1719.8619,778.7510724242425,-26743523.43926,-2101006.61753,-8001758.355692823,-11408495.276852997,-11408495.276852997,1146612000000.0,-519200091818.1818,407,0.0,20289.42461169533,20289.424496855037,12994.795842923833,-17857.8816504914,31036.021436344396
CaseT4l_FullHydrostatic_FeedbackDelayed,"full support, delayed feedback",23,0.006008,407,33,28.769060121111078,1242.1008,636.5996463636365,-39393093.85955,-9756771.563727,-16767475.601412619,-29881055.58169061,-29881055.58169061,828023700000.0,-424359726363.63635,407,0.0,40357.022712776416,40357.02233636364,24272.595555230957,-34995.54686812367,70198.63211555881
