case,step,time,p0_eff,targets,legacy_targets,net_force_x,net_force_y,net_force_z,total_abs_force,max_accel,com_accel,symmetry_residual,lateral_selector_active,fi_min,fi_max,fi_mean,fi_threshold,fi_selected,class_interior,class_lateral,class_top,class_bottom,class_edge,class_outside,lateral_fi_selected,cap_fi_selected,lateral_inward_radial_accel_mean,lateral_inward_radial_accel_max,cap_abs_axial_accel_mean,cap_abs_axial_accel_max
platen_lateral_confinement,1,0.000502713,50.0,112,407,-8.2253e-09,-1.07117e-08,2.30964e-09,0.442619,1.92646,5.82546e-08,3.09554e-08,1,0.407175,1.00132,0.745128,0.7,208,63,196,18,18,112,0,112,96,1.87224,1.9072,0.0,0.0
platen_lateral_confinement,2,0.000603255,50.0,112,407,-2.13508e-08,-2.41267e-08,-2.87642e-07,0.442619,1.92646,1.23062e-06,6.53928e-07,1,0.407171,1.00132,0.745127,0.7,208,63,196,18,18,112,0,112,96,1.87224,1.9072,0.0,0.0
platen_lateral_confinement,3,0.000703797,50.0,112,407,1.16242e-08,9.08073e-09,-5.06467e-07,0.442619,1.92646,2.15426e-06,1.14474e-06,1,0.407167,1.00132,0.745126,0.7,208,63,196,18,18,112,0,112,96,1.87224,1.9072,0.0,0.0
platen_lateral_confinement,4,0.000804339,50.0,112,407,-1.19532e-09,2.19459e-09,-6.26836e-07,0.442618,1.92646,2.66514e-06,1.41621e-06,1,0.407164,1.00132,0.745125,0.7,208,63,196,18,18,112,0,112,96,1.87224,1.9072,0.0,0.0
