part,time,idp,return_status,failed,region,velocity,velocity_gradient_available,axial_strain_rate_proxy,radial_strain_rate_proxy,shear_rate_proxy,velocity_gradient_norm,DivVel,PorePressRate
0,0.0,285,0,0,interior,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,286,0,0,interior,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,295,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,296,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,297,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,350,0,0,measurement_core,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,351,0,0,measurement_core,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,352,0,0,measurement_core,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,361,0,0,measurement_core,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,362,0,0,measurement_core,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,363,0,0,measurement_core,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,372,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,373,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,374,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,427,0,0,measurement_core,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,428,0,0,measurement_core,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,429,0,0,measurement_core,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,438,0,0,interior,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,439,0,0,interior,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,440,0,0,interior,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,449,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,450,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,451,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,493,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,494,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,495,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,504,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,505,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,506,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,515,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,516,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,517,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,537,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,538,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,539,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,548,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,549,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,550,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,306,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,307,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,308,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,383,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,384,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,385,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,460,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,461,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,462,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,155,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,156,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,157,0,0,edge_ring,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,158,0,0,edge_ring,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,188,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,189,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,190,0,0,edge_ring,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,191,0,0,edge_ring,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,199,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,200,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,201,0,0,edge_ring,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,202,0,0,edge_ring,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,243,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,244,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,245,0,0,edge_ring,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,246,0,0,edge_ring,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,254,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,255,0,0,lateral_surface,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,256,0,0,edge_ring,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,257,0,0,edge_ring,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,265,0,0,interior,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,266,0,0,interior,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
