code,excluded,dtmin_adjustments,steps,case,first_failure_time,first_failure_count,first_failure_status_-3,first_failure_status_-1,frames,saved_particles_per_frame
0,0,0,21,CaseM3k_MCCMildDenseOnset,0.001005,96,4,92,22,407
