part,time,idp,return_status,failed,x,y,z,r,r_over_R,z_over_H,distance_to_top_platen,distance_to_bottom_platen,distance_to_lateral_boundary,distance_to_edge_corner,region,neighbor_count_all,neighbor_count_specimen,nearest_neighbor_distance,kernel_support_sum,kernel_support_ratio_to_core,velocity,DivVel,PorePressRate,p_eff,q,q_over_p,pc,void_ratio,plastic_vol_strain,eq_plastic_strain,plastic_multiplier,return_iterations,yield_residual,Kplastic,PorePress,pairwise_reaction_avg,force_balance_error,velocity_gradient_available,axial_strain_rate_proxy,radial_strain_rate_proxy,shear_rate_proxy,velocity_gradient_norm
6,0.001005,314,-1,1,3.3819613e-14,-0.030000756,0.009999997,0.030000756,1.0000252,0.09999997,0.09000000300000001,0.009999997,-7.560000000010614e-07,0.009999997028576808,edge_ring,85,66,0.01000000400242,8.316015627539889,0.6407957785724318,0.0010840687779070132,0.041912846,-27926256.0,-2.9556029333333336,25.34694038360168,-8.57589498837564,120.0,0.8000493,0.0,0.0,0.0,0.0,-2.9556127,0.0,-20244.42086663,0.37390975,0.783163,1,-0.0008855218180940508,0.031653596834743364,0.06763473965954046,0.048712284395191666
6,0.001005,325,-1,1,1.4313159e-14,-0.020000296,0.010000013,0.020000296,0.6666765333333334,0.10000012999999999,0.089999987,0.010000013,0.009999703999999998,0.01414193551419978,edge_ring,122,95,0.00999998994916145,12.013952662617516,0.9257426266347409,0.0004261969987560803,0.043204997,-28763492.0,-4.415032666666667,25.80406304360768,-5.844591646722662,119.9977,0.80005389,-1.7053262e-06,1.7668345e-06,0.0,0.0,-4.4150429,1.7668345e-06,-22691.59728594,0.37390975,0.783163,1,-0.0020807633174453606,0.021418024371317117,0.043785949831578096,0.031165091363983755
6,0.001005,326,-1,1,2.1761772e-14,-0.02000029,0.020000003,0.02000029,0.6666763333333334,0.20000002999999997,0.079999997,0.020000003,0.009999709999999998,0.02236055276785681,lateral_surface,122,113,0.009999990000001797,12.013973660729373,0.925744244657366,0.00039667968420899403,0.034879919,-23219272.0,-2.8495131333333323,25.59882133881574,-8.983577243201013,119.9985,0.80005276,-1.1101758e-06,1.1510047e-06,0.0,0.0,-2.8495231,1.1510047e-06,-21866.8741143,0.37390975,0.783163,1,-0.0012565033197950465,0.01968971942629661,0.040147569904417105,0.0285451829490698
6,0.001005,327,-1,1,8.0221686e-15,-0.020000292,0.029999999,0.020000292,0.6666764000000001,0.29999999,0.070000001,0.029999999,0.009999708,0.03162268331570338,lateral_surface,122,122,0.0099999960000002,12.013996795148504,0.9257460272944825,0.0004027826703337253,0.028998546,-19305312.0,-1.8316252000000002,24.627999183274227,-13.445981843487536,120.0,0.80005074,0.0,0.0,0.0,0.0,-1.8316354,0.0,-20722.77411826,0.37390975,0.783163,1,-0.0013142611969388191,0.018177073070229928,0.03675759121571031,0.026108616966744175
6,0.001005,336,-1,1,9.1723565e-14,-0.010000035,0.01000002,0.010000035,0.3333345,0.1000002,0.08999998000000001,0.01000002,0.019999965,0.022360657414343277,bottom_cap_zone,153,121,0.009999985000000801,12.93593317406612,0.9967864108366103,0.00010933281057397472,0.042827237,-28529658.0,-4.184966,25.888124622208355,-6.1859820658539055,120.0,0.80005062,0.0,0.0,0.0,0.0,-4.1849761,0.0,-21506.69435069,0.37390975,0.783163,1,-0.0032949796328886408,0.022949279354268548,0.04638002669282298,0.032804791974781325
6,0.001005,337,-1,1,9.9536014e-14,-0.010000031,0.020000005,0.010000031,0.33333436666666666,0.20000005,0.079999995,0.020000005,0.019999969,0.02828425286269705,interior,153,144,0.009999985000000801,12.93594130339951,0.9967870372474724,5.496767327852546e-05,0.038017955,-25330676.0,-3.1187089999999995,25.982492877142327,-8.331169364356318,120.0,0.80005056,0.0,0.0,0.0,0.0,-3.1187189,0.0,-21241.1116803,0.37390975,0.783163,1,-0.0015548886617957917,0.020376799393779087,0.04099843978680324,0.029017300159658227
6,0.001005,338,-1,1,-8.0213505e-14,-0.010000032,0.029999999,0.010000032,0.33333440000000003,0.29999999,0.070000001,0.029999999,0.019999968,0.03605549417219275,interior,153,153,0.009999994000000048,12.935951679394934,0.996787836776281,5.190755579978422e-05,0.035275787,-23506980.0,-1.7809187000000002,24.69847821338917,-13.868391753867915,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.7809287,0.0,-20709.71940565,0.37390975,0.783163,1,-0.0018582486604041607,0.01732551764725157,0.034830395835274724,0.024655675503061903
6,0.001005,402,-1,1,0.01000028,-0.020000389,0.010000009,0.0223611529271127,0.7453717642370901,0.10000009,0.089999991,0.010000009,0.007638847072887298,0.012583805648651757,edge_ring,115,90,0.009999988143299051,11.035861890563488,0.8503752312540419,0.0006625134520132743,0.040608749,-27050680.0,-3.500046333333333,25.755476729709592,-7.358610223076931,120.0,0.80005026,0.0,0.0,0.0,0.0,-3.5000565,0.0,-20984.25510555,0.37390975,0.783163,1,-0.0015394609256909673,0.025492172029030445,0.05284034295325429,0.038069339163440845
6,0.001005,403,-1,1,0.010000277,-0.020000385,0.020000001,0.02236114800776011,0.7453716002586703,0.20000000999999998,0.079999999,0.020000001,0.0076388519922398895,0.021409159249240695,lateral_surface,115,107,0.00999999200000125,11.03588402256534,0.8503769366492687,0.0006367210648736596,0.033584654,-22372544.0,-0.7869815333333333,24.90553998299342,-31.646917911153132,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.78699142,0.0,-20306.36651571,0.37390975,0.783163,1,-0.001079621962775593,0.024365905214187952,0.050342790710694765,0.035958559455451074
6,0.001005,413,-1,1,0.010000105,-0.010000105,0.010000018,0.014142284116155002,0.4714094705385001,0.10000018,0.089999982,0.010000018,0.015857715883845,0.018747466843631804,bottom_cap_zone,145,114,0.009999987000001601,12.633798281161226,0.9735052179427769,0.00022574630122773823,0.042672817,-28421314.0,-4.1978056666666665,26.49444503286386,-6.311498705918464,119.99934,0.80005151,-4.8932509e-07,5.0790533e-07,0.0,0.0,-4.1978159,5.0790533e-07,-21835.96091839,0.37390975,0.783163,1,-0.0028299413789682447,0.021597601672132684,0.04376245346707626,0.030960752356969566
6,0.001005,414,-1,1,0.010000101,-0.010000101,0.020000005,0.014142278459300753,0.4714092819766918,0.20000005,0.079999995,0.020000005,0.015857721540699247,0.025523862020908627,interior,145,136,0.009999987000001601,12.63381163760394,0.973506247131813,0.00019016246546510086,0.036411412,-24254424.0,-2.9538233333333337,26.3276913026441,-8.913089352887534,119.99969,0.80005103,-2.2951676e-07,2.3841592e-07,0.0,0.0,-2.9538338,2.3841592e-07,-21326.2447854,0.37390975,0.783163,1,-0.0013141643697606202,0.019317134841000578,0.039157733618925536,0.027751748468617658
6,0.001005,415,-1,1,0.010000102,-0.010000102,0.029999999,0.014142279873514314,0.4714093291171438,0.29999999,0.070000001,0.029999999,0.015857720126485685,0.03393327611077289,interior,145,145,0.009999994000000099,12.633827118939132,0.9735074400557662,0.00019200645941040785,0.032409851,-21592390.0,-1.3833727666666669,24.910026022084118,-18.00673442640234,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.3833827,0.0,-20548.64290768,0.37390975,0.783163,1,-0.0016311187924233136,0.016744089334192466,0.03379405174017872,0.0239583637937883
6,0.001005,467,-1,1,0.020000558,-0.020000558,-1.6089267e-08,0.028285060378629708,0.9428353459543236,-1.6089266999999998e-07,0.10000001608926701,-1.6089267e-08,0.0017149396213702907,0.001714939621445764,edge_ring,88,56,0.0100000130892679,8.022114622474856,0.618149053049192,0.0011129176015273578,0.032592114,-21742362.0,-1.8814714333333342,35.05128296772906,-18.629718393135516,119.99983,0.80004817,-1.2447812e-07,1.3347561e-07,0.0,0.0,-1.8814813,1.3347561e-07,-14936.04359381,0.37390975,0.783163,1,0.0007452792238566192,0.033074964874121204,0.07142663315663193,0.05150700522141547
6,0.001005,468,-1,1,0.020000555,-0.020000555,0.009999997,0.028285056135989018,0.9428352045329673,0.09999997,0.09000000300000001,0.009999997,0.0017149438640109808,0.010145983069999571,edge_ring,94,75,0.010000004002624399,8.027980380734908,0.6186010427158204,0.0010826389487713975,0.040063176,-26701478.0,-0.9666863999999998,27.8388272570022,-28.798198937113636,120.0,0.8000474,0.0,0.0,0.0,0.0,-0.96669656,0.0,-19350.99338922,0.37390975,0.783163,1,-0.0007392188261706083,0.03369782929774259,0.07264587218007577,0.05221022568216715
6,0.001005,479,-1,1,0.020000389,-0.01000028,0.010000009,0.0223611529271127,0.7453717642370901,0.10000009,0.089999991,0.010000009,0.007638847072887298,0.012583805648651757,edge_ring,115,90,0.009999988143212051,11.035861890560513,0.8503752312538125,0.0006625133878638938,0.040608749,-27050680.0,-3.5000486666666664,25.755477735286938,-7.358605604708813,120.0,0.80005026,0.0,0.0,0.0,0.0,-3.5000587,0.0,-20984.2606353,0.37390975,0.783163,1,-0.0015394606102250995,0.02549217003340072,0.052840338743350035,0.03806933622284078
6,0.001005,480,-1,1,0.020000385,-0.010000277,0.020000001,0.02236114800776011,0.7453716002586703,0.20000000999999998,0.079999999,0.020000001,0.0076388519922398895,0.021409159249240695,lateral_surface,115,107,0.00999999200000125,11.035884022561714,0.8503769366489893,0.0006367210935005045,0.033584654,-22372544.0,-0.7869791333333337,24.905541400519123,-31.647016223961437,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.78698903,0.0,-20306.3694314,0.37390975,0.783163,1,-0.0010796221426455257,0.024365905766314387,0.050342792173665975,0.03595856059683865
6,0.001005,159,-1,1,-0.030000759,2.8116574e-14,-1.7046998e-08,0.030000759,1.0000253,-1.7046998e-07,0.100000017046998,-1.7046998e-08,-7.589999999994823e-07,7.591914120562916e-07,edge_ring,79,50,0.01000001404699845,8.309356826563297,0.640282680503926,0.0011099043840021867,0.034136418,-22767610.0,-2.511518333333333,31.983004263789766,-12.734529483342985,120.0,0.80004853,0.0,0.0,0.0,0.0,-2.5115283,0.0,-15650.70766909,0.37390975,0.783163,1,0.0005555255776800179,0.030474502637498457,0.06620273348787115,0.04784324570478163
6,0.001005,160,-1,1,-0.030000756,1.6161328e-14,0.009999997,0.030000756,1.0000252,0.09999997,0.09000000300000001,0.009999997,-7.560000000010614e-07,0.009999997028576808,edge_ring,85,66,0.01000000400242,8.31601562753471,0.6407957785720327,0.001084068777995578,0.041912846,-27926256.0,-2.9556055666666663,25.34694304420722,-8.57588824776559,120.0,0.8000493,0.0,0.0,0.0,0.0,-2.9556158,0.0,-20244.42217367,0.37390975,0.783163,1,-0.0008855216569209809,0.03165359611469062,0.06763473829119974,0.04871228320061555
6,0.001005,204,-1,1,-0.020000296,4.3128824e-14,0.010000013,0.020000296,0.6666765333333334,0.10000012999999999,0.089999987,0.010000013,0.009999703999999998,0.01414193551419978,edge_ring,122,95,0.00999998994918745,12.01395266261103,0.9257426266342412,0.00042619696850578886,0.043204997,-28763492.0,-4.415033,25.804062143303796,-5.844591001540373,119.9977,0.80005389,-1.7053248e-06,1.7668332e-06,0.0,0.0,-4.4150434,1.7668332e-06,-22691.59638106,0.37390975,0.783163,1,-0.002080763215579851,0.021418023775573003,0.043785948599404365,0.031165090344983243
6,0.001005,205,-1,1,-0.02000029,-8.5403901e-15,0.020000003,0.02000029,0.6666763333333334,0.20000002999999997,0.079999997,0.020000003,0.009999709999999998,0.02236055276785681,lateral_surface,122,113,0.009999990000001797,12.01397366072592,0.9257442446571,0.0003966796541178195,0.034879915,-23219268.0,-2.849514133333333,25.598815453776602,-8.983572025253078,119.9985,0.80005276,-1.1101752e-06,1.1510039e-06,0.0,0.0,-2.849524,1.1510039e-06,-21866.87280724,0.37390975,0.783163,1,-0.001256503517728672,0.01968971879542563,0.04014756868522364,0.028545182026731234
6,0.001005,206,-1,1,-0.020000292,-3.757945e-14,0.029999999,0.020000292,0.6666764000000001,0.29999999,0.070000001,0.029999999,0.009999708,0.03162268331570338,lateral_surface,122,122,0.0099999960000002,12.013996795147529,0.9257460272944074,0.00040278267001360067,0.028998548,-19305312.0,-1.8316252333333332,24.628001106230176,-13.445982648650366,120.0,0.80005074,0.0,0.0,0.0,0.0,-1.8316354,0.0,-20722.77321342,0.37390975,0.783163,1,-0.0013142611221934708,0.018177073321717897,0.036757591561597705,0.02610861724176579
6,0.001005,215,-1,1,-0.020000389,0.01000028,0.010000009,0.0223611529271127,0.7453717642370901,0.10000009,0.089999991,0.010000009,0.007638847072887298,0.012583805648651757,edge_ring,115,90,0.009999988143281052,11.035861890551617,0.8503752312531271,0.0006625133858998034,0.040608745,-27050678.0,-3.5000523333333327,25.755479582094583,-7.358598423460122,120.0,0.80005026,0.0,0.0,0.0,0.0,-3.5000622,0.0,-20984.25711638,0.37390975,0.783163,1,-0.001539461166822875,0.02549217034970353,0.052840338820434714,0.03806933603987745
6,0.001005,216,-1,1,-0.020000385,0.010000277,0.020000001,0.02236114800776011,0.7453716002586703,0.20000000999999998,0.079999999,0.020000001,0.0076388519922398895,0.021409159249240695,lateral_surface,115,107,0.00999999200000125,11.035884022555244,0.8503769366484908,0.0006367211278518925,0.033584651,-22372542.0,-0.7869850999999995,24.905542968740534,-31.64677827920827,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.78699493,0.0,-20306.36852649,0.37390975,0.783163,1,-0.001079622273726636,0.024365906300598324,0.05034279342790082,0.03595856168411374
6,0.001005,225,-1,1,-0.020000558,0.020000558,-1.6089261e-08,0.028285060378629708,0.9428353459543236,-1.6089261e-07,0.10000001608926101,-1.6089261e-08,0.0017149396213702907,0.001714939621445764,edge_ring,88,56,0.0100000130892619,8.022114622473469,0.6181490530490851,0.0011129175215581044,0.032592107,-21742358.0,-1.8814711000000006,35.05128298774778,-18.629721704334322,119.99983,0.80004817,-1.2447686e-07,1.3347424e-07,0.0,0.0,-1.8814811,1.3347424e-07,-14936.04299058,0.37390975,0.783163,1,0.0007452775242946514,0.03307496334865911,0.07142662845561067,0.05150700176153492
6,0.001005,226,-1,1,-0.020000555,0.020000555,0.009999997,0.028285056135989018,0.9428352045329673,0.09999997,0.09000000300000001,0.009999997,0.0017149438640109808,0.010145983069999571,edge_ring,94,75,0.010000004002624399,8.027980380725689,0.61860104271511,0.001082639076125905,0.040063191,-26701486.0,-0.9666909333333328,27.838829713412284,-28.79806642793136,120.0,0.8000474,0.0,0.0,0.0,0.0,-0.96670103,0.0,-19350.99811465,0.37390975,0.783163,1,-0.0007392189283363028,0.03369783216456576,0.07264587965008361,0.05221023104660023
6,0.001005,270,-1,1,-0.010000035,-2.4947063e-14,0.01000002,0.010000035,0.3333345,0.1000002,0.08999998000000001,0.01000002,0.019999965,0.022360657414343277,bottom_cap_zone,153,121,0.009999985000000801,12.93593317406033,0.9967864108361641,0.00010933290654977483,0.042827226,-28529650.0,-4.184969333333334,25.888131270350836,-6.1859787272875675,120.0,0.80005062,0.0,0.0,0.0,0.0,-4.1849794,0.0,-21506.69455184,0.37390975,0.783163,1,-0.0032949794298668287,0.022949280828018493,0.046380029132688794,0.03280479362098133
6,0.001005,271,-1,1,-0.010000031,-3.1603094e-14,0.020000005,0.010000031,0.33333436666666666,0.20000005,0.079999995,0.020000005,0.019999969,0.02828425286269705,interior,153,144,0.009999985000000801,12.935941303395738,0.9967870372471819,5.4967864378333914e-05,0.038017966,-25330684.0,-3.1187086666666666,25.982495553411503,-8.331171112940817,120.0,0.80005056,0.0,0.0,0.0,0.0,-3.1187186,0.0,-21241.11399276,0.37390975,0.783163,1,-0.0015548888212417547,0.020376801058767213,0.04099844296835253,0.029017302461478586
6,0.001005,272,-1,1,-0.010000032,-6.4334134e-15,0.029999999,0.010000032,0.33333440000000003,0.29999999,0.070000001,0.029999999,0.019999968,0.03605549417219275,interior,153,153,0.009999994000000048,12.93595167939237,0.9967878367760834,5.1907567068960985e-05,0.035275787,-23506980.0,-1.7809183666666677,24.698477705518435,-13.868394064432275,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.7809285,0.0,-20709.71739483,0.37390975,0.783163,1,-0.0018582487212418669,0.017325517987050926,0.03483039639342658,0.024655675950567293
6,0.001005,281,-1,1,-0.010000105,0.010000105,0.010000018,0.014142284116155002,0.4714094705385001,0.10000018,0.089999982,0.010000018,0.015857715883845,0.018747466843631804,bottom_cap_zone,145,114,0.009999987000001601,12.633798281146703,0.9735052179416578,0.00022574626751234827,0.04267282,-28421316.0,-4.197807666666668,26.49444293962278,-6.311495200222236,119.99934,0.80005151,-4.8932708e-07,5.0790743e-07,0.0,0.0,-4.1978178,5.0790743e-07,-21835.96031513,0.37390975,0.783163,1,-0.0028299419860323516,0.021597601234111342,0.04376245268790195,0.03096075179785704
6,0.001005,282,-1,1,-0.010000101,0.010000101,0.020000005,0.014142278459300753,0.4714092819766918,0.20000005,0.079999995,0.020000005,0.015857721540699247,0.025523862020908627,interior,145,136,0.009999987000001601,12.633811637591833,0.9735062471308801,0.00019016239035816315,0.036411408,-24254422.0,-2.953825,26.327687412694,-8.913083006845023,119.99969,0.80005103,-2.2951713e-07,2.3841629e-07,0.0,0.0,-2.9538352,2.3841629e-07,-21326.24669568,0.37390975,0.783163,1,-0.0013141646571717678,0.019317133851619907,0.03915773166651258,0.027751747101441158
6,0.001005,283,-1,1,-0.010000102,0.010000102,0.029999999,0.014142279873514314,0.4714093291171438,0.29999999,0.070000001,0.029999999,0.015857720126485685,0.03393327611077289,interior,145,145,0.009999994000000099,12.63382711893408,0.9735074400553769,0.00019200642342872266,0.032409843,-21592384.0,-1.3833718333333345,24.910024761539354,-18.006745663974414,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.3833817,0.0,-20548.64280717,0.37390975,0.783163,1,-0.0016311188967628877,0.016744088767627972,0.03379405056524738,0.023958363012391234
6,0.001005,292,-1,1,-0.01000028,0.020000389,0.010000009,0.0223611529271127,0.7453717642370901,0.10000009,0.089999991,0.010000009,0.007638847072887298,0.012583805648651757,edge_ring,115,90,0.00999998814327605,11.035861890547457,0.8503752312528066,0.0006625134868509751,0.040608756,-27050684.0,-3.5000509999999996,25.755479611619005,-7.3586012351302905,120.0,0.80005026,0.0,0.0,0.0,0.0,-3.5000608,0.0,-20984.26093694,0.37390975,0.783163,1,-0.0015394610249785383,0.025492172375462845,0.05284034387438313,0.03806933993204442
6,0.001005,293,-1,1,-0.010000277,0.020000385,0.020000001,0.02236114800776011,0.7453716002586703,0.20000000999999998,0.079999999,0.020000001,0.0076388519922398895,0.021409159249240695,lateral_surface,115,107,0.00999999200000125,11.035884022550308,0.8503769366481104,0.0006367210615573377,0.033584658,-22372548.0,-0.7869783000000007,24.90554172564899,-31.64705014820481,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.78698826,0.0,-20306.36923031,0.37390975,0.783163,1,-0.0010796220043612383,0.024365904813715887,0.05034279028635217,0.03595855930291348
6,0.001005,358,-1,1,7.2330481e-15,0.010000035,0.01000002,0.010000035,0.3333345,0.1000002,0.08999998000000001,0.01000002,0.019999965,0.022360657414343277,bottom_cap_zone,153,121,0.009999985000000801,12.935933174059164,0.9967864108360743,0.00010933280921566766,0.04282723,-28529652.0,-4.184971666666667,25.888124447565243,-6.185973647985329,120.0,0.80005062,0.0,0.0,0.0,0.0,-4.1849818,0.0,-21506.69535621,0.37390975,0.783163,1,-0.0032949798730969727,0.02294927898989612,0.04638002622444224,0.03280479164107981
6,0.001005,359,-1,1,-1.2509666e-14,0.010000031,0.020000005,0.010000031,0.33333436666666666,0.20000005,0.079999995,0.020000005,0.019999969,0.02828425286269705,interior,153,144,0.009999985000000801,12.935941303389361,0.9967870372466905,5.4967823789986866e-05,0.038017936,-25330664.0,-3.1187123333333333,25.982495108680062,-8.331161175391102,120.0,0.80005056,0.0,0.0,0.0,0.0,-3.1187222,0.0,-21241.11369113,0.37390975,0.783163,1,-0.0015548886390265027,0.02037680066839805,0.04099844219131805,0.02901730192211516
6,0.001005,360,-1,1,1.3619347e-14,0.010000032,0.029999999,0.010000032,0.33333440000000003,0.29999999,0.070000001,0.029999999,0.019999968,0.03605549417219275,interior,153,153,0.009999994000000048,12.935951679386314,0.9967878367756168,5.1907538688454035e-05,0.035275787,-23506980.0,-1.7809229333333334,24.698478459146322,-13.86835892607574,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.7809329,0.0,-20709.71960678,0.37390975,0.783163,1,-0.0018582487202807414,0.017325517600787245,0.03483039551119197,0.024655675388317054
6,0.001005,369,-1,1,5.2957083e-14,0.020000296,0.010000013,0.020000296,0.6666765333333334,0.10000012999999999,0.089999987,0.010000013,0.009999703999999998,0.01414193551419978,edge_ring,122,95,0.00999998994915945,12.0139526626121,0.9257426266343236,0.00042619695374264025,0.043205,-28763494.0,-4.415034333333334,25.804058051259474,-5.844588309640055,119.9977,0.80005389,-1.7053245e-06,1.7668328e-06,0.0,0.0,-4.4150448,1.7668328e-06,-22691.59859295,0.37390975,0.783163,1,-0.002080763825062574,0.021418023113127547,0.04378594729480253,0.0311650895917455
6,0.001005,370,-1,1,1.0300861e-13,0.02000029,0.020000003,0.02000029,0.6666763333333334,0.20000002999999997,0.079999997,0.020000003,0.009999709999999998,0.02236055276785681,lateral_surface,122,113,0.009999990000001797,12.013973660723625,0.9257442446569232,0.00039667965465685795,0.034879923,-23219274.0,-2.8495138,25.59881636094154,-8.983573394500333,119.9985,0.80005276,-1.110175e-06,1.1510037e-06,0.0,0.0,-2.8495238,1.1510037e-06,-21866.87904074,0.37390975,0.783163,1,-0.0012565036556233336,0.01968971831721132,0.04014756738603076,0.028545181245797743
