time,region,return_status,count,failed_count,status_-3,status_-1,neighbor_count_all_mean,neighbor_count_specimen_mean,support_ratio_mean,kernel_support_ratio_to_core_mean,nearest_neighbor_mean,velocity_mean,velocity_gradient_norm_mean,axial_strain_rate_mean,radial_strain_rate_mean,shear_rate_mean,DivVel_mean,PorePressRate_maxAbs,p_eff_mean,q_mean,q_over_p_mean,pc_mean,yield_residual_mean,yield_residual_maxAbs,return_iterations_max,pairwise_reaction_avg
0.000503,top_cap_zone,0,18,0,0,0,147.72222222222223,105.5,0.9865602579863916,0.9865602579863916,0.009999998222222275,8.990745224536418e-05,0.03475038789589977,8.054231731082498e-05,0.023821902770710935,0.048520511384009875,0.017524510777777783,13912524.0,35.36355724074074,7.160216965647725,0.2052112931726938,120.0,-4249.028722222223,4596.9512,0.0,0.32969450000000017
0.000603,bottom_cap_zone,0,18,0,0,0,147.72222222222223,105.5,0.9864947221084434,0.9864947221084434,0.010000000191459902,0.0001072353992691813,0.03693427640905185,-0.0005114512102644342,0.025476802269160492,0.05172725403037402,0.03625848633333333,28667074.0,29.254323611111115,10.172223349724222,0.3577125158784011,120.0,-3700.3672166666665,4314.0029,0.0,0.3580015000000001
0.000603,edge_ring,0,112,0,0,0,95.64285714285714,68.14285714285714,0.7096587868914138,0.7096587868914138,0.009999993715231359,0.0008942350714378838,0.04662550953631284,-0.007180509890684139,0.0313123265631573,0.06569634171256736,0.03231080522321428,30167330.0,35.4795094077381,18.764328002796685,0.5123364679967662,120.0,-3763.5298633928546,4147.8564,0.0,0.35800150000000025
0.000603,interior,0,58,0,0,0,150.0,147.20689655172413,0.9856631526860773,0.9856631526860773,0.00999999741379311,0.00011564464039867862,0.03385129290603056,-0.002394559095155895,0.023648711931965896,0.047865954238897654,0.04249100053448278,29542926.0,25.08269753448277,12.006421268689438,0.48030476007768935,120.0,-3281.531986206897,3919.1995,0.0,0.3580015000000002
0.000603,lateral_surface,0,196,0,0,0,99.0,97.08163265306122,0.7098912438947879,0.7098912438947879,0.009999998081632676,0.0007278471167000997,0.03995861177392989,-0.0020977643683572677,0.027751558785627697,0.056407833818756505,0.037520544035714275,31025182.0,27.32012384863947,11.21128034029633,0.41768500402486264,120.0,-3509.1310015306117,3873.5796,0.0,0.35800150000000025
0.000603,measurement_core,0,5,0,0,0,178.0,178.0,0.9999999999999998,0.9999999999999998,0.009999998599999999,1.6726129327471254e-06,0.03667057683981095,-0.0015643017847240637,0.025867401184400805,0.05186002710690536,0.034250015999999994,23031854.0,30.48701913333333,9.066252700000538,0.29737762160168824,120.0,-3847.5294999999996,3856.866,0.0,0.35800150000000003
0.000603,top_cap_zone,0,18,0,0,0,147.72222222222223,105.5,0.9865732785227098,0.9865732785227098,0.009999986888888935,0.00039496466088379174,0.04275474788355542,-0.01766228271218427,0.02672674976301822,0.06005979323629143,0.02945430933333333,24566194.0,49.79101503703704,28.759699678895053,0.5772410492346519,120.0,-3905.014627777778,4366.4092,0.0,0.3580015000000001
0.000704,bottom_cap_zone,0,18,0,0,0,147.72222222222223,105.5,0.9864942406124394,0.9864942406124394,0.009999999419140863,0.00012810160445897564,0.03804964819498155,-0.0012849704051505538,0.02637720225855128,0.05343044024297234,0.03862815694444444,30078906.0,22.66928538888889,13.387149491927326,0.6275930865984662,120.0,-2967.4620555555553,3929.5303,0.0,0.38220619999999994
0.000704,edge_ring,0,112,0,0,0,95.64285714285714,68.14285714285714,0.7096617055180893,0.7096617055180893,0.009999974961594995,0.0010555932989410614,0.05323405516338231,-0.013947520733455825,0.03361006895861909,0.07489230412176019,0.03211465315178571,31324546.0,35.852784244047605,29.719095564103366,0.8214140876089432,120.0,-2693.2030522321415,3681.3413,0.0,0.3822061999999994
0.000704,interior,0,58,0,0,0,150.0,147.20689655172413,0.9856625909678908,0.9856625909678908,0.009999991810344862,0.00013697664652213257,0.03419798987120524,-0.005271703788409124,0.023398716247555195,0.04835522904855789,0.04045476367241379,29692218.0,18.36242127011495,16.026871670082194,0.8780001547005917,120.0,-2422.7973206896554,3484.7224,0.0,0.3822061999999999
0.000704,lateral_surface,0,196,0,0,0,99.0,97.08163265306122,0.7098904430834317,0.7098904430834317,0.009999994959191981,0.0006781849520893163,0.03802375166935902,-0.004606084930123799,0.02587302428368328,0.05365537147193358,0.03260538424489796,30521352.0,21.90042873316326,14.286070658745,0.6852994632146302,120.0,-2865.2295581632657,3518.5352,0.0,0.3822061999999992
0.000704,measurement_core,0,5,0,0,0,178.0,178.0,1.0,1.0,0.009999997,8.58788540515772e-06,0.03496332647889209,-0.0037163029626728454,0.02440297406453187,0.049445610492127534,0.0352814766,24447278.0,24.575053866666668,12.154485500000465,0.49445814854926323,120.0,-3228.78618,3289.2634,0.0,0.3822062
0.000704,top_cap_zone,0,9,0,0,0,152.22222222222223,120.44444444444444,0.9868465365784781,0.9868465365784781,0.009999942444444472,0.00050713322505112,0.04743618717904638,-0.024608191492170396,0.028390287863310645,0.06693233508210236,0.02677117533333333,19236572.0,41.64627766666667,36.40000517117759,0.8778868965441741,120.0,-3364.3883555555562,3851.5479,0.0,0.38220620000000005
0.000704,top_cap_zone,1,9,0,0,0,143.22222222222223,90.55555555555556,0.9863252146761455,0.9863252146761455,0.009999942444444472,0.001067153998050911,0.06339186612346918,-0.044737325181516435,0.031263682242388284,0.08941724687725629,0.016679531900000003,12171977.0,85.11995370370371,65.3350483439072,0.7682433188044777,120.00042111111111,5.486131675555556e-06,3.7477883e-05,5.0,0.38220620000000005
0.000804,bottom_cap_zone,0,18,0,0,0,147.72222222222223,105.5,0.9864934686250901,0.9864934686250901,0.009999997010695566,0.00015027814613049394,0.03808352138818383,-0.0022194106149722873,0.026496573674694324,0.053603095547904905,0.03974972999999998,30509246.0,15.800452346296295,16.71384363464582,1.2325312819931284,120.0,-2048.006083333334,3431.8013,0.0,0.3739097500000001
0.000804,edge_ring,0,92,0,0,0,94.95652173913044,69.30434782608695,0.6950803222230457,0.6950803222230457,0.00999996199040874,0.001099249879029302,0.05543925306155514,-0.013518679364899632,0.03444338107587197,0.0778913978665809,0.033828717173913045,31462646.0,25.41227787231885,31.82312332022756,1.3946993439881639,120.0,-1827.4921194565218,3002.7463,0.0,0.3739097499999997
0.000804,edge_ring,1,20,0,0,0,98.8,62.8,0.7767496087977787,0.7767496087977787,0.009999887200046945,0.0017412582282475824,0.07871773003281521,-0.049204793840147684,0.03969030824540025,0.11026759078394319,0.02318327805,19864690.0,77.15974318333333,68.24184162141721,0.8987783648906079,120.00441999999995,7.820131136080002e-06,2.4772455e-05,21.0,0.3739097500000001
0.000804,interior,0,58,0,0,0,150.0,147.20689655172413,0.9856622893731809,0.9856622893731809,0.00999998232758642,0.0001650038073850962,0.034177594562488985,-0.008371341351590886,0.022555452127247008,0.048326875462999234,0.036644032086206896,29133790.0,12.279167183333335,20.465293323866074,1.711579756321632,120.0,-1461.091731034483,2993.9321,0.0,0.3739097499999996
0.000804,lateral_surface,0,196,0,0,0,99.0,97.08163265306122,0.7098902294903272,0.7098902294903272,0.009999988816367992,0.0006118466152538514,0.035935822645715224,-0.007332239024394592,0.02328936296840921,0.05068658885961641,0.026338649376020415,28999340.0,17.530229086768717,17.256287925223738,1.1346319356104557,120.0,-2238.3412711224482,3270.0134,0.0,0.3739097500000005
0.000804,measurement_core,0,5,0,0,0,178.0,178.0,1.0,1.0,0.009999992600000002,2.3093148847619137e-05,0.03266798642282743,-0.006236960764819406,0.02225376565686022,0.04619950945458267,0.034448205999999995,24992852.0,18.802750533333334,15.655028800000554,0.8319505837655476,120.0,-2491.9583599999996,2665.783,0.0,0.37390975
0.000804,top_cap_zone,0,9,0,0,0,152.22222222222223,120.44444444444444,0.986853350216253,0.986853350216253,0.009999875444445758,0.000809009874008179,0.05741444039732413,-0.03693970052257204,0.030842207346972253,0.08115774588884993,0.020304732444444445,14941961.0,46.80955959259259,53.617082206298356,1.1509167050365483,120.0,-2044.0694777777778,2583.9385,0.0,0.37390975000000004
0.000804,top_cap_zone,1,9,0,0,0,143.22222222222223,90.55555555555556,0.9863418736057569,0.9863418736057569,0.009999875444445758,0.0015384863032561974,0.07942351740174629,-0.06167756137171576,0.03509070300134345,0.11221525863291812,0.0131266767,9858003.0,89.69199896296296,62.54415935473051,0.6977081959337817,120.01329555555556,3.265854012222222e-08,6.8089321e-08,22.0,0.37390975000000004
0.000905,bottom_cap_zone,0,14,0,0,0,148.5,103.07142857142857,0.9902025282305011,0.9902025282305011,0.009999994943085459,0.00015634027388258294,0.03813154716620609,-0.0036003915014220364,0.02655150528405866,0.05374120780182944,0.03805043028571429,29875636.0,10.73192375952381,19.19106085312065,2.979172803525066,120.0,-1274.4019285,2816.0078,0.0,0.3739097500000001
0.000905,bottom_cap_zone,1,4,0,0,0,145.0,114.0,0.9735069713344167,0.9735069713344167,0.009999991000000397,0.00022839775625450496,0.03331898455392514,-0.002209728454961149,0.02330147576729169,0.0471201595916686,0.044953682499999995,29947254.0,3.0872347916666665,22.797952019131312,7.384586388009699,119.99934,-2.978595125e-11,2.9899638e-11,5.0,0.37390975
0.000905,edge_ring,0,72,0,0,0,94.44444444444444,69.55555555555556,0.6908081100001898,0.6908081100001898,0.009999945086509192,0.001123954604155174,0.05655992725516215,-0.013809872483764647,0.03438514506712113,0.07928002640972803,0.03362654722222222,28738350.0,17.756338180046296,34.93939281868326,3.0975033499564146,120.0,-805.3576902916666,1975.7777,0.0,0.3739097499999995
0.000905,edge_ring,1,40,0,0,0,97.8,65.6,0.7436104127214455,0.7436104127214455,0.009999858975004345,0.0017668703223190723,0.07975637267607823,-0.04395274352540055,0.0404759000275692,0.11150063702677984,0.028561507599999997,30587304.0,58.59461542166664,60.14497237346067,2.097371732602,120.00569299999998,1.6314286529609995e-06,7.915397e-06,22.0,0.3739097499999997
0.000905,interior,0,54,0,0,0,150.37037037037038,148.03703703703704,0.9865626867425492,0.9865626867425492,0.00999996596296404,0.00019665827183028043,0.03384969358224167,-0.012120498269808669,0.021116315870021968,0.04786221154531927,0.031025186157407406,27725208.0,7.341389629876543,25.400987384008996,4.295048803871861,120.0,-479.12959544444453,2355.6541,0.0,0.3739097499999996
0.000905,interior,1,4,0,0,0,145.0,136.0,0.9735072343061967,0.9735072343061967,0.009999991000000397,0.0002041862956012309,0.03069137239327097,-0.001010955747255189,0.021465201068120776,0.04335669082705253,0.0405155485,26993650.0,3.1485729833333336,23.017310902138814,7.310394589542392,119.99969,2.513013175e-06,2.5132199e-06,4.0,0.37390975
0.000905,lateral_surface,0,192,0,0,0,98.52083333333333,96.75,0.7053936919648511,0.7053936919648511,0.009999979645974209,0.0005368828666130606,0.03392410061360692,-0.010184090524405944,0.02010394519600938,0.047824088375513496,0.018744520342499998,25167680.0,14.634898896909727,20.06718405179195,2.0677591698699564,120.0,-1723.4900652239587,3127.6155,0.0,0.3739097500000006
0.000905,lateral_surface,1,4,0,0,0,122.0,113.0,0.9257452167310075,0.9257452167310075,0.009999992000000799,0.00041587989164185407,0.030909591470046578,-0.000981002164011668,0.02151995097597917,0.043578373421747994,0.0398251425,26520604.0,2.995632775,22.46589931160917,7.49955051203156,119.9985,4.4319009e-08,4.4325418e-08,5.0,0.37390975
0.000905,measurement_core,0,5,0,0,0,178.0,178.0,1.0,1.0,0.009999983399999999,4.612507676074514e-05,0.029915889224426784,-0.008837713734942779,0.019513722232124504,0.04230745627163548,0.032072603,24546790.0,13.428545259999998,19.539188910000533,1.4627509994946437,120.0,-1667.3868200000002,2005.7329,0.0,0.37390975
0.000905,top_cap_zone,0,1,0,0,0,178.0,144.0,1.0000626930091119,1.0000626930091119,0.009999796000000005,0.0011102963000000064,0.07137071557113524,-0.048502702496098456,0.037022067012194446,0.100933433916972,0.0076885424,5161131.5,61.81288733333333,69.07708900000011,1.1175192096672935,120.0,-407.6235,407.6235,0.0,0.37390975
0.000905,top_cap_zone,1,17,0,0,0,145.94117647058823,103.23529411764706,0.9858169682203775,0.9858169682203775,0.00999979694118268,0.0015311338478234571,0.0797286404455814,-0.06097140516753039,0.03584327432792802,0.11271410320060393,0.015315612323529414,12441237.0,72.42852860784315,65.92045434620802,1.012116546042835,120.01383352941174,5.3849908874117645e-06,2.2725606e-05,18.0,0.3739097500000001
0.001005,bottom_cap_zone,-1,8,8,0,8,149.0,117.5,0.9851458143892055,0.9851458143892055,0.009999986000001201,0.00016753954027979087,0.031882771847574674,-0.0030624602980521033,0.022273440306077502,0.04507123965071818,0.04275002562499999,28529658.0,-4.191387791666667,26.191285697161874,-6.248737685136059,119.99967,-4.19139795,4.1978178,0.0,0.37390975000000004
0.001005,bottom_cap_zone,0,10,0,0,0,146.7,95.9,0.9875671316891779,0.9875671316891779,0.00999999249433078,0.00020996513317110953,0.03777459088345032,-0.0055646086229374555,0.026204610678224615,0.05331184526132726,0.0344304307,24029802.0,7.343611431066668,20.94623170959904,3.1533720665255,120.0,-736.025008,2086.8723,0.0,0.37390975000000004
0.001005,edge_ring,-3,4,4,4,0,88.0,56.0,0.6182646914797789,0.6182646914797789,0.009999790000864912,0.002581265241487409,0.11214165400307788,-0.05691103639291534,0.057235129423333066,0.15568691592712422,0.036950024,24633992.0,73.96847266666667,93.76232717966208,1.267598529473431,120.00291,3888.03345,3888.0342,8.0,0.37390975
0.001005,edge_ring,-1,28,28,0,28,99.71428571428571,74.57142857142857,0.7349030919973975,0.7349030919973975,0.010000000196714973,0.0008772505051298168,0.04393950370871302,-0.0007833746310235391,0.028757608384887785,0.0610538010973729,0.03901815221428573,28763496.0,-2.818630469047619,28.219296382529,-12.757161489425803,119.99964714285714,-2.818640525,4.4150448,0.0,0.3739097499999999
0.001005,edge_ring,0,8,0,0,0,81.0,64.0,0.5416829583387683,0.5416829583387683,0.00999979700076322,0.0017550693877916449,0.08841584383328599,-0.04474271652854931,0.04530414120747964,0.12464829961544335,0.027164368499999998,18106944.0,36.16125841666667,61.8094647696703,1.7092730584061464,120.0,-545.2591325000001,545.25989,0.0,0.37390975000000004
0.001005,edge_ring,1,72,0,0,0,96.11111111111111,66.77777777777777,0.7235964550622499,0.7235964550622499,0.009999845221155162,0.0016093952607691552,0.07405737113646885,-0.0352964751672807,0.038502563900283684,0.10330542218362332,0.029177987416666662,25865126.0,40.316326541064825,52.517446425078695,3.0965779890346843,120.00395555555559,8.773762341653333e-06,7.789192e-05,21.0,0.3739097499999995
0.001005,interior,-1,32,32,0,32,149.0,146.75,0.9851475082042745,0.9851475082042745,0.00999999300000034,0.00012322932973521397,0.024406075247480015,-0.0030772889065508622,0.01695929466424898,0.03448198379637848,0.0340135190625,25330684.0,-1.7570503520833336,25.143933715694015,-18.012033308042614,119.99996125000001,-1.7570603631250001,3.1187227,0.0,0.3739097499999998
0.001005,interior,0,2,0,0,0,178.0,169.0,1.0000054439022306,1.0000054439022306,0.009999890000000003,0.0003446207055001415,0.04409594064829768,-0.021387470050701688,0.025166605083399306,0.06236107731042161,0.01711223455,22722628.0,16.338569393333334,33.670142410000174,2.569244464200576,120.0,-1022.1004399999999,1472.2209,0.0,0.37390975
0.001005,interior,1,24,0,0,0,149.0,146.0,0.9851540251391621,0.9851540251391621,0.00999989750000739,0.0003675196775401234,0.04268855799639918,-0.028248766305524323,0.021867949271620963,0.060352923269747616,0.015517569804166666,18134888.0,8.922446055833332,36.15177119330473,4.761196682264054,119.99902166666668,1.1350369274920415e-07,5.5829332e-07,6.0,0.37390975
0.001005,lateral_surface,-1,24,24,0,24,119.66666666666667,115.5,0.9006228753627353,0.9006228753627353,0.00999999366666745,0.00048072969316486757,0.029241677450041834,-0.002199624223083513,0.02006827017857096,0.04110720931167385,0.03079027325,23219276.0,-1.3824406486111114,24.850452087873776,-22.850123197466345,119.99974999999999,-1.3824506216666663,2.849524,0.0,0.37390975
0.001005,lateral_surface,0,136,0,0,0,90.5,88.73529411764706,0.6323948241439864,0.6323948241439864,0.009999962824012781,0.0004085518073842807,0.03159627862209765,-0.014716002926557581,0.014560142107636731,0.044482192666345906,0.0051992094224999974,14554948.0,17.374911997352942,21.371502854868528,1.588955450433717,120.0,-2005.807429,3048.8828,0.0,0.3739097500000007
0.001005,lateral_surface,1,36,0,0,0,117.33333333333333,116.33333333333333,0.8755029442775963,0.8755029442775963,0.009999967777784172,0.0006095496892111654,0.03647482296520563,-0.011064078453479266,0.022103563779559438,0.05142237307505715,0.022949195838888888,19266240.0,4.704860078333334,26.75518812951354,6.550161791441628,119.99887333333335,5.0665107546666655e-09,1.7702632e-08,6.0,0.37390974999999976
0.001005,measurement_core,0,5,0,0,0,178.0,178.0,1.0,1.0,0.009999973399999999,7.694887262053678e-05,0.026996511999123278,-0.011406943678235092,0.016370637605880898,0.038178833405928134,0.0281586858,22941186.0,8.710192408666666,23.737437887000464,2.9153844874614263,120.0,-800.964192,1316.6144,0.0,0.37390975
0.001005,top_cap_zone,1,18,0,0,0,147.72222222222223,105.5,0.9866179625256262,0.9866179625256262,0.009999704000019797,0.0017912222654808071,0.08777596368563548,-0.06816801916540624,0.03858748774752608,0.12407505586553517,0.015426893916666672,11495095.0,74.69306627777777,66.47849867558234,0.9581339429699598,120.01893555555557,2.375927806611111e-06,9.1347938e-06,19.0,0.3739097500000001
0.001106,bottom_cap_zone,-1,12,12,0,12,144.66666666666666,107.0,0.9810603660650129,0.9810603660650129,0.009999980654614585,0.00021667798077583473,0.03045171493250084,-0.004859283369882401,0.02106721603612739,0.04302507397761913,0.037141553166666674,26194266.0,-7.467602855555556,28.574403739481216,-17.622993408934192,119.99978,-7.4676126258333335,10.958273,0.0,0.2763558650000001
0.001106,bottom_cap_zone,0,1,0,0,0,169.0,107.0,0.9993860147531832,0.9993860147531832,0.009999989398206,0.00018685753000002324,0.04121046238533662,-0.009562664595415583,0.028344820125102303,0.05828039481700914,0.026882919,17971778.0,9.763650633333333,16.90035205000014,1.7309460041822822,120.0,-1264.2634,1264.2634,0.0,0.27635586500000003
0.001106,bottom_cap_zone,1,5,0,0,0,150.8,101.6,0.9969392770345967,0.9969392770345967,0.00999998780036756,0.00018851235934133262,0.03556251625102754,-0.007158059496669982,0.024456360239436405,0.05022206067850669,0.0328895466,22290880.0,2.9577153733333335,22.318989943323828,7.556197518633999,119.998144,3.3904825699999997e-09,4.0602686e-09,8.0,0.27635586500000003
0.001106,edge_ring,-1,56,56,0,56,95.64285714285714,68.14285714285714,0.709618755840634,0.709618755840634,0.01000000105217158,0.0008698000250052335,0.042563725623469835,-0.0013873917548995974,0.026771490513546194,0.058651558820850894,0.03491910844642858,26519132.0,-5.869905502380951,31.58080524025505,-10.256438267835508,119.99875,-5.869915355357142,11.116447,0.0,0.2763558649999997
0.001106,edge_ring,1,56,0,0,0,95.64285714285714,68.14285714285714,0.7097174604729413,0.7097174604729413,0.009999674429712998,0.002270373868282139,0.10160575388793458,-0.06032413176097391,0.04824068555137282,0.14159827609044254,0.028499409339285714,27476366.0,61.2740079404762,68.94653814269692,1.223790674900145,120.00811428571426,1.5273312001522255e-05,6.5657368e-05,16.0,0.2763558649999997
0.001106,interior,-1,32,32,0,32,149.0,146.75,0.9851469086412011,0.9851469086412011,0.009999988500000511,0.00010755317845261105,0.02043167267234024,-0.004204343472449046,0.013851309485143848,0.028838275838713033,0.028126296343750006,22034830.0,-6.470252083333332,27.941333260061874,-4.48876120936777,119.99996125000001,-6.470262028125001,8.6629524,0.0,0.27635586500000003
0.001106,interior,0,1,0,0,0,178.0,169.0,1.0000154005161186,1.0000154005161186,0.009999728999999999,0.0008356465300000119,0.0621532296209786,-0.0463660466941554,0.02926784640414709,0.08789794027527711,-0.003893774,2529781.3,27.254059466666664,58.146021800000085,2.1334811377775162,120.0,-258.93329,258.93329,0.0,0.27635586500000003
0.001106,interior,1,25,0,0,0,150.16,146.92,0.9857493323076743,0.9857493323076743,0.009999858040018083,0.0004421436649071195,0.04393434491017387,-0.03137626980015657,0.0205974851175161,0.062077244507364876,0.008895713627600004,20334362.0,11.375006646666668,39.957607534117386,4.2787501897987825,119.9958704,1.6297118358399997e-06,8.1582129e-06,9.0,0.27635586500000014
0.001106,lateral_surface,-1,48,48,0,48,117.33333333333333,115.25,0.8755004447780877,0.8755004447780877,0.009999993083334326,0.0005133284914930662,0.02738512617958701,-0.0036891505572523102,0.018061086248421062,0.03844170048059662,0.022906411500000005,19255470.0,-2.956401734722222,26.241928095725928,-1052.7626201276005,119.99939499999999,-2.9564117868041655,7.6988335,0.0,0.2763558649999998
0.001106,lateral_surface,0,112,0,0,0,85.25,83.67857142857143,0.585684888256144,0.585684888256144,0.009999960715475653,0.00021960945598065797,0.027425789480237387,-0.014481750354093941,0.007244551684299371,0.03840001695120898,-0.0047104471062500005,13410184.0,20.021361859821432,20.521568705925027,1.0404678598078991,120.0,-2374.9616758928573,2969.8398,0.0,0.27635586499999953
0.001106,lateral_surface,1,36,0,0,0,117.33333333333333,114.55555555555556,0.8755077541268661,0.8755077541268661,0.009999873333416263,0.0007025545914404145,0.0493729504298822,-0.030862062344621514,0.023868697683591875,0.06974253610088434,0.0059039934677777755,9118243.0,10.077633301944447,38.20710543752384,4.457471439296523,119.99754000000001,1.3414928412638612e-07,4.9476466e-07,10.0,0.276355865
0.001106,measurement_core,0,2,0,0,0,178.0,178.0,1.0000032606070421,1.0000032606070421,0.009999907000000002,0.00025772229000000935,0.034434313242470524,-0.02680767869742645,0.015181634532367545,0.04869747279850528,0.0136587555,13278552.0,9.851572919999999,34.16396187000084,3.914944682171945,120.0,-347.79025,590.90405,0.0,0.27635586500000003
0.001106,measurement_core,1,3,0,0,0,178.0,178.0,0.9999978262619719,0.9999978262619719,0.009999988999999999,2.395461673363666e-05,0.01726877738586198,-0.005227947501389839,0.011502893753082265,0.024421739184687805,0.029458044333333332,20367604.0,3.2742004777777773,23.448298283333585,7.174475746202416,119.99855333333333,7.073564766666667e-08,1.4340526e-07,5.0,0.27635586500000003
0.001106,top_cap_zone,1,18,0,0,0,147.72222222222223,105.5,0.9866259841824783,0.9866259841824783,0.009999611777824047,0.002034419656422897,0.09468582675558343,-0.073986338896755,0.04114637605426505,0.1337853547672881,0.017296598472222226,12990078.0,76.20984522222223,66.81474318495613,0.9253697446800864,120.0247427777778,3.7362568211908887e-06,1.6669374e-05,21.0,0.2763558650000001
0.001206,bottom_cap_zone,-1,17,17,0,17,146.47058823529412,105.41176470588235,0.9857286843929491,0.9857286843929491,0.009999975381375118,0.00021926908508732978,0.028538872108720678,-0.006719453640240002,0.019358228414163195,0.04024227167789518,0.03192483011764706,22939684.0,-10.360708615686274,29.74443612200426,-4.569776252831107,119.99929882352941,-10.360718705882354,16.942305,0.0,0.2763558650000001
0.001206,bottom_cap_zone,0,1,0,0,0,169.0,107.0,0.999384449234328,0.999384449234328,0.009999980782529,0.0002232547100000191,0.038050343093672,-0.011957350504906348,0.025542615160246886,0.05381131125602016,0.024501707,16389129.0,4.373766833333334,18.87035875000012,4.314440954233183,120.0,-372.14957,372.14957,0.0,0.27635586500000003
0.001206,edge_ring,-1,56,56,0,56,95.64285714285714,68.14285714285714,0.7096161164039102,0.7096161164039102,0.010000001240541683,0.0008012630400505034,0.03933934853432504,-0.0016285103252654206,0.02356422085098805,0.05373646465725188,0.03217577717857143,24340156.0,-12.095874767857142,35.05601069248857,-3.2094185081012974,119.99875,-12.095884669642855,16.965206,0.0,0.2763558649999997
0.001206,edge_ring,1,56,0,0,0,95.64285714285714,68.14285714285714,0.7097203706786092,0.7097203706786092,0.009999586145020802,0.002489370624118159,0.10915443087542986,-0.06408354686680116,0.051169756309016226,0.15154261298284652,0.031045141517857137,30708820.0,61.91641661309523,69.58693144104035,1.1987108802197917,120.00940571428573,2.839146444997881e-05,9.7490542e-05,18.0,0.2763558649999997
