time,part,failed_idp,failed_status,failed_region,nearest_nonfailed_idp,nearest_distance,failed_neighbor_count_all,nearest_nonfailed_neighbor_count_all,same_region_nonfailed_mean_neighbor_count_all,measurement_core_nonfailed_mean_neighbor_count_all,failed_minus_nearest_neighbor_count_all,failed_neighbor_count_specimen,nearest_nonfailed_neighbor_count_specimen,same_region_nonfailed_mean_neighbor_count_specimen,measurement_core_nonfailed_mean_neighbor_count_specimen,failed_minus_nearest_neighbor_count_specimen,failed_kernel_support_ratio_to_core,nearest_nonfailed_kernel_support_ratio_to_core,same_region_nonfailed_mean_kernel_support_ratio_to_core,measurement_core_nonfailed_mean_kernel_support_ratio_to_core,failed_minus_nearest_kernel_support_ratio_to_core,failed_velocity_gradient_norm,nearest_nonfailed_velocity_gradient_norm,same_region_nonfailed_mean_velocity_gradient_norm,measurement_core_nonfailed_mean_velocity_gradient_norm,failed_minus_nearest_velocity_gradient_norm,failed_shear_rate_proxy,nearest_nonfailed_shear_rate_proxy,same_region_nonfailed_mean_shear_rate_proxy,measurement_core_nonfailed_mean_shear_rate_proxy,failed_minus_nearest_shear_rate_proxy,failed_DivVel,nearest_nonfailed_DivVel,same_region_nonfailed_mean_DivVel,measurement_core_nonfailed_mean_DivVel,failed_minus_nearest_DivVel,failed_PorePressRate,nearest_nonfailed_PorePressRate,same_region_nonfailed_mean_PorePressRate,measurement_core_nonfailed_mean_PorePressRate,failed_minus_nearest_PorePressRate,failed_p_eff,nearest_nonfailed_p_eff,same_region_nonfailed_mean_p_eff,measurement_core_nonfailed_mean_p_eff,failed_minus_nearest_p_eff,failed_q,nearest_nonfailed_q,same_region_nonfailed_mean_q,measurement_core_nonfailed_mean_q,failed_minus_nearest_q,failed_q_over_p,nearest_nonfailed_q_over_p,same_region_nonfailed_mean_q_over_p,measurement_core_nonfailed_mean_q_over_p,failed_minus_nearest_q_over_p,failed_pc,nearest_nonfailed_pc,same_region_nonfailed_mean_pc,measurement_core_nonfailed_mean_pc,failed_minus_nearest_pc,failed_yield_residual,nearest_nonfailed_yield_residual,same_region_nonfailed_mean_yield_residual,measurement_core_nonfailed_mean_yield_residual,failed_minus_nearest_yield_residual,failed_return_iterations,nearest_nonfailed_return_iterations,same_region_nonfailed_mean_return_iterations,measurement_core_nonfailed_mean_return_iterations,failed_minus_nearest_return_iterations
0.001005,6,314,-1,edge_ring,315,0.01000000400242,85,85,94.6,178.0,0,66,79,66.5,178.0,-13,0.6407957785724318,0.6408056221023682,0.7054051053899016,1.0,-9.843529936492956e-06,0.048712284395191666,0.02409068009081885,0.07549321840615056,0.026996511999123278,0.024621604304372817,0.06763473965954046,0.03386285782304841,0.10543970992680532,0.038178833405928134,0.03377188183649205,0.041912846,0.011898313,0.028976625525000004,0.0281586858,0.030014532999999996,-27926256.0,-7945071.5,-19318578.45,-18806982.8,-19981184.5,-2.9556029333333336,12.266663633333332,39.900819728625,8.710192408666666,-15.222266566666665,25.34694038360168,18.24135055685368,53.44664825953786,23.737437887000464,7.105589826748002,-8.57589498837564,1.4870669892084414,2.9578474959718304,2.9153844874614263,-10.062961977584083,120.0,120.0,120.00356000000004,120.0,0.0,-2.9556127,-1570.2545,-54.525905353613894,-800.964192,1567.2988873,0.0,0.0,8.4,0.0,0.0
0.001005,6,325,-1,edge_ring,324,0.00999998994916145,122,113,94.6,178.0,9,95,72,66.5,178.0,23,0.9257426266347409,0.9251318334266896,0.7054051053899016,1.0,0.0006107932080513523,0.031165091363983755,0.034985549946234415,0.07549321840615056,0.026996511999123278,-0.0038204585822506597,0.043785949831578096,0.0493278927695647,0.10543970992680532,0.038178833405928134,-0.005541942937986606,0.043204997,0.036420602,0.028976625525000004,0.0281586858,0.006784394999999999,-28763492.0,-24283380.0,-19318578.45,-18806982.8,-4480112.0,-4.415032666666667,3.9421762333333334,39.900819728625,8.710192408666666,-8.3572089,25.80406304360768,25.66755712904813,53.44664825953786,23.737437887000464,0.13650591455954952,-5.844591646722662,6.5110120932733535,2.9578474959718304,2.9153844874614263,-12.355603739996017,119.9977,119.99895,120.00356000000004,120.0,-0.0012499999999988631,-4.4150429,4.390813e-09,-54.525905353613894,-800.964192,-4.4150429043908135,0.0,5.0,8.4,0.0,-5.0
0.001005,6,326,-1,lateral_surface,315,0.0100002460000002,122,85,96.11627906976744,178.0,37,113,79,94.51162790697674,178.0,34,0.925744244657366,0.6408056221023682,0.6832779190556727,1.0,0.2849386225549978,0.0285451829490698,0.02409068009081885,0.032617369298562134,0.026996511999123278,0.004454502858250952,0.040147569904417105,0.03386285782304841,0.045934788565843605,0.038178833405928134,0.006284712081368694,0.034879919,0.011898313,0.008914322858488373,0.0281586858,0.022981606,-23219272.0,-7945071.5,-5950015.820755814,-18806982.8,-15274200.5,-2.8495131333333323,12.266663633333332,14.723040665465117,8.710192408666666,-15.116176766666664,25.59882133881574,18.24135055685368,22.498320703050037,23.737437887000464,7.357470781962061,-8.983577243201013,1.4870669892084414,2.627347475295837,2.9153844874614263,-10.470644232409455,119.9985,120.0,119.99976418604655,120.0,-0.0014999999999929514,-2.8495231,-1570.2545,-1585.9872694407998,-800.964192,1567.4049769,0.0,0.0,1.1162790697674418,0.0,0.0
0.001005,6,327,-1,lateral_surface,316,0.010000246,122,85,96.11627906976744,178.0,37,122,85,94.51162790697674,178.0,37,0.9257460272944825,0.6408062096844108,0.6832779190556727,1.0,0.2849398176100717,0.026108616966744175,0.022196695284067168,0.032617369298562134,0.026996511999123278,0.003911921682677007,0.03675759121571031,0.030882628702957476,0.045934788565843605,0.038178833405928134,0.005874962512752834,0.028998546,0.010166503,0.008914322858488373,0.0281586858,0.018832043,-19305312.0,-6788898.0,-5950015.820755814,-18806982.8,-12516414.0,-1.8316252000000002,13.2025509,14.723040665465117,8.710192408666666,-15.0341761,24.627999183274227,17.315285484296492,22.498320703050037,23.737437887000464,7.312713698977735,-13.445981843487536,1.3115106024167262,2.627347475295837,2.9153844874614263,-14.757492445904262,120.0,120.0,119.99976418604655,120.0,0.0,-1.8316354,-1730.5792,-1585.9872694407998,-800.964192,1728.7475645999998,0.0,0.0,1.1162790697674418,0.0,0.0
0.001005,6,336,-1,bottom_cap_zone,335,0.00999999547137845,153,144,146.7,178.0,9,121,91,95.9,178.0,30,0.9967864108366103,0.9961764427377257,0.9875671316891779,1.0,0.0006099680988846945,0.032804791974781325,0.03851664964534738,0.03777459088345032,0.026996511999123278,-0.005711857670566055,0.04638002669282298,0.054208199963154485,0.05331184526132726,0.038178833405928134,-0.007828173270331508,0.042827237,0.034839295,0.0344304307,0.0281586858,0.007987941999999998,-28529658.0,-23241568.0,-22971762.0,-18806982.8,-5288090.0,-4.184966,7.117311622333333,7.343611431066668,8.710192408666666,-11.302277622333333,25.888124622208355,20.186049275068093,20.94623170959904,23.737437887000464,5.702075347140262,-6.1859820658539055,2.8361901721046627,3.1533720665255,2.9153844874614263,-9.022172237958568,120.0,120.0,120.0,120.0,0.0,-4.1849761,-749.45013,-736.025008,-800.964192,745.2651539,0.0,0.0,0.0,0.0,0.0
0.001005,6,337,-1,interior,348,0.010000030999965593,153,178,151.23076923076923,178.0,-25,144,169,147.76923076923077,178.0,-25,0.9967870372474724,0.9999985588370449,0.9862964419670904,1.0,-0.003211521589572497,0.029017300159658227,0.02976642185445459,0.04279681820039136,0.026996511999123278,-0.0007491216947963647,0.04099843978680324,0.04209607748988857,0.06050739665749177,0.038178833405928134,-0.0010976377030853315,0.038017955,0.034027677,0.015640236323076925,0.0281586858,0.003990278,-25330676.0,-22722628.0,-10420353.650769234,-18806982.8,-2608048.0,-3.1187089999999995,6.401513453333333,9.49291708179487,8.710192408666666,-9.520222453333332,25.982492877142327,21.798884320000266,35.96087667151208,23.737437887000464,4.183608557142062,-8.331169364356318,3.4052704065863306,4.592584973182248,2.9153844874614263,-11.73643977094265,120.0,120.0,119.99909692307693,120.0,0.0,-3.1187189,-571.97998,-78.62311066445812,-800.964192,568.8612611,0.0,0.0,4.769230769230769,0.0,0.0
0.001005,6,338,-1,interior,349,0.010000032000024703,153,178,151.23076923076923,178.0,-25,153,178,147.76923076923077,178.0,-25,0.996787836776281,0.9999985101487733,0.9862964419670904,1.0,-0.0032106733724922565,0.024655675503061903,0.02266742183010493,0.04279681820039136,0.026996511999123278,0.0019882536729569737,0.034830395835274724,0.03205657537616635,0.06050739665749177,0.038178833405928134,0.0027738204591083726,0.035275787,0.034005214,0.015640236323076925,0.0281586858,0.001270573000000004,-23506980.0,-22708312.0,-10420353.650769234,-18806982.8,-798668.0,-1.7809187000000002,6.413871613333332,9.49291708179487,8.710192408666666,-8.194790313333332,24.69847821338917,21.037716580000385,35.96087667151208,23.737437887000464,3.660761633388784,-13.868391753867915,3.2800339402283334,4.592584973182248,2.9153844874614263,-17.148425694096247,120.0,120.0,119.99909692307693,120.0,0.0,-1.7809287,-606.49323,-78.62311066445812,-800.964192,604.7123013,0.0,0.0,4.769230769230769,0.0,0.0
0.001005,6,402,-1,edge_ring,401,0.009999988143299051,115,107,94.6,178.0,8,90,68,66.5,178.0,22,0.8503752312540419,0.8497759112577297,0.7054051053899016,1.0,0.000599319996312242,0.038069339163440845,0.04058985345638995,0.07549321840615056,0.026996511999123278,-0.002520514292949104,0.05284034295325429,0.056148970280915915,0.10543970992680532,0.038178833405928134,-0.0033086273276616215,0.040608749,0.034192022,0.028976625525000004,0.0281586858,0.006416726999999997,-27050680.0,-22806422.0,-19318578.45,-18806982.8,-4244258.0,-3.500046333333333,4.566968466666666,39.900819728625,8.710192408666666,-8.067014799999999,25.755476729709592,27.552275730624014,53.44664825953786,23.737437887000464,-1.7967990009144224,-7.358610223076931,6.0329463476094105,2.9578474959718304,2.9153844874614263,-13.39155657068634,120.0,119.99848,120.00356000000004,120.0,0.0015199999999992997,-3.5000565,3.7064035e-07,-54.525905353613894,-800.964192,-3.50005687064035,0.0,5.0,8.4,0.0,-5.0
0.001005,6,403,-1,lateral_surface,404,0.00999999800000005,115,115,96.11627906976744,178.0,0,107,115,94.51162790697674,178.0,-8,0.8503769366492687,0.8503783972405591,0.6832779190556727,1.0,-1.4605912903586926e-06,0.035958559455451074,0.033977633362927605,0.032617369298562134,0.026996511999123278,0.001980926092523469,0.050342790710694765,0.04774485441676772,0.045934788565843605,0.038178833405928134,0.0025979362939270445,0.033584654,0.028918872,0.008914322858488373,0.0281586858,0.004665781999999997,-22372544.0,-19266240.0,-5950015.820755814,-18806982.8,-3106304.0,-0.7869815333333333,3.113984666666667,14.723040665465117,8.710192408666666,-3.9009662000000005,24.90553998299342,22.893825370642578,22.498320703050037,23.737437887000464,2.0117146123508434,-31.646917911153132,7.351939017461199,2.627347475295837,2.9153844874614263,-38.99885692861433,120.0,119.9987,119.99976418604655,120.0,0.001300000000000523,-0.78699142,1.3799877e-08,-1585.9872694407998,-800.964192,-0.786991433799877,0.0,5.0,1.1162790697674418,0.0,-5.0
0.001005,6,413,-1,bottom_cap_zone,412,0.0099999909827355,145,136,146.7,178.0,9,114,86,95.9,178.0,28,0.9735052179427769,0.9728949846016118,0.9875671316891779,1.0,0.0006102333411650562,0.030960752356969566,0.036051151618321155,0.03777459088345032,0.026996511999123278,-0.005090399261351589,0.04376245346707626,0.050972862177387904,0.05331184526132726,0.038178833405928134,-0.007210408710311644,0.042672817,0.035123508,0.0344304307,0.0281586858,0.007549309000000004,-28421314.0,-23427456.0,-22971762.0,-18806982.8,-4993858.0,-4.1978056666666665,5.864183943333334,7.343611431066668,8.710192408666666,-10.061989610000001,26.49444503286386,23.169944178082567,20.94623170959904,23.737437887000464,3.324500854781295,-6.311498705918464,3.9510943725466174,3.1533720665255,2.9153844874614263,-10.262593078465082,119.99934,120.0,120.0,120.0,-0.0006599999999963302,-4.1978159,-426.96509,-736.025008,-800.964192,422.76727409999995,0.0,0.0,0.0,0.0,0.0
0.001005,6,414,-1,interior,348,0.014142278459348581,145,178,151.23076923076923,178.0,-33,136,169,147.76923076923077,178.0,-33,0.973506247131813,0.9999985588370449,0.9862964419670904,1.0,-0.02649231170523192,0.027751748468617658,0.02976642185445459,0.04279681820039136,0.026996511999123278,-0.0020146733858369334,0.039157733618925536,0.04209607748988857,0.06050739665749177,0.038178833405928134,-0.002938343870963034,0.036411412,0.034027677,0.015640236323076925,0.0281586858,0.002383734999999998,-24254424.0,-22722628.0,-10420353.650769234,-18806982.8,-1531796.0,-2.9538233333333337,6.401513453333333,9.49291708179487,8.710192408666666,-9.355336786666667,26.3276913026441,21.798884320000266,35.96087667151208,23.737437887000464,4.528806982643836,-8.913089352887534,3.4052704065863306,4.592584973182248,2.9153844874614263,-12.318359759473864,119.99969,120.0,119.99909692307693,120.0,-0.00030999999999892225,-2.9538338,-571.97998,-78.62311066445812,-800.964192,569.0261462,0.0,0.0,4.769230769230769,0.0,0.0
0.001005,6,415,-1,interior,404,0.010000283001548755,145,115,151.23076923076923,178.0,30,145,115,147.76923076923077,178.0,30,0.9735074400557662,0.8503783972405591,0.9862964419670904,1.0,0.12312904281520709,0.0239583637937883,0.033977633362927605,0.04279681820039136,0.026996511999123278,-0.010019269569139306,0.03379405174017872,0.04774485441676772,0.06050739665749177,0.038178833405928134,-0.013950802676588998,0.032409851,0.028918872,0.015640236323076925,0.0281586858,0.0034909790000000017,-21592390.0,-19266240.0,-10420353.650769234,-18806982.8,-2326150.0,-1.3833727666666669,3.113984666666667,9.49291708179487,8.710192408666666,-4.497357433333334,24.910026022084118,22.893825370642578,35.96087667151208,23.737437887000464,2.0162006514415403,-18.00673442640234,7.351939017461199,4.592584973182248,2.9153844874614263,-25.358673443863537,120.0,119.9987,119.99909692307693,120.0,0.001300000000000523,-1.3833827,1.3799877e-08,-78.62311066445812,-800.964192,-1.383382713799877,0.0,5.0,4.769230769230769,0.0,-5.0
0.001005,6,467,-1,edge_ring,401,0.010000274001413014,88,107,94.6,178.0,-19,56,68,66.5,178.0,-12,0.618149053049192,0.8497759112577297,0.7054051053899016,1.0,-0.23162685820853768,0.05150700522141547,0.04058985345638995,0.07549321840615056,0.026996511999123278,0.010917151765025522,0.07142663315663193,0.056148970280915915,0.10543970992680532,0.038178833405928134,0.015277662875716018,0.032592114,0.034192022,0.028976625525000004,0.0281586858,-0.001599908000000004,-21742362.0,-22806422.0,-19318578.45,-18806982.8,1064060.0,-1.8814714333333342,4.566968466666666,39.900819728625,8.710192408666666,-6.4484399,35.05128296772906,27.552275730624014,53.44664825953786,23.737437887000464,7.499007237105044,-18.629718393135516,6.0329463476094105,2.9578474959718304,2.9153844874614263,-24.662664740744926,119.99983,119.99848,120.00356000000004,120.0,0.0013500000000021828,-1.8814813,3.7064035e-07,-54.525905353613894,-800.964192,-1.8814816706403499,0.0,5.0,8.4,0.0,-5.0
0.001005,6,468,-1,edge_ring,469,0.010000004002624399,94,94,94.6,178.0,0,75,88,66.5,178.0,-13,0.6186010427158204,0.6186117463363847,0.7054051053899016,1.0,-1.0703620564322947e-05,0.05221022568216715,0.02074421562972692,0.07549321840615056,0.026996511999123278,0.03146601005244023,0.07264587218007577,0.029101843368133005,0.10543970992680532,0.038178833405928134,0.04354402881194277,0.040063176,0.0080619585,0.028976625525000004,0.0281586858,0.0320012175,-26701478.0,-5399860.0,-19318578.45,-18806982.8,-21301618.0,-0.9666863999999998,15.711417666666668,39.900819728625,8.710192408666666,-16.678104066666666,27.8388272570022,16.64695496281911,53.44664825953786,23.737437887000464,11.191872294183092,-28.798198937113636,1.059545059268412,2.9578474959718304,2.9153844874614263,-29.857743996382048,120.0,120.0,120.00356000000004,120.0,0.0,-0.96669656,-2082.3501,-54.525905353613894,-800.964192,2081.38340344,0.0,0.0,8.4,0.0,0.0
