label,case,launcher_code,code,excluded,steps,runtime_s,body_gravity_stop_log,hydraulic_gravity_active_log,frames,final_time,cpu_reference,final_Vel_mag_max,final_Vel_mag_mean,final_settlement_dz_mean,final_PorePress_max,final_PorePress_mean,final_ExcessPorePress_maxAbs,final_ExcessPorePress_mean,final_bottom_excess_mean,final_top_excess_maxAbs,final_bottom_no_flux_proxy,final_PorePressRate_maxAbs,final_DivVelContribution_maxAbs,final_HydraulicContribution_maxAbs,final_PorePressureAccelDiff_mag_maxAbs,excess_envelope_peak,excess_envelope_final,excess_envelope_final_over_peak,velocity_peak,velocity_final_over_peak,t0p2_actual_time,t0p2_ExcessPorePress_maxAbs,t0p2_bottom_excess_mean,t0p2_Vel_mag_max
T3p6,S1_BGStop_T36,0,0,0,3775438,8841.972656,True,True,37,3.600001,not_run; S1-1b short CPU/GPU parity is retained,2.9972117000128537e-07,1.9187329152761686e-07,-1.8934170000060695e-07,9759.304312171,4903.956259868006,1.645037802789,-1.04579479186888,-1.6448402404519498,1.403890337315e-09,1.869763750050879e-06,15582.404,613.14328,15581.763506626603,0.0012849527000430194,38.54514617748,1.645037802789,0.04267820895566128,1.2014427000335717e-05,0.024946771909547607,0.2,27.35661834722,-27.347540960550997,5.599491523556576e-06
