case,step,time,p0,targets,fx,fy,fz,fabs,amax,acom,sym
no_elevation_compression,1.0,0.000502713,50.0,739,-3.87748e-10,1.18621e-08,1.15111e-08,1.66414,1.95492,1.06539e-08,9.93531e-09
no_elevation_compression,2.0,0.000603255,50.0,739,-1.03984e-08,-4.75908e-09,1.95745e-08,1.66414,1.95492,1.4608e-08,1.36228e-08
no_elevation_compression,3.0,0.000703798,50.0,739,1.82954e-08,1.00019e-08,2.80287e-09,1.66414,1.95492,1.35566e-08,1.26423e-08
no_elevation_compression,4.0,0.00080434,50.0,739,1.79572e-10,-1.36766e-08,-2.92834e-08,1.66413,1.95492,2.08262e-08,1.94216e-08
