run,time,frame,particles,code,excluded,steps,runtime_s,body_gravity_stop_log,hydraulic_gravity_active_log,PorePress_min,PorePress_max,PorePress_mean,PorePress_maxAbs,ExcessPorePress_min,ExcessPorePress_max,ExcessPorePress_mean,ExcessPorePress_maxAbs,PorePressRate_min,PorePressRate_max,PorePressRate_mean,PorePressRate_maxAbs,DivVel_min,DivVel_max,DivVel_mean,DivVel_maxAbs,LapPorePress_min,LapPorePress_max,LapPorePress_mean,LapPorePress_maxAbs,LapZ_min,LapZ_max,LapZ_mean,LapZ_maxAbs,Vel_mag_max,Vel_mag_mean,PorePressureAccelDiff_mag_maxAbs,settlement_dz_mean,zmin,zmax,top_count,bottom_count,bottom_ref_count,top_excess_maxAbs,bottom_excess_mean,bottom_no_flux_proxy,DivVelContribution_maxAbs,HydraulicContribution_maxAbs
CPU,0.0,PartCsv_0000,1000,0,0,5244,119.554955,True,True,49.05000209808,9760.950417519,4905.000209808328,9760.950417519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049999999,0.995,20,20,20,0.0,0.0,0.0,0.0,0.0
CPU,0.001,PartCsv_0001,1000,0,0,5244,119.554955,True,True,59.73807171287,12448.69265564,5559.30764532762,12448.69265564,10.64127451093,2718.338577392,654.2617435882356,2718.338577392,86615.477,65820112.0,3169705.6111740344,65820112.0,-0.087273784,-2.0238585e-05,-0.004754562239279993,0.087273784,-691857.94,726680.25,-1.2755324399834498,726680.25,-73.965767,73.966591,0.00012651340334699057,73.966591,0.0094030714,0.00893623544029997,4.484081700000024,-4.657069999997694e-06,0.0049970779,0.99499524,20,20,20,10.77553179843,2687.713572907,-0.27506809089936723,58182522.66666667,45270936.07896706
CPU,0.002001,PartCsv_0002,1000,0,0,5244,119.554955,True,True,49.2317919289,23362.79418897,10781.922176027258,23362.79418897,0.0,13647.39797855,5876.759841374572,13647.39797855,4349122.0,90538992.0,10085955.743,90538992.0,-0.12885281,-0.0018050137,-0.015129100016499978,0.12885281,-1038910.4,771895.56,-4.978283699986758,1038910.4,-73.965881,73.97036,0.0003420922479128023,73.97036,0.017945159,0.013917190369800029,11.013273000000016,-1.6527528999998973e-05,0.004993665,0.99498147,20,20,20,0.0,13601.78162465,-0.585116221996941,85901873.33333336,69724676.34366295
CPU,0.003001,PartCsv_0003,1000,0,0,5244,119.554955,True,True,49.38102099979,35197.47732042,18879.63234782831,35197.47732042,0.0,25442.41613862,13974.382644188125,25442.41613862,171165.67,303237920.0,10817852.17026001,303237920.0,-0.092539527,-0.0030238235,-0.016226737913100007,0.092539527,-736282.19,3792358.5,-2.3507587410197592,3792358.5,-73.970222,73.974274,0.00028134358220809476,73.974274,0.011046577000000002,0.004290996688853018,16.464228,-2.543174699999664e-05,0.0049961102,0.99496627,20,20,20,0.0,25436.48874248,-0.3043890439948882,61693018.00000001,241544930.56676862
CPU,0.004,PartCsv_0004,1000,0,0,5244,119.554955,True,True,49.41475287905,32137.34959571,20051.00233510983,32137.34959571,0.0,22812.53726453,15145.783824997961,22812.53726453,-112719080.0,397429540.0,-1704339.4901090218,397429540.0,-0.086544365,0.14905906,0.0025576369084950004,0.14905906,-784252.81,5237270.0,11.613727999968454,5237270.0,-73.975677,73.974434,-5.634040601995594e-05,73.975677,0.009802987800000015,0.008994942811600033,23.774719000000015,-2.225096499999818e-05,0.0050014374,0.99496281,20,20,20,0.0,22376.413279590008,0.5155221500062908,99372706.66666667,339733333.51002383
CPU,0.005,PartCsv_0005,1000,0,0,5244,119.554955,True,True,49.2656337514,12355.61696063,8516.324127303813,12355.61696063,0.0,5033.577883924,3611.2279751093797,5033.577883924,-81627744.0,41282012.0,-16347986.388199983,81627744.0,-0.029430384,0.11064405,0.02452254763622,0.11064405,-760011.38,1773634.1,7.300758000001777,1773634.1,-73.975792,73.966774,-0.00017773514519949174,73.975792,0.023729712,0.014315251081840005,10.495745000000026,-9.779932000001344e-06,0.0050014807,0.99497801,20,20,20,0.0,2594.681068202,0.922889522499645,73762700.0,104351483.3856609
