run,launcher_code,code,excluded,steps,runtime_s,body_gravity_stop_log,hydraulic_gravity_active_log,time,frame,particles,PorePress_min,PorePress_max,PorePress_mean,PorePress_maxAbs,ExcessPorePress_min,ExcessPorePress_max,ExcessPorePress_mean,ExcessPorePress_maxAbs,PorePressRate_min,PorePressRate_max,PorePressRate_mean,PorePressRate_maxAbs,DivVel_min,DivVel_max,DivVel_mean,DivVel_maxAbs,LapPorePress_min,LapPorePress_max,LapPorePress_mean,LapPorePress_maxAbs,LapZ_min,LapZ_max,LapZ_mean,LapZ_maxAbs,Vel_mag_max,Vel_mag_mean,PorePressureAccelDiff_mag_maxAbs,settlement_dz_mean,zmin,zmax,top_count,bottom_count,bottom_ref_count,top_excess_maxAbs,bottom_excess_mean,bottom_no_flux_proxy,DivVelContribution_maxAbs,HydraulicContribution_maxAbs
CPU,0,0,0,5244,119.554955,True,True,0.005,PartCsv_0005,1000,49.2656337514,12355.61696063,8516.324127303813,12355.61696063,0.0,5033.577883924,3611.2279751093797,5033.577883924,-81627744.0,41282012.0,-16347986.388199983,81627744.0,-0.029430384,0.11064405,0.02452254763622,0.11064405,-760011.38,1773634.1,7.300758000001777,1773634.1,-73.975792,73.966774,-0.00017773514519949174,73.975792,0.023729712,0.014315251081840005,10.495745000000026,-9.779932000001344e-06,0.0050014807,0.99497801,20,20,20,0.0,2594.681068202,0.922889522499645,73762700.0,104351483.3856609
GPU,0,0,0,5244,12.323503,False,False,0.005,PartCsv_0005,1000,49.64489292393,39935.1815884,22384.78459582009,39935.1815884,8.616684141316e-06,30183.16285257,17479.382782924265,30183.16285257,-8407822.0,316914460.0,-1538198.2594700013,316914460.0,-0.036999974,0.0094474424,0.0023083605765399987,0.036999974,-715772.19,4890173.0,8.049146100066602,4890173.0,-73.979637,73.975563,0.0002426738706779048,73.979637,0.003435839000000002,0.0018212467264223603,24.614664000000005,-4.0939232999998394e-05,0.0049923626,0.99493939,20,20,20,9.214588658324e-06,30174.156248179992,0.2852562024963845,24666649.333333336,316142474.05232763
