run,time,frame,particles,code,excluded,steps,runtime_s,body_gravity_stop_log,hydraulic_gravity_active_log,PorePress_min,PorePress_max,PorePress_mean,PorePress_maxAbs,ExcessPorePress_min,ExcessPorePress_max,ExcessPorePress_mean,ExcessPorePress_maxAbs,PorePressRate_min,PorePressRate_max,PorePressRate_mean,PorePressRate_maxAbs,DivVel_min,DivVel_max,DivVel_mean,DivVel_maxAbs,LapPorePress_min,LapPorePress_max,LapPorePress_mean,LapPorePress_maxAbs,LapZ_min,LapZ_max,LapZ_mean,LapZ_maxAbs,Vel_mag_max,Vel_mag_mean,PorePressureAccelDiff_mag_maxAbs,settlement_dz_mean,zmin,zmax,top_count,bottom_count,bottom_ref_count,top_excess_maxAbs,bottom_excess_mean,bottom_no_flux_proxy,DivVelContribution_maxAbs,HydraulicContribution_maxAbs,stage,case,TimeMax,TimeOut
T3p6,0.100001,PartCsv_0001,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.09692036357,9722.425208847,4892.278104714047,9722.425208847,-38.54514617748,1.068871569032e-08,-12.758632673318255,38.54514617748,-97076.375,1399.0089,-1939.123495729602,97076.375,-3.4612451e-05,0.00014279802,2.908470101819008e-06,0.00014279802,-725670.19,725511.62,-0.7435481889049989,725670.19,-73.969711,73.969681,7.561069227715222e-05,73.969711,1.2014427000335717e-05,5.520491680407763e-06,0.046421967000003915,-3.7212090000017467e-06,0.0050005214,0.99499524,20.0,20.0,20.0,1.068871569032e-08,-38.520094127007,7.900161899243585e-05,95198.68000000001,51833.42235813803,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,0.2,PartCsv_0002,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.09534020559,9733.598964689,4892.69401757393,9733.598964689,-27.35661834722,7.34399918656e-09,-12.338623269972901,27.35661834722,-62039.555,417.19778,-1259.746481318,62039.555,-1.0494925e-05,5.5574073e-05,1.8899059114490025e-06,5.5574073e-05,-725647.06,725486.62,-0.7433046264501754,725647.06,-73.969719,73.969116,7.604769365896402e-05,73.969719,5.599491523556576e-06,3.400135590619433e-06,0.022666082000760267,-3.30299899999993e-06,0.005000399,0.99499536,20.0,20.0,20.0,7.34399918656e-09,-27.347540960550997,2.6960944008891374e-05,37049.382000000005,62096.638803940215,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,0.3,PartCsv_0003,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.09351997508,9738.484920708,4893.197931198031,9738.484920708,-22.46846640151,1.014741712879e-08,-11.831794297416701,22.46846640151,-113340.47,18020.191,-1570.4485799537,113340.47,-4.5200809e-06,3.1774096e-05,2.3556454174350004e-06,3.1774096e-05,-725641.62,725351.5,-0.7422806629149709,725641.62,-73.969719,73.968887,7.566580016188596e-05,73.969719,3.7401467008521e-06,2.6835748374321165e-06,0.015393084000085759,-3.0111139999994556e-06,0.0050003361,0.99499553,20.0,20.0,20.0,1.014741712879e-08,-22.4621988927755,6.696055849531035e-05,21182.73066666667,113347.79476724484,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,0.400001,PartCsv_0004,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.09119115715,9741.405289147,4893.833418871956,9741.405289147,-19.54553905276,1.185408393667e-08,-11.193895640865785,19.54553905276,-129806.22,856.80353,-1770.5925882085498,129806.22,-1.5621742e-06,2.118164e-05,2.656027306671002e-06,2.118164e-05,-725637.0,725316.25,-0.7427296556581278,725637.0,-73.969727,73.968735,7.586891611390456e-05,73.969727,2.95748350543162e-06,2.292593976468816e-06,0.0123310140000283,-2.764949000000806e-06,0.005000297,0.99499577,20.0,20.0,20.0,1.185408393667e-08,-19.542215982765494,9.730743503411077e-06,14121.093333333334,129835.07849133557,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,0.500001,PartCsv_0005,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.08863091787,9743.452770996,4894.5281875504,9743.452770996,-17.49757265951,1.242369762622e-08,-10.497017482631733,17.49757265951,-137010.98,425.95395,-1822.9804178194197,137010.98,-2.2577957e-07,1.5814772e-05,2.734983083329501e-06,1.5814772e-05,-725635.19,725298.31,-0.7425051030262839,725635.19,-73.969727,73.968643,7.61878827001965e-05,73.969727,2.6816936026296377e-06,2.046050670790369e-06,0.011296412000003832,-2.5492254999984858e-06,0.005000269,0.99499607,20.0,20.0,20.0,1.242369762622e-08,-17.495005289439,6.533267001174181e-06,10543.181333333334,137024.96907917058,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,0.6,PartCsv_0006,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.08603972241,9745.036851078,4895.227903566254,9745.036851078,-15.91365270948,1.227557078209e-08,-9.795404478414854,15.91365270948,-146515.53,23395.027,-1780.4644636327116,146515.53,-5.4858833e-09,1.1810896e-05,2.671025309151402e-06,1.1810896e-05,-725634.44,725266.19,-0.7417197070927359,725634.44,-73.969719,73.968575,7.592205242519867e-05,73.969719,2.6295793000288826e-06,1.8574663891481278e-06,0.011056702000038563,-2.3561225999991653e-06,0.0050002486,0.99499631,20.0,20.0,20.0,1.227557078209e-08,-15.911127725987,2.6514165998747785e-05,7873.930666666667,146517.93883792055,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,0.7,PartCsv_0007,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.08352180433,9746.351187969,4895.905475429504,9746.351187969,-14.59877575197,1.174190344955e-08,-9.116101129064598,14.59877575197,-131862.72,1340.9291,-1698.5922582499002,131862.72,-4.4925934e-09,9.9236413e-06,2.5489310845276985e-06,9.9236413e-06,-725633.06,725310.88,-0.7427215016997653,725633.06,-73.969719,73.968498,7.676052511123999e-05,73.969719,2.5126983000705247e-06,1.6968013919261849e-06,0.010783472000021058,-2.1753234000023123e-06,0.0050002323,0.99499661,20.0,20.0,20.0,1.174190344955e-08,-14.596949259234497,5.0045270061360725e-06,6615.760866666667,131863.50458715507,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,0.800001,PartCsv_0008,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.08112557876,9747.491761272,4896.547140270591,9747.491761272,-13.45804895565,1.109713565484e-08,-8.47284268394309,13.45804895565,-123695.65,376.21399,-1601.9108026990002,123695.65,2.636585e-09,8.7843746e-06,2.4030567599080014e-06,8.7843746e-06,-725632.25,725331.75,-0.7426366600149776,725632.25,-73.969727,73.968452,7.590705705601408e-05,73.969727,2.3736834001426198e-06,1.5647947223967572e-06,0.010190734000123216,-2.0124121000002213e-06,0.0050002192,0.99499685,20.0,20.0,20.0,1.109713565484e-08,-13.456503973876503,5.169079999589599e-06,5856.249733333334,123691.57118586235,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,0.900001,PartCsv_0009,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.07887250385,9748.510980163,4897.151862636647,9748.510980163,-12.43900949755,1.037830799078e-08,-7.866648233324482,12.43900949755,-124824.23,19931.488,-1492.6587973900391,124824.23,3.0523842e-10,7.2213816e-06,2.23972409911382e-06,7.2213816e-06,-725631.94,725322.19,-0.7421214112095768,725631.94,-73.969734,73.968407,7.638788741581948e-05,73.969734,2.219643200003435e-06,1.4425671879459326e-06,0.00940200500000464,-1.8643155999994045e-06,0.005000209,0.99499708,20.0,20.0,20.0,1.037830799078e-08,-12.437388102045,1.597739299974421e-05,4814.254400000001,124820.51919809659,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,1.0,PartCsv_0010,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.07676177714,9749.431550979,4897.714776769836,9749.431550979,-11.51831320679,9.736822903506e-09,-7.302367738227379,11.51831320679,-109106.17,1108.3923,-1392.26553254662,109106.17,-4.4938449e-09,6.3214275e-06,2.0888414399391726e-06,6.3214275e-06,-725631.44,725368.19,-0.7425901437206194,725631.44,-73.969719,73.968391,7.61233590685606e-05,73.969719,2.0826483000099828e-06,1.3463234646616017e-06,0.008921198500003088,-1.7273649000011347e-06,0.0050002006,0.99499726,20.0,20.0,20.0,9.736822903506e-09,-11.516898260983,3.5479495004153705e-06,4214.285000000001,109107.13353720626,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,1.1,PartCsv_0011,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.07479387783,9750.275176303,4898.237512748872,9750.275176303,-10.67460784955,9.069175632703e-09,-6.778365426304877,10.67460784955,-100919.05,377.15927,-1293.7043587880003,100919.05,-3.4869521e-09,5.4677639e-06,1.9408684482668232e-06,5.4677639e-06,-725630.81,725389.19,-0.7426188415919897,725630.81,-73.969734,73.968338,7.603096014833e-05,73.969734,1.939761900003126e-06,1.2479001601180704e-06,0.008306985700005652,-1.5988693999996508e-06,0.0050001936,0.9949975,20.0,20.0,20.0,9.069175632703e-09,-10.673343234410499,5.970594987303457e-07,3645.175933333334,100918.37852531372,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,1.200001,PartCsv_0012,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.07295959462,9751.047876071,4898.722483733803,9751.047876071,-9.901960658244,8.414609453666e-09,-6.292217406688547,9.901960658244,-100952.58,16122.339,-1201.8313701523603,100952.58,-2.3773181e-09,4.9831906e-06,1.8025997717758034e-06,4.9831906e-06,-725630.56,725383.44,-0.7424374575976981,725630.56,-73.969727,73.968307,7.554835614072886e-05,73.969727,1.7995968000673842e-06,1.153642187567258e-06,0.007599919100171297,-1.4798537999992264e-06,0.0050001871,0.99499768,20.0,20.0,20.0,8.414609453666e-09,-9.90070427773095,1.2909665802141035e-05,3322.127066666667,100949.61331974056,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,1.300001,PartCsv_0013,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.07125444351,9751.758301608,4899.173745142217,9751.758301608,-9.191438481545,7.847170024888e-09,-5.83986316790847,9.191438481545,-87791.242,892.02911,-1117.62620088464,87791.242,1.2838641e-09,4.6354858e-06,1.6767603992956998e-06,4.6354858e-06,-725630.06,725421.94,-0.7430407442518044,725630.06,-73.969727,73.968285,7.602352364995113e-05,73.969727,1.677475200203767e-06,1.0772637883746446e-06,0.007177745900007538,-1.3675944999998173e-06,0.005000182,0.99499786,20.0,20.0,20.0,7.847170024888e-09,-9.19032965749635,1.5521679994634496e-06,3090.323866666667,87786.75093442056,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,1.4,PartCsv_0014,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.06967068898,9752.424500833,4899.592351777718,9752.424500833,-8.525147544293,7.265583690241e-09,-5.4202424756320315,8.525147544293,-80942.797,302.0094,-1035.5221464645003,80942.797,-1.5214213e-10,4.1457374e-06,1.5535454942966251e-06,4.1457374e-06,-725629.69,725439.31,-0.7430995229326655,725629.69,-73.969727,73.968262,7.601934534793031e-05,73.969727,1.5537984004119165e-06,9.949867217097804e-07,0.006662138700007316,-1.2602525999982558e-06,0.0050001773,0.99499798,20.0,20.0,20.0,7.265583690241e-09,-8.52417839884035,3.4743772996392863e-06,2763.824933333334,80938.74006116082,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,1.5,PartCsv_0015,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.06819966505,9753.030803249,4899.981061890075,9753.030803249,-7.918876923739,6.764594218112e-09,-5.030589988901585,7.918876923739,-74914.039,164.94025,-963.1116815286002,74914.039,-2.0491617e-09,4.0583045e-06,1.4446642663459703e-06,4.0583045e-06,-725629.44,725454.62,-0.7436668706497876,725629.44,-73.969734,73.968239,7.581000546991846e-05,73.969734,1.4460211000716612e-06,9.284766681438446e-07,0.006176878700046131,-1.1686287000012069e-06,0.0050001731,0.99499816,20.0,20.0,20.0,6.764594218112e-09,-7.917917887226899,1.4639807499605695e-06,2705.536333333334,74905.46653075166,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,1.600001,PartCsv_0016,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.06683687467,9753.608105106,4900.343431507807,9753.608105106,-7.341531539678,6.26793905667e-09,-4.667348098449072,7.341531539678,-70192.797,712.9668,-892.3185417345803,70192.797,-2.3922899e-09,3.5766927e-06,1.3388830801621116e-06,3.5766927e-06,-725629.12,725466.25,-0.7434955122929532,725629.12,-73.969727,73.968208,7.619286510106349e-05,73.969727,1.3400295000606844e-06,8.58552423009605e-07,0.005738924700836616,-1.0798133999988818e-06,0.0050001685,0.99499828,20.0,20.0,20.0,6.26793905667e-09,-7.340660095089399,2.888664449862688e-06,2384.4618000000005,70193.29391777287,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,1.700001,PartCsv_0017,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.0655713055,9754.139371309,4900.679612513926,9754.139371309,-6.810223634471,5.810505854242e-09,-4.330357408933355,6.810223634471,-64693.023,241.50359,-827.5906425607,64693.023,2.0671609e-09,3.267721e-06,1.2414671974446997e-06,3.267721e-06,-725628.88,725480.19,-0.7435507526537404,725628.88,-73.969727,73.968208,7.590329795979755e-05,73.969727,1.242605200030246e-06,7.958511605412335e-07,0.005324883400086816,-9.970357000007296e-07,0.0050001647,0.9949984,20.0,20.0,20.0,5.810505854242e-09,-6.809431287861651,4.009631397572377e-06,2178.480666666667,64688.02718314719,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,1.8,PartCsv_0018,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.06439585762,9754.632690863,4900.991366071004,9754.632690863,-6.316860560906,5.387931878431e-09,-4.0178518023204655,6.316860560906,-59880.035,131.58691,-767.7920898036,59880.035,-3.9048955e-09,3.0333579e-06,1.1519951557057017e-06,3.0333579e-06,-725628.56,725492.56,-0.7440758769050008,725628.56,-73.969734,73.968185,7.613620414770139e-05,73.969734,1.1519696000114794e-06,7.370144711045998e-07,0.004937051300084992,-9.206524999991369e-07,0.005000161,0.99499851,20.0,20.0,20.0,5.387931878431e-09,-6.316146002772751,4.9844943479371295e-06,2022.2386000000001,59876.53278967156,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,1.9,PartCsv_0019,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.06330507333,9755.088233094,4901.281093306526,9755.088233094,-5.861348154198,5.018705451221e-09,-3.727426712652869,5.861348154198,-56446.473,905.22302,-713.3229283054284,56446.473,4.4810222e-09,2.8069949e-06,1.0701953196295005e-06,2.8069949e-06,-725628.38,725500.69,-0.7439331221835455,725628.38,-73.969727,73.968163,7.608092600841588e-05,73.969727,1.0730035000052344e-06,6.876978209290693e-07,0.004581274900023194,-8.477520999993649e-07,0.0050001582,0.99499863,20.0,20.0,20.0,5.018705451221e-09,-5.8606330022791,3.099384950466799e-06,1871.3299333333337,56442.69928644503,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,2.000001,PartCsv_0020,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.06229301752,9755.511863373,4901.549060736541,9755.511863373,-5.437663620385,4.650587470678e-09,-3.4588120808233342,5.437663620385,-51684.34,192.87045,-660.7621899866999,51684.34,-4.2540043e-09,2.5586712e-06,9.91349423313193e-07,2.5586712e-06,-725628.06,725512.88,-0.7440285813524388,725628.06,-73.969719,73.968132,7.602713452578768e-05,73.969719,9.944384400111525e-07,6.366635673267663e-07,0.004254703400000766,-7.799955999995937e-07,0.0050001554,0.99499875,20.0,20.0,20.0,4.650587470678e-09,-5.4370295205736,9.733208985451824e-07,1705.7808000000002,51683.58409785949,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,2.100001,PartCsv_0021,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.06135240733,9755.903839093,4901.7973798665325,9755.903839093,-5.04563695107,4.303146283746e-09,-3.209890582541176,5.04563695107,-47832.301,105.39674,-612.7644716658,47832.301,-7.3797888e-09,2.3976693e-06,9.193588699564998e-07,2.3976693e-06,-725627.88,725522.62,-0.7438153537464095,725627.88,-73.969727,73.968124,7.605312190652568e-05,73.969727,9.201020200379479e-07,5.884007452781209e-07,0.003944838900000476,-7.197627000009059e-07,0.0050001531,0.99499887,20.0,20.0,20.0,4.303146283746e-09,-5.045077005939099,1.1221744005140977e-06,1598.4462,47832.489296637905,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,2.2,PartCsv_0022,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.06048091613,9756.262778411,4902.027885766025,9756.262778411,-4.686720774736,4.008001042166e-09,-2.9788272170262893,4.686720774736,-45075.617,722.95959,-569.1984338749658,45075.617,-5.0190034e-09,2.2066006e-06,8.539964012626996e-07,2.2066006e-06,-725627.69,725529.31,-0.743979188373196,725627.69,-73.969727,73.968102,7.601018553384619e-05,73.969727,8.569672300118532e-07,5.495762447343886e-07,0.003659513500060425,-6.645234999989305e-07,0.0050001508,0.99499893,20.0,20.0,20.0,4.008001042166e-09,-4.68616019346325,5.362282493592829e-07,1471.0670666666667,45077.45158002092,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,2.3,PartCsv_0023,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05967090491,9756.602917541,4902.241533259039,9756.602917541,-4.346525152103,3.706304596562e-09,-2.7646607883864687,4.346525152103,-41376.375,203.71651,-528.2178861868002,41376.375,-8.0848006e-10,2.0397833e-06,7.918941529496883e-07,2.0397833e-06,-725627.5,725538.81,-0.744280268066097,725627.5,-73.969727,73.968094,7.542277938672726e-05,73.969727,7.924640501071816e-07,5.068467027522916e-07,0.0034014811001022655,-6.11426099999232e-07,0.0050001484,0.99499899,20.0,20.0,20.0,3.706304596562e-09,-4.3460422091301,1.6479458002649494e-06,1359.8555333333334,41373.773700307174,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,2.400001,PartCsv_0024,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05892061745,9756.91025355,4902.4395367113275,9756.91025355,-4.039210194422,3.451454233527e-09,-2.5661770913273307,4.039210194422,-38223.535,84.047218,-490.74533088929996,38223.535,-2.0348732e-09,1.9012718e-06,7.355359256090999e-07,1.9012718e-06,-725627.38,725546.81,-0.7445040911963442,725627.38,-73.969727,73.968071,7.529519017317909e-05,73.969727,7.378749301282678e-07,4.7351785731362435e-07,0.003151880600001739,-5.613412999989796e-07,0.0050001466,0.99499911,20.0,20.0,20.0,3.451454233527e-09,-4.038725958855201,2.3601815488660804e-06,1267.5145333333335,38219.84913353801,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,2.500001,PartCsv_0025,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05822468241,9757.202751737,4902.623861940352,9757.202751737,-3.746682377367,3.194415398866e-09,-2.3814060492510127,3.746682377367,-36028.039,577.61426,-454.945635692147,36028.039,-5.4466703e-10,1.8022749e-06,6.823333080401006e-07,1.8022749e-06,-725627.19,725552.12,-0.7440888619784964,725627.19,-73.969727,73.968063,7.575494637626435e-05,73.969727,6.827679000238965e-07,4.3730369233937564e-07,0.0029245596000002454,-5.163482000010346e-07,0.0050001447,0.99499917,20.0,20.0,20.0,3.194415398866e-09,-3.746247185539,4.490491498643223e-07,1201.5166000000002,36027.56710839363,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,2.6,PartCsv_0026,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05757892414,9757.474268913,4902.795114885133,9757.474268913,-3.475149202075,2.961343170682e-09,-2.2097397626107913,3.475149202075,-33056.648,163.3945,-422.3909883165,33056.648,5.9569544e-10,1.7003922e-06,6.332954777746109e-07,1.7003922e-06,-725627.12,725559.75,-0.7441232896874426,725627.12,-73.969727,73.968071,7.557389639291045e-05,73.969727,6.328884300534866e-07,4.0508339513762714e-07,0.0027175047000850146,-4.7452259999794176e-07,0.0050001428,0.99499923,20.0,20.0,20.0,2.961343170682e-09,-3.47474861139455,3.308044100425178e-06,1133.5948,33052.935100238996,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,2.7,PartCsv_0027,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05697971181,9757.725363438,4902.954359741699,9757.725363438,-3.224076132197,2.757673200904e-09,-2.0501115192495374,3.224076132197,-30574.303,78.569023,-392.5996797503,30574.303,3.2821494e-09,1.6077719e-06,5.887328874542002e-07,1.6077719e-06,-725627.0,725566.19,-0.7436714441945078,725627.0,-73.969734,73.96804,7.563624015855907e-05,73.969734,5.892720200181033e-07,3.776238452602739e-07,0.0025194741000061876,-4.3331940000035285e-07,0.005000141,0.99499929,20.0,20.0,20.0,2.757673200904e-09,-3.2236713832702,2.7683125001232156e-06,1071.8479333333335,30569.806320081276,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,2.800001,PartCsv_0028,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05642408327,9757.95762807,4903.101895251543,9757.95762807,-2.991784204638,2.556184597324e-09,-1.9022207510231515,2.991784204638,-28789.889,461.80118,-364.0143377536901,28789.889,1.0460883e-09,1.4794863e-06,5.457696156936996e-07,1.4794863e-06,-725626.88,725570.38,-0.7440324716004543,725626.88,-73.969727,73.968033,7.56205603233866e-05,73.969727,5.462769101843746e-07,3.4990988310782347e-07,0.0023372313000073032,-3.97815000002617e-07,0.0050001391,0.99499935,20.0,20.0,20.0,2.556184597324e-09,-2.9914228650730497,2.316959300419086e-06,986.3242000000001,28787.95107033594,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,2.900001,PartCsv_0029,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05590805316,9758.174160534,4903.238673727858,9758.174160534,-2.775225303838,2.368857110469e-09,-1.7651122255200118,2.775225303838,-26415.607,130.16743,-337.69020126365984,26415.607,1.1542172e-09,1.3681822e-06,5.063794437544002e-07,1.3681822e-06,-725626.69,725576.5,-0.7438010291174287,725626.69,-73.969727,73.968018,7.568750132828938e-05,73.969727,5.062233900332345e-07,3.2396573244431895e-07,0.0021714298000515006,-3.6345589999993695e-07,0.0050001377,0.99499941,20.0,20.0,20.0,2.368857110469e-09,-2.7749053106907504,1.769683099173136e-06,912.1214666666668,26412.16989466659,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,3.0,PartCsv_0030,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05542896904,9758.372786746,4903.365565343101,9758.372786746,-2.576610338663,2.20546780838e-09,-1.637914017923752,2.576610338663,-24411.344,62.688274,-313.98913891719997,24411.344,3.7934914e-10,1.3225181e-06,4.7117501407440007e-07,1.3225181e-06,-725626.69,725581.5,-0.7446036208020523,725626.69,-73.969727,73.968018,7.60781227569396e-05,73.969727,4.712689500141519e-07,3.022273170458767e-07,0.002012463800003194,-3.325459000019602e-07,0.0050001363,0.99499947,20.0,20.0,20.0,2.20546780838e-09,-2.5762926737001495,9.751901006715968e-07,881.6787333333335,24407.451580022815,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,3.1,PartCsv_0031,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05498493183,9758.558687253,4903.483274037793,9758.558687253,-2.390687915535,2.041026903044e-09,-1.5199214217919004,2.390687915535,-23223.062,866.271,-290.70496071002793,23223.062,-2.7263403e-09,1.1910074e-06,4.361541950748902e-07,1.1910074e-06,-725626.56,725584.62,-0.7449207901898771,725626.56,-73.969734,73.968002,7.603859133951119e-05,73.969734,4.362416907410069e-07,2.794068027533277e-07,0.0018580725000200435,-3.032035000006903e-07,0.0050001349,0.99499947,20.0,20.0,20.0,2.041026903044e-09,-2.3904054429397497,3.1026199831529766e-08,794.0049333333335,23222.88141352186,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,3.200001,PartCsv_0032,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05457218359,9758.730538909,4903.592382316089,9758.730538909,-2.218851365322,1.899451262943e-09,-1.4105488073378887,2.218851365322,-21102.102,103.96752,-270.70474616060005,21102.102,-8.8161639e-10,1.1722143e-06,4.060291726360898e-07,1.1722143e-06,-725626.5,725589.81,-0.744755947944359,725626.5,-73.969727,73.968002,7.586152205603014e-05,73.969727,4.0594799000048436e-07,2.6039794403631435e-07,0.0017346881001042605,-2.7712559999922525e-07,0.005000134,0.99499953,20.0,20.0,20.0,1.899451262943e-09,-2.21856604677945,-1.7131675011938796e-07,781.4762000000001,21100.583078491334,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,3.300001,PartCsv_0033,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05418989494,9758.8893189,4903.693432980044,9758.8893189,-2.060040361861,1.757854306561e-09,-1.3092537666157757,2.060040361861,-19510.162,50.188824,-250.58740608530002,19510.162,-4.6833719e-09,1.061238e-06,3.7600143980100026e-07,1.061238e-06,-725626.38,725593.88,-0.7444775599954883,725626.38,-73.969727,73.967995,7.599774329914055e-05,73.969727,3.7565044000024894e-07,2.407065351870888e-07,0.001608350300034303,-2.5244260000126685e-07,0.0050001326,0.99499959,20.0,20.0,20.0,1.757854306561e-09,-2.05979834659065,1.7733518999918374e-06,707.4920000000002,19510.36901121315,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,3.4,PartCsv_0034,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05383514956,9759.037368396,4903.787509588371,9759.037368396,-1.912001669993,1.631519808143e-09,-1.2149500752625915,1.912001669993,-18562.727,692.93268,-233.22710399855697,18562.727,-1.1752718e-09,1.0580359e-06,3.4997780428470073e-07,1.0580359e-06,-725626.25,725596.38,-0.7442545139143476,725626.25,-73.969734,73.967979,7.598891263506857e-05,73.969734,3.4884209029165314e-07,2.2359793883749237e-07,0.0014849680000423376,-2.302561000003256e-07,0.0050001312,0.99499959,20.0,20.0,20.0,1.631519808143e-09,-1.91176117787865,6.062689996699788e-07,705.3572666666668,18561.062181447764,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,3.5,PartCsv_0035,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05350632645,9759.17631509,4903.8750771075765,9759.17631509,-1.773046844493,1.513889458238e-09,-1.1271723276419332,1.773046844493,-16906.215,109.77943,-216.3426698722899,16906.215,1.2277468e-09,9.8332964e-07,3.247043383399002e-07,9.8332964e-07,-725626.19,725600.62,-0.7443422596468591,725626.19,-73.969734,73.967979,7.6069886114567e-05,73.969734,3.2344175003161104e-07,2.0720409815269947e-07,0.0013861675000197103,-2.073466999995815e-07,0.0050001303,0.99499965,20.0,20.0,20.0,1.513889458238e-09,-1.7728261947338502,6.038995996604513e-07,655.5530933333333,16902.799864083885,S1-3,S1_BGStop_T36,3.6,0.1
T3p6,3.600001,PartCsv_0036,1000.0,0.0,0.0,3775438.0,8841.972656,True,True,49.05320139157,9759.304312171,4903.956259868006,9759.304312171,-1.645037802789,1.403890337315e-09,-1.04579479186888,1.645037802789,-15582.404,40.073238,-200.6851823142999,15582.404,-6.8136502e-10,9.1971492e-07,3.0110272494688765e-07,9.1971492e-07,-725626.06,725603.69,-0.7450079740737565,725626.06,-73.969727,73.967979,7.598783031335188e-05,73.969727,2.9972117000128537e-07,1.9187329152761686e-07,0.0012849527000430194,-1.8934170000060695e-07,0.0050001289,0.99499965,20.0,20.0,20.0,1.403890337315e-09,-1.6448402404519498,1.869763750050879e-06,613.14328,15581.763506626603,S1-3,S1_BGStop_T36,3.6,0.1
