metric,value
early_peak_excess_maxAbs_pa,38.54514617748
final_excess_maxAbs_pa,1.645037802789
final_over_peak,0.04267820895566128
final_bottom_excess_pa,-1.6448402404519498
final_top_excess_maxAbs_pa,1.403890337315e-09
final_bottom_no_flux_proxy_pa,1.869763750050879e-06
final_velocity_max_m_s,2.9972117000128537e-07
