case,label,idp,x,y,z,class,fi,fi_selected
CaseT3_ConfinementOnly_Selected,confinement_only_selected,396,0.029999999,0.0099999998,0.0,edge,0.407174754753308,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,154,-0.0099999998,0.029999999,0.0,edge,0.407174754753308,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,231,0.0,0.029999999,0.0,edge,0.4718716864411359,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,308,0.0099999998,0.029999999,0.0,edge,0.407174754753308,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,1,-0.029999999,-0.0099999998,0.0099999998,edge,0.5479757027029416,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,2,-0.029999999,-0.0099999998,0.02,lateral,0.5748032154007807,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,3,-0.029999999,-0.0099999998,0.029999999,lateral,0.5752098401997556,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,4,-0.029999999,-0.0099999998,0.039999999,lateral,0.575209810332391,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,34,-0.02,-0.02,0.0099999998,edge,0.6164901338065206,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,35,-0.02,-0.02,0.02,lateral,0.6463375745965778,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,36,-0.02,-0.02,0.029999999,lateral,0.6467570831226266,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,37,-0.02,-0.02,0.039999999,lateral,0.6467570494083394,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,45,-0.02,-0.0099999998,0.0099999998,edge,0.8212955772079795,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,46,-0.02,-0.0099999998,0.02,lateral,0.8616696653945232,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,47,-0.02,-0.0099999998,0.029999999,lateral,0.8622305120047331,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,48,-0.02,-0.0099999998,0.039999999,lateral,0.8622304675994917,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,89,-0.0099999998,-0.029999999,0.0099999998,edge,0.5479757027029416,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,90,-0.0099999998,-0.029999999,0.02,lateral,0.5748032154007807,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,91,-0.0099999998,-0.029999999,0.029999999,lateral,0.5752098401997556,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,92,-0.0099999998,-0.029999999,0.039999999,lateral,0.5752098103323909,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,100,-0.0099999998,-0.02,0.0099999998,edge,0.8212955772079794,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,101,-0.0099999998,-0.02,0.02,lateral,0.8616696653945232,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,102,-0.0099999998,-0.02,0.029999999,lateral,0.8622305120047332,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,103,-0.0099999998,-0.02,0.039999999,lateral,0.8622304675994917,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,111,-0.0099999998,-0.0099999998,0.0099999998,bottom,0.931479274548471,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,112,-0.0099999998,-0.0099999998,0.02,interior,0.9761270985235473,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,113,-0.0099999998,-0.0099999998,0.029999999,interior,0.9767008281707066,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,114,-0.0099999998,-0.0099999998,0.039999999,interior,0.976700777026823,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,166,0.0,-0.029999999,0.0099999998,edge,0.6353305999065862,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,167,0.0,-0.029999999,0.02,lateral,0.6669146473889813,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,168,0.0,-0.029999999,0.029999999,lateral,0.6673919415031053,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,169,0.0,-0.029999999,0.039999999,lateral,0.6673919072698874,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,177,0.0,-0.02,0.0099999998,edge,0.8881834626846044,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,178,0.0,-0.02,0.02,lateral,0.9317253376338372,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,179,0.0,-0.02,0.029999999,lateral,0.9322990679708799,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,180,0.0,-0.02,0.039999999,lateral,0.9322990200769569,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,188,0.0,-0.0099999998,0.0099999998,bottom,0.9526440943860661,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,189,0.0,-0.0099999998,0.02,interior,0.9977702597714208,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,190,0.0,-0.0099999998,0.029999999,interior,0.9983439891211499,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,191,0.0,-0.0099999998,0.039999999,interior,0.9983439363538964,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,243,0.0099999998,-0.029999999,0.0099999998,edge,0.5479757027029417,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,244,0.0099999998,-0.029999999,0.02,lateral,0.5748032154007807,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,245,0.0099999998,-0.029999999,0.029999999,lateral,0.5752098401997556,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,246,0.0099999998,-0.029999999,0.039999999,lateral,0.5752098103323909,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,254,0.0099999998,-0.02,0.0099999998,edge,0.8212955772079794,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,255,0.0099999998,-0.02,0.02,lateral,0.8616696653945232,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,256,0.0099999998,-0.02,0.029999999,lateral,0.8622305120047333,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,257,0.0099999998,-0.02,0.039999999,lateral,0.8622304675994917,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,265,0.0099999998,-0.0099999998,0.0099999998,bottom,0.931479274548471,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,266,0.0099999998,-0.0099999998,0.02,interior,0.9761270985235473,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,267,0.0099999998,-0.0099999998,0.029999999,interior,0.9767008281707065,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,268,0.0099999998,-0.0099999998,0.039999999,interior,0.976700777026823,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,320,0.02,-0.02,0.0099999998,edge,0.6164901338065207,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,321,0.02,-0.02,0.02,lateral,0.6463375745965778,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,322,0.02,-0.02,0.029999999,lateral,0.6467570831226265,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,323,0.02,-0.02,0.039999999,lateral,0.6467570494083397,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,331,0.02,-0.0099999998,0.0099999998,edge,0.8212955772079794,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,332,0.02,-0.0099999998,0.02,lateral,0.8616696653945232,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,333,0.02,-0.0099999998,0.029999999,lateral,0.8622305120047333,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,334,0.02,-0.0099999998,0.039999999,lateral,0.8622304675994918,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,375,0.029999999,-0.0099999998,0.0099999998,edge,0.5479757027029417,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,376,0.029999999,-0.0099999998,0.02,lateral,0.5748032154007807,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,377,0.029999999,-0.0099999998,0.029999999,lateral,0.5752098401997557,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,378,0.029999999,-0.0099999998,0.039999999,lateral,0.5752098103323909,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,12,-0.029999999,0.0,0.0099999998,edge,0.6353305999065862,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,13,-0.029999999,0.0,0.02,lateral,0.6669146473889811,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,14,-0.029999999,0.0,0.029999999,lateral,0.6673919415031052,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,15,-0.029999999,0.0,0.039999999,lateral,0.6673919072698873,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,23,-0.029999999,0.0099999998,0.0099999998,edge,0.5479757027029416,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,24,-0.029999999,0.0099999998,0.02,lateral,0.5748032154007807,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,25,-0.029999999,0.0099999998,0.029999999,lateral,0.5752098401997559,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,26,-0.029999999,0.0099999998,0.039999999,lateral,0.5752098103323909,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,56,-0.02,0.0,0.0099999998,edge,0.8881834626846042,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,57,-0.02,0.0,0.02,lateral,0.931725337633837,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,58,-0.02,0.0,0.029999999,lateral,0.9322990679708799,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,59,-0.02,0.0,0.039999999,lateral,0.9322990200769566,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,67,-0.02,0.0099999998,0.0099999998,edge,0.8212955772079793,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,68,-0.02,0.0099999998,0.02,lateral,0.8616696653945232,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,69,-0.02,0.0099999998,0.029999999,lateral,0.8622305120047333,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,70,-0.02,0.0099999998,0.039999999,lateral,0.8622304675994917,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,78,-0.02,0.02,0.0099999998,edge,0.6164901338065207,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,79,-0.02,0.02,0.02,lateral,0.6463375745965779,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,80,-0.02,0.02,0.029999999,lateral,0.6467570831226265,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,81,-0.02,0.02,0.039999999,lateral,0.6467570494083397,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,122,-0.0099999998,0.0,0.0099999998,bottom,0.9526440943860662,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,123,-0.0099999998,0.0,0.02,interior,0.9977702597714208,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,124,-0.0099999998,0.0,0.029999999,interior,0.9983439891211496,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,125,-0.0099999998,0.0,0.039999999,interior,0.9983439363538964,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,133,-0.0099999998,0.0099999998,0.0099999998,bottom,0.9314792745484709,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,134,-0.0099999998,0.0099999998,0.02,interior,0.9761270985235473,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,135,-0.0099999998,0.0099999998,0.029999999,interior,0.9767008281707066,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,136,-0.0099999998,0.0099999998,0.039999999,interior,0.9767007770268228,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,144,-0.0099999998,0.02,0.0099999998,edge,0.8212955772079794,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,145,-0.0099999998,0.02,0.02,lateral,0.8616696653945232,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,146,-0.0099999998,0.02,0.029999999,lateral,0.8622305120047333,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,147,-0.0099999998,0.02,0.039999999,lateral,0.8622304675994917,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,199,0.0,0.0,0.0099999998,bottom,0.9556226209609782,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,200,0.0,0.0,0.02,interior,1.0007501973052757,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,201,0.0,0.0,0.029999999,interior,1.0013239266907938,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,202,0.0,0.0,0.039999999,interior,1.0013238734973753,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,210,0.0,0.0099999998,0.0099999998,bottom,0.9526440943860661,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,211,0.0,0.0099999998,0.02,interior,0.9977702597714206,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,212,0.0,0.0099999998,0.029999999,interior,0.9983439891211497,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,213,0.0,0.0099999998,0.039999999,interior,0.9983439363538964,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,221,0.0,0.02,0.0099999998,edge,0.8881834626846041,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,222,0.0,0.02,0.02,lateral,0.9317253376338372,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,223,0.0,0.02,0.029999999,lateral,0.9322990679708798,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,224,0.0,0.02,0.039999999,lateral,0.9322990200769569,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,276,0.0099999998,0.0,0.0099999998,bottom,0.9526440943860661,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,277,0.0099999998,0.0,0.02,interior,0.9977702597714208,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,278,0.0099999998,0.0,0.029999999,interior,0.9983439891211496,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,279,0.0099999998,0.0,0.039999999,interior,0.9983439363538965,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,287,0.0099999998,0.0099999998,0.0099999998,bottom,0.931479274548471,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,288,0.0099999998,0.0099999998,0.02,interior,0.9761270985235473,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,289,0.0099999998,0.0099999998,0.029999999,interior,0.9767008281707065,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,290,0.0099999998,0.0099999998,0.039999999,interior,0.9767007770268228,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,298,0.0099999998,0.02,0.0099999998,edge,0.8212955772079793,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,299,0.0099999998,0.02,0.02,lateral,0.8616696653945233,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,300,0.0099999998,0.02,0.029999999,lateral,0.8622305120047333,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,301,0.0099999998,0.02,0.039999999,lateral,0.8622304675994917,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,342,0.02,0.0,0.0099999998,edge,0.8881834626846042,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,343,0.02,0.0,0.02,lateral,0.9317253376338371,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,344,0.02,0.0,0.029999999,lateral,0.9322990679708799,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,345,0.02,0.0,0.039999999,lateral,0.932299020076957,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,353,0.02,0.0099999998,0.0099999998,edge,0.8212955772079795,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,354,0.02,0.0099999998,0.02,lateral,0.8616696653945233,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,355,0.02,0.0099999998,0.029999999,lateral,0.8622305120047333,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,356,0.02,0.0099999998,0.039999999,lateral,0.8622304675994917,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,364,0.02,0.02,0.0099999998,edge,0.6164901338065206,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,365,0.02,0.02,0.02,lateral,0.6463375745965779,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,366,0.02,0.02,0.029999999,lateral,0.6467570831226264,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,367,0.02,0.02,0.039999999,lateral,0.6467570494083397,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,386,0.029999999,0.0,0.0099999998,edge,0.6353305999065862,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,387,0.029999999,0.0,0.02,lateral,0.6669146473889812,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,388,0.029999999,0.0,0.029999999,lateral,0.6673919415031053,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,389,0.029999999,0.0,0.039999999,lateral,0.6673919072698873,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,397,0.029999999,0.0099999998,0.0099999998,edge,0.5479757027029416,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,398,0.029999999,0.0099999998,0.02,lateral,0.5748032154007807,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,399,0.029999999,0.0099999998,0.029999999,lateral,0.5752098401997556,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,400,0.029999999,0.0099999998,0.039999999,lateral,0.5752098103323908,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,155,-0.0099999998,0.029999999,0.0099999998,edge,0.5479757027029417,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,156,-0.0099999998,0.029999999,0.02,lateral,0.5748032154007807,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,157,-0.0099999998,0.029999999,0.029999999,lateral,0.5752098401997556,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,158,-0.0099999998,0.029999999,0.039999999,lateral,0.5752098103323909,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,232,0.0,0.029999999,0.0099999998,edge,0.6353305999065862,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,233,0.0,0.029999999,0.02,lateral,0.6669146473889812,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,234,0.0,0.029999999,0.029999999,lateral,0.6673919415031053,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,235,0.0,0.029999999,0.039999999,lateral,0.6673919072698873,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,309,0.0099999998,0.029999999,0.0099999998,edge,0.5479757027029416,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,310,0.0099999998,0.029999999,0.02,lateral,0.5748032154007807,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,311,0.0099999998,0.029999999,0.029999999,lateral,0.5752098401997556,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,312,0.0099999998,0.029999999,0.039999999,lateral,0.5752098103323909,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,5,-0.029999999,-0.0099999998,0.050000001,lateral,0.5752098271863018,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,6,-0.029999999,-0.0099999998,0.059999999,lateral,0.5752098527439811,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,7,-0.029999999,-0.0099999998,0.07,lateral,0.5752098278281775,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,38,-0.02,-0.02,0.050000001,lateral,0.6467570684106534,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,39,-0.02,-0.02,0.059999999,lateral,0.6467570973800869,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,40,-0.02,-0.02,0.07,lateral,0.6467570692375544,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,49,-0.02,-0.0099999998,0.050000001,lateral,0.8622304925582281,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,50,-0.02,-0.0099999998,0.059999999,lateral,0.8622305310652509,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,51,-0.02,-0.0099999998,0.07,lateral,0.8622304933661006,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,93,-0.0099999998,-0.029999999,0.050000001,lateral,0.5752098271863018,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,94,-0.0099999998,-0.029999999,0.059999999,lateral,0.5752098527439811,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,95,-0.0099999998,-0.029999999,0.07,lateral,0.5752098278281774,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,104,-0.0099999998,-0.02,0.050000001,lateral,0.8622304925582281,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,105,-0.0099999998,-0.02,0.059999999,lateral,0.8622305310652509,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,106,-0.0099999998,-0.02,0.07,lateral,0.8622304933661006,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,115,-0.0099999998,-0.0099999998,0.050000001,interior,0.9767008058283201,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,116,-0.0099999998,-0.0099999998,0.059999999,interior,0.976700849907463,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,117,-0.0099999998,-0.0099999998,0.07,interior,0.9767008072306682,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,170,0.0,-0.029999999,0.050000001,lateral,0.6673919265380412,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,171,0.0,-0.029999999,0.059999999,lateral,0.6673919560812623,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,172,0.0,-0.029999999,0.07,lateral,0.6673919270555079,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,181,0.0,-0.02,0.050000001,lateral,0.9322990469377254,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,182,0.0,-0.02,0.059999999,lateral,0.9322990887757496,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,183,0.0,-0.02,0.07,lateral,0.9322990477932933,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,192,0.0,-0.0099999998,0.050000001,interior,0.99834396612909,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,193,0.0,-0.0099999998,0.059999999,interior,0.9983440113056745,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,194,0.0,-0.0099999998,0.07,interior,0.9983439678147554,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,247,0.0099999998,-0.029999999,0.050000001,lateral,0.5752098271863018,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,248,0.0099999998,-0.029999999,0.059999999,lateral,0.5752098527439811,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,249,0.0099999998,-0.029999999,0.07,lateral,0.5752098278281774,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,258,0.0099999998,-0.02,0.050000001,lateral,0.8622304925582281,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,259,0.0099999998,-0.02,0.059999999,lateral,0.8622305310652509,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,260,0.0099999998,-0.02,0.07,lateral,0.8622304933661006,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,269,0.0099999998,-0.0099999998,0.050000001,interior,0.9767008058283202,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,270,0.0099999998,-0.0099999998,0.059999999,interior,0.976700849907463,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,271,0.0099999998,-0.0099999998,0.07,interior,0.9767008072306681,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,324,0.02,-0.02,0.050000001,lateral,0.6467570684106534,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,325,0.02,-0.02,0.059999999,lateral,0.6467570973800869,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,326,0.02,-0.02,0.07,lateral,0.6467570692375543,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,335,0.02,-0.0099999998,0.050000001,lateral,0.8622304925582283,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,336,0.02,-0.0099999998,0.059999999,lateral,0.862230531065251,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,337,0.02,-0.0099999998,0.07,lateral,0.8622304933661007,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,379,0.029999999,-0.0099999998,0.050000001,lateral,0.5752098271863018,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,380,0.029999999,-0.0099999998,0.059999999,lateral,0.575209852743981,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,381,0.029999999,-0.0099999998,0.07,lateral,0.5752098278281775,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,16,-0.029999999,0.0,0.050000001,lateral,0.6673919265380412,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,17,-0.029999999,0.0,0.059999999,lateral,0.6673919560812624,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,18,-0.029999999,0.0,0.07,lateral,0.6673919270555079,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,27,-0.029999999,0.0099999998,0.050000001,lateral,0.5752098271863018,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,28,-0.029999999,0.0099999998,0.059999999,lateral,0.575209852743981,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,29,-0.029999999,0.0099999998,0.07,lateral,0.5752098278281775,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,60,-0.02,0.0,0.050000001,lateral,0.9322990469377254,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,61,-0.02,0.0,0.059999999,lateral,0.9322990887757497,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,62,-0.02,0.0,0.07,lateral,0.9322990477932932,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,71,-0.02,0.0099999998,0.050000001,lateral,0.8622304925582281,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,72,-0.02,0.0099999998,0.059999999,lateral,0.8622305310652509,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,73,-0.02,0.0099999998,0.07,lateral,0.8622304933661006,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,82,-0.02,0.02,0.050000001,lateral,0.6467570684106534,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,83,-0.02,0.02,0.059999999,lateral,0.6467570973800869,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,84,-0.02,0.02,0.07,lateral,0.6467570692375544,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,126,-0.0099999998,0.0,0.050000001,interior,0.9983439661290902,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,127,-0.0099999998,0.0,0.059999999,interior,0.9983440113056745,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,128,-0.0099999998,0.0,0.07,interior,0.9983439678147555,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,137,-0.0099999998,0.0099999998,0.050000001,interior,0.9767008058283201,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,138,-0.0099999998,0.0099999998,0.059999999,interior,0.9767008499074631,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,139,-0.0099999998,0.0099999998,0.07,interior,0.976700807230668,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,148,-0.0099999998,0.02,0.050000001,lateral,0.8622304925582283,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,149,-0.0099999998,0.02,0.059999999,lateral,0.862230531065251,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,150,-0.0099999998,0.02,0.07,lateral,0.8622304933661007,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,203,0.0,0.0,0.050000001,interior,1.0013239035554107,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,204,0.0,0.0,0.059999999,interior,1.0013239488805517,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,205,0.0,0.0,0.07,interior,1.001323905380118,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,214,0.0,0.0099999998,0.050000001,interior,0.9983439661290903,0
