case,label,idp,x,y,z,class,fi,fi_selected
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,260,0.0099999998,-0.02,0.07,lateral,0.8622304933661006,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,269,0.0099999998,-0.0099999998,0.050000001,interior,0.9767008058283202,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,270,0.0099999998,-0.0099999998,0.059999999,interior,0.976700849907463,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,271,0.0099999998,-0.0099999998,0.07,interior,0.9767008072306681,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,324,0.02,-0.02,0.050000001,lateral,0.6467570684106534,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,325,0.02,-0.02,0.059999999,lateral,0.6467570973800869,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,326,0.02,-0.02,0.07,lateral,0.6467570692375543,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,335,0.02,-0.0099999998,0.050000001,lateral,0.8622304925582283,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,336,0.02,-0.0099999998,0.059999999,lateral,0.862230531065251,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,337,0.02,-0.0099999998,0.07,lateral,0.8622304933661007,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,379,0.029999999,-0.0099999998,0.050000001,lateral,0.5752098271863018,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,380,0.029999999,-0.0099999998,0.059999999,lateral,0.575209852743981,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,381,0.029999999,-0.0099999998,0.07,lateral,0.5752098278281775,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,16,-0.029999999,0.0,0.050000001,lateral,0.6673919265380412,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,17,-0.029999999,0.0,0.059999999,lateral,0.6673919560812624,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,18,-0.029999999,0.0,0.07,lateral,0.6673919270555079,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,27,-0.029999999,0.0099999998,0.050000001,lateral,0.5752098271863018,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,28,-0.029999999,0.0099999998,0.059999999,lateral,0.575209852743981,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,29,-0.029999999,0.0099999998,0.07,lateral,0.5752098278281775,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,60,-0.02,0.0,0.050000001,lateral,0.9322990469377254,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,61,-0.02,0.0,0.059999999,lateral,0.9322990887757497,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,62,-0.02,0.0,0.07,lateral,0.9322990477932932,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,71,-0.02,0.0099999998,0.050000001,lateral,0.8622304925582281,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,72,-0.02,0.0099999998,0.059999999,lateral,0.8622305310652509,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,73,-0.02,0.0099999998,0.07,lateral,0.8622304933661006,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,82,-0.02,0.02,0.050000001,lateral,0.6467570684106534,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,83,-0.02,0.02,0.059999999,lateral,0.6467570973800869,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,84,-0.02,0.02,0.07,lateral,0.6467570692375544,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,126,-0.0099999998,0.0,0.050000001,interior,0.9983439661290902,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,127,-0.0099999998,0.0,0.059999999,interior,0.9983440113056745,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,128,-0.0099999998,0.0,0.07,interior,0.9983439678147555,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,137,-0.0099999998,0.0099999998,0.050000001,interior,0.9767008058283201,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,138,-0.0099999998,0.0099999998,0.059999999,interior,0.9767008499074631,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,139,-0.0099999998,0.0099999998,0.07,interior,0.976700807230668,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,148,-0.0099999998,0.02,0.050000001,lateral,0.8622304925582283,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,149,-0.0099999998,0.02,0.059999999,lateral,0.862230531065251,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,150,-0.0099999998,0.02,0.07,lateral,0.8622304933661007,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,203,0.0,0.0,0.050000001,interior,1.0013239035554107,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,204,0.0,0.0,0.059999999,interior,1.0013239488805517,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,205,0.0,0.0,0.07,interior,1.001323905380118,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,214,0.0,0.0099999998,0.050000001,interior,0.9983439661290903,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,215,0.0,0.0099999998,0.059999999,interior,0.9983440113056746,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,216,0.0,0.0099999998,0.07,interior,0.9983439678147554,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,225,0.0,0.02,0.050000001,lateral,0.9322990469377255,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,226,0.0,0.02,0.059999999,lateral,0.9322990887757497,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,227,0.0,0.02,0.07,lateral,0.9322990477932932,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,280,0.0099999998,0.0,0.050000001,interior,0.9983439661290903,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,281,0.0099999998,0.0,0.059999999,interior,0.9983440113056745,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,282,0.0099999998,0.0,0.07,interior,0.9983439678147557,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,291,0.0099999998,0.0099999998,0.050000001,interior,0.9767008058283202,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,292,0.0099999998,0.0099999998,0.059999999,interior,0.9767008499074631,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,293,0.0099999998,0.0099999998,0.07,interior,0.9767008072306681,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,302,0.0099999998,0.02,0.050000001,lateral,0.8622304925582283,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,303,0.0099999998,0.02,0.059999999,lateral,0.8622305310652509,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,304,0.0099999998,0.02,0.07,lateral,0.8622304933661007,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,346,0.02,0.0,0.050000001,lateral,0.9322990469377255,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,347,0.02,0.0,0.059999999,lateral,0.9322990887757496,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,348,0.02,0.0,0.07,lateral,0.9322990477932933,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,357,0.02,0.0099999998,0.050000001,lateral,0.8622304925582283,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,358,0.02,0.0099999998,0.059999999,lateral,0.8622305310652509,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,359,0.02,0.0099999998,0.07,lateral,0.8622304933661007,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,368,0.02,0.02,0.050000001,lateral,0.6467570684106534,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,369,0.02,0.02,0.059999999,lateral,0.6467570973800869,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,370,0.02,0.02,0.07,lateral,0.6467570692375545,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,390,0.029999999,0.0,0.050000001,lateral,0.6673919265380412,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,391,0.029999999,0.0,0.059999999,lateral,0.6673919560812623,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,392,0.029999999,0.0,0.07,lateral,0.6673919270555079,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,401,0.029999999,0.0099999998,0.050000001,lateral,0.5752098271863018,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,402,0.029999999,0.0099999998,0.059999999,lateral,0.575209852743981,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,403,0.029999999,0.0099999998,0.07,lateral,0.5752098278281775,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,159,-0.0099999998,0.029999999,0.050000001,lateral,0.5752098271863019,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,160,-0.0099999998,0.029999999,0.059999999,lateral,0.575209852743981,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,161,-0.0099999998,0.029999999,0.07,lateral,0.5752098278281775,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,236,0.0,0.029999999,0.050000001,lateral,0.6673919265380414,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,237,0.0,0.029999999,0.059999999,lateral,0.6673919560812623,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,238,0.0,0.029999999,0.07,lateral,0.6673919270555079,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,313,0.0099999998,0.029999999,0.050000001,lateral,0.5752098271863019,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,314,0.0099999998,0.029999999,0.059999999,lateral,0.575209852743981,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,315,0.0099999998,0.029999999,0.07,lateral,0.5752098278281774,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,8,-0.029999999,-0.0099999998,0.079999998,lateral,0.5748031333512359,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,9,-0.029999999,-0.0099999998,0.090000004,edge,0.5479756403188812,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,10,-0.029999999,-0.0099999998,0.1,edge,0.40717479695653136,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,41,-0.02,-0.02,0.079999998,lateral,0.6463374819455412,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,42,-0.02,-0.02,0.090000004,edge,0.6164900636203943,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,43,-0.02,-0.02,0.1,edge,0.45787849177400497,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,52,-0.02,-0.0099999998,0.079999998,lateral,0.861669542497518,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,53,-0.02,-0.0099999998,0.090000004,edge,0.8212954835791615,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,54,-0.02,-0.0099999998,0.1,edge,0.6096103056816791,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,96,-0.0099999998,-0.029999999,0.079999998,lateral,0.5748031333512358,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,97,-0.0099999998,-0.029999999,0.090000004,edge,0.5479756403188812,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,98,-0.0099999998,-0.029999999,0.1,edge,0.40717479695653136,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,107,-0.0099999998,-0.02,0.079999998,lateral,0.861669542497518,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,108,-0.0099999998,-0.02,0.090000004,edge,0.8212954835791615,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,109,-0.0099999998,-0.02,0.1,edge,0.6096103056816791,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,118,-0.0099999998,-0.0099999998,0.079999998,interior,0.9761269579820342,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,119,-0.0099999998,-0.0099999998,0.090000004,top,0.9314791684466723,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,120,-0.0099999998,-0.0099999998,0.1,top,0.6912884734398794,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,173,0.0,-0.029999999,0.079999998,lateral,0.6669145527061848,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,174,0.0,-0.029999999,0.090000004,edge,0.6353305275013573,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,175,0.0,-0.029999999,0.1,edge,0.4718717348793956,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,184,0.0,-0.02,0.079999998,lateral,0.9317252046304483,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,185,0.0,-0.02,0.090000004,edge,0.8881833614039092,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,186,0.0,-0.02,0.1,edge,0.6590082781905716,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,195,0.0,-0.0099999998,0.079999998,interior,0.9977701155090245,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,196,0.0,-0.0099999998,0.090000004,top,0.9526439859265597,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,197,0.0,-0.0099999998,0.1,top,0.7070599260323367,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,250,0.0099999998,-0.029999999,0.079999998,lateral,0.5748031333512358,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,251,0.0099999998,-0.029999999,0.090000004,edge,0.5479756403188812,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,252,0.0099999998,-0.029999999,0.1,edge,0.40717479695653136,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,261,0.0099999998,-0.02,0.079999998,lateral,0.8616695424975179,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,262,0.0099999998,-0.02,0.090000004,edge,0.8212954835791616,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,263,0.0099999998,-0.02,0.1,edge,0.6096103056816791,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,272,0.0099999998,-0.0099999998,0.079999998,interior,0.9761269579820341,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,273,0.0099999998,-0.0099999998,0.090000004,top,0.9314791684466724,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,274,0.0099999998,-0.0099999998,0.1,top,0.6912884734398794,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,327,0.02,-0.02,0.079999998,lateral,0.6463374819455411,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,328,0.02,-0.02,0.090000004,edge,0.6164900636203943,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,329,0.02,-0.02,0.1,edge,0.457878491774005,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,338,0.02,-0.0099999998,0.079999998,lateral,0.8616695424975178,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,339,0.02,-0.0099999998,0.090000004,edge,0.8212954835791614,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,340,0.02,-0.0099999998,0.1,edge,0.6096103056816791,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,382,0.029999999,-0.0099999998,0.079999998,lateral,0.5748031333512358,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,383,0.029999999,-0.0099999998,0.090000004,edge,0.5479756403188811,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,384,0.029999999,-0.0099999998,0.1,edge,0.40717479695653136,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,19,-0.029999999,0.0,0.079999998,lateral,0.6669145527061848,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,20,-0.029999999,0.0,0.090000004,edge,0.6353305275013573,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,21,-0.029999999,0.0,0.1,edge,0.4718717348793956,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,30,-0.029999999,0.0099999998,0.079999998,lateral,0.5748031333512359,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,31,-0.029999999,0.0099999998,0.090000004,edge,0.5479756403188811,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,32,-0.029999999,0.0099999998,0.1,edge,0.40717479695653136,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,63,-0.02,0.0,0.079999998,lateral,0.9317252046304484,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,64,-0.02,0.0,0.090000004,edge,0.8881833614039093,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,65,-0.02,0.0,0.1,edge,0.6590082781905717,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,74,-0.02,0.0099999998,0.079999998,lateral,0.861669542497518,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,75,-0.02,0.0099999998,0.090000004,edge,0.8212954835791615,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,76,-0.02,0.0099999998,0.1,edge,0.6096103056816791,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,85,-0.02,0.02,0.079999998,lateral,0.6463374819455411,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,86,-0.02,0.02,0.090000004,edge,0.6164900636203943,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,87,-0.02,0.02,0.1,edge,0.45787849177400497,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,129,-0.0099999998,0.0,0.079999998,interior,0.9977701155090247,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,130,-0.0099999998,0.0,0.090000004,top,0.9526439859265597,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,131,-0.0099999998,0.0,0.1,top,0.7070599260323368,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,140,-0.0099999998,0.0099999998,0.079999998,interior,0.9761269579820341,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,141,-0.0099999998,0.0099999998,0.090000004,top,0.9314791684466723,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,142,-0.0099999998,0.0099999998,0.1,top,0.6912884734398794,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,151,-0.0099999998,0.02,0.079999998,lateral,0.8616695424975178,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,152,-0.0099999998,0.02,0.090000004,edge,0.8212954835791615,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,153,-0.0099999998,0.02,0.1,edge,0.609610305681679,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,206,0.0,0.0,0.079999998,interior,1.0007500523478852,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,207,0.0,0.0,0.090000004,top,0.9556225122024553,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,208,0.0,0.0,0.1,top,0.7094371959156004,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,217,0.0,0.0099999998,0.079999998,interior,0.9977701155090246,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,218,0.0,0.0099999998,0.090000004,top,0.9526439859265595,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,219,0.0,0.0099999998,0.1,top,0.7070599260323367,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,228,0.0,0.02,0.079999998,lateral,0.9317252046304485,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,229,0.0,0.02,0.090000004,edge,0.8881833614039094,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,230,0.0,0.02,0.1,edge,0.6590082781905716,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,283,0.0099999998,0.0,0.079999998,interior,0.9977701155090245,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,284,0.0099999998,0.0,0.090000004,top,0.9526439859265596,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,285,0.0099999998,0.0,0.1,top,0.7070599260323368,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,294,0.0099999998,0.0099999998,0.079999998,interior,0.9761269579820341,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,295,0.0099999998,0.0099999998,0.090000004,top,0.9314791684466723,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,296,0.0099999998,0.0099999998,0.1,top,0.6912884734398794,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,305,0.0099999998,0.02,0.079999998,lateral,0.861669542497518,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,306,0.0099999998,0.02,0.090000004,edge,0.8212954835791616,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,307,0.0099999998,0.02,0.1,edge,0.6096103056816791,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,349,0.02,0.0,0.079999998,lateral,0.9317252046304486,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,350,0.02,0.0,0.090000004,edge,0.8881833614039094,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,351,0.02,0.0,0.1,edge,0.6590082781905717,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,360,0.02,0.0099999998,0.079999998,lateral,0.861669542497518,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,361,0.02,0.0099999998,0.090000004,edge,0.8212954835791617,0
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,362,0.02,0.0099999998,0.1,edge,0.6096103056816792,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,371,0.02,0.02,0.079999998,lateral,0.6463374819455411,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,372,0.02,0.02,0.090000004,edge,0.6164900636203943,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,373,0.02,0.02,0.1,edge,0.457878491774005,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,393,0.029999999,0.0,0.079999998,lateral,0.6669145527061848,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,394,0.029999999,0.0,0.090000004,edge,0.6353305275013572,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,395,0.029999999,0.0,0.1,edge,0.47187173487939554,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,404,0.029999999,0.0099999998,0.079999998,lateral,0.5748031333512358,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,405,0.029999999,0.0099999998,0.090000004,edge,0.5479756403188811,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,406,0.029999999,0.0099999998,0.1,edge,0.40717479695653136,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,162,-0.0099999998,0.029999999,0.079999998,lateral,0.5748031333512358,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,163,-0.0099999998,0.029999999,0.090000004,edge,0.5479756403188811,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,164,-0.0099999998,0.029999999,0.1,edge,0.40717479695653136,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,239,0.0,0.029999999,0.079999998,lateral,0.6669145527061848,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,240,0.0,0.029999999,0.090000004,edge,0.6353305275013572,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,241,0.0,0.029999999,0.1,edge,0.4718717348793956,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,316,0.0099999998,0.029999999,0.079999998,lateral,0.5748031333512357,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,317,0.0099999998,0.029999999,0.090000004,edge,0.5479756403188812,1
CaseT3_ConfinementOnly_Legacy,confinement_only_legacy,318,0.0099999998,0.029999999,0.1,edge,0.40717479695653136,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,0,-0.029999999,-0.0099999998,0.0,edge,0.4071747547533081,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,33,-0.02,-0.02,0.0,edge,0.457878444091461,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,44,-0.02,-0.0099999998,0.0,edge,0.6096102427844604,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,88,-0.0099999998,-0.029999999,0.0,edge,0.40717475475330805,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,99,-0.0099999998,-0.02,0.0,edge,0.6096102427844604,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,110,-0.0099999998,-0.0099999998,0.0,bottom,0.691288401056148,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,165,0.0,-0.029999999,0.0,edge,0.471871686441136,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,176,0.0,-0.02,0.0,edge,0.659008210256677,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,187,0.0,-0.0099999998,0.0,bottom,0.7070598514322256,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,242,0.0099999998,-0.029999999,0.0,edge,0.40717475475330805,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,253,0.0099999998,-0.02,0.0,edge,0.6096102427844604,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,264,0.0099999998,-0.0099999998,0.0,bottom,0.691288401056148,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,319,0.02,-0.02,0.0,edge,0.45787844409146106,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,330,0.02,-0.0099999998,0.0,edge,0.6096102427844605,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,374,0.029999999,-0.0099999998,0.0,edge,0.40717475475330805,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,11,-0.029999999,0.0,0.0,edge,0.4718716864411359,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,22,-0.029999999,0.0099999998,0.0,edge,0.40717475475330805,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,55,-0.02,0.0,0.0,edge,0.659008210256677,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,66,-0.02,0.0099999998,0.0,edge,0.6096102427844604,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,77,-0.02,0.02,0.0,edge,0.45787844409146106,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,121,-0.0099999998,0.0,0.0,bottom,0.7070598514322258,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,132,-0.0099999998,0.0099999998,0.0,bottom,0.691288401056148,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,143,-0.0099999998,0.02,0.0,edge,0.6096102427844605,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,198,0.0,0.0,0.0,bottom,0.7094371207738087,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,209,0.0,0.0099999998,0.0,bottom,0.7070598514322258,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,220,0.0,0.02,0.0,edge,0.659008210256677,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,275,0.0099999998,0.0,0.0,bottom,0.7070598514322259,0
CaseT3_ConfinementOnly_Selected,confinement_only_selected,286,0.0099999998,0.0099999998,0.0,bottom,0.6912884010561481,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,297,0.0099999998,0.02,0.0,edge,0.6096102427844603,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,341,0.02,0.0,0.0,edge,0.659008210256677,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,352,0.02,0.0099999998,0.0,edge,0.6096102427844603,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,363,0.02,0.02,0.0,edge,0.45787844409146106,1
CaseT3_ConfinementOnly_Selected,confinement_only_selected,385,0.029999999,0.0,0.0,edge,0.4718716864411359,1
