case,code,excluded,steps,part_files,final_time,final_velocity_max,final_axial_strain_top_proxy,final_axial_strain_height_proxy,final_porepress_mean,final_kplastic_max,field_header
CaseT4_StressPath_SelectedConfinement,0.0,0.0,14.0,10.0,0.001507,38.16029157808626,0.03326023840425518,-0.001101435479999996,-3815962.888055951,0.0,Pos.x [m];Pos.y [m];Pos.z [m];Idp;Vel.x [m/s];Vel.y [m/s];Vel.z [m/s];Rhop [kg/m^3];Type;Sigma_kk.x;Sigma_kk.y;Sigma_kk.z;Sigma_ij.x;Sigma_ij.y;Sigma_ij.z;Kplastic;PorePress;ExcessPorePress;PorePressRate;DivVel;LapPorePress;LapZ;DivVelCorr;LapPorePressCorr;LapZCorr;PorePressureAccel.x;PorePressureAccel.y;PorePressureAccel.z;PorePressureAccelDiff.x;PorePressureAccelDiff.y;PorePressureAccelDiff.z
