case,part,idp,class,fi,fi_selected
CaseT4_StressPath_SelectedConfinement,0,161,interior,0.9977701155090246,0
CaseT4_StressPath_SelectedConfinement,0,206,lateral,0.5748031333512359,1
CaseT4_StressPath_SelectedConfinement,0,215,lateral,0.8616695424975179,0
CaseT4_StressPath_SelectedConfinement,0,224,interior,0.9761269579820342,0
CaseT4_StressPath_SelectedConfinement,0,269,lateral,0.6463374819455411,1
CaseT4_StressPath_SelectedConfinement,0,278,lateral,0.8616695424975178,0
CaseT4_StressPath_SelectedConfinement,0,363,edge,0.6353305275013574,1
CaseT4_StressPath_SelectedConfinement,0,364,edge,0.4718717348793956,1
CaseT4_StressPath_SelectedConfinement,0,365,edge,0.8881833614039092,0
CaseT4_StressPath_SelectedConfinement,0,366,edge,0.6590082781905716,1
CaseT4_StressPath_SelectedConfinement,0,367,top,0.9526439859265597,0
CaseT4_StressPath_SelectedConfinement,0,368,top,0.7070599260323367,0
CaseT4_StressPath_SelectedConfinement,0,377,edge,0.5479756403188814,1
CaseT4_StressPath_SelectedConfinement,0,378,edge,0.40717479695653136,1
CaseT4_StressPath_SelectedConfinement,0,379,edge,0.8212954835791615,0
CaseT4_StressPath_SelectedConfinement,0,380,edge,0.609610305681679,1
CaseT4_StressPath_SelectedConfinement,0,381,top,0.9314791684466723,0
CaseT4_StressPath_SelectedConfinement,0,382,top,0.6912884734398794,1
CaseT4_StressPath_SelectedConfinement,0,391,edge,0.6164900636203943,1
CaseT4_StressPath_SelectedConfinement,0,392,edge,0.45787849177400497,1
CaseT4_StressPath_SelectedConfinement,0,393,edge,0.8212954835791616,0
CaseT4_StressPath_SelectedConfinement,0,394,edge,0.6096103056816791,1
CaseT4_StressPath_SelectedConfinement,0,314,lateral,0.5748031333512357,1
CaseT4_StressPath_SelectedConfinement,0,401,edge,0.5479756403188811,1
CaseT4_StressPath_SelectedConfinement,0,402,edge,0.40717479695653136,1
CaseT4_StressPath_SelectedConfinement,0,17,lateral,0.6669145527061849,1
CaseT4_StressPath_SelectedConfinement,0,26,lateral,0.5748031333512359,1
CaseT4_StressPath_SelectedConfinement,0,53,lateral,0.9317252046304486,0
CaseT4_StressPath_SelectedConfinement,0,62,lateral,0.861669542497518,0
CaseT4_StressPath_SelectedConfinement,0,71,lateral,0.6463374819455411,1
CaseT4_StressPath_SelectedConfinement,0,107,interior,0.9977701155090246,0
CaseT4_StressPath_SelectedConfinement,0,116,interior,0.9761269579820342,0
CaseT4_StressPath_SelectedConfinement,0,125,lateral,0.8616695424975179,0
CaseT4_StressPath_SelectedConfinement,0,335,edge,0.6353305275013573,1
CaseT4_StressPath_SelectedConfinement,0,336,edge,0.4718717348793956,1
CaseT4_StressPath_SelectedConfinement,0,337,edge,0.5479756403188812,1
CaseT4_StressPath_SelectedConfinement,0,338,edge,0.4071747969565313,1
CaseT4_StressPath_SelectedConfinement,0,343,edge,0.8881833614039093,0
CaseT4_StressPath_SelectedConfinement,0,344,edge,0.6590082781905716,1
CaseT4_StressPath_SelectedConfinement,0,345,edge,0.8212954835791615,0
CaseT4_StressPath_SelectedConfinement,0,346,edge,0.6096103056816791,1
CaseT4_StressPath_SelectedConfinement,0,347,edge,0.6164900636203943,1
CaseT4_StressPath_SelectedConfinement,0,348,edge,0.45787849177400497,1
CaseT4_StressPath_SelectedConfinement,0,355,top,0.9526439859265597,0
CaseT4_StressPath_SelectedConfinement,0,356,top,0.7070599260323368,0
