"Kind","Action","Path","Bytes"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0025_Xi4em5_S0_dual.log","25980"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0025_Xi4em5_S0_gencase.log","12260"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0025_Xi4em5_S20_dual.log","26794"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0025_Xi4em5_S20_gencase.log","12310"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0025_Xi4em5_S40_dual.log","26794"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0025_Xi4em5_S40_gencase.log","12310"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p01_S0_dual.log","25958"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p01_S0_gencase.log","12260"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p01_S20_dual.log","26772"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p01_S20_gencase.log","12310"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p01_S40_dual.log","26770"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p01_S40_gencase.log","12310"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p03_S0_dual.log","25958"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p03_S0_gencase.log","12260"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p03_S20_dual.log","26770"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p03_S20_gencase.log","12310"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p03_S40_dual.log","26772"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p03_S40_gencase.log","12310"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p05_S0_dual.log","25958"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p05_S0_gencase.log","12260"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p05_S20_dual.log","26772"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p05_S20_gencase.log","12310"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p05_S40_dual.log","26772"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi0p05_S40_gencase.log","12310"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi4em5_S0_dual.log","25978"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi4em5_S0_gencase.log","12260"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi4em5_S20_dual.log","26792"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi4em5_S20_gencase.log","12310"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi4em5_S40_dual.log","26792"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\01_1D_Consolidation\experiments\SelfWeightUndrainedSweep\SW2c_sweep_runs\Case1DConsolidation_PR_SW2C_T0p0030_Xi4em5_S40_gencase.log","12310"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\CfgInit_Domain.vtk","854"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\CfgInit_MapCells.vtk","1715"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\CfgInit_Normals.vtk","2401"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\CfgInit_NormalsGhost.vtk","2401"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\Run.out","11169"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\S2_G9b_VIS_T36.bi4","47174"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\S2_G9b_VIS_T36_All.vtk","43951"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\S2_G9b_VIS_T36_Bound.vtk","1935"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\S2_G9b_VIS_T36_Boundary_Actual.vtk","355"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\S2_G9b_VIS_T36_dbg-fillbox.vtk","1777"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\S2_G9b_VIS_T36_Fluid.vtk","42271"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\S2_G9b_VIS_T36_GeometryShapes.vtk","499"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\S2_G9b_VIS_T36_hdp_Actual.vtk","355"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\S2_G9b_VIS_T36_MkCells.vtk","337"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\S2_G9b_VIS_T36_Normals.vtk","1920"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\data\PartCsv_0000.csv","401673"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\data\PartCsv_0001.csv","401673"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\data\Part_0000.bi4","110438"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\data\Part_0001.bi4","110438"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_overnight.log","3249"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime.bi4","670023"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_All.vtk","638469"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_Bound.vtk","430779"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_Fluid.vtk","207961"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_MkCells.vtk","865420"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\CfgInit_Domain.vtk","622"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\CfgInit_MapCells.vtk","3696"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\Run.out","16125"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\PartCsv_0000.csv","7343670"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\PartCsv_0001.csv","7343670"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\PartCsv_0002.csv","7343670"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\PartCsv_0003.csv","7206214"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\PartCsv_0004.csv","7003418"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\PartCsv_0005.csv","6955018"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\PartCsv_0006.csv","6945338"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\PartCsv_0007.csv","6941950"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\Part_0000.bi4","1947362"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\Part_0001.bi4","1947362"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\Part_0002.bi4","1947362"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\Part_0003.bi4","1911010"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\Part_0004.bi4","1857378"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\Part_0005.bi4","1844578"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\Part_0006.bi4","1842018"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data\Part_0007.bi4","1841122"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_vtk_particles\PartFluid_0000.vtk","450478"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_vtk_particles\PartFluid_0001.vtk","450478"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_vtk_particles\PartFluid_0002.vtk","450478"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_vtk_particles\PartFluid_0003.vtk","424634"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_vtk_particles\PartFluid_0004.vtk","386505"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_vtk_particles\PartFluid_0005.vtk","377405"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_vtk_particles\PartFluid_0006.vtk","375585"
"File","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_vtk_particles\PartFluid_0007.vtk","374948"
"Directory","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out\data",""
"Directory","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\03_Cryer_Problem\strict_reproduction_plan\C5i_Dp005FullTimeLongRun\CaseCryer_PR_StrictSphere_C5i_Dp005FullTime_cpu_out",""
"Directory","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out\data",""
"Directory","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\02_SelfWeight_Consolidation\experiments\Visualization_Scenario1_2\Scenario2_G9b_Xi005\S2_G9b_VIS_T36_gpu_out",""
"Directory","Deleted","D:\MYF\SPH\GeoDualSPHysics_v5.2\examples\u-pw\06_Sainte_Monique\data",""
