case,label,max_porepressrate,max_velocity,dtmin_adjusted,excluded
CaseT4g_ConfOnly_FeedbackOffRef,feedback off,21142338.0,0.0007569578627476182,0.0,0.0
CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,13000945000000.0,572.1504399292274,256.0,164.0
CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,2022992800000.0,53.64589381024125,43.0,0.0
CaseT4g_ConfOnly_Op1InteriorOnly,op1 interior,47933223000.0,1.625942300000003,0.0,0.0
CaseT4g_ConfOnly_Op0InteriorOnly,op0 interior,85176705000.0,1.6611909703780574,0.0,0.0
CaseT4g_ConfOnly_Op1TotalInteriorOnly,op1 total interior,47933223000.0,1.625942300000003,0.0,0.0
