step,time,factor,applied,class_skipped,raw_max,raw_mean,used_max,used_mean,pre_accel_max,ratio_max,confining_ref,limited,relaxed,cap_min,lateral_used_max,cap_edge_used_max,interior_used_max,case,label,operator,mode,class_filter
103.0,0.00463332,1.0,407.0,0.0,1795390.0,513328.0,1795390.0,513328.0,70325.0,248.949,2.69079,0.0,0.0,0.0,1795390.0,915591.0,354534.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
104.0,0.00463834,1.0,407.0,0.0,1914810.0,542951.0,1914810.0,542951.0,71122.5,249.06,3.15892,0.0,0.0,0.0,1914810.0,931928.0,331946.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
105.0,0.00464337,1.0,407.0,0.0,1982080.0,573785.0,1982080.0,573785.0,72596.8,210.147,3.24967,0.0,0.0,0.0,1982080.0,943238.0,303961.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
106.0,0.0046484,1.0,407.0,0.0,1995590.0,605749.0,1995590.0,605749.0,75487.8,197.106,3.34012,0.0,0.0,0.0,1995590.0,950068.0,271913.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
107.0,0.00465342,1.0,407.0,0.0,1957400.0,635415.0,1957400.0,635415.0,78803.7,211.779,3.43103,0.0,0.0,0.0,1957400.0,952658.0,237177.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
108.0,0.00465845,1.0,407.0,0.0,1873660.0,662308.0,1873660.0,662308.0,82322.1,2152.22,3.52292,0.0,0.0,0.0,1873660.0,950887.0,201039.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
109.0,0.00466348,1.0,399.0,0.0,1924150.0,700973.0,1924150.0,700973.0,85943.2,184.539,3.61586,0.0,0.0,0.0,1924150.0,944333.0,164545.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
110.0,0.00466851,1.0,399.0,0.0,939639.0,429048.0,939639.0,429048.0,89914.0,113.27,3.70895,0.0,0.0,0.0,751828.0,578366.0,269314.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
111.0,0.00467353,1.0,399.0,0.0,1045150.0,439646.0,1045150.0,439646.0,92863.8,113.582,3.79727,0.0,0.0,0.0,867010.0,557368.0,242347.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
112.0,0.00467856,1.0,399.0,0.0,1173060.0,453211.0,1173060.0,453211.0,95736.3,672.495,3.87705,0.0,0.0,0.0,978329.0,533671.0,221883.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
113.0,0.00468359,1.0,399.0,0.0,1307200.0,469163.0,1307200.0,469163.0,98443.3,409.394,3.94861,0.0,0.0,0.0,1123640.0,507149.0,217760.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
114.0,0.00468861,1.0,399.0,0.0,1447060.0,488790.0,1447060.0,488790.0,101119.0,204.885,4.01195,0.0,0.0,0.0,1417250.0,493476.0,238005.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
115.0,0.00469364,1.0,399.0,0.0,1722110.0,513691.0,1722110.0,513691.0,104815.0,150.512,4.06675,0.0,0.0,0.0,1722110.0,618689.0,283627.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
116.0,0.00469867,1.0,399.0,0.0,2039700.0,544207.0,2039700.0,544207.0,108551.0,123.71,4.1123,0.0,0.0,0.0,2039700.0,753983.0,350881.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
117.0,0.0047037,1.0,399.0,0.0,2370930.0,580345.0,2370930.0,580345.0,112519.0,118.969,4.14746,0.0,0.0,0.0,2370930.0,899957.0,401014.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
118.0,0.00470872,1.0,399.0,0.0,2714910.0,623761.0,2714910.0,623761.0,116613.0,181.666,4.17069,0.0,0.0,0.0,2714910.0,518616.0,1056900.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
119.0,0.00471375,1.0,399.0,0.0,3067890.0,674053.0,3067890.0,674053.0,124208.0,965.034,4.17982,0.0,0.0,0.0,3067890.0,575123.0,1224720.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
120.0,0.00471878,1.0,399.0,0.0,1277880.0,343227.0,1277880.0,343227.0,133766.0,449.345,4.17196,0.0,0.0,0.0,1073150.0,182866.0,158652.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
121.0,0.0047238,1.0,399.0,0.0,1424790.0,385480.0,1424790.0,385480.0,138662.0,547.009,4.14543,0.0,0.0,0.0,1424790.0,261688.0,351792.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
122.0,0.00472883,1.0,399.0,0.0,1735380.0,439619.0,1735380.0,439619.0,143812.0,97.1331,4.10091,0.0,0.0,0.0,1735380.0,345951.0,543014.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
123.0,0.00473386,1.0,399.0,0.0,2000980.0,501889.0,2000980.0,501889.0,149205.0,101.834,4.0378,0.0,0.0,0.0,2000980.0,437279.0,732890.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
124.0,0.00473889,1.0,399.0,0.0,2215900.0,571226.0,2215900.0,571226.0,154828.0,138.455,3.95569,0.0,0.0,0.0,2215900.0,537623.0,921590.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
125.0,0.00474391,1.0,391.0,0.0,2373330.0,658562.0,2373330.0,658562.0,160629.0,156.862,3.85458,0.0,0.0,0.0,2373330.0,649331.0,1108790.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
126.0,0.00474894,1.0,375.0,0.0,2466340.0,745584.0,2466340.0,745584.0,166422.0,97.9787,3.73511,0.0,0.0,0.0,2466340.0,775221.0,1293580.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
127.0,0.00475397,1.0,375.0,0.0,2489110.0,831702.0,2489110.0,831702.0,171939.0,88.6054,3.59917,0.0,0.0,0.0,2489110.0,918670.0,1474450.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
128.0,0.00475899,1.0,375.0,0.0,2438950.0,920946.0,2438950.0,920946.0,176937.0,93.7588,3.39548,0.0,0.0,0.0,1593840.0,1083680.0,1649340.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
129.0,0.00476402,1.0,375.0,0.0,2691560.0,1013440.0,2691560.0,1013440.0,181261.0,550.291,3.4638,0.0,0.0,0.0,1812540.0,1274870.0,1815470.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
130.0,0.00476905,1.0,375.0,0.0,1856370.0,508073.0,1856370.0,508073.0,183388.0,1802.02,3.52786,0.0,0.0,0.0,906183.0,291172.0,340370.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
131.0,0.00477408,1.0,375.0,0.0,1652430.0,596766.0,1652430.0,596766.0,174860.0,162.643,3.58337,0.0,0.0,0.0,1147620.0,0.0,521891.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
132.0,0.0047791,1.0,375.0,0.0,1793470.0,690789.0,1793470.0,690789.0,173320.0,210.68,3.62692,0.0,0.0,0.0,931156.0,0.0,769401.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
133.0,0.00478413,1.0,375.0,0.0,2161910.0,788997.0,2161910.0,788997.0,181918.0,440.283,4.26172,0.0,0.0,0.0,1204210.0,0.0,1034870.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
134.0,0.00478916,1.0,375.0,0.0,2546000.0,891218.0,2546000.0,891218.0,193439.0,1991.16,4.36883,0.0,0.0,0.0,1501790.0,0.0,1321260.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
135.0,0.00479418,1.0,375.0,0.0,2966760.0,997606.0,2966760.0,997606.0,207070.0,579.441,4.47521,0.0,0.0,0.0,1823860.0,0.0,1630900.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
136.0,0.00479921,1.0,375.0,0.0,3361890.0,1108560.0,3361890.0,1108560.0,223969.0,272.389,4.58309,0.0,0.0,0.0,2173800.0,0.0,1964420.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
137.0,0.00480424,1.0,375.0,0.0,3704580.0,1228840.0,3704580.0,1228840.0,245771.0,270.956,4.69462,0.0,0.0,0.0,2557940.0,0.0,2319650.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
138.0,0.00480927,1.0,375.0,0.0,4272010.0,1360780.0,4272010.0,1360780.0,270798.0,460.315,4.81141,0.0,0.0,0.0,2985220.0,2842900.0,2690500.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
139.0,0.00481429,1.0,375.0,0.0,4948060.0,1494800.0,4948060.0,1494800.0,298176.0,530.537,4.93387,0.0,0.0,0.0,3466830.0,3190500.0,3065750.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
140.0,0.00481932,1.0,375.0,0.0,3254960.0,935727.0,3254960.0,935727.0,328079.0,351.562,5.06015,0.0,0.0,0.0,1492710.0,0.0,892888.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
141.0,0.00482435,1.0,375.0,0.0,3851400.0,1053770.0,3851400.0,1053770.0,347131.0,99549.1,5.1769,0.0,0.0,0.0,1672620.0,0.0,984279.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
142.0,0.00482937,1.0,375.0,0.0,4414860.0,1170760.0,4414860.0,1170760.0,366094.0,451.853,5.27082,0.0,0.0,0.0,1910440.0,0.0,1068740.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
143.0,0.0048344,1.0,375.0,0.0,4887580.0,1282120.0,4887580.0,1282120.0,383429.0,481.599,5.3386,0.0,0.0,0.0,2350760.0,0.0,1211110.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
144.0,0.00483943,1.0,375.0,0.0,5202250.0,1392810.0,5202250.0,1392810.0,391931.0,496.259,5.37643,0.0,0.0,0.0,2784050.0,0.0,1528040.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
145.0,0.00484446,1.0,375.0,0.0,5290950.0,1501510.0,5290950.0,1501510.0,385356.0,488.863,5.38062,0.0,0.0,0.0,3194820.0,0.0,1930400.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
146.0,0.00484948,1.0,375.0,0.0,5263900.0,1612330.0,5263900.0,1612330.0,376293.0,389.136,5.34733,0.0,0.0,0.0,3561420.0,0.0,2437100.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
147.0,0.00485451,1.0,375.0,0.0,6197280.0,1731460.0,6197280.0,1731460.0,375723.0,261.627,5.27241,0.0,0.0,0.0,3854430.0,0.0,1532910.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
148.0,0.00485954,1.0,375.0,0.0,7079650.0,1864270.0,7079650.0,1864270.0,343786.0,446.794,5.1519,0.0,0.0,0.0,4037970.0,0.0,1844410.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
149.0,0.00486456,1.0,375.0,0.0,7847470.0,2007470.0,7847470.0,2007470.0,335890.0,291.135,4.98329,0.0,0.0,0.0,4770850.0,0.0,2216520.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
150.0,0.00486959,1.0,367.0,0.0,3315980.0,1523230.0,3315980.0,1523230.0,337108.0,223.936,4.7683,0.0,0.0,0.0,2581860.0,0.0,1121340.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
151.0,0.00487462,1.0,367.0,0.0,3558030.0,1656010.0,3558030.0,1656010.0,321558.0,992.853,4.51697,0.0,0.0,0.0,2551690.0,0.0,1377450.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
152.0,0.00487964,1.0,367.0,0.0,3911960.0,1810120.0,3911960.0,1810120.0,299037.0,316.114,4.37403,0.0,0.0,0.0,3360570.0,0.0,1683230.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
153.0,0.00488467,1.0,359.0,0.0,4201660.0,1964460.0,4201660.0,1964460.0,301535.0,478.337,4.49996,0.0,0.0,0.0,4201660.0,0.0,2017760.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
154.0,0.0048897,1.0,359.0,0.0,4945320.0,2171320.0,4945320.0,2171320.0,324114.0,248.15,4.58229,0.0,0.0,0.0,4945320.0,0.0,2375700.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
155.0,0.00489473,1.0,359.0,0.0,5531220.0,2398480.0,5531220.0,2398480.0,341375.0,351.934,4.61449,0.0,0.0,0.0,5531220.0,1712250.0,2745570.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
156.0,0.00489975,1.0,335.0,0.0,6758580.0,2680990.0,6758580.0,2680990.0,397340.0,317.964,4.59218,0.0,0.0,0.0,5901350.0,1713960.0,3114200.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
157.0,0.00490478,1.0,335.0,0.0,8581040.0,2963190.0,8581040.0,2963190.0,405512.0,483.377,4.51338,0.0,0.0,0.0,6009900.0,1770020.0,3464700.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
158.0,0.00490981,1.0,331.0,0.0,10822400.0,3267960.0,10822400.0,3267960.0,200754.0,4371.83,4.38262,0.0,0.0,0.0,6420220.0,1849790.0,3774390.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
159.0,0.00491483,1.0,331.0,0.0,13471800.0,3557850.0,13471800.0,3557850.0,200639.0,854.591,4.21697,0.0,0.0,0.0,6774270.0,1954300.0,4016010.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
160.0,0.00491986,1.0,331.0,0.0,7215870.0,2309580.0,7215870.0,2309580.0,202316.0,522.171,4.03924,0.0,0.0,0.0,4810560.0,1535630.0,2042930.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
161.0,0.00492489,1.0,331.0,0.0,8271360.0,2506630.0,8271360.0,2506630.0,211378.0,1757.32,3.86002,0.0,0.0,0.0,4677770.0,1683040.0,2295420.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
162.0,0.00492992,1.0,315.0,0.0,8883260.0,2443620.0,8883260.0,2443620.0,298192.0,9389.69,2.93328,0.0,0.0,0.0,4333400.0,2861210.0,2446610.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
163.0,0.00493494,1.0,315.0,0.0,9179850.0,2545550.0,9179850.0,2545550.0,294329.0,607.147,3.18247,0.0,0.0,0.0,3952220.0,2490550.0,2449460.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
164.0,0.00493997,1.0,315.0,0.0,9351650.0,2587440.0,9351650.0,2587440.0,286148.0,529.833,2.26441,0.0,0.0,0.0,3775980.0,2246580.0,3155310.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
165.0,0.004945,1.0,315.0,0.0,10648800.0,2639980.0,10648800.0,2639980.0,311467.0,14358.5,2.29364,0.0,0.0,0.0,3241010.0,2129460.0,2533650.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
166.0,0.00495002,1.0,315.0,0.0,12014500.0,2761150.0,12014500.0,2761150.0,372902.0,329.927,2.888,0.0,0.0,0.0,2334950.0,2117150.0,2141100.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
167.0,0.00495505,1.0,299.0,0.0,13620700.0,3172130.0,13620700.0,3172130.0,433681.0,135.457,2.22028,0.0,0.0,0.0,2496030.0,2160690.0,2160200.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
168.0,0.00496008,1.0,299.0,0.0,15798700.0,3550230.0,15798700.0,3550230.0,567186.0,293.617,2.12134,0.0,0.0,0.0,3100690.0,2208080.0,2566400.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
169.0,0.00496511,1.0,287.0,0.0,9050020.0,3563680.0,9050020.0,3563680.0,724304.0,570.817,1.99872,0.0,0.0,0.0,4018790.0,2216640.0,3216360.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
170.0,0.00497013,1.0,287.0,0.0,6309780.0,2337560.0,6309780.0,2337560.0,686926.0,170.017,1.86416,0.0,0.0,0.0,3111570.0,2222810.0,3237350.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
171.0,0.00497516,1.0,279.0,0.0,6403870.0,2534900.0,6403870.0,2534900.0,858201.0,154.331,6.02982,0.0,0.0,0.0,4453540.0,2929980.0,4240680.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
172.0,0.00498019,1.0,255.0,0.0,6646720.0,2067130.0,6646720.0,2067130.0,1014250.0,176.888,6.15455,0.0,0.0,0.0,5607500.0,3587540.0,4842680.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
173.0,0.00498521,1.0,255.0,0.0,9055060.0,2077650.0,9055060.0,2077650.0,1080030.0,178.522,6.24703,0.0,0.0,0.0,6449860.0,4119200.0,5130290.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
174.0,0.00499024,1.0,251.0,0.0,6864100.0,2022960.0,6864100.0,2022960.0,1122600.0,242.472,6.31384,0.0,0.0,0.0,6864100.0,4461400.0,5208500.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
175.0,0.00499527,1.0,243.0,0.0,6786840.0,2079770.0,6786840.0,2079770.0,604297.0,2425.79,6.36327,0.0,0.0,0.0,6786840.0,4570100.0,5151280.0,CaseT4g_ConfOnly_Op1Unfiltered,op1 unfiltered,1,excess,off
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
1.0,0.000502713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
2.0,0.000603255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
3.0,0.000703798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
4.0,0.00080434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
5.0,0.000904883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
6.0,0.00100543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
7.0,0.00110597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
8.0,0.00120651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
9.0,0.00130705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
10.0,0.00140759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
11.0,0.00150814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
12.0,0.00160868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
13.0,0.00170922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
14.0,0.00180976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
15.0,0.0019103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
16.0,0.00201085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
17.0,0.00211139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
18.0,0.00221193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
19.0,0.00231247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
20.0,0.00241301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
21.0,0.00251355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
22.0,0.0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
23.0,0.00271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
24.0,0.00281518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
25.0,0.00291572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
26.0,0.00301626,0.01084,407.0,0.0,6.13977,2.44424,6.13977,2.44424,0.408828,3.18708,1.92645,0.0,0.0,0.0,6.13977,2.39732,1.19858,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
27.0,0.0031168,0.0778673,407.0,0.0,38.7917,14.8006,38.7917,14.8006,0.258096,20.1363,1.92646,0.0,0.0,0.0,38.7917,15.0746,6.93358,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
28.0,0.00321734,0.144894,407.0,0.0,27.3959,9.64905,27.3959,9.64905,0.946158,14.2209,1.92646,0.0,0.0,0.0,27.3959,10.1503,3.07159,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
29.0,0.00331787,0.211916,407.0,0.0,96.9596,46.8731,96.9596,46.8731,2.78331,43.6566,1.92647,0.0,0.0,0.0,96.9596,44.9355,28.6764,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
30.0,0.00341839,0.278929,407.0,0.0,152.96,65.4875,152.96,65.4875,5.95792,79.399,1.92648,0.0,0.0,0.0,152.96,73.1523,29.1978,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
31.0,0.00351891,0.345937,407.0,0.0,284.771,147.085,284.771,147.085,17.9894,85.279,1.92646,0.0,0.0,0.0,284.771,145.255,105.548,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
32.0,0.00361943,0.412956,407.0,0.0,450.507,208.862,450.507,208.862,6.58725,227.088,1.92647,0.0,0.0,0.0,450.507,252.604,134.585,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
33.0,0.00371996,0.479974,407.0,0.0,1418.23,760.685,1418.23,760.685,11.2145,266.461,1.92649,0.0,0.0,0.0,1418.23,720.897,575.88,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
34.0,0.0038204,0.546936,407.0,0.0,925.869,485.945,925.869,485.945,73.3635,234.328,1.92644,0.0,0.0,0.0,710.592,693.115,925.869,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
35.0,0.00392076,0.61384,407.0,0.0,7092.81,3643.0,7092.81,3643.0,193.605,428.249,1.92635,0.0,0.0,0.0,7092.81,3588.41,2165.77,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
36.0,0.00402116,0.680774,407.0,0.0,12742.5,7891.14,12742.5,7891.14,81.2465,576.328,1.92686,0.0,0.0,0.0,12742.5,9903.1,8441.14,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
37.0,0.00412112,0.747415,407.0,0.0,13468.9,6964.25,13468.9,6964.25,769.206,359.45,1.92652,0.0,0.0,0.0,13468.9,11637.5,9788.11,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
38.0,0.00422028,0.813521,407.0,0.0,96814.0,49613.8,96814.0,49613.8,2194.85,328.588,1.92497,0.0,0.0,0.0,96814.0,44543.4,33407.5,CaseT4g_ConfOnly_Op0Unfiltered,op0 unfiltered,0,excess,off
