case,part,time,axial_strain,PorePress_mean,PorePress_std,PorePressRate_maxAbs,DivVel_maxAbs,velocity_max
half_speed_adaptive,6,0.006032,6.617994800006688e-05,-42709.66913737256,39363.68730301615,35141932.0,0.052856497,0.0030403859577502147
half_speed_adaptive,7,0.007038,7.907632899997741e-05,-49774.10543038913,43829.49372900207,34084828.0,0.051290501,0.0030099650034457292
half_speed_adaptive,8,0.008043,9.125712100002681e-05,-59601.61772020112,46268.93178414141,34130004.0,0.051368058,0.00300903499593636
half_speed_adaptive,9,0.009048,0.00010300805600008123,-68147.18723914059,50081.74546596067,34682424.0,0.05220231,0.003019764981020212
half_speed_adaptive,10,0.010054,0.00011475488200005102,-76064.39024746974,53642.89789686498,34898292.0,0.052534763,0.003028452683276382
half_speed_adaptive,11,0.011059,0.00012652667200005463,-84857.59862741687,56037.739358355124,35142944.0,0.05290924,0.0030406633001253264
half_speed_adaptive,12,0.012064,0.0001383109500001367,-93484.50484190207,58572.291881621626,35466360.0,0.053399432,0.003048135120716936
half_speed_adaptive,13,0.01307,0.00015027962800007177,-101369.9996795857,61144.79778364449,35379760.0,0.053275619,0.0030402082362293048
half_speed_adaptive,14,0.014075,0.0001623398580000157,-109312.09995886096,62870.1684399072,34885152.0,0.052540179,0.0030236829667618825
half_speed_adaptive,15,0.015081,0.0001744796150000838,-117475.8186512414,64043.64296617904,34417604.0,0.05184269,0.0030090543008342435
half_speed_adaptive,16,0.016086,0.00018652841900015926,-125468.48536420893,65155.692775319556,34079372.0,0.051336862,0.002995906476892924
half_speed_adaptive,17,0.017091,0.0001985894650001485,-133330.42691735903,66094.19559766579,33731664.0,0.050816115,0.002981430660829908
half_speed_adaptive,18,0.018097,0.0002106557500000661,-141289.34817125497,66739.80685616346,33383402.0,0.050293975,0.0029670857321141765
half_speed_adaptive,19,0.019002,0.00022152804700012463,-148421.79672720406,66343.75891252224,33113778.0,0.049880646,0.002955040337286207
half_speed_adaptive,20,0.020007,0.00023357398800008533,-156330.79181402642,66775.45389595283,32806618.0,0.049419522,0.0029416364395821455
half_speed_adaptive,21,0.021012,0.0002455693650001145,-164192.2848344718,67074.38916659418,32470390.0,0.048914868,0.0029282661275815795
half_speed_adaptive,22,0.022018,0.0002576810500000415,-172078.63303231538,67233.22471833909,32144582.0,0.048425589,0.0029158802116007044
half_speed_adaptive,23,0.023023,0.0002696672700000513,-179966.74995327776,67320.17696641188,31853808.0,0.047988538,0.002904357419570334
half_speed_adaptive,24,0.024028,0.0002817607299999969,-187831.76469327195,67356.63524160054,31581042.0,0.047578409,0.0028930491906240465
half_speed_adaptive,25,0.025034,0.00029374563000006404,-195696.6220545032,67322.58815036133,31315338.0,0.047178876,0.0028820038618348883
half_speed_adaptive,26,0.026039,0.0003057647199999902,-203572.02627716237,67224.7770403478,31062978.0,0.046799321,0.002871564863419331
half_speed_adaptive,27,0.027045,0.0003178211300000622,-211449.15182020745,67078.03285188394,30824400.0,0.046440415,0.002861753141083843
half_speed_adaptive,28,0.02805,0.000329857290000124,-219328.69073625025,66887.40471138064,30596734.0,0.046097871,0.002852513051997044
half_speed_adaptive,29,0.029055,0.0003418553499999477,-227207.02156111598,66665.75329425078,30383676.0,0.045777231,0.0028438768589353126
half_speed_adaptive,30,0.030061,0.00035383762000004704,-235078.38603425975,66421.56230316039,30184208.0,0.045476981,0.0028357719081557337
half_speed_adaptive,31,0.031066,0.0003658656500001023,-242944.87776168718,66156.53327611105,29994476.0,0.045191351,0.002828121599697575
half_speed_adaptive,32,0.032071,0.0003778703500000036,-250811.00261042,65874.10920842832,29815490.0,0.044921841,0.002820953580297295
half_speed_adaptive,33,0.033077,0.0003899228200000826,-258676.82741422736,65580.03788992345,29649074.0,0.044671189,0.0028142761135400807
half_speed_adaptive,34,0.034082,0.0004018844000000521,-266541.1886592011,65278.290375879034,29494316.0,0.044438045,0.002808045490849584
half_speed_adaptive,35,0.035088,0.0004138962800000201,-274405.01777248894,64970.86429132377,29350334.0,0.044221092,0.002802246421145551
half_speed_adaptive,36,0.036093,0.00042589967000003504,-282269.0080923411,64660.22121600407,29217048.0,0.044020213,0.0027968823126221566
half_speed_ramp_adaptive,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
half_speed_ramp_adaptive,1,0.001005,-2.890666299382172e-07,-17455.549144176308,3309.164965141173,28769334.0,0.043213755,0.0011818548426279923
half_speed_ramp_adaptive,2,0.002011,-1.4763502000081363e-06,-22640.92421145175,10919.85252402288,21861074.0,0.032880194,0.000957611713316756
half_speed_ramp_adaptive,3,0.003016,-5.323132999668356e-07,-18939.80220537682,16260.242737540551,17259774.0,0.026019707,0.0010486203836519794
half_speed_ramp_adaptive,4,0.004022,5.238226600118301e-06,-23106.323055396675,14523.409491870903,16413899.0,0.024674233,0.0015046734300202425
half_speed_ramp_adaptive,5,0.005027,1.566168100014531e-05,-28965.83063363999,15343.771187846638,23762840.0,0.035726774,0.0019561079113715276
half_speed_ramp_adaptive,6,0.006032,2.9327396800088446e-05,-28828.58532561914,21452.914510874947,22494466.0,0.033844154,0.002299216004700946
half_speed_ramp_adaptive,7,0.007038,4.4323279500130264e-05,-30196.83855530143,25932.304734869635,23878264.0,0.035943527,0.002563342943696042
half_speed_ramp_adaptive,8,0.008043,5.880140400010836e-05,-36999.9295826709,29482.7603107989,26785236.0,0.040291611,0.002702265694856511
half_speed_ramp_adaptive,9,0.009049,7.211195500012035e-05,-45497.56063724717,34034.06159226332,29532468.0,0.044429727,0.002778818400741792
half_speed_ramp_adaptive,10,0.010054,8.431859700008815e-05,-53543.998742239135,38891.6004148712,31152354.0,0.046882536,0.0028258084155471067
half_speed_ramp_adaptive,11,0.011059,9.588917400008001e-05,-62089.191354736744,42971.568063196944,32813778.0,0.049394529,0.0028742926141382213
half_speed_ramp_adaptive,12,0.012065,0.00010730456400001587,-71096.64021994622,46782.4804483796,34164612.0,0.051436555,0.002925288303211593
half_speed_ramp_adaptive,13,0.01307,0.00011886376200004323,-79773.15695940446,50621.062714561835,34621864.0,0.052136626,0.0029624014130963166
half_speed_ramp_adaptive,14,0.014075,0.00013074205599997168,-88110.97214022423,53982.188476083335,34341836.0,0.05172782,0.002979020567106461
half_speed_ramp_adaptive,15,0.015081,0.00014277345700003385,-96344.3042744769,56666.33949533255,33965448.0,0.051136196,0.0029813217257581206
half_speed_ramp_adaptive,16,0.016086,0.00015488861100004803,-104383.63564342367,58866.91492388875,33781396.0,0.050868846,0.0029761461919277574
half_speed_ramp_adaptive,17,0.017091,0.00016699809600007054,-112288.27456687781,60628.98356164605,33494036.0,0.050444037,0.002966965585642788
half_speed_ramp_adaptive,18,0.018097,0.00017915584400007845,-120255.55367494005,61970.382766676645,33209510.0,0.050021131,0.0029572643835478235
