case,part,time,idp,return_status,region,x,y,z,p_proxy,q_proxy,pc,void_ratio,plastic_vol_strain,eq_plastic_strain,plastic_multiplier,return_iterations,yield_residual,substep_count,trigger_reason,Kplastic,PorePress,PorePressRate,DivVel,velocity,pairwise_reaction_avg
ramp_improved_adaptive,15,0.00754,376,-3,lateral_boundary,3.5593872e-10,0.020003526,0.079992652,43.14198,68.80172829819836,119.33866,0.80089152,-0.00049110624,0.0016944155,1.3444671e-07,81.0,1119.1189,32.0,5.0,0.0016944155,-97902.77853946,-21998644.0,0.032985158,0.0019408770251166459,0.299386
ramp_improved_adaptive,15,0.00754,377,-3,edge,-9.3004431e-11,0.020006903,0.089987919,42.586781,68.6301828682241,119.3924,0.80082023,-0.00045110984,0.001488617,1.9263899e-07,88.0,1640.2747,32.0,5.0,0.001488617,-149207.377097,-52308680.0,0.07866843,0.0030837677236271875,0.299386
ramp_improved_adaptive,15,0.00754,430,-3,interior,0.0099999439,-6.1216165e-10,0.069994904,42.42353133333333,68.66058141416508,119.59303,0.80055189,-0.00030193894,0.00080107356,3.5130992e-07,169.0,1369.6381,32.0,5.0,0.00080107356,-57708.20437928,-12311293.0,0.018367739,0.001164788940643281,0.299386
ramp_improved_adaptive,15,0.00754,432,-3,top_cap_zone,0.010002402,-4.6876223e-09,0.089987621,42.222644333333335,68.40769256009051,119.18918,0.80109304,-0.00060246349,0.003021433,1.2345781e-07,64.0,1382.2439,32.0,5.0,0.003021433,-150049.3348649,-50128564.0,0.075414419,0.002850488181924449,0.299386
ramp_improved_adaptive,15,0.00754,433,-3,top_cap_zone,0.010003085,-6.5025749e-09,0.099980846,53.366242,71.77010518163603,120.39452,0.79947126,0.00029180598,0.0024207786,1.627472e-07,70.0,1525.0378,32.0,5.0,0.0024207786,-176737.4321082,-49641612.0,0.074691348,0.004124524931494654,0.299386
ramp_improved_adaptive,15,0.00754,444,-3,top_cap_zone,0.010004019,0.010004025,0.099980965,51.21029333333333,71.40834889528888,120.35806,0.79952174,0.00026488444,0.0028036437,3.3510614e-07,111.0,2216.1035,32.0,5.0,0.0028036437,-177367.8266454,-49386668.0,0.074313007,0.004209463710293876,0.299386
ramp_improved_adaptive,15,0.00754,453,-3,lateral_boundary,0.010003623,0.020005276,0.079992004,42.44770366666667,68.63657677717637,119.51933,0.8006503,-0.00035671866,0.00094274827,2.8393853e-07,123.0,1613.1438,32.0,5.0,0.00094274827,-97340.573582,-23975412.0,0.035942934,0.002399713053455535,0.299386
ramp_improved_adaptive,15,0.00754,497,-3,lateral_boundary,0.020003526,-2.4285352e-09,0.079992652,43.12334766666667,68.80604802088747,119.36253,0.80085945,-0.00047333396,0.0016313045,1.3471289e-07,83.0,1121.887,32.0,5.0,0.0016313045,-97781.37017692,-21822012.0,0.03271988,0.0019427407815702474,0.299386
ramp_improved_adaptive,15,0.00754,508,-3,lateral_boundary,0.020005276,0.010003621,0.079992004,42.420412,68.6265473756212,119.51908,0.80065066,-0.00035689652,0.00094318989,2.842452e-07,124.0,1614.9847,32.0,5.0,0.00094318989,-97287.59530874,-23870638.0,0.035785712,0.0023994789327968172,0.299386
ramp_improved_adaptive,16,0.008043,313,-3,edge,-1.695829e-12,-0.030005714,-1.9944896e-06,29.769108580000005,61.93371990025469,119.24911,0.80102617,-0.0005577816,0.000736952,1.3280474e-07,100.0,773.14575,32.0,5.0,0.000736952,-55763.24186166,-17350596.0,0.026065556,0.0014130795119306836,0.289713
ramp_improved_adaptive,16,0.008043,324,-3,edge,-1.9796825e-12,-0.020003639,-9.9423994e-07,43.048262333333334,68.87397564897815,119.5713,0.80058032,-0.00031807451,0.00052877801,3.343834e-07,172.0,1248.7268,32.0,5.0,0.00052877801,-57024.15957951,-17179574.0,0.025831496,0.0009212632378777766,0.289713
ramp_improved_adaptive,16,0.008043,325,-3,edge,1.7945868e-12,-0.020001626,0.0099971974,43.850332333333334,69.2258548122656,119.74325,0.8003493,-0.00019036767,0.00034734147,2.8750054e-07,164.0,1111.771,32.0,5.0,0.00034734147,-50669.80544086,-18474564.0,0.027801827,0.0009786270601548706,0.289713
ramp_improved_adaptive,16,0.008043,159,-3,edge,-0.030005714,-1.768067e-12,-1.9943616e-06,29.767096996666663,61.932330047888506,119.24912,0.80102611,-0.00055777351,0.00073693186,1.3276642e-07,100.0,772.91583,32.0,5.0,0.00073693186,-55761.91121632,-17344606.0,0.026056593,0.0014127006059128594,0.289713
ramp_improved_adaptive,16,0.008043,203,-3,edge,-0.020003639,-2.1693318e-12,-9.94071e-07,43.047648333333335,68.87376302040838,119.5713,0.80058032,-0.00031807498,0.00052877556,3.342351e-07,173.0,1248.1432,32.0,5.0,0.00052877556,-57019.66005201,-17162772.0,0.025806297,0.0009210313261427776,0.289713
ramp_improved_adaptive,16,0.008043,204,-3,edge,-0.020001626,-8.8525853e-12,0.0099971974,43.849291333333326,69.22550637529454,119.74324,0.8003493,-0.00019036877,0.0003473406,2.8732603e-07,164.0,1111.0544,32.0,5.0,0.0003473406,-50657.13253046,-18428212.0,0.027732234,0.0009774850174983601,0.289713
ramp_improved_adaptive,16,0.008043,368,-3,edge,1.9784667e-12,0.020003639,-9.9407112e-07,43.047641666666664,68.8737613196835,119.5713,0.80058032,-0.00031807501,0.00052877539,3.3423515e-07,173.0,1248.1434,32.0,5.0,0.00052877539,-57019.66045939,-17162772.0,0.025806295,0.0009210313601116899,0.289713
ramp_improved_adaptive,16,0.008043,369,-3,edge,9.2123765e-12,0.020001626,0.0099971974,43.84929733333333,69.22550900607978,119.74324,0.8003493,-0.00019036874,0.0003473406,2.8732606e-07,164.0,1111.0546,32.0,5.0,0.0003473406,-50657.13194066,-18428212.0,0.027732234,0.0009774852317830647,0.289713
ramp_improved_adaptive,16,0.008043,489,-3,edge,0.020003639,2.0554591e-12,-9.9424017e-07,43.048268,68.87397908560413,119.5713,0.80058032,-0.00031807454,0.00052877795,3.3438346e-07,172.0,1248.7269,32.0,5.0,0.00052877795,-57024.16157539,-17179578.0,0.025831502,0.0009212632890376363,0.289713
ramp_improved_adaptive,16,0.008043,490,-3,edge,0.020001626,-1.6005713e-12,0.0099971974,43.85032666666666,69.22585275035435,119.74325,0.8003493,-0.00019036762,0.00034734141,2.8750051e-07,164.0,1111.771,32.0,5.0,0.00034734141,-50669.80315199,-18474560.0,0.027801819,0.0009786268773783289,0.289713
ramp_improved_adaptive,16,0.008043,533,-3,edge,0.030005714,1.8543576e-12,-1.9944898e-06,29.76910869,61.93372017462194,119.24911,0.80102617,-0.00055778172,0.00073695218,1.3280477e-07,100.0,773.14594,32.0,5.0,0.00073695218,-55763.24577916,-17350606.0,0.026065573,0.0014130795764453472,0.289713
ramp_improved_adaptive,16,0.008043,379,-3,edge,1.8558581e-12,0.030005714,-1.9943616e-06,29.76709741333333,61.93232963994074,119.24912,0.80102611,-0.0005577734,0.00073693175,1.3276636e-07,100.0,772.91565,32.0,5.0,0.00073693175,-55761.90764081,-17344606.0,0.026056591,0.0014127006286700336,0.289713
ramp_improved_adaptive,16,0.008043,254,-3,lateral_boundary,-0.010002392,-0.020003434,0.069992691,42.62750433333333,68.78635959701646,119.70937,0.80039608,-0.00021552555,0.00060865952,4.0611405e-07,189.0,1425.5916,32.0,5.0,0.00060865952,-57885.24511129,-12881873.0,0.01919728,0.0018269406221194837,0.289713
ramp_improved_adaptive,16,0.008043,265,-3,interior,-0.010000197,-0.010000197,0.069994114,42.88107433333334,68.8377935842318,119.62177,0.80051279,-0.00028057309,0.00083196146,2.8966534e-07,157.0,1216.1434,32.0,5.0,0.00083196146,-62002.62036937,-11922557.0,0.017756052,0.0012614294145928085,0.289713
ramp_improved_adaptive,16,0.008043,266,-3,interior,-0.010001446,-0.010001446,0.079991773,42.311517333333335,68.42869032109158,119.16355,0.80112785,-0.00062157313,0.0021021832,1.9366779e-07,93.0,1394.0146,32.0,5.0,0.0021021832,-112179.0620065,-23207948.0,0.034796927,0.0018456739704593979,0.289713
ramp_improved_adaptive,16,0.008043,268,-3,top_cap_zone,-0.010004418,-0.010004402,0.099978924,51.21029333333333,71.40834899258792,120.35806,0.79952174,0.00026488423,0.0028036439,3.767633e-07,122.0,2357.4329,32.0,5.0,0.0028036439,-202357.6200686,-49913532.0,0.075115003,0.004214227996608065,0.289713
ramp_improved_adaptive,16,0.008043,332,-3,lateral_boundary,1.4631477e-09,-0.020004008,0.079991795,43.12334833333333,68.80604816697208,119.36253,0.80085945,-0.00047333402,0.0016313046,8.0826487e-07,259.0,2879.0405,32.0,5.0,0.0016313046,-109187.7262575,-23173546.0,0.034732614,0.001974079559479222,0.289713
ramp_improved_adaptive,16,0.008043,342,-3,interior,-8.4557646e-11,-0.0099999402,0.069994308,42.423530666666665,68.6605821740442,119.59303,0.80055189,-0.00030193894,0.0008010735,4.0315425e-07,182.0,1465.2985,32.0,5.0,0.0008010735,-64125.70736565,-12972073.0,0.019344611,0.0012214648807956073,0.289713
ramp_improved_adaptive,16,0.008043,343,-3,interior,-3.9621831e-10,-0.010000878,0.079991989,42.76136366666666,68.52777070243563,119.02528,0.80131298,-0.00072470971,0.0025466026,8.3317605e-07,270.0,3074.5491,32.0,5.0,0.0025466026,-113135.1710455,-23167598.0,0.034738071,0.0017366852500214226,0.289713
ramp_improved_adaptive,16,0.008043,344,-3,top_cap_zone,1.2388841e-09,-0.01000271,0.08998622,42.222639666666666,68.40768744913443,119.18918,0.80109304,-0.00060246349,0.003021433,1.5114126e-07,71.0,1532.3403,32.0,5.0,0.003021433,-175612.2960637,-51288532.0,0.077262364,0.002872737893911308,0.289713
ramp_improved_adaptive,16,0.008043,345,-3,top_cap_zone,5.7553412e-10,-0.01000338,0.09997879,53.36624366666666,71.77010287577187,120.39452,0.79947126,0.00029180598,0.0024207789,1.6246099e-07,71.0,1522.3276,32.0,5.0,0.0024207789,-201856.103829,-50175412.0,0.075510167,0.004133139206517774,0.289713
ramp_improved_adaptive,16,0.008043,408,-3,lateral_boundary,0.010002394,-0.020003434,0.069992691,42.593075666666664,68.7742539833288,119.71009,0.80039519,-0.00021500251,0.00060617732,4.3501026e-07,197.0,1479.3588,32.0,5.0,0.00060617732,-57854.24655607,-12930587.0,0.019270405,0.0018298100604150457,0.289713
ramp_improved_adaptive,16,0.008043,419,-3,interior,0.010000198,-0.010000198,0.069994107,43.65904166666667,69.1079415924804,119.62503,0.80050778,-0.00027814379,0.00083038403,2.2354557e-07,133.0,1065.702,32.0,5.0,0.00083038403,-61963.80784936,-11984788.0,0.017849382,0.0012636481504005746,0.289713
ramp_improved_adaptive,16,0.008043,420,-3,interior,0.010001448,-0.010001448,0.079991765,42.31733166666667,68.43281636418806,119.16806,0.80112159,-0.00061819959,0.0020956816,1.9416183e-07,98.0,1397.8868,32.0,5.0,0.0020956816,-112071.9087051,-23254720.0,0.03486643,0.001851533896778698,0.289713
ramp_improved_adaptive,16,0.008043,422,-3,top_cap_zone,0.010004426,-0.010004426,0.099978916,51.38631,71.44076541271825,120.3598,0.79951936,0.00026616215,0.0028027529,3.3528784e-07,107.0,2217.856,32.0,5.0,0.0028027529,-202200.5073673,-50102940.0,0.075398281,0.004229843794695047,0.289713
ramp_improved_adaptive,16,0.008043,485,-3,lateral_boundary,0.020003434,-0.010002394,0.069992691,42.59307033333334,68.77425094162714,119.71009,0.80039519,-0.0002150025,0.0006061772,4.3501026e-07,197.0,1479.3589,32.0,5.0,0.0006061772,-57854.24600183,-12930586.0,0.019270403,0.0018298101129921812,0.289713
