case,part,time,idp,return_status,region,x,y,z,p_proxy,q_proxy,pc,void_ratio,plastic_vol_strain,eq_plastic_strain,plastic_multiplier,return_iterations,yield_residual,substep_count,trigger_reason,Kplastic,PorePress,PorePressRate,DivVel,velocity,pairwise_reaction_avg
improved_adaptive,5,0.002513,507,-3,lateral_boundary,0.020001043,0.010000708,0.069998831,58.510469,71.94236799724258,119.93947,0.80007166,-4.4854951e-05,0.00012673337,3.5799397e-07,181.0,1163.6465,32.0,5.0,0.00012673337,-1642.408709229,3909163.8,-0.0059462753,0.0012450555520557296,0.2469469
improved_adaptive,5,0.002513,510,-3,edge,0.020003045,0.010002074,0.099994898,57.00707166666666,72.38255402805252,120.82998,0.79888952,0.00061287696,0.0018708395,8.2748915e-07,187.0,3549.9353,32.0,5.0,0.0018708395,-54999.68857934,-42031240.0,0.063147701,0.004321828041624946,0.2469469
improved_adaptive,6,0.003016,157,-3,edge,-0.030005481,-0.010002431,0.089996055,29.634131633333336,61.84948647825207,119.27735,0.80098861,-0.00053675665,0.0012338932,5.5905954e-08,44.0,791.39453,32.0,5.0,0.0012338932,-65382.7741995,-48112272.0,0.072310463,0.0040830853476456885,0.2798525
improved_adaptive,6,0.003016,158,-3,edge,-0.030007003,-0.010003359,0.099994428,29.59911976666667,61.81490661438973,119.24805,0.80102766,-0.00055860286,0.001961245,5.5409085e-08,40.0,919.95062,32.0,5.0,0.001961245,-83866.72540445,-50601364.0,0.07601703,0.005100245544770055,0.2798525
improved_adaptive,6,0.003016,190,-3,edge,-0.020004114,-0.020004114,0.089995816,30.609914000000003,62.479033755197726,119.17121,0.80112988,-0.0006158466,0.0015333901,2.6141996e-07,139.0,1795.7994,32.0,5.0,0.0015333901,-66897.39516738,-51037840.0,0.076735139,0.004042501117485574,0.2798525
improved_adaptive,6,0.003016,245,-3,edge,-0.010002431,-0.030005481,0.089996055,29.634131800000002,61.849486098673,119.27735,0.80098861,-0.00053675659,0.0012338932,5.5905957e-08,44.0,791.39465,32.0,5.0,0.0012338932,-65382.77472751,-48112272.0,0.072310463,0.004083085501164013,0.2798525
improved_adaptive,6,0.003016,246,-3,edge,-0.010003359,-0.030007003,0.099994428,29.599123966666667,61.81491159571553,119.24805,0.80102766,-0.00055860291,0.0019612452,5.5409103e-08,41.0,919.95062,32.0,5.0,0.0019612452,-83866.7233092,-50601360.0,0.076017022,0.005100245622009428,0.2798525
improved_adaptive,6,0.003016,268,-3,top_cap_zone,-0.010001366,-0.010001366,0.099992618,65.37440533333334,72.64109173509247,121.42683,0.79809213,0.0010512372,0.0022892605,1.0764087e-07,57.0,1238.3688,32.0,5.0,0.0022892605,-71733.94803621,-42279652.0,0.063518398,0.003924931345968142,0.2798525
improved_adaptive,6,0.003016,322,-3,edge,-9.1897967e-15,-0.030005815,0.089995965,30.80119266666667,62.61315541083226,119.19077,0.80110341,-0.00060128351,0.0015208595,2.6519746e-07,138.0,1824.3389,32.0,5.0,0.0015208595,-68508.77416033,-53901232.0,0.081050158,0.004009087599440702,0.2798525
improved_adaptive,6,0.003016,334,-3,edge,6.1577005e-14,-0.020003289,0.099992782,57.17279233333333,72.61070925382916,121.21251,0.79838377,0.00089405855,0.0025410934,1.0930322e-07,54.0,1253.5929,32.0,5.0,0.0025410934,-75617.69254777,-44457324.0,0.066804543,0.004167287543864652,0.2798525
improved_adaptive,6,0.003016,343,-3,interior,1.867327e-13,-0.010000366,0.079997197,55.023531999999996,71.65510747132699,119.82477,0.80022842,-0.00012988635,0.00042556069,1.758653e-07,85.0,1268.7385,32.0,5.0,0.00042556069,-21458.92012557,-9063554.0,0.013494889,0.001388642831667433,0.2798525
improved_adaptive,6,0.003016,344,-3,top_cap_zone,1.3204212e-13,-0.010000726,0.089995131,58.578526333333336,71.99074016362337,120.01869,0.79996568,1.3850246e-05,0.00077159784,3.4216839e-07,106.0,2251.688,32.0,5.0,0.00077159784,-55990.80879941,-37488072.0,0.056361392,0.0025269862334239097,0.2798525
improved_adaptive,6,0.003016,345,-3,top_cap_zone,-1.3499283e-13,-0.010000945,0.099992536,61.398397666666675,72.70826844128118,121.19108,0.79840744,0.00087833282,0.0023832363,2.4482961e-08,24.0,614.50653,32.0,5.0,0.0023832363,-69702.33101104,-41539256.0,0.062398616,0.0038364073448490786,0.2798525
improved_adaptive,6,0.003016,399,-3,edge,0.010002431,-0.030005481,0.089996055,29.634128333333333,61.84948304249228,119.27735,0.80098861,-0.00053675676,0.0012338932,5.5905925e-08,44.0,791.39435,32.0,5.0,0.0012338932,-65382.77807122,-48112276.0,0.07231047,0.004083085524297107,0.2798525
improved_adaptive,6,0.003016,400,-3,edge,0.010003359,-0.030007003,0.099994428,29.599128233333335,61.81491572475417,119.24805,0.80102766,-0.00055860274,0.001961245,5.5409121e-08,42.0,919.95087,32.0,5.0,0.001961245,-83866.72505762,-50601364.0,0.07601703,0.005100245435788467,0.2798525
improved_adaptive,6,0.003016,422,-3,top_cap_zone,0.010001366,-0.010001366,0.099992618,65.37441066666666,72.64108386301298,121.42683,0.79809213,0.0010512371,0.0022892603,1.0764068e-07,57.0,1238.3677,32.0,5.0,0.0022892603,-71733.94156666,-42279648.0,0.06351839,0.003924931540874208,0.2798525
improved_adaptive,6,0.003016,476,-3,edge,0.020004114,-0.020004114,0.089995816,30.60991466666667,62.47903429631941,119.17121,0.80112988,-0.0006158466,0.0015333901,2.6142001e-07,139.0,1795.7998,32.0,5.0,0.0015333901,-66897.39309607,-51037824.0,0.076735117,0.004042501307518129,0.2798525
improved_adaptive,6,0.003016,531,-3,edge,0.030005481,-0.010002431,0.089996055,29.634128166666667,61.84948256017002,119.27735,0.80098861,-0.00053675665,0.0012338932,5.5905922e-08,44.0,791.39435,32.0,5.0,0.0012338932,-65382.77292361,-48112264.0,0.072310455,0.004083085469923248,0.2798525
improved_adaptive,6,0.003016,532,-3,edge,0.030007003,-0.010003359,0.099994428,29.59912353333333,61.814911507213715,119.24805,0.80102766,-0.00055860291,0.001961245,5.540911e-08,41.0,919.95081,32.0,5.0,0.001961245,-83866.72714466,-50601368.0,0.076017037,0.005100245435788467,0.2798525
improved_adaptive,6,0.003016,168,-3,edge,-0.030005815,-4.2068183e-14,0.089995965,30.8011887,62.61315237442505,119.19077,0.80110341,-0.00060128362,0.0015208597,2.6519749e-07,138.0,1824.3391,32.0,5.0,0.0015208597,-68508.77972677,-53901236.0,0.081050165,0.0040090874771609225,0.2798525
improved_adaptive,6,0.003016,179,-3,edge,-0.030005481,0.010002431,0.089996055,29.634128,61.84948288237376,119.27735,0.80098861,-0.00053675665,0.0012338931,5.5905936e-08,44.0,791.39447,32.0,5.0,0.0012338931,-65382.77561513,-48112276.0,0.07231047,0.0040830853476456885,0.2798525
improved_adaptive,6,0.003016,180,-3,edge,-0.030007003,0.010003359,0.099994428,29.5991284,61.81491591716478,119.24805,0.80102766,-0.00055860286,0.001961245,5.5409121e-08,42.0,919.95087,32.0,5.0,0.001961245,-83866.72872088,-50601364.0,0.07601703,0.005100245311641166,0.2798525
improved_adaptive,6,0.003016,213,-3,edge,-0.020003289,-4.0108541e-14,0.099992782,57.172787666666665,72.61070138563669,121.21251,0.79838377,0.00089405861,0.0025410934,1.0930307e-07,54.0,1253.592,32.0,5.0,0.0025410934,-75617.68801654,-44457312.0,0.066804528,0.004167287683036661,0.2798525
improved_adaptive,6,0.003016,234,-3,edge,-0.020004114,0.020004114,0.089995816,30.60991466666667,62.47903370935736,119.17121,0.80112988,-0.0006158466,0.0015333901,2.6141996e-07,139.0,1795.7994,32.0,5.0,0.0015333901,-66897.39568764,-51037824.0,0.076735117,0.004042501307518129,0.2798525
improved_adaptive,6,0.003016,277,-3,interior,-0.010000366,-1.0131329e-13,0.079997197,55.023526333333336,71.65510143931184,119.82477,0.80022842,-0.00012988634,0.00042556057,1.7586517e-07,85.0,1268.7379,32.0,5.0,0.00042556057,-21458.91980121,-9063558.0,0.013494896,0.0013886429297559053,0.2798525
improved_adaptive,6,0.003016,278,-3,top_cap_zone,-0.010000726,-4.0616336e-13,0.089995131,58.578526333333336,71.9907400289646,120.01869,0.79996568,1.385027e-05,0.0007715979,3.4216836e-07,106.0,2251.6877,32.0,5.0,0.0007715979,-55990.80727087,-37488072.0,0.056361388,0.0025269864093555566,0.2798525
improved_adaptive,6,0.003016,279,-3,top_cap_zone,-0.010000945,2.9131875e-13,0.099992536,61.398397666666675,72.70826849359793,121.19108,0.79840744,0.00087833265,0.0023832363,2.4482963e-08,24.0,614.50659,32.0,5.0,0.0023832363,-69702.323349,-41539252.0,0.062398609,0.003836407650284124,0.2798525
improved_adaptive,6,0.003016,290,-3,top_cap_zone,-0.010001366,0.010001366,0.099992618,65.374402,72.64108200796367,121.42683,0.79809213,0.0010512371,0.00228926,1.0764066e-07,57.0,1238.3674,32.0,5.0,0.00228926,-71733.94070083,-42279648.0,0.06351839,0.0039249314873217155,0.2798525
improved_adaptive,6,0.003016,354,-3,interior,-3.1788924e-13,-1.5261323e-13,0.079997115,53.14429266666667,71.47418600000003,119.89861,0.80013186,-7.5141797e-05,0.00025443127,1.943189e-07,88.0,1312.7518,32.0,5.0,0.00025443127,-17058.68755545,-413079.81,0.00044244144,0.0013936099000000017,0.2798525
improved_adaptive,6,0.003016,355,-3,top_cap_zone,-2.2452785e-13,-7.5919461e-14,0.089995012,63.06069399999999,72.052719,120.23218,0.7996766,0.00017183193,0.0010959416,3.3028817e-07,105.0,2173.188,32.0,5.0,0.0010959416,-47725.46819474,-25099208.0,0.037654329,0.002521074400000002,0.2798525
improved_adaptive,6,0.003016,365,-3,interior,6.7746752e-14,0.010000366,0.079997197,55.023526333333336,71.65510173560708,119.82477,0.80022842,-0.00012988635,0.0004255606,1.758652e-07,85.0,1268.738,32.0,5.0,0.0004255606,-21458.92029657,-9063553.0,0.013494888,0.0013886426259306789,0.2798525
improved_adaptive,6,0.003016,366,-3,top_cap_zone,-2.7788038e-15,0.010000726,0.089995131,58.578525000000006,71.99074204328477,120.01869,0.79996568,1.3850323e-05,0.00077159778,3.4216833e-07,106.0,2251.6873,32.0,5.0,0.00077159778,-55990.80610695,-37488064.0,0.056361381,0.002526986709978774,0.2798525
improved_adaptive,6,0.003016,367,-3,top_cap_zone,1.2334392e-13,0.010000945,0.099992536,61.398396333333345,72.70827039632195,121.19108,0.79840744,0.00087833271,0.0023832363,2.4482976e-08,24.0,614.50665,32.0,5.0,0.0023832363,-69702.32124359,-41539240.0,0.062398594,0.0038364076502841234,0.2798525
improved_adaptive,6,0.003016,378,-3,edge,2.7551878e-14,0.020003289,0.099992782,57.17278666666667,72.61070271142395,121.21251,0.79838377,0.00089405855,0.0025410934,1.093031e-07,54.0,1253.5922,32.0,5.0,0.0025410934,-75617.69000026,-44457320.0,0.066804536,0.004167287586037283,0.2798525
improved_adaptive,6,0.003016,431,-3,interior,0.010000366,7.2241827e-14,0.079997197,55.023526333333336,71.65510173560706,119.82477,0.80022842,-0.00012988635,0.0004255606,1.758652e-07,85.0,1268.7382,32.0,5.0,0.0004255606,-21458.92005926,-9063554.0,0.01349489,0.0013886428197176766,0.2798525
improved_adaptive,6,0.003016,432,-3,top_cap_zone,0.010000726,9.6752698e-14,0.089995131,58.578526333333336,71.99074024972468,120.01869,0.79996568,1.3850323e-05,0.00077159778,3.4216828e-07,106.0,2251.6873,32.0,5.0,0.00077159778,-55990.80626,-37488060.0,0.05636137,0.002526986414602088,0.2798525
improved_adaptive,6,0.003016,433,-3,top_cap_zone,0.010000945,7.0033172e-14,0.099992536,61.398396333333345,72.70827039632195,121.19108,0.79840744,0.00087833276,0.0023832363,2.4482974e-08,24.0,614.50659,32.0,5.0,0.0023832363,-69702.31957135,-41539248.0,0.062398601,0.003836407650284124,0.2798525
improved_adaptive,6,0.003016,444,-3,top_cap_zone,0.010001366,0.010001366,0.099992618,65.374402,72.6410820731899,121.42683,0.79809213,0.0010512371,0.0022892603,1.0764067e-07,57.0,1238.3677,32.0,5.0,0.0022892603,-71733.9382707,-42279644.0,0.063518383,0.003924931799070512,0.2798525
improved_adaptive,6,0.003016,499,-3,edge,0.020003289,2.5280564e-13,0.099992782,57.17278666666667,72.61070282917164,121.21251,0.79838377,0.00089405855,0.0025410932,1.0930311e-07,54.0,1253.5922,32.0,5.0,0.0025410932,-75617.68899237,-44457320.0,0.066804536,0.004167287725209289,0.2798525
improved_adaptive,6,0.003016,520,-3,edge,0.020004114,0.020004114,0.089995816,30.609919333333334,62.47903694098979,119.17121,0.80112988,-0.00061584642,0.00153339,2.6141996e-07,139.0,1795.7994,32.0,5.0,0.00153339,-66897.38926799,-51037820.0,0.076735109,0.004042501434206506,0.2798525
improved_adaptive,6,0.003016,542,-3,edge,0.030005815,-2.435464e-14,0.089995965,30.80118916666667,62.61315146851055,119.19077,0.80110341,-0.00060128362,0.0015208598,2.6519734e-07,138.0,1824.3384,32.0,5.0,0.0015208598,-68508.77827394,-53901248.0,0.08105018,0.004009087441176194,0.2798525
improved_adaptive,6,0.003016,553,-3,edge,0.030005481,0.010002431,0.089996055,29.63413276666667,61.849487041353534,119.27735,0.80098861,-0.00053675665,0.0012338931,5.5905957e-08,44.0,791.39465,32.0,5.0,0.0012338931,-65382.77329359,-48112284.0,0.072310485,0.0040830853788864545,0.2798525
improved_adaptive,6,0.003016,554,-3,edge,0.030007003,0.010003359,0.099994428,29.59912393333333,61.81491208294349,119.24805,0.80102766,-0.00055860286,0.001961245,5.540911e-08,41.0,919.95074,32.0,5.0,0.001961245,-83866.72607372,-50601380.0,0.076017052,0.005100245220626342,0.2798525
improved_adaptive,6,0.003016,311,-3,edge,-0.010002431,0.030005481,0.089996055,29.634132300000005,61.849486372818404,119.27735,0.80098861,-0.00053675665,0.0012338932,5.590595e-08,44.0,791.39459,32.0,5.0,0.0012338932,-65382.77483407,-48112264.0,0.072310455,0.0040830853476456885,0.2798525
improved_adaptive,6,0.003016,312,-3,edge,-0.010003359,0.030007003,0.099994428,29.599124166666666,61.81491184761869,119.24805,0.80102766,-0.00055860303,0.001961245,5.5409107e-08,41.0,919.95068,32.0,5.0,0.001961245,-83866.73181938,-50601376.0,0.076017044,0.005100245453755226,0.2798525
improved_adaptive,6,0.003016,388,-3,edge,-2.0197145e-14,0.030005815,0.089995965,30.80118463333333,62.61314670974657,119.19077,0.80110341,-0.00060128362,0.0015208597,2.6519729e-07,138.0,1824.338,32.0,5.0,0.0015208597,-68508.77671889,-53901236.0,0.081050165,0.004009087441176194,0.2798525
improved_adaptive,6,0.003016,465,-3,edge,0.010002431,0.030005481,0.089996055,29.6341226,61.849481010489065,119.27735,0.80098861,-0.00053675665,0.0012338931,5.5905979e-08,44.0,791.39478,32.0,5.0,0.0012338931,-65382.77545904,-48112280.0,0.072310477,0.004083085615333897,0.2798525
improved_adaptive,6,0.003016,466,-3,edge,0.010003359,0.030007003,0.099994428,29.599124533333335,61.814911792551456,119.24805,0.80102766,-0.00055860291,0.0019612447,5.5409103e-08,41.0,919.95068,32.0,5.0,0.0019612447,-83866.72728262,-50601368.0,0.076017037,0.005100245435788467,0.2798525
improved_adaptive,7,0.003519,157,-3,edge,-0.030007018,-0.01000309,0.089994758,29.634131633333336,61.84948647825207,119.27735,0.80098861,-0.00053675665,0.0012338932,7.4740711e-08,57.0,931.6792,32.0,5.0,0.0012338932,-71858.26309505,-51554104.0,0.077414103,0.00431549385935061,0.2798525
improved_adaptive,7,0.003519,189,-3,lateral_boundary,-0.020001139,-0.020001139,0.079995923,77.97429333333334,68.85107562575776,120.19325,0.79971224,0.00014305039,0.00045393733,4.4629468e-07,193.0,1479.7314,32.0,5.0,0.00045393733,-31686.93581328,4562828.0,-0.0068963566,0.0023327257660763646,0.2798525
improved_adaptive,7,0.003519,190,-3,edge,-0.02000526,-0.02000526,0.089994498,29.710340333333335,61.83392117352393,119.07862,0.80125523,-0.00068489235,0.0016552765,4.7731238e-08,39.0,785.52185,32.0,5.0,0.0016552765,-72019.52511462,-54824996.0,0.082330719,0.004244027143233263,0.2798525
improved_adaptive,7,0.003519,199,-3,lateral_boundary,-0.020001628,-0.01000112,0.069997646,57.240477,71.88855126464915,119.93848,0.80007434,-4.5588135e-05,0.00014214222,3.8992997e-07,177.0,1278.3251,32.0,5.0,0.00014214222,-10590.83541493,-13703178.0,0.020445088,0.0015241966686941222,0.2798525
improved_adaptive,7,0.003519,201,-3,edge,-0.02000398,-0.010002721,0.089994453,42.70791566666666,68.78182214707874,119.63451,0.80049604,-0.00027111909,0.0017006163,1.5468378e-07,76.0,1430.0741,32.0,5.0,0.0017006163,-70608.30005647,-48646616.0,0.073086143,0.0032725983317925685,0.2798525
improved_adaptive,7,0.003519,202,-3,edge,-0.020005235,-0.010003524,0.099991202,42.65935233333334,69.16347055640458,120.53054,0.79930198,0.00039221,0.0027827984,2.0040547e-07,87.0,1743.799,32.0,5.0,0.0027827984,-91434.13416829,-48155156.0,0.072386287,0.00465080582739128,0.2798525
improved_adaptive,7,0.003519,245,-3,edge,-0.01000309,-0.030007018,0.089994758,29.634131800000002,61.849486098673,119.27735,0.80098861,-0.00053675659,0.0012338932,7.4740711e-08,57.0,931.67926,32.0,5.0,0.0012338932,-71858.26242426,-51554104.0,0.077414103,0.004315494012578273,0.2798525
improved_adaptive,7,0.003519,254,-3,lateral_boundary,-0.01000112,-0.020001628,0.069997646,57.24047833333333,71.888549128613,119.93848,0.80007434,-4.5588127e-05,0.00014214222,3.8992974e-07,177.0,1278.3246,32.0,5.0,0.00014214222,-10590.83501218,-13703175.0,0.020445084,0.0015241966604038477,0.2798525
improved_adaptive,7,0.003519,256,-3,edge,-0.010002721,-0.02000398,0.089994453,42.707919000000004,68.781828795587,119.63451,0.80049604,-0.000271119,0.0017006161,1.5468395e-07,76.0,1430.075,32.0,5.0,0.0017006161,-70608.29989759,-48646616.0,0.073086143,0.0032725985016252117,0.2798525
improved_adaptive,7,0.003519,257,-3,edge,-0.010003524,-0.020005235,0.099991202,42.65935233333334,69.16347071598916,120.53054,0.79930198,0.00039221006,0.0027827986,2.0040549e-07,87.0,1743.7991,32.0,5.0,0.0027827986,-91434.13461364,-48155160.0,0.072386295,0.00465080582739128,0.2798525
improved_adaptive,7,0.003519,266,-3,interior,-0.010000696,-0.010000696,0.079996549,50.093758666666666,70.90404317171786,119.78783,0.80028301,-0.00015729276,0.00050688122,4.8097758e-07,155.0,2190.1074,32.0,5.0,0.00050688122,-35986.00126582,-15900401.0,0.023809358,0.0014706203299943146,0.2798525
improved_adaptive,7,0.003519,268,-3,top_cap_zone,-0.010001742,-0.010001742,0.099990696,65.37440533333334,72.64109173509247,121.42683,0.79809213,0.0010512372,0.0022892605,3.2951704e-07,105.0,2216.5732,32.0,5.0,0.0022892605,-87308.38756851,-45986624.0,0.069118224,0.004008819608348962,0.2798525
improved_adaptive,7,0.003519,322,-3,edge,-2.7225275e-14,-0.030007459,0.089994699,29.646640466666668,61.79588265550142,119.09679,0.80123085,-0.00067135447,0.0016445568,4.848771e-08,40.0,798.76837,32.0,5.0,0.0016445568,-72522.61286769,-58027876.0,0.087138839,0.004236274425049304,0.2798525
improved_adaptive,7,0.003519,331,-3,lateral_boundary,-1.4612896e-14,-0.020000957,0.069997825,55.98655233333333,71.80110232894904,119.93294,0.80008286,-4.9674363e-05,0.00014915013,3.9597509e-07,178.0,1296.3605,32.0,5.0,0.00014915013,-10715.4561682,-10582779.0,0.015761167,0.0010551209413792824,0.2798525
improved_adaptive,7,0.003519,334,-3,edge,6.131433e-14,-0.020004198,0.09999086,51.18295033333334,71.81397226413371,121.15588,0.79846495,0.00085248816,0.002829487,3.8525476e-07,121.0,2446.9333,32.0,5.0,0.002829487,-90521.82377159,-47594440.0,0.071550183,0.004290167665447608,0.2798525
improved_adaptive,7,0.003519,342,-3,interior,-1.3149513e-13,-0.010000083,0.069997899,57.334252666666664,71.86807929769596,119.89405,0.80013347,-7.8514269e-05,0.00033515453,3.2296975e-07,154.0,1208.036,32.0,5.0,0.00033515453,-13142.6611721,-9823166.0,0.014641868,0.0007931098090552219,0.2798525
improved_adaptive,7,0.003519,344,-3,top_cap_zone,1.072049e-13,-0.010000968,0.089993879,49.915125999999994,70.92298913575273,119.896,0.80013871,-7.7064717e-05,0.0014331858,3.6467137e-07,115.0,2410.2126,32.0,5.0,0.0014331858,-67019.0592366,-42894520.0,0.064436369,0.002557259895639368,0.2798525
improved_adaptive,7,0.003519,345,-3,top_cap_zone,-1.6667466e-13,-0.010001226,0.099990606,61.398397666666675,72.70826844128118,121.19108,0.79840744,0.00087833282,0.0023832363,2.9926417e-07,98.0,2129.5718,32.0,5.0,0.0023832363,-85337.8653508,-45613176.0,0.068542421,0.003900794671397591,0.2798525
improved_adaptive,7,0.003519,399,-3,edge,0.01000309,-0.030007018,0.089994758,29.634128333333333,61.84948304249228,119.27735,0.80098861,-0.00053675676,0.0012338932,7.474069e-08,57.0,931.67914,32.0,5.0,0.0012338932,-71858.2634404,-51554116.0,0.077414118,0.0043154938905107226,0.2798525
improved_adaptive,7,0.003519,408,-3,lateral_boundary,0.01000112,-0.020001628,0.069997646,57.240476,71.88855404601765,119.93848,0.80007434,-4.5588131e-05,0.00014214221,3.8993028e-07,177.0,1278.3256,32.0,5.0,0.00014214221,-10590.8352003,-13703176.0,0.020445086,0.0015241966604038477,0.2798525
improved_adaptive,7,0.003519,410,-3,edge,0.010002721,-0.02000398,0.089994453,42.707921666666664,68.78182459586301,119.63451,0.80049604,-0.00027111903,0.0017006159,1.5468382e-07,76.0,1430.0745,32.0,5.0,0.0017006159,-70608.2996461,-48646620.0,0.07308615,0.0032725985016252117,0.2798525
improved_adaptive,7,0.003519,411,-3,edge,0.010003524,-0.020005235,0.099991202,42.659351,69.16347268725815,120.53055,0.79930198,0.00039221006,0.0027827986,2.0040544e-07,87.0,1743.799,32.0,5.0,0.0027827986,-91434.13155615,-48155140.0,0.072386265,0.004650806087407034,0.2798525
improved_adaptive,7,0.003519,420,-3,interior,0.010000696,-0.010000696,0.079996549,50.09375933333333,70.90404203428402,119.78783,0.80028301,-0.00015729279,0.00050688133,4.8097741e-07,155.0,2190.1069,32.0,5.0,0.00050688133,-35986.00165127,-15900407.0,0.023809368,0.0014706205398718113,0.2798525
improved_adaptive,7,0.003519,422,-3,top_cap_zone,0.010001742,-0.010001742,0.099990696,65.37441066666666,72.64108386301298,121.42683,0.79809213,0.0010512371,0.0022892603,3.2951672e-07,105.0,2216.572,32.0,5.0,0.0022892603,-87308.38645515,-45986624.0,0.069118224,0.004008819908558629,0.2798525
improved_adaptive,7,0.003519,475,-3,lateral_boundary,0.020001139,-0.020001139,0.079995923,77.97429333333334,68.85107369850294,120.19325,0.79971224,0.00014305039,0.00045393727,4.4629462e-07,193.0,1479.7316,32.0,5.0,0.00045393727,-31686.93514945,4562829.5,-0.0068963584,0.002332725610936152,0.2798525
improved_adaptive,7,0.003519,476,-3,edge,0.02000526,-0.02000526,0.089994498,29.710341,61.83392132655354,119.07862,0.80125523,-0.00068489235,0.0016552765,4.7731231e-08,39.0,785.52179,32.0,5.0,0.0016552765,-72019.52260542,-54824980.0,0.082330696,0.004244027441716385,0.2798525
improved_adaptive,7,0.003519,485,-3,lateral_boundary,0.020001628,-0.01000112,0.069997646,57.24047733333333,71.88855064942774,119.93848,0.80007434,-4.5588138e-05,0.00014214225,3.8992999e-07,177.0,1278.3252,32.0,5.0,0.00014214225,-10590.83503518,-13703175.0,0.020445084,0.0015241965871307381,0.2798525
improved_adaptive,7,0.003519,487,-3,edge,0.02000398,-0.010002721,0.089994453,42.707921666666664,68.78182514993101,119.63451,0.80049604,-0.00027111903,0.0017006161,1.546838e-07,76.0,1430.0742,32.0,5.0,0.0017006161,-70608.29814696,-48646604.0,0.073086128,0.0032725982569780697,0.2798525
improved_adaptive,7,0.003519,488,-3,edge,0.020005235,-0.010003524,0.099991202,42.65936,69.16348084627336,120.53055,0.79930198,0.00039221029,0.0027827988,2.0040559e-07,87.0,1743.7997,32.0,5.0,0.0027827988,-91434.13393852,-48155160.0,0.072386295,0.004650805859429569,0.2798525
improved_adaptive,7,0.003519,531,-3,edge,0.030007018,-0.01000309,0.089994758,29.634128166666667,61.84948256017002,119.27735,0.80098861,-0.00053675665,0.0012338932,7.4740669e-08,57.0,931.67889,32.0,5.0,0.0012338932,-71858.2619029,-51554100.0,0.077414095,0.004315493835762055,0.2798525
improved_adaptive,7,0.003519,168,-3,edge,-0.030007459,-7.1662979e-14,0.089994699,29.646635633333336,61.795881264630815,119.09679,0.80123085,-0.00067135459,0.0016445569,4.8487728e-08,40.0,798.76843,32.0,5.0,0.0016445569,-72522.61320079,-58027868.0,0.087138832,0.004236274303456335,0.2798525
improved_adaptive,7,0.003519,179,-3,edge,-0.030007018,0.01000309,0.089994758,29.634128,61.84948288237376,119.27735,0.80098861,-0.00053675665,0.0012338931,7.474069e-08,57.0,931.67908,32.0,5.0,0.0012338931,-71858.26484583,-51554116.0,0.077414118,0.004315493835762055,0.2798525
improved_adaptive,7,0.003519,210,-3,lateral_boundary,-0.020000957,-1.7022728e-13,0.069997825,55.986551666666664,71.80110151887199,119.93294,0.80008286,-4.9674367e-05,0.00014915016,3.9597501e-07,178.0,1296.3604,32.0,5.0,0.00014915016,-10715.45681704,-10582783.0,0.015761172,0.0010551208458948256,0.2798525
improved_adaptive,7,0.003519,213,-3,edge,-0.020004198,3.2809933e-15,0.09999086,51.18295166666667,71.81397014364003,121.15588,0.79846495,0.00085248821,0.002829487,3.8525468e-07,121.0,2446.9331,32.0,5.0,0.002829487,-90521.82327821,-47594436.0,0.071550176,0.004290167802578638,0.2798525
improved_adaptive,7,0.003519,221,-3,lateral_boundary,-0.020001628,0.01000112,0.069997646,57.24047833333333,71.88854985658047,119.93848,0.80007434,-4.5588142e-05,0.00014214225,3.8992982e-07,177.0,1278.3248,32.0,5.0,0.00014214225,-10590.83572016,-13703176.0,0.020445086,0.001524196762016155,0.2798525
improved_adaptive,7,0.003519,223,-3,edge,-0.02000398,0.010002721,0.089994453,42.707921666666664,68.78182485455001,119.63451,0.80049604,-0.00027111906,0.001700616,1.5468379e-07,76.0,1430.0741,32.0,5.0,0.001700616,-70608.29971115,-48646612.0,0.073086135,0.0032725983317925685,0.2798525
improved_adaptive,7,0.003519,224,-3,edge,-0.020005235,0.010003524,0.099991202,42.659349,69.16347429257601,120.53054,0.79930198,0.00039221015,0.0027827986,2.0040562e-07,87.0,1743.7996,32.0,5.0,0.0027827986,-91434.13288782,-48155144.0,0.072386272,0.004650805421553587,0.2798525
improved_adaptive,7,0.003519,233,-3,lateral_boundary,-0.020001139,0.020001139,0.079995923,77.97429333333334,68.85107369496872,120.19325,0.79971224,0.00014305039,0.00045393727,4.4629454e-07,193.0,1479.7313,32.0,5.0,0.00045393727,-31686.93621496,4562827.5,-0.0068963557,0.0023327257660763646,0.2798525
improved_adaptive,7,0.003519,234,-3,edge,-0.02000526,0.02000526,0.089994498,29.710341,61.833920664361955,119.07862,0.80125523,-0.00068489235,0.0016552765,4.7731216e-08,39.0,785.52167,32.0,5.0,0.0016552765,-72019.52427975,-54824984.0,0.082330704,0.004244027221637755,0.2798525
improved_adaptive,7,0.003519,276,-3,interior,-0.010000083,2.8783582e-14,0.069997899,57.334252666666664,71.86807874380439,119.89405,0.80013347,-7.8514277e-05,0.00033515456,3.2296964e-07,154.0,1208.0356,32.0,5.0,0.00033515456,-13142.66072753,-9823160.0,0.01464186,0.0007931098114958923,0.2798525
