case,time,status,count
ramp_current_adaptive,0.016085,-1,4
ramp_current_adaptive,0.016588,-3,5
ramp_current_adaptive,0.016588,-1,4
ramp_current_adaptive,0.01709,-3,9
ramp_current_adaptive,0.01709,-1,4
ramp_current_adaptive,0.017593,-3,6
ramp_current_adaptive,0.017593,-1,4
ramp_current_adaptive,0.018096,-3,5
ramp_current_adaptive,0.018096,-1,4
ramp_current_adaptive,0.018598,-3,7
ramp_current_adaptive,0.018598,-1,4
ramp_current_adaptive,0.019,-3,4
ramp_current_adaptive,0.019,-1,4
ramp_current_adaptive,0.019503,-3,5
ramp_current_adaptive,0.019503,-1,4
ramp_current_adaptive,0.020006,-3,5
ramp_current_adaptive,0.020006,-1,4
improved_adaptive,0.001005,-3,4
improved_adaptive,0.001005,-1,92
improved_adaptive,0.001508,-3,18
improved_adaptive,0.001508,-1,74
improved_adaptive,0.002011,-3,38
improved_adaptive,0.002011,-1,33
improved_adaptive,0.002513,-3,51
improved_adaptive,0.002513,-1,8
improved_adaptive,0.003016,-3,46
improved_adaptive,0.003519,-3,74
improved_adaptive,0.004021,-3,43
improved_adaptive,0.004524,-3,33
improved_adaptive,0.005027,-3,32
improved_adaptive,0.005529,-3,34
improved_adaptive,0.005529,-1,4
improved_adaptive,0.006032,-3,31
improved_adaptive,0.006032,-1,8
improved_adaptive,0.006535,-3,46
improved_adaptive,0.006535,-1,8
improved_adaptive,0.007037,-3,47
improved_adaptive,0.007037,-1,8
improved_adaptive,0.00754,-3,26
improved_adaptive,0.00754,-1,8
improved_adaptive,0.008043,-3,29
improved_adaptive,0.008043,-1,8
improved_adaptive,0.008545,-3,26
improved_adaptive,0.008545,-1,8
improved_adaptive,0.009048,-3,25
improved_adaptive,0.009048,-1,8
improved_adaptive,0.00955,-3,22
improved_adaptive,0.00955,-1,8
improved_adaptive,0.010053,-3,17
improved_adaptive,0.010053,-1,8
improved_adaptive,0.010556,-3,22
improved_adaptive,0.010556,-1,8
improved_adaptive,0.011058,-3,22
improved_adaptive,0.011058,-1,16
improved_adaptive,0.011561,-3,28
improved_adaptive,0.011561,-1,16
improved_adaptive,0.012064,-3,24
improved_adaptive,0.012064,-1,16
improved_adaptive,0.012566,-3,29
improved_adaptive,0.012566,-1,16
improved_adaptive,0.013069,-3,20
improved_adaptive,0.013069,-1,16
improved_adaptive,0.013572,-3,17
improved_adaptive,0.013572,-1,16
improved_adaptive,0.014074,-3,13
improved_adaptive,0.014074,-1,16
improved_adaptive,0.014577,-3,22
improved_adaptive,0.014577,-1,16
improved_adaptive,0.015079,-3,21
improved_adaptive,0.015079,-1,16
improved_adaptive,0.015582,-3,22
improved_adaptive,0.015582,-1,20
improved_adaptive,0.016085,-3,20
improved_adaptive,0.016085,-1,20
improved_adaptive,0.016587,-3,23
improved_adaptive,0.016587,-1,20
improved_adaptive,0.01709,-3,21
improved_adaptive,0.01709,-1,17
improved_adaptive,0.017593,-3,23
improved_adaptive,0.017593,-1,18
improved_adaptive,0.018095,-3,28
improved_adaptive,0.018095,-1,19
ramp_improved_adaptive,0.001005,-1,128
ramp_improved_adaptive,0.001508,-1,74
ramp_improved_adaptive,0.002011,-1,33
ramp_improved_adaptive,0.002513,-3,13
ramp_improved_adaptive,0.002513,-1,12
ramp_improved_adaptive,0.003016,-3,13
ramp_improved_adaptive,0.003016,-1,4
ramp_improved_adaptive,0.003519,-3,16
ramp_improved_adaptive,0.004022,-3,28
ramp_improved_adaptive,0.004524,-3,47
ramp_improved_adaptive,0.005027,-3,42
ramp_improved_adaptive,0.00553,-3,42
ramp_improved_adaptive,0.006032,-3,58
ramp_improved_adaptive,0.006535,-3,43
ramp_improved_adaptive,0.007038,-3,30
ramp_improved_adaptive,0.00754,-3,56
ramp_improved_adaptive,0.008043,-3,51
ramp_improved_adaptive,0.008546,-3,57
ramp_improved_adaptive,0.009048,-3,46
ramp_improved_adaptive,0.009551,-3,49
ramp_improved_adaptive,0.009551,-1,4
ramp_improved_adaptive,0.010053,-3,39
ramp_improved_adaptive,0.010053,-1,4
ramp_improved_adaptive,0.010556,-3,37
ramp_improved_adaptive,0.010556,-1,4
ramp_improved_adaptive,0.011059,-3,34
ramp_improved_adaptive,0.011059,-1,4
ramp_improved_adaptive,0.011561,-3,31
ramp_improved_adaptive,0.011561,-1,7
ramp_improved_adaptive,0.012064,-3,33
ramp_improved_adaptive,0.012064,-1,8
ramp_improved_adaptive,0.012567,-3,29
ramp_improved_adaptive,0.012567,-1,8
ramp_improved_adaptive,0.013069,-3,31
ramp_improved_adaptive,0.013069,-1,8
ramp_improved_adaptive,0.013572,-3,32
ramp_improved_adaptive,0.013572,-1,8
ramp_improved_adaptive,0.014075,-3,29
ramp_improved_adaptive,0.014075,-1,8
ramp_improved_adaptive,0.014577,-3,34
ramp_improved_adaptive,0.014577,-1,8
ramp_improved_adaptive,0.01508,-3,35
ramp_improved_adaptive,0.01508,-1,8
ramp_improved_adaptive,0.015582,-3,28
ramp_improved_adaptive,0.015582,-1,8
ramp_improved_adaptive,0.016085,-3,29
ramp_improved_adaptive,0.016085,-1,8
ramp_improved_adaptive,0.016588,-3,30
ramp_improved_adaptive,0.016588,-1,8
ramp_improved_adaptive,0.01709,-3,38
ramp_improved_adaptive,0.01709,-1,16
ramp_improved_adaptive,0.017593,-3,30
ramp_improved_adaptive,0.017593,-1,16
ramp_improved_adaptive,0.018096,-3,27
ramp_improved_adaptive,0.018096,-1,16
ramp_improved_adaptive,0.018598,-3,26
ramp_improved_adaptive,0.018598,-1,16
ramp_improved_adaptive,0.019,-3,27
ramp_improved_adaptive,0.019,-1,16
ramp_improved_adaptive,0.019503,-3,21
ramp_improved_adaptive,0.019503,-1,20
ramp_improved_adaptive,0.020006,-3,21
ramp_improved_adaptive,0.020006,-1,20
half_speed_adaptive,0.001005,-1,100
half_speed_adaptive,0.002011,-3,8
half_speed_adaptive,0.002011,-1,33
half_speed_adaptive,0.009048,-3,4
half_speed_adaptive,0.010054,-3,6
half_speed_adaptive,0.011059,-3,1
half_speed_adaptive,0.01307,-3,8
half_speed_adaptive,0.014075,-3,8
half_speed_adaptive,0.016086,-3,8
half_speed_adaptive,0.017091,-3,8
half_speed_adaptive,0.019002,-3,8
half_speed_adaptive,0.020007,-3,8
half_speed_adaptive,0.021012,-3,8
half_speed_adaptive,0.022018,-3,8
half_speed_adaptive,0.023023,-3,8
half_speed_adaptive,0.024028,-3,8
half_speed_adaptive,0.025034,-3,8
half_speed_adaptive,0.026039,-3,8
half_speed_adaptive,0.027045,-3,8
half_speed_adaptive,0.02805,-3,8
half_speed_adaptive,0.029055,-3,8
half_speed_adaptive,0.030061,-3,8
half_speed_adaptive,0.031066,-3,8
half_speed_adaptive,0.032071,-3,8
half_speed_ramp_adaptive,0.001005,-1,160
half_speed_ramp_adaptive,0.002011,-1,37
half_speed_ramp_adaptive,0.003016,-1,12
half_speed_ramp_adaptive,0.005027,-3,1
half_speed_ramp_adaptive,0.006032,-3,8
half_speed_ramp_adaptive,0.007038,-3,4
half_speed_ramp_adaptive,0.008043,-3,4
half_speed_ramp_adaptive,0.011059,-3,4
half_speed_ramp_adaptive,0.01307,-3,20
half_speed_ramp_adaptive,0.014075,-3,12
half_speed_ramp_adaptive,0.015081,-3,8
half_speed_ramp_adaptive,0.016086,-3,8
half_speed_ramp_adaptive,0.017091,-3,8
half_speed_ramp_adaptive,0.018097,-3,8
half_speed_ramp_adaptive,0.019002,-3,8
half_speed_ramp_adaptive,0.020007,-3,8
half_speed_ramp_adaptive,0.021012,-3,8
half_speed_ramp_adaptive,0.022018,-3,8
half_speed_ramp_adaptive,0.023023,-3,8
half_speed_ramp_adaptive,0.024029,-3,8
half_speed_ramp_adaptive,0.025034,-3,8
half_speed_ramp_adaptive,0.026039,-3,8
half_speed_ramp_adaptive,0.027045,-3,8
half_speed_ramp_adaptive,0.02805,-3,8
half_speed_ramp_adaptive,0.029055,-3,8
half_speed_ramp_adaptive,0.030061,-3,8
half_speed_ramp_adaptive,0.031066,-3,8
half_speed_ramp_adaptive,0.033077,-3,8
quarter_speed_adaptive,0.002011,-1,33
quarter_speed_adaptive,0.008043,-3,8
quarter_speed_adaptive,0.014076,-3,9
quarter_speed_adaptive,0.016086,-3,16
quarter_speed_adaptive,0.018097,-3,2
quarter_speed_adaptive,0.020007,-3,1
quarter_speed_adaptive,0.022018,-3,1
