case,part,time,region,status_-6,status_-5,status_-4,status_-3,status_-2,status_-1,status_0,status_1,status_2
ramp_improved_adaptive,22,0.011059,lateral_boundary,0,0,0,2,0,0,0,0,194
ramp_improved_adaptive,22,0.011059,bottom_cap_zone,0,0,0,8,0,0,0,0,10
ramp_improved_adaptive,22,0.011059,interior,0,0,0,11,0,0,6,0,46
ramp_improved_adaptive,22,0.011059,top_cap_zone,0,0,0,13,0,0,0,0,5
ramp_improved_adaptive,23,0.011561,edge,0,0,0,0,0,7,0,0,105
ramp_improved_adaptive,23,0.011561,lateral_boundary,0,0,0,2,0,0,0,0,194
ramp_improved_adaptive,23,0.011561,bottom_cap_zone,0,0,0,6,0,0,0,0,12
ramp_improved_adaptive,23,0.011561,interior,0,0,0,12,0,0,2,0,49
ramp_improved_adaptive,23,0.011561,top_cap_zone,0,0,0,11,0,0,0,0,7
ramp_improved_adaptive,24,0.012064,edge,0,0,0,0,0,8,0,0,104
ramp_improved_adaptive,24,0.012064,lateral_boundary,0,0,0,0,0,0,0,0,196
ramp_improved_adaptive,24,0.012064,bottom_cap_zone,0,0,0,11,0,0,0,0,7
ramp_improved_adaptive,24,0.012064,interior,0,0,0,13,0,0,2,0,48
ramp_improved_adaptive,24,0.012064,top_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,25,0.012567,edge,0,0,0,0,0,8,0,0,104
ramp_improved_adaptive,25,0.012567,lateral_boundary,0,0,0,0,0,0,0,0,196
ramp_improved_adaptive,25,0.012567,bottom_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,25,0.012567,interior,0,0,0,11,0,0,2,0,50
ramp_improved_adaptive,25,0.012567,top_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,26,0.013069,edge,0,0,0,2,0,8,0,0,102
ramp_improved_adaptive,26,0.013069,lateral_boundary,0,0,0,0,0,0,0,0,196
ramp_improved_adaptive,26,0.013069,bottom_cap_zone,0,0,0,7,0,0,0,0,11
ramp_improved_adaptive,26,0.013069,interior,0,0,0,13,0,0,2,0,48
ramp_improved_adaptive,26,0.013069,top_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,27,0.013572,edge,0,0,0,2,0,8,0,0,102
ramp_improved_adaptive,27,0.013572,lateral_boundary,0,0,0,0,0,0,0,0,196
ramp_improved_adaptive,27,0.013572,bottom_cap_zone,0,0,0,10,0,0,0,0,8
ramp_improved_adaptive,27,0.013572,interior,0,0,0,11,0,0,2,0,50
ramp_improved_adaptive,27,0.013572,top_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,28,0.014075,edge,0,0,0,2,0,8,0,0,102
ramp_improved_adaptive,28,0.014075,lateral_boundary,0,0,0,0,0,0,0,0,196
ramp_improved_adaptive,28,0.014075,bottom_cap_zone,0,0,0,8,0,0,0,0,10
ramp_improved_adaptive,28,0.014075,interior,0,0,0,9,0,0,2,0,52
ramp_improved_adaptive,28,0.014075,top_cap_zone,0,0,0,10,0,0,0,0,8
ramp_improved_adaptive,29,0.014577,edge,0,0,0,4,0,8,0,0,100
ramp_improved_adaptive,29,0.014577,lateral_boundary,0,0,0,0,0,0,0,0,196
ramp_improved_adaptive,29,0.014577,bottom_cap_zone,0,0,0,7,0,0,0,0,11
ramp_improved_adaptive,29,0.014577,interior,0,0,0,13,0,0,2,0,48
ramp_improved_adaptive,29,0.014577,top_cap_zone,0,0,0,10,0,0,0,0,8
ramp_improved_adaptive,30,0.01508,edge,0,0,0,2,0,8,0,0,102
ramp_improved_adaptive,30,0.01508,lateral_boundary,0,0,0,0,0,0,0,0,196
ramp_improved_adaptive,30,0.01508,bottom_cap_zone,0,0,0,10,0,0,0,0,8
ramp_improved_adaptive,30,0.01508,interior,0,0,0,13,0,0,2,0,48
ramp_improved_adaptive,30,0.01508,top_cap_zone,0,0,0,10,0,0,0,0,8
ramp_improved_adaptive,31,0.015582,edge,0,0,0,8,0,8,0,0,96
ramp_improved_adaptive,31,0.015582,lateral_boundary,0,0,0,0,0,0,0,0,192
ramp_improved_adaptive,31,0.015582,bottom_cap_zone,0,0,0,4,0,0,0,0,14
ramp_improved_adaptive,31,0.015582,interior,0,0,0,7,0,0,2,0,58
ramp_improved_adaptive,31,0.015582,top_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,32,0.016085,edge,0,0,0,4,0,8,0,0,100
ramp_improved_adaptive,32,0.016085,lateral_boundary,0,0,0,0,0,0,0,0,192
ramp_improved_adaptive,32,0.016085,bottom_cap_zone,0,0,0,6,0,0,0,0,12
ramp_improved_adaptive,32,0.016085,interior,0,0,0,9,0,0,2,0,56
ramp_improved_adaptive,32,0.016085,top_cap_zone,0,0,0,10,0,0,0,0,8
ramp_improved_adaptive,33,0.016588,edge,0,0,0,8,0,8,0,0,96
ramp_improved_adaptive,33,0.016588,lateral_boundary,0,0,0,0,0,0,0,0,192
ramp_improved_adaptive,33,0.016588,bottom_cap_zone,0,0,0,6,0,0,0,0,12
ramp_improved_adaptive,33,0.016588,interior,0,0,0,6,0,0,2,0,59
ramp_improved_adaptive,33,0.016588,top_cap_zone,0,0,0,10,0,0,0,0,8
ramp_improved_adaptive,34,0.01709,edge,0,0,0,16,0,16,0,0,80
ramp_improved_adaptive,34,0.01709,lateral_boundary,0,0,0,0,0,0,0,0,192
ramp_improved_adaptive,34,0.01709,bottom_cap_zone,0,0,0,4,0,0,0,0,14
ramp_improved_adaptive,34,0.01709,interior,0,0,0,8,0,0,2,0,57
ramp_improved_adaptive,34,0.01709,top_cap_zone,0,0,0,10,0,0,0,0,8
ramp_improved_adaptive,35,0.017593,edge,0,0,0,6,0,16,0,0,90
ramp_improved_adaptive,35,0.017593,lateral_boundary,0,0,0,0,0,0,0,0,192
ramp_improved_adaptive,35,0.017593,bottom_cap_zone,0,0,0,8,0,0,0,0,10
ramp_improved_adaptive,35,0.017593,interior,0,0,0,7,0,0,2,0,58
ramp_improved_adaptive,35,0.017593,top_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,36,0.018096,edge,0,0,0,6,0,16,0,0,90
ramp_improved_adaptive,36,0.018096,lateral_boundary,0,0,0,0,0,0,0,0,192
ramp_improved_adaptive,36,0.018096,bottom_cap_zone,0,0,0,5,0,0,0,0,13
ramp_improved_adaptive,36,0.018096,interior,0,0,0,7,0,0,2,0,58
ramp_improved_adaptive,36,0.018096,top_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,37,0.018598,edge,0,0,0,0,0,16,0,0,96
ramp_improved_adaptive,37,0.018598,lateral_boundary,0,0,0,0,0,0,0,0,192
ramp_improved_adaptive,37,0.018598,bottom_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,37,0.018598,interior,0,0,0,8,0,0,2,0,57
ramp_improved_adaptive,37,0.018598,top_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,38,0.019,edge,0,0,0,0,0,16,0,0,96
ramp_improved_adaptive,38,0.019,lateral_boundary,0,0,0,4,0,0,0,0,188
ramp_improved_adaptive,38,0.019,bottom_cap_zone,0,0,0,7,0,0,0,0,11
ramp_improved_adaptive,38,0.019,interior,0,0,0,6,0,0,2,0,59
ramp_improved_adaptive,38,0.019,top_cap_zone,0,0,0,10,0,0,0,0,8
ramp_improved_adaptive,39,0.019503,edge,0,0,0,0,0,20,0,0,92
ramp_improved_adaptive,39,0.019503,lateral_boundary,0,0,0,0,0,0,0,0,192
ramp_improved_adaptive,39,0.019503,bottom_cap_zone,0,0,0,6,0,0,0,0,12
ramp_improved_adaptive,39,0.019503,interior,0,0,0,6,0,0,2,0,59
ramp_improved_adaptive,39,0.019503,top_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,40,0.020006,edge,0,0,0,0,0,20,0,0,92
ramp_improved_adaptive,40,0.020006,lateral_boundary,0,0,0,0,0,0,0,0,192
ramp_improved_adaptive,40,0.020006,bottom_cap_zone,0,0,0,8,0,0,0,0,10
ramp_improved_adaptive,40,0.020006,interior,0,0,0,4,0,0,2,0,61
ramp_improved_adaptive,40,0.020006,top_cap_zone,0,0,0,9,0,0,0,0,9
half_speed_adaptive,0,0.0,edge,0,0,0,0,0,0,112,0,0
half_speed_adaptive,0,0.0,lateral_boundary,0,0,0,0,0,0,196,0,0
half_speed_adaptive,0,0.0,bottom_cap_zone,0,0,0,0,0,0,18,0,0
half_speed_adaptive,0,0.0,interior,0,0,0,0,0,0,63,0,0
half_speed_adaptive,0,0.0,top_cap_zone,0,0,0,0,0,0,18,0,0
half_speed_adaptive,1,0.001005,edge,0,0,0,0,0,28,24,60,0
half_speed_adaptive,1,0.001005,lateral_boundary,0,0,0,0,0,28,128,40,0
half_speed_adaptive,1,0.001005,bottom_cap_zone,0,0,0,0,0,8,10,0,0
half_speed_adaptive,1,0.001005,interior,0,0,0,0,0,36,7,20,0
half_speed_adaptive,1,0.001005,top_cap_zone,0,0,0,0,0,0,5,13,0
half_speed_adaptive,2,0.002011,edge,0,0,0,8,0,24,0,80,0
half_speed_adaptive,2,0.002011,lateral_boundary,0,0,0,0,0,0,156,40,0
half_speed_adaptive,2,0.002011,bottom_cap_zone,0,0,0,0,0,9,0,9,0
half_speed_adaptive,2,0.002011,interior,0,0,0,0,0,0,45,18,0
half_speed_adaptive,2,0.002011,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,3,0.003016,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,3,0.003016,lateral_boundary,0,0,0,0,0,0,148,48,0
half_speed_adaptive,3,0.003016,bottom_cap_zone,0,0,0,0,0,0,10,8,0
half_speed_adaptive,3,0.003016,interior,0,0,0,0,0,0,45,18,0
half_speed_adaptive,3,0.003016,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,4,0.004022,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,4,0.004022,lateral_boundary,0,0,0,0,0,0,128,68,0
half_speed_adaptive,4,0.004022,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,4,0.004022,interior,0,0,0,0,0,0,41,22,0
half_speed_adaptive,4,0.004022,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,5,0.005027,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,5,0.005027,lateral_boundary,0,0,0,0,0,0,100,96,0
half_speed_adaptive,5,0.005027,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,5,0.005027,interior,0,0,0,0,0,0,36,27,0
half_speed_adaptive,5,0.005027,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,6,0.006032,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,6,0.006032,lateral_boundary,0,0,0,0,0,0,92,104,0
half_speed_adaptive,6,0.006032,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,6,0.006032,interior,0,0,0,0,0,0,28,35,0
half_speed_adaptive,6,0.006032,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,7,0.007038,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,7,0.007038,lateral_boundary,0,0,0,0,0,0,64,132,0
half_speed_adaptive,7,0.007038,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,7,0.007038,interior,0,0,0,0,0,0,28,35,0
half_speed_adaptive,7,0.007038,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,8,0.008043,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,8,0.008043,lateral_boundary,0,0,0,0,0,0,44,152,0
half_speed_adaptive,8,0.008043,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,8,0.008043,interior,0,0,0,0,0,0,20,43,0
half_speed_adaptive,8,0.008043,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,9,0.009048,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,9,0.009048,lateral_boundary,0,0,0,0,0,0,44,152,0
half_speed_adaptive,9,0.009048,bottom_cap_zone,0,0,0,4,0,0,0,14,0
half_speed_adaptive,9,0.009048,interior,0,0,0,0,0,0,36,27,0
half_speed_adaptive,9,0.009048,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,10,0.010054,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,10,0.010054,lateral_boundary,0,0,0,0,0,0,36,160,0
half_speed_adaptive,10,0.010054,bottom_cap_zone,0,0,0,4,0,0,0,14,0
half_speed_adaptive,10,0.010054,interior,0,0,0,0,0,0,32,31,0
half_speed_adaptive,10,0.010054,top_cap_zone,0,0,0,2,0,0,0,16,0
half_speed_adaptive,11,0.011059,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,11,0.011059,lateral_boundary,0,0,0,0,0,0,40,152,0
half_speed_adaptive,11,0.011059,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,11,0.011059,interior,0,0,0,0,0,0,20,47,0
half_speed_adaptive,11,0.011059,top_cap_zone,0,0,0,1,0,0,0,17,0
half_speed_adaptive,12,0.012064,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,12,0.012064,lateral_boundary,0,0,0,0,0,0,28,164,0
half_speed_adaptive,12,0.012064,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,12,0.012064,interior,0,0,0,0,0,0,20,47,0
half_speed_adaptive,12,0.012064,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,13,0.01307,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,13,0.01307,lateral_boundary,0,0,0,0,0,0,24,160,0
half_speed_adaptive,13,0.01307,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,13,0.01307,interior,0,0,0,0,0,0,24,51,0
half_speed_adaptive,13,0.01307,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,14,0.014075,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,14,0.014075,lateral_boundary,0,0,0,0,0,0,16,168,0
half_speed_adaptive,14,0.014075,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,14,0.014075,interior,0,0,0,0,0,0,20,55,0
half_speed_adaptive,14,0.014075,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,15,0.015081,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,15,0.015081,lateral_boundary,0,0,0,0,0,0,8,176,0
half_speed_adaptive,15,0.015081,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,15,0.015081,interior,0,0,0,0,0,0,20,55,0
half_speed_adaptive,15,0.015081,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,16,0.016086,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,16,0.016086,lateral_boundary,0,0,0,0,0,0,0,184,0
half_speed_adaptive,16,0.016086,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,16,0.016086,interior,0,0,0,0,0,0,20,55,0
half_speed_adaptive,16,0.016086,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,17,0.017091,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,17,0.017091,lateral_boundary,0,0,0,0,0,0,0,184,0
half_speed_adaptive,17,0.017091,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,17,0.017091,interior,0,0,0,0,0,0,20,55,0
half_speed_adaptive,17,0.017091,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,18,0.018097,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,18,0.018097,lateral_boundary,0,0,0,0,0,0,0,180,0
half_speed_adaptive,18,0.018097,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,18,0.018097,interior,0,0,0,0,0,0,20,59,0
half_speed_adaptive,18,0.018097,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,19,0.019002,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,19,0.019002,lateral_boundary,0,0,0,0,0,0,0,180,0
half_speed_adaptive,19,0.019002,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,19,0.019002,interior,0,0,0,0,0,0,20,59,0
half_speed_adaptive,19,0.019002,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,20,0.020007,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,20,0.020007,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,20,0.020007,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,20,0.020007,interior,0,0,0,0,0,0,20,63,0
half_speed_adaptive,20,0.020007,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,21,0.021012,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,21,0.021012,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,21,0.021012,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,21,0.021012,interior,0,0,0,0,0,0,20,63,0
half_speed_adaptive,21,0.021012,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,22,0.022018,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,22,0.022018,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,22,0.022018,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,22,0.022018,interior,0,0,0,0,0,0,20,63,0
half_speed_adaptive,22,0.022018,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,23,0.023023,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,23,0.023023,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,23,0.023023,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,23,0.023023,interior,0,0,0,0,0,0,20,63,0
half_speed_adaptive,23,0.023023,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,24,0.024028,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,24,0.024028,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,24,0.024028,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,24,0.024028,interior,0,0,0,0,0,0,20,63,0
half_speed_adaptive,24,0.024028,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,25,0.025034,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,25,0.025034,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,25,0.025034,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,25,0.025034,interior,0,0,0,0,0,0,20,63,0
half_speed_adaptive,25,0.025034,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,26,0.026039,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,26,0.026039,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,26,0.026039,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,26,0.026039,interior,0,0,0,0,0,0,16,67,0
half_speed_adaptive,26,0.026039,top_cap_zone,0,0,0,0,0,0,0,17,1
half_speed_adaptive,27,0.027045,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,27,0.027045,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,27,0.027045,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,27,0.027045,interior,0,0,0,0,0,0,12,71,0
half_speed_adaptive,27,0.027045,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,28,0.02805,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,28,0.02805,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,28,0.02805,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,28,0.02805,interior,0,0,0,0,0,0,12,71,0
half_speed_adaptive,28,0.02805,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,29,0.029055,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,29,0.029055,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,29,0.029055,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,29,0.029055,interior,0,0,0,0,0,0,12,71,0
half_speed_adaptive,29,0.029055,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,30,0.030061,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,30,0.030061,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,30,0.030061,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,30,0.030061,interior,0,0,0,0,0,0,12,71,0
half_speed_adaptive,30,0.030061,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,31,0.031066,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,31,0.031066,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,31,0.031066,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,31,0.031066,interior,0,0,0,0,0,0,12,71,0
half_speed_adaptive,31,0.031066,top_cap_zone,0,0,0,0,0,0,0,17,1
half_speed_adaptive,32,0.032071,edge,0,0,0,8,0,0,0,104,0
half_speed_adaptive,32,0.032071,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,32,0.032071,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,32,0.032071,interior,0,0,0,0,0,0,12,71,0
half_speed_adaptive,32,0.032071,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,33,0.033077,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,33,0.033077,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,33,0.033077,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,33,0.033077,interior,0,0,0,0,0,0,12,71,0
half_speed_adaptive,33,0.033077,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,34,0.034082,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,34,0.034082,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,34,0.034082,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,34,0.034082,interior,0,0,0,0,0,0,12,71,0
half_speed_adaptive,34,0.034082,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,35,0.035088,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,35,0.035088,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,35,0.035088,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,35,0.035088,interior,0,0,0,0,0,0,12,71,0
half_speed_adaptive,35,0.035088,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,36,0.036093,edge,0,0,0,0,0,0,0,112,0
half_speed_adaptive,36,0.036093,lateral_boundary,0,0,0,0,0,0,0,176,0
half_speed_adaptive,36,0.036093,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_adaptive,36,0.036093,interior,0,0,0,0,0,0,12,71,0
half_speed_adaptive,36,0.036093,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_ramp_adaptive,0,0.0,edge,0,0,0,0,0,0,112,0,0
half_speed_ramp_adaptive,0,0.0,lateral_boundary,0,0,0,0,0,0,196,0,0
half_speed_ramp_adaptive,0,0.0,bottom_cap_zone,0,0,0,0,0,0,18,0,0
half_speed_ramp_adaptive,0,0.0,interior,0,0,0,0,0,0,63,0,0
half_speed_ramp_adaptive,0,0.0,top_cap_zone,0,0,0,0,0,0,18,0,0
half_speed_ramp_adaptive,1,0.001005,edge,0,0,0,0,0,44,12,56,0
half_speed_ramp_adaptive,1,0.001005,lateral_boundary,0,0,0,0,0,44,112,40,0
half_speed_ramp_adaptive,1,0.001005,bottom_cap_zone,0,0,0,0,0,8,10,0,0
half_speed_ramp_adaptive,1,0.001005,interior,0,0,0,0,0,56,7,0,0
half_speed_ramp_adaptive,1,0.001005,top_cap_zone,0,0,0,0,0,8,10,0,0
half_speed_ramp_adaptive,2,0.002011,edge,0,0,0,0,0,28,0,84,0
half_speed_ramp_adaptive,2,0.002011,lateral_boundary,0,0,0,0,0,0,180,16,0
half_speed_ramp_adaptive,2,0.002011,bottom_cap_zone,0,0,0,0,0,9,0,9,0
half_speed_ramp_adaptive,2,0.002011,interior,0,0,0,0,0,0,63,0,0
half_speed_ramp_adaptive,2,0.002011,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_ramp_adaptive,3,0.003016,edge,0,0,0,0,0,12,0,100,0
half_speed_ramp_adaptive,3,0.003016,lateral_boundary,0,0,0,0,0,0,184,12,0
half_speed_ramp_adaptive,3,0.003016,bottom_cap_zone,0,0,0,0,0,0,10,8,0
half_speed_ramp_adaptive,3,0.003016,interior,0,0,0,0,0,0,63,0,0
half_speed_ramp_adaptive,3,0.003016,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_ramp_adaptive,4,0.004022,edge,0,0,0,0,0,0,0,112,0
half_speed_ramp_adaptive,4,0.004022,lateral_boundary,0,0,0,0,0,0,176,16,0
half_speed_ramp_adaptive,4,0.004022,bottom_cap_zone,0,0,0,0,0,0,5,13,0
half_speed_ramp_adaptive,4,0.004022,interior,0,0,0,0,0,0,58,9,0
half_speed_ramp_adaptive,4,0.004022,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_ramp_adaptive,5,0.005027,edge,0,0,0,0,0,0,16,96,0
half_speed_ramp_adaptive,5,0.005027,lateral_boundary,0,0,0,0,0,0,152,40,0
half_speed_ramp_adaptive,5,0.005027,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_ramp_adaptive,5,0.005027,interior,0,0,0,0,0,0,54,13,0
half_speed_ramp_adaptive,5,0.005027,top_cap_zone,0,0,0,1,0,0,0,17,0
half_speed_ramp_adaptive,6,0.006032,edge,0,0,0,8,0,0,28,76,0
half_speed_ramp_adaptive,6,0.006032,lateral_boundary,0,0,0,0,0,0,152,40,0
half_speed_ramp_adaptive,6,0.006032,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_ramp_adaptive,6,0.006032,interior,0,0,0,0,0,0,46,21,0
half_speed_ramp_adaptive,6,0.006032,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_ramp_adaptive,7,0.007038,edge,0,0,0,4,0,0,0,108,0
half_speed_ramp_adaptive,7,0.007038,lateral_boundary,0,0,0,0,0,0,88,104,0
half_speed_ramp_adaptive,7,0.007038,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_ramp_adaptive,7,0.007038,interior,0,0,0,0,0,0,36,31,0
half_speed_ramp_adaptive,7,0.007038,top_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_ramp_adaptive,8,0.008043,edge,0,0,0,4,0,0,0,108,0
half_speed_ramp_adaptive,8,0.008043,lateral_boundary,0,0,0,0,0,0,52,144,0
half_speed_ramp_adaptive,8,0.008043,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_ramp_adaptive,8,0.008043,interior,0,0,0,0,0,0,8,55,0
half_speed_ramp_adaptive,8,0.008043,top_cap_zone,0,0,0,0,0,0,0,14,4
half_speed_ramp_adaptive,9,0.009049,edge,0,0,0,0,0,0,0,112,0
half_speed_ramp_adaptive,9,0.009049,lateral_boundary,0,0,0,0,0,0,40,156,0
half_speed_ramp_adaptive,9,0.009049,bottom_cap_zone,0,0,0,0,0,0,0,18,0
half_speed_ramp_adaptive,9,0.009049,interior,0,0,0,0,0,0,19,44,0
