case,part,time,region,status_-6,status_-5,status_-4,status_-3,status_-2,status_-1,status_0,status_1,status_2
ramp_current_adaptive,32,0.016085,bottom_cap_zone,0,0,0,5,0,0,0,13,0
ramp_current_adaptive,32,0.016085,interior,0,0,0,4,0,0,2,61,0
ramp_current_adaptive,32,0.016085,top_cap_zone,0,0,0,0,0,0,0,18,0
ramp_current_adaptive,33,0.016588,edge,0,0,0,0,0,4,0,108,0
ramp_current_adaptive,33,0.016588,lateral_boundary,0,0,0,0,0,0,0,192,0
ramp_current_adaptive,33,0.016588,bottom_cap_zone,0,0,0,5,0,0,0,13,0
ramp_current_adaptive,33,0.016588,interior,0,0,0,0,0,0,2,65,0
ramp_current_adaptive,33,0.016588,top_cap_zone,0,0,0,0,0,0,0,18,0
ramp_current_adaptive,34,0.01709,edge,0,0,0,0,0,4,0,108,0
ramp_current_adaptive,34,0.01709,lateral_boundary,0,0,0,0,0,0,0,192,0
ramp_current_adaptive,34,0.01709,bottom_cap_zone,0,0,0,5,0,0,0,13,0
ramp_current_adaptive,34,0.01709,interior,0,0,0,4,0,0,2,61,0
ramp_current_adaptive,34,0.01709,top_cap_zone,0,0,0,0,0,0,0,18,0
ramp_current_adaptive,35,0.017593,edge,0,0,0,0,0,4,0,108,0
ramp_current_adaptive,35,0.017593,lateral_boundary,0,0,0,0,0,0,0,192,0
ramp_current_adaptive,35,0.017593,bottom_cap_zone,0,0,0,5,0,0,0,13,0
ramp_current_adaptive,35,0.017593,interior,0,0,0,0,0,0,2,65,0
ramp_current_adaptive,35,0.017593,top_cap_zone,0,0,0,1,0,0,0,17,0
ramp_current_adaptive,36,0.018096,edge,0,0,0,0,0,4,0,108,0
ramp_current_adaptive,36,0.018096,lateral_boundary,0,0,0,0,0,0,0,192,0
ramp_current_adaptive,36,0.018096,bottom_cap_zone,0,0,0,4,0,0,0,14,0
ramp_current_adaptive,36,0.018096,interior,0,0,0,0,0,0,2,61,4
ramp_current_adaptive,36,0.018096,top_cap_zone,0,0,0,1,0,0,0,17,0
ramp_current_adaptive,37,0.018598,edge,0,0,0,0,0,4,0,108,0
ramp_current_adaptive,37,0.018598,lateral_boundary,0,0,0,0,0,0,0,192,0
ramp_current_adaptive,37,0.018598,bottom_cap_zone,0,0,0,6,0,0,0,12,0
ramp_current_adaptive,37,0.018598,interior,0,0,0,0,0,0,2,65,0
ramp_current_adaptive,37,0.018598,top_cap_zone,0,0,0,1,0,0,0,17,0
ramp_current_adaptive,38,0.019,edge,0,0,0,0,0,4,0,108,0
ramp_current_adaptive,38,0.019,lateral_boundary,0,0,0,0,0,0,0,192,0
ramp_current_adaptive,38,0.019,bottom_cap_zone,0,0,0,4,0,0,0,13,1
ramp_current_adaptive,38,0.019,interior,0,0,0,0,0,0,2,65,0
ramp_current_adaptive,38,0.019,top_cap_zone,0,0,0,0,0,0,0,18,0
ramp_current_adaptive,39,0.019503,edge,0,0,0,0,0,4,0,108,0
ramp_current_adaptive,39,0.019503,lateral_boundary,0,0,0,0,0,0,0,192,0
ramp_current_adaptive,39,0.019503,bottom_cap_zone,0,0,0,5,0,0,0,13,0
ramp_current_adaptive,39,0.019503,interior,0,0,0,0,0,0,2,65,0
ramp_current_adaptive,39,0.019503,top_cap_zone,0,0,0,0,0,0,0,18,0
ramp_current_adaptive,40,0.020006,edge,0,0,0,0,0,4,0,108,0
ramp_current_adaptive,40,0.020006,lateral_boundary,0,0,0,0,0,0,0,192,0
ramp_current_adaptive,40,0.020006,bottom_cap_zone,0,0,0,5,0,0,0,13,0
ramp_current_adaptive,40,0.020006,interior,0,0,0,0,0,0,2,65,0
ramp_current_adaptive,40,0.020006,top_cap_zone,0,0,0,0,0,0,0,18,0
improved_adaptive,0,0.0,edge,0,0,0,0,0,0,112,0,0
improved_adaptive,0,0.0,lateral_boundary,0,0,0,0,0,0,196,0,0
improved_adaptive,0,0.0,bottom_cap_zone,0,0,0,0,0,0,18,0,0
improved_adaptive,0,0.0,interior,0,0,0,0,0,0,63,0,0
improved_adaptive,0,0.0,top_cap_zone,0,0,0,0,0,0,18,0,0
improved_adaptive,1,0.000503,edge,0,0,0,0,0,0,112,0,0
improved_adaptive,1,0.000503,lateral_boundary,0,0,0,0,0,0,196,0,0
improved_adaptive,1,0.000503,bottom_cap_zone,0,0,0,0,0,0,18,0,0
improved_adaptive,1,0.000503,interior,0,0,0,0,0,0,63,0,0
improved_adaptive,1,0.000503,top_cap_zone,0,0,0,0,0,0,18,0,0
improved_adaptive,2,0.001005,edge,0,0,0,4,0,28,8,0,72
improved_adaptive,2,0.001005,lateral_boundary,0,0,0,0,0,24,136,0,36
improved_adaptive,2,0.001005,bottom_cap_zone,0,0,0,0,0,8,10,0,0
improved_adaptive,2,0.001005,interior,0,0,0,0,0,32,7,0,24
improved_adaptive,2,0.001005,top_cap_zone,0,0,0,0,0,0,0,0,18
improved_adaptive,3,0.001508,edge,0,0,0,8,0,56,0,0,48
improved_adaptive,3,0.001508,lateral_boundary,0,0,0,0,0,0,140,0,56
improved_adaptive,3,0.001508,bottom_cap_zone,0,0,0,0,0,18,0,0,0
improved_adaptive,3,0.001508,interior,0,0,0,4,0,0,4,0,55
improved_adaptive,3,0.001508,top_cap_zone,0,0,0,6,0,0,0,0,12
improved_adaptive,4,0.002011,edge,0,0,0,20,0,24,0,0,68
improved_adaptive,4,0.002011,lateral_boundary,0,0,0,4,0,0,148,0,44
improved_adaptive,4,0.002011,bottom_cap_zone,0,0,0,0,0,9,0,0,9
improved_adaptive,4,0.002011,interior,0,0,0,5,0,0,36,0,22
improved_adaptive,4,0.002011,top_cap_zone,0,0,0,9,0,0,0,0,9
improved_adaptive,5,0.002513,edge,0,0,0,12,0,8,0,0,92
improved_adaptive,5,0.002513,lateral_boundary,0,0,0,16,0,0,128,0,52
improved_adaptive,5,0.002513,bottom_cap_zone,0,0,0,0,0,0,5,0,13
improved_adaptive,5,0.002513,interior,0,0,0,9,0,0,36,0,18
improved_adaptive,5,0.002513,top_cap_zone,0,0,0,14,0,0,0,0,4
improved_adaptive,6,0.003016,edge,0,0,0,28,0,0,0,0,84
improved_adaptive,6,0.003016,lateral_boundary,0,0,0,0,0,0,120,0,76
improved_adaptive,6,0.003016,bottom_cap_zone,0,0,0,0,0,0,6,0,12
improved_adaptive,6,0.003016,interior,0,0,0,5,0,0,36,0,22
improved_adaptive,6,0.003016,top_cap_zone,0,0,0,13,0,0,0,0,5
improved_adaptive,7,0.003519,edge,0,0,0,36,0,0,0,0,76
improved_adaptive,7,0.003519,lateral_boundary,0,0,0,16,0,0,100,0,80
improved_adaptive,7,0.003519,bottom_cap_zone,0,0,0,0,0,0,0,0,18
improved_adaptive,7,0.003519,interior,0,0,0,8,0,0,36,0,19
improved_adaptive,7,0.003519,top_cap_zone,0,0,0,14,0,0,0,0,4
improved_adaptive,8,0.004021,edge,0,0,0,4,0,0,0,0,108
improved_adaptive,8,0.004021,lateral_boundary,0,0,0,24,0,0,68,0,104
improved_adaptive,8,0.004021,bottom_cap_zone,0,0,0,0,0,0,0,0,18
improved_adaptive,8,0.004021,interior,0,0,0,1,0,0,28,0,34
improved_adaptive,8,0.004021,top_cap_zone,0,0,0,14,0,0,0,0,4
improved_adaptive,9,0.004524,edge,0,0,0,7,0,0,0,0,105
improved_adaptive,9,0.004524,lateral_boundary,0,0,0,12,0,0,56,0,128
improved_adaptive,9,0.004524,bottom_cap_zone,0,0,0,0,0,0,0,0,18
improved_adaptive,9,0.004524,interior,0,0,0,8,0,0,15,0,40
improved_adaptive,9,0.004524,top_cap_zone,0,0,0,6,0,0,0,0,12
improved_adaptive,10,0.005027,edge,0,0,0,4,0,0,0,0,108
improved_adaptive,10,0.005027,lateral_boundary,0,0,0,5,0,0,32,0,159
improved_adaptive,10,0.005027,bottom_cap_zone,0,0,0,1,0,0,0,0,17
improved_adaptive,10,0.005027,interior,0,0,0,16,0,0,3,0,44
improved_adaptive,10,0.005027,top_cap_zone,0,0,0,6,0,0,0,0,12
improved_adaptive,11,0.005529,edge,0,0,0,11,0,4,0,0,97
improved_adaptive,11,0.005529,lateral_boundary,0,0,0,4,0,0,0,0,192
improved_adaptive,11,0.005529,bottom_cap_zone,0,0,0,0,0,0,0,0,18
improved_adaptive,11,0.005529,interior,0,0,0,9,0,0,3,0,51
improved_adaptive,11,0.005529,top_cap_zone,0,0,0,10,0,0,0,0,8
improved_adaptive,12,0.006032,edge,0,0,0,6,0,8,0,0,98
improved_adaptive,12,0.006032,lateral_boundary,0,0,0,4,0,0,0,0,192
improved_adaptive,12,0.006032,bottom_cap_zone,0,0,0,0,0,0,0,0,18
improved_adaptive,12,0.006032,interior,0,0,0,12,0,0,2,0,49
improved_adaptive,12,0.006032,top_cap_zone,0,0,0,9,0,0,0,0,9
improved_adaptive,13,0.006535,edge,0,0,0,18,0,8,0,0,86
improved_adaptive,13,0.006535,lateral_boundary,0,0,0,7,0,0,0,0,189
improved_adaptive,13,0.006535,bottom_cap_zone,0,0,0,4,0,0,0,0,14
improved_adaptive,13,0.006535,interior,0,0,0,10,0,0,2,0,51
improved_adaptive,13,0.006535,top_cap_zone,0,0,0,7,0,0,0,0,11
improved_adaptive,14,0.007037,edge,0,0,0,12,0,8,0,0,92
improved_adaptive,14,0.007037,lateral_boundary,0,0,0,7,0,0,0,0,189
improved_adaptive,14,0.007037,bottom_cap_zone,0,0,0,4,0,0,0,0,14
improved_adaptive,14,0.007037,interior,0,0,0,17,0,0,2,0,44
improved_adaptive,14,0.007037,top_cap_zone,0,0,0,7,0,0,0,0,11
improved_adaptive,15,0.00754,edge,0,0,0,2,0,8,0,0,102
improved_adaptive,15,0.00754,lateral_boundary,0,0,0,5,0,0,0,0,191
improved_adaptive,15,0.00754,bottom_cap_zone,0,0,0,4,0,0,0,0,14
improved_adaptive,15,0.00754,interior,0,0,0,10,0,0,2,0,51
improved_adaptive,15,0.00754,top_cap_zone,0,0,0,5,0,0,0,0,13
improved_adaptive,16,0.008043,edge,0,0,0,2,0,8,0,0,102
improved_adaptive,16,0.008043,lateral_boundary,0,0,0,1,0,0,0,0,195
improved_adaptive,16,0.008043,bottom_cap_zone,0,0,0,9,0,0,0,0,9
improved_adaptive,16,0.008043,interior,0,0,0,12,0,0,2,0,49
improved_adaptive,16,0.008043,top_cap_zone,0,0,0,5,0,0,0,0,13
improved_adaptive,17,0.008545,edge,0,0,0,2,0,8,0,0,102
improved_adaptive,17,0.008545,lateral_boundary,0,0,0,2,0,0,0,0,194
improved_adaptive,17,0.008545,bottom_cap_zone,0,0,0,9,0,0,0,0,9
improved_adaptive,17,0.008545,interior,0,0,0,8,0,0,6,0,49
improved_adaptive,17,0.008545,top_cap_zone,0,0,0,5,0,0,0,0,13
improved_adaptive,18,0.009048,edge,0,0,0,3,0,8,0,0,101
improved_adaptive,18,0.009048,lateral_boundary,0,0,0,0,0,0,0,0,196
improved_adaptive,18,0.009048,bottom_cap_zone,0,0,0,9,0,0,0,0,9
improved_adaptive,18,0.009048,interior,0,0,0,8,0,0,6,0,49
improved_adaptive,18,0.009048,top_cap_zone,0,0,0,5,0,0,0,0,13
improved_adaptive,19,0.00955,edge,0,0,0,0,0,8,0,0,104
improved_adaptive,19,0.00955,lateral_boundary,0,0,0,1,0,0,0,0,195
improved_adaptive,19,0.00955,bottom_cap_zone,0,0,0,7,0,0,0,0,11
improved_adaptive,19,0.00955,interior,0,0,0,9,0,0,6,0,48
improved_adaptive,19,0.00955,top_cap_zone,0,0,0,5,0,0,0,0,13
improved_adaptive,20,0.010053,edge,0,0,0,0,0,8,0,0,104
improved_adaptive,20,0.010053,lateral_boundary,0,0,0,0,0,0,0,0,193
improved_adaptive,20,0.010053,bottom_cap_zone,0,0,0,3,0,0,0,0,15
improved_adaptive,20,0.010053,interior,0,0,0,6,0,0,6,0,54
improved_adaptive,20,0.010053,top_cap_zone,0,0,0,8,0,0,0,0,10
improved_adaptive,21,0.010556,edge,0,0,0,6,0,8,0,0,98
improved_adaptive,21,0.010556,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,21,0.010556,bottom_cap_zone,0,0,0,2,0,0,0,0,16
improved_adaptive,21,0.010556,interior,0,0,0,9,0,0,6,0,52
improved_adaptive,21,0.010556,top_cap_zone,0,0,0,5,0,0,0,0,13
improved_adaptive,22,0.011058,edge,0,0,0,0,0,16,0,0,96
improved_adaptive,22,0.011058,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,22,0.011058,bottom_cap_zone,0,0,0,11,0,0,0,0,7
improved_adaptive,22,0.011058,interior,0,0,0,5,0,0,2,0,60
improved_adaptive,22,0.011058,top_cap_zone,0,0,0,6,0,0,0,0,12
improved_adaptive,23,0.011561,edge,0,0,0,0,0,16,0,0,96
improved_adaptive,23,0.011561,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,23,0.011561,bottom_cap_zone,0,0,0,13,0,0,0,0,5
improved_adaptive,23,0.011561,interior,0,0,0,9,0,0,2,0,56
improved_adaptive,23,0.011561,top_cap_zone,0,0,0,6,0,0,0,0,12
improved_adaptive,24,0.012064,edge,0,0,0,0,0,16,0,0,96
improved_adaptive,24,0.012064,lateral_boundary,0,0,0,4,0,0,0,0,188
improved_adaptive,24,0.012064,bottom_cap_zone,0,0,0,9,0,0,0,0,9
improved_adaptive,24,0.012064,interior,0,0,0,5,0,0,2,0,60
improved_adaptive,24,0.012064,top_cap_zone,0,0,0,6,0,0,0,0,12
improved_adaptive,25,0.012566,edge,0,0,0,7,0,16,0,0,89
improved_adaptive,25,0.012566,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,25,0.012566,bottom_cap_zone,0,0,0,7,0,0,0,0,11
improved_adaptive,25,0.012566,interior,0,0,0,9,0,0,2,0,56
improved_adaptive,25,0.012566,top_cap_zone,0,0,0,6,0,0,0,0,12
improved_adaptive,26,0.013069,edge,0,0,0,0,0,16,0,0,96
improved_adaptive,26,0.013069,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,26,0.013069,bottom_cap_zone,0,0,0,6,0,0,0,0,12
improved_adaptive,26,0.013069,interior,0,0,0,9,0,0,2,0,56
improved_adaptive,26,0.013069,top_cap_zone,0,0,0,5,0,0,0,0,13
improved_adaptive,27,0.013572,edge,0,0,0,0,0,16,0,0,96
improved_adaptive,27,0.013572,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,27,0.013572,bottom_cap_zone,0,0,0,3,0,0,0,0,15
improved_adaptive,27,0.013572,interior,0,0,0,9,0,0,2,0,56
improved_adaptive,27,0.013572,top_cap_zone,0,0,0,5,0,0,0,0,13
improved_adaptive,28,0.014074,edge,0,0,0,0,0,16,0,0,96
improved_adaptive,28,0.014074,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,28,0.014074,bottom_cap_zone,0,0,0,2,0,0,0,0,16
improved_adaptive,28,0.014074,interior,0,0,0,6,0,0,2,0,59
improved_adaptive,28,0.014074,top_cap_zone,0,0,0,5,0,0,0,0,13
improved_adaptive,29,0.014577,edge,0,0,0,0,0,16,0,0,96
improved_adaptive,29,0.014577,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,29,0.014577,bottom_cap_zone,0,0,0,4,0,0,0,0,14
improved_adaptive,29,0.014577,interior,0,0,0,9,0,0,2,0,56
improved_adaptive,29,0.014577,top_cap_zone,0,0,0,9,0,0,0,0,9
improved_adaptive,30,0.015079,edge,0,0,0,0,0,16,0,0,96
improved_adaptive,30,0.015079,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,30,0.015079,bottom_cap_zone,0,0,0,6,0,0,0,0,12
improved_adaptive,30,0.015079,interior,0,0,0,5,0,0,2,0,60
improved_adaptive,30,0.015079,top_cap_zone,0,0,0,10,0,0,0,0,8
improved_adaptive,31,0.015582,edge,0,0,0,0,0,20,0,0,92
improved_adaptive,31,0.015582,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,31,0.015582,bottom_cap_zone,0,0,0,5,0,0,0,0,13
improved_adaptive,31,0.015582,interior,0,0,0,7,0,0,2,0,58
improved_adaptive,31,0.015582,top_cap_zone,0,0,0,10,0,0,0,0,8
improved_adaptive,32,0.016085,edge,0,0,0,0,0,20,0,0,92
improved_adaptive,32,0.016085,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,32,0.016085,bottom_cap_zone,0,0,0,3,0,0,0,0,15
improved_adaptive,32,0.016085,interior,0,0,0,7,0,0,2,0,58
improved_adaptive,32,0.016085,top_cap_zone,0,0,0,10,0,0,0,0,8
improved_adaptive,33,0.016587,edge,0,0,0,0,0,20,0,0,92
improved_adaptive,33,0.016587,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,33,0.016587,bottom_cap_zone,0,0,0,4,0,0,0,0,14
improved_adaptive,33,0.016587,interior,0,0,0,9,0,0,2,0,56
improved_adaptive,33,0.016587,top_cap_zone,0,0,0,10,0,0,0,0,8
improved_adaptive,34,0.01709,edge,0,0,0,0,0,17,0,0,95
improved_adaptive,34,0.01709,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,34,0.01709,bottom_cap_zone,0,0,0,5,0,0,0,0,13
improved_adaptive,34,0.01709,interior,0,0,0,7,0,0,2,0,58
improved_adaptive,34,0.01709,top_cap_zone,0,0,0,9,0,0,0,0,9
improved_adaptive,35,0.017593,edge,0,0,0,0,0,18,0,0,94
improved_adaptive,35,0.017593,lateral_boundary,0,0,0,4,0,0,0,0,188
improved_adaptive,35,0.017593,bottom_cap_zone,0,0,0,5,0,0,0,0,13
improved_adaptive,35,0.017593,interior,0,0,0,5,0,0,2,0,60
improved_adaptive,35,0.017593,top_cap_zone,0,0,0,9,0,0,0,0,9
improved_adaptive,36,0.018095,edge,0,0,0,0,0,19,0,0,93
improved_adaptive,36,0.018095,lateral_boundary,0,0,0,0,0,0,0,0,192
improved_adaptive,36,0.018095,bottom_cap_zone,0,0,0,10,0,0,0,0,8
improved_adaptive,36,0.018095,interior,0,0,0,9,0,0,2,0,56
improved_adaptive,36,0.018095,top_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,0,0.0,edge,0,0,0,0,0,0,112,0,0
ramp_improved_adaptive,0,0.0,lateral_boundary,0,0,0,0,0,0,196,0,0
ramp_improved_adaptive,0,0.0,bottom_cap_zone,0,0,0,0,0,0,18,0,0
ramp_improved_adaptive,0,0.0,interior,0,0,0,0,0,0,63,0,0
ramp_improved_adaptive,0,0.0,top_cap_zone,0,0,0,0,0,0,18,0,0
ramp_improved_adaptive,1,0.000503,edge,0,0,0,0,0,0,112,0,0
ramp_improved_adaptive,1,0.000503,lateral_boundary,0,0,0,0,0,0,196,0,0
ramp_improved_adaptive,1,0.000503,bottom_cap_zone,0,0,0,0,0,0,18,0,0
ramp_improved_adaptive,1,0.000503,interior,0,0,0,0,0,0,63,0,0
ramp_improved_adaptive,1,0.000503,top_cap_zone,0,0,0,0,0,0,18,0,0
ramp_improved_adaptive,2,0.001005,edge,0,0,0,0,0,28,32,0,52
ramp_improved_adaptive,2,0.001005,lateral_boundary,0,0,0,0,0,36,112,0,48
ramp_improved_adaptive,2,0.001005,bottom_cap_zone,0,0,0,0,0,8,10,0,0
ramp_improved_adaptive,2,0.001005,interior,0,0,0,0,0,56,7,0,0
ramp_improved_adaptive,2,0.001005,top_cap_zone,0,0,0,0,0,0,10,0,8
ramp_improved_adaptive,3,0.001508,edge,0,0,0,0,0,56,0,0,56
ramp_improved_adaptive,3,0.001508,lateral_boundary,0,0,0,0,0,0,128,0,68
ramp_improved_adaptive,3,0.001508,bottom_cap_zone,0,0,0,0,0,18,0,0,0
ramp_improved_adaptive,3,0.001508,interior,0,0,0,0,0,0,0,0,63
ramp_improved_adaptive,3,0.001508,top_cap_zone,0,0,0,0,0,0,0,0,18
ramp_improved_adaptive,4,0.002011,edge,0,0,0,0,0,24,0,0,88
ramp_improved_adaptive,4,0.002011,lateral_boundary,0,0,0,0,0,0,176,0,20
ramp_improved_adaptive,4,0.002011,bottom_cap_zone,0,0,0,0,0,9,0,0,9
ramp_improved_adaptive,4,0.002011,interior,0,0,0,0,0,0,54,0,9
ramp_improved_adaptive,4,0.002011,top_cap_zone,0,0,0,0,0,0,0,0,18
ramp_improved_adaptive,5,0.002513,edge,0,0,0,12,0,12,0,0,88
ramp_improved_adaptive,5,0.002513,lateral_boundary,0,0,0,0,0,0,176,0,20
ramp_improved_adaptive,5,0.002513,bottom_cap_zone,0,0,0,0,0,0,5,0,13
ramp_improved_adaptive,5,0.002513,interior,0,0,0,0,0,0,54,0,9
ramp_improved_adaptive,5,0.002513,top_cap_zone,0,0,0,1,0,0,0,0,17
ramp_improved_adaptive,6,0.003016,edge,0,0,0,0,0,4,0,0,108
ramp_improved_adaptive,6,0.003016,lateral_boundary,0,0,0,0,0,0,168,0,28
ramp_improved_adaptive,6,0.003016,bottom_cap_zone,0,0,0,0,0,0,10,0,8
ramp_improved_adaptive,6,0.003016,interior,0,0,0,4,0,0,54,0,5
ramp_improved_adaptive,6,0.003016,top_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,7,0.003519,edge,0,0,0,16,0,0,0,0,96
ramp_improved_adaptive,7,0.003519,lateral_boundary,0,0,0,0,0,0,152,0,44
ramp_improved_adaptive,7,0.003519,bottom_cap_zone,0,0,0,0,0,0,9,0,9
ramp_improved_adaptive,7,0.003519,interior,0,0,0,0,0,0,45,0,18
ramp_improved_adaptive,7,0.003519,top_cap_zone,0,0,0,0,0,0,0,0,18
ramp_improved_adaptive,8,0.004022,edge,0,0,0,20,0,0,0,0,92
ramp_improved_adaptive,8,0.004022,lateral_boundary,0,0,0,4,0,0,140,0,52
ramp_improved_adaptive,8,0.004022,bottom_cap_zone,0,0,0,0,0,0,0,0,18
ramp_improved_adaptive,8,0.004022,interior,0,0,0,0,0,0,45,0,18
ramp_improved_adaptive,8,0.004022,top_cap_zone,0,0,0,4,0,0,0,0,14
ramp_improved_adaptive,9,0.004524,edge,0,0,0,28,0,0,0,0,84
ramp_improved_adaptive,9,0.004524,lateral_boundary,0,0,0,4,0,0,108,0,84
ramp_improved_adaptive,9,0.004524,bottom_cap_zone,0,0,0,0,0,0,0,0,18
ramp_improved_adaptive,9,0.004524,interior,0,0,0,5,0,0,37,0,21
ramp_improved_adaptive,9,0.004524,top_cap_zone,0,0,0,10,0,0,0,0,8
ramp_improved_adaptive,10,0.005027,edge,0,0,0,16,0,0,0,0,96
ramp_improved_adaptive,10,0.005027,lateral_boundary,0,0,0,0,0,0,72,0,124
ramp_improved_adaptive,10,0.005027,bottom_cap_zone,0,0,0,0,0,0,0,0,18
ramp_improved_adaptive,10,0.005027,interior,0,0,0,12,0,0,20,0,31
ramp_improved_adaptive,10,0.005027,top_cap_zone,0,0,0,14,0,0,0,0,4
ramp_improved_adaptive,11,0.00553,edge,0,0,0,23,0,0,0,0,89
ramp_improved_adaptive,11,0.00553,lateral_boundary,0,0,0,8,0,0,60,0,128
ramp_improved_adaptive,11,0.00553,bottom_cap_zone,0,0,0,0,0,0,0,0,18
ramp_improved_adaptive,11,0.00553,interior,0,0,0,1,0,0,3,0,59
ramp_improved_adaptive,11,0.00553,top_cap_zone,0,0,0,10,0,0,0,0,8
ramp_improved_adaptive,12,0.006032,edge,0,0,0,22,0,0,0,0,90
ramp_improved_adaptive,12,0.006032,lateral_boundary,0,0,0,16,0,0,24,0,156
ramp_improved_adaptive,12,0.006032,bottom_cap_zone,0,0,0,0,0,0,0,0,18
ramp_improved_adaptive,12,0.006032,interior,0,0,0,5,0,0,1,0,57
ramp_improved_adaptive,12,0.006032,top_cap_zone,0,0,0,15,0,0,0,0,3
ramp_improved_adaptive,13,0.006535,edge,0,0,0,6,0,0,0,0,106
ramp_improved_adaptive,13,0.006535,lateral_boundary,0,0,0,10,0,0,0,0,186
ramp_improved_adaptive,13,0.006535,bottom_cap_zone,0,0,0,8,0,0,0,0,10
ramp_improved_adaptive,13,0.006535,interior,0,0,0,1,0,0,0,0,62
ramp_improved_adaptive,13,0.006535,top_cap_zone,0,0,0,18,0,0,0,0,0
ramp_improved_adaptive,14,0.007038,edge,0,0,0,4,0,0,0,0,108
ramp_improved_adaptive,14,0.007038,lateral_boundary,0,0,0,12,0,0,0,0,184
ramp_improved_adaptive,14,0.007038,bottom_cap_zone,0,0,0,0,0,0,0,0,18
ramp_improved_adaptive,14,0.007038,interior,0,0,0,0,0,0,0,0,63
ramp_improved_adaptive,14,0.007038,top_cap_zone,0,0,0,14,0,0,0,0,4
ramp_improved_adaptive,15,0.00754,edge,0,0,0,10,0,0,0,0,102
ramp_improved_adaptive,15,0.00754,lateral_boundary,0,0,0,18,0,0,0,0,178
ramp_improved_adaptive,15,0.00754,bottom_cap_zone,0,0,0,8,0,0,0,0,10
ramp_improved_adaptive,15,0.00754,interior,0,0,0,7,0,0,0,0,56
ramp_improved_adaptive,15,0.00754,top_cap_zone,0,0,0,13,0,0,0,0,5
ramp_improved_adaptive,16,0.008043,edge,0,0,0,12,0,0,0,0,100
ramp_improved_adaptive,16,0.008043,lateral_boundary,0,0,0,10,0,0,0,0,186
ramp_improved_adaptive,16,0.008043,bottom_cap_zone,0,0,0,0,0,0,0,0,18
ramp_improved_adaptive,16,0.008043,interior,0,0,0,15,0,0,1,0,47
ramp_improved_adaptive,16,0.008043,top_cap_zone,0,0,0,14,0,0,0,0,4
ramp_improved_adaptive,17,0.008546,edge,0,0,0,10,0,0,0,0,102
ramp_improved_adaptive,17,0.008546,lateral_boundary,0,0,0,10,0,0,0,0,186
ramp_improved_adaptive,17,0.008546,bottom_cap_zone,0,0,0,12,0,0,0,0,6
ramp_improved_adaptive,17,0.008546,interior,0,0,0,14,0,0,1,0,48
ramp_improved_adaptive,17,0.008546,top_cap_zone,0,0,0,11,0,0,0,0,7
ramp_improved_adaptive,18,0.009048,edge,0,0,0,8,0,0,0,0,104
ramp_improved_adaptive,18,0.009048,lateral_boundary,0,0,0,6,0,0,0,0,190
ramp_improved_adaptive,18,0.009048,bottom_cap_zone,0,0,0,8,0,0,0,0,10
ramp_improved_adaptive,18,0.009048,interior,0,0,0,14,0,0,2,0,47
ramp_improved_adaptive,18,0.009048,top_cap_zone,0,0,0,10,0,0,0,0,8
ramp_improved_adaptive,19,0.009551,edge,0,0,0,10,0,4,0,0,98
ramp_improved_adaptive,19,0.009551,lateral_boundary,0,0,0,9,0,0,0,0,187
ramp_improved_adaptive,19,0.009551,bottom_cap_zone,0,0,0,9,0,0,0,0,9
ramp_improved_adaptive,19,0.009551,interior,0,0,0,13,0,0,6,0,44
ramp_improved_adaptive,19,0.009551,top_cap_zone,0,0,0,8,0,0,0,0,10
ramp_improved_adaptive,20,0.010053,edge,0,0,0,6,0,4,0,0,102
ramp_improved_adaptive,20,0.010053,lateral_boundary,0,0,0,2,0,0,0,0,194
ramp_improved_adaptive,20,0.010053,bottom_cap_zone,0,0,0,4,0,0,0,0,14
ramp_improved_adaptive,20,0.010053,interior,0,0,0,15,0,0,6,0,42
ramp_improved_adaptive,20,0.010053,top_cap_zone,0,0,0,12,0,0,0,0,6
ramp_improved_adaptive,21,0.010556,edge,0,0,0,6,0,4,0,0,102
ramp_improved_adaptive,21,0.010556,lateral_boundary,0,0,0,2,0,0,0,0,194
ramp_improved_adaptive,21,0.010556,bottom_cap_zone,0,0,0,5,0,0,0,0,13
ramp_improved_adaptive,21,0.010556,interior,0,0,0,13,0,0,6,0,44
ramp_improved_adaptive,21,0.010556,top_cap_zone,0,0,0,11,0,0,0,0,7
ramp_improved_adaptive,22,0.011059,edge,0,0,0,0,0,4,0,0,108
