case,case_name,code,excluded,dtmin_adjustments,steps,final_time,final_axial_strain,final_return_status_-3,final_return_status_-5,final_return_status_-1,max_return_status_-3,max_return_status_-5,max_return_status_-1,frames_with_negative_status,final_pc_mean,final_void_ratio_mean,final_plastic_vol_strain_mean,final_eq_plastic_strain_mean,final_pairwise_reaction_avg,final_p_proxy,final_q_proxy,final_porepress_mean,max_porepressrate_abs,max_velocity,clean_candidate
baseline,CaseM3f_MCCMildBaseline,0,0,0,176,0.018096,0.0004923412500000557,8,0,0,9,0,157,22,119.63033950859979,0.8004928626289921,-0.0002750144962390663,0.0007008079509599502,0.286149,47.26133310780504,64.9466204495404,-225214.38188911168,66923092.0,0.005916646641902406,0
ramp_current_adaptive,CaseM3f_MCCMildRampCurrentAdaptive,0,0,0,195,0.020006,0.000492507139999987,5,0,4,16,0,128,34,119.61992002456975,0.8005123886732181,-0.0002827896554294839,0.0006994651535058971,0.2850315,47.09553366299752,64.5156827464391,-242751.6607408424,72706384.0,0.006164154160455672,0
improved_adaptive,CaseM3f_MCCMildImprovedAdaptive,0,0,0,176,0.018095,0.00048753211000007735,28,0,19,74,0,92,35,116.74917220638814,0.8046146092628983,-0.0025472113364570026,0.005297919278651106,0.2793825,46.44383908619163,62.912893734162566,-244342.10751340588,80043352.0,0.006465917422280465,0
ramp_improved_adaptive,CaseM3f_MCCMildRampImprovedAdaptive,0,0,0,195,0.020006,0.0004930488300000646,21,0,20,58,0,128,39,116.67198474692879,0.8047365742997548,-0.0026139519996314507,0.0051749940066437355,0.27946899999999997,46.44473243633086,62.93932338694261,-247519.36891481664,76617312.0,0.006318300925761995,0
half_speed_adaptive,CaseM3f_MCCMildHalfSpeedAdaptiveRef,0,0,0,355,0.036093,0.00042589967000003504,0,0,0,8,0,100,23,119.53243157248168,0.8006309492383269,-0.0003481423016707617,0.000732856274453809,0.25510299999999997,46.251543046355444,62.16441271609576,-282269.0080923411,36343524.0,0.0030556682937390913,0
half_speed_ramp_adaptive,CaseM3f_MCCMildHalfSpeedRampAdaptive,0,0,0,384,0.039009,0.0004293464100001143,0,0,0,20,0,160,28,119.53465830466838,0.8006278338820633,-0.00034645633369606864,0.0007347275694879611,0.2551135,46.256572902530756,62.16109940049652,-284251.13789647876,34621864.0,0.0029813217257581206,0
quarter_speed_adaptive,CaseM3f_MCCMildQuarterSpeedAdaptiveRef,0,0,0,713,0.072087,0.0003602242600000971,0,0,0,16,0,33,7,119.48345668304668,0.8006979929238329,-0.0003846846453027027,0.0007510759974773949,0.232701,45.02864108185915,59.349918234611316,-309361.4989686068,21905404.0,0.0015377808094036297,0
