case,part,time,axial_strain,pairwise_reaction_avg,Fz_proxy,force_balance_error,p_proxy,q_proxy
improved_adaptive,30,0.015079,0.0004016422890000537,0.28029000000000004,0.2419602549310644,0.0413212,46.51836427593782,63.236608334334875
improved_adaptive,31,0.015582,0.0004159961070000773,0.28029000000000004,0.24165873746233155,0.0413212,46.45338625117112,63.174604942037455
improved_adaptive,32,0.016085,0.00043030084299996996,0.2797045,0.24151929046920417,0.0385711,46.44652544548734,63.11731070508697
improved_adaptive,33,0.016587,0.00044464801700005996,0.2797045,0.24147778624104185,0.0385711,46.471214126723986,63.065885050334074
improved_adaptive,34,0.01709,0.00045894857500006214,0.2793825,0.24144446855795393,0.0352939,46.49537190280918,63.01846705076897
improved_adaptive,35,0.017593,0.00047322309000008556,0.2793825,0.24131538822777196,0.0352939,46.485517679844385,62.96859047780256
improved_adaptive,36,0.018095,0.00048753211000007735,0.2793825,0.2410870069225467,0.0352939,46.44383908619163,62.912893734162566
ramp_improved_adaptive,0,0.0,0.0,0.144809,0.1413716694115407,2.53653e-09,50.0,0.0
ramp_improved_adaptive,1,0.000503,-2.0285726015645267e-08,0.1292435,0.10962124211972994,0.0767741,33.809639450450454,8.212251234237192
ramp_improved_adaptive,2,0.001005,2.093348008824769e-08,0.1296582,0.06853724507250104,0.374685,9.325434172199833,23.930307964720985
ramp_improved_adaptive,3,0.001508,7.085143700902297e-07,0.162713,0.08859491157191385,0.65232,13.734131814058145,29.3707643551981
ramp_improved_adaptive,4,0.002011,2.9933603999665603e-06,0.23728675,0.12701372553683854,0.700377,26.356441766478312,35.48513229742036
ramp_improved_adaptive,5,0.002513,7.2709755999378345e-06,0.23728675,0.17072431217320394,0.700377,41.38677660935297,40.1766620025041
ramp_improved_adaptive,6,0.003016,1.3752159700036737e-05,0.298909,0.20071270246383457,0.537986,50.24186649039303,43.41825849440506
ramp_improved_adaptive,7,0.003519,2.2581406800142867e-05,0.298909,0.21561890365832545,0.537986,51.58703330934479,47.26851834984634
ramp_improved_adaptive,8,0.004022,3.3551342500104386e-05,0.3281545,0.22094258888266496,0.362748,47.95362186893537,52.474451486423405
ramp_improved_adaptive,9,0.004524,4.660602410000436e-05,0.3281545,0.22687880878299294,0.362748,44.818701545626496,57.88578859614242
ramp_improved_adaptive,10,0.005027,6.099421430011409e-05,0.303473,0.239205800307918,0.221476,45.09547950635548,62.68684129897684
ramp_improved_adaptive,11,0.00553,7.613143370013842e-05,0.303473,0.2552488711331026,0.221476,48.267147456920526,66.03934328938914
ramp_improved_adaptive,12,0.006032,9.142021600003214e-05,0.3021445,0.26903512949159675,0.114782,52.01218507280757,67.73915199759738
ramp_improved_adaptive,13,0.006535,0.00010667343100012605,0.3021445,0.27268277688006354,0.114782,53.24925628748571,67.84155694140946
ramp_improved_adaptive,14,0.007038,0.00012179519000010686,0.299386,0.2685137886846447,0.0708949,51.99386693317773,67.50039882596391
ramp_improved_adaptive,15,0.00754,0.00013671801200015876,0.299386,0.2609969452654705,0.0708949,49.70588556623917,66.99201922097023
ramp_improved_adaptive,16,0.008043,0.00015149695100011296,0.289713,0.25387987429255304,0.0771978,47.71330235671579,66.34470484723582
ramp_improved_adaptive,17,0.008546,0.00016614716900009707,0.289713,0.2496853661974513,0.0771978,46.74221449000819,65.81187067348152
ramp_improved_adaptive,18,0.009048,0.00018071497800017933,0.28264849999999997,0.24822937033612083,0.074511,46.658096529754324,65.43645169041076
ramp_improved_adaptive,19,0.009551,0.00019529751900004833,0.28264849999999997,0.24832810898537605,0.074511,47.009973765135136,65.18334379567138
ramp_improved_adaptive,20,0.010053,0.00020982867800001248,0.282254,0.24860829346224786,0.0701134,47.32036802011468,64.99409306503011
ramp_improved_adaptive,21,0.010556,0.00022437778800010744,0.282254,0.24819107892676956,0.0701134,47.3214827531466,64.81659964857027
ramp_improved_adaptive,22,0.011059,0.000238914665000034,0.2826195,0.2471537503667588,0.0644283,47.09276499316955,64.62689043932959
ramp_improved_adaptive,23,0.011561,0.00025328339100003094,0.2826195,0.2460234176439598,0.0644283,46.84888542140872,64.43071594365715
ramp_improved_adaptive,24,0.012064,0.00026770155099997694,0.2827435,0.24525210393049815,0.0585394,46.74532439893775,64.24823807367996
ramp_improved_adaptive,25,0.012567,0.0002819522850000533,0.2827435,0.24495701075166768,0.0585394,46.81269320117294,64.0822841252736
ramp_improved_adaptive,26,0.013069,0.00029627965500003683,0.2824495,0.24488698376451742,0.0528935,46.94554064952744,63.93228801658572
ramp_improved_adaptive,27,0.013572,0.00031054381900014194,0.2824495,0.24472859699000837,0.0528935,47.02095525499101,63.79887639354171
ramp_improved_adaptive,28,0.014075,0.00032482127600000354,0.282145,0.24431709689887152,0.0478999,46.980205217755916,63.68010692773296
ramp_improved_adaptive,29,0.014577,0.00033905652400009756,0.282145,0.24370747898093556,0.0478999,46.85214939218672,63.57179134625551
ramp_improved_adaptive,30,0.01508,0.00035331255900009073,0.2813365,0.2430709569783652,0.0449616,46.70491992040951,63.47156353440433
ramp_improved_adaptive,31,0.015582,0.0003675922739999893,0.2813365,0.24258743524655418,0.0449616,46.60568565444715,63.38396737586556
ramp_improved_adaptive,32,0.016085,0.0003818300150000564,0.28045600000000004,0.2423048557321395,0.0423634,46.5698345290254,63.309643549977935
ramp_improved_adaptive,33,0.016588,0.00039610824400002076,0.28045600000000004,0.24216654319976694,0.0423634,46.574642714610974,63.24984458552481
ramp_improved_adaptive,34,0.01709,0.0004103483919999651,0.2801125,0.24210029242010828,0.0393757,46.58700395452088,63.207962521745436
ramp_improved_adaptive,35,0.017593,0.00042462124100001164,0.2801125,0.24199899960508098,0.0393757,46.57892965696972,63.171295665117626
ramp_improved_adaptive,36,0.018096,0.0004388672919999892,0.27987,0.2418358917531964,0.0362813,46.54700081784601,63.13319262322939
ramp_improved_adaptive,37,0.018598,0.00045314694600007144,0.27987,0.24164454556683923,0.0362813,46.50841679244887,63.08952322951805
ramp_improved_adaptive,38,0.019,0.00046458090999998425,0.27987,0.2414774749802235,0.0362813,46.478710371367704,63.049366615681386
ramp_improved_adaptive,39,0.019503,0.0004787969000000225,0.27946899999999997,0.24129578230447316,0.0331914,46.456418079606905,62.99600932969412
ramp_improved_adaptive,40,0.020006,0.0004930488300000646,0.27946899999999997,0.24113596150715708,0.0331914,46.44473243633086,62.93932338694261
half_speed_adaptive,0,0.0,0.0,0.144809,0.1413716694115407,2.53653e-09,50.0,0.0
half_speed_adaptive,1,0.001005,1.5109332800189446e-06,0.23916369999999998,0.09336097337064118,0.660996,14.36339719847584,29.37147282784098
half_speed_adaptive,2,0.002011,1.1261225000142039e-05,0.18370094999999997,0.1506104457945968,0.598903,30.589496234774792,41.198663310122775
half_speed_adaptive,3,0.003016,2.4330325600063762e-05,0.219335,0.2047726103007154,0.261938,47.48377630886153,47.50032042590884
half_speed_adaptive,4,0.004022,3.8348695400036714e-05,0.255504,0.21214745225532153,0.0504206,42.860149237755984,54.13013185942719
half_speed_adaptive,5,0.005027,5.253344770014823e-05,0.2501685,0.21981810010343467,0.0107941,40.49880170802623,59.92604011852957
half_speed_adaptive,6,0.006032,6.617994800006688e-05,0.254836,0.24674393692647573,0.000137794,48.29136744048321,63.210240437687716
half_speed_adaptive,7,0.007038,7.907632899997741e-05,0.2654695,0.2515915652808107,0.000318331,49.51021466847672,63.660093338608995
half_speed_adaptive,8,0.008043,9.125712100002681e-05,0.26019000000000003,0.23848052743601647,0.0269471,45.310908464266966,62.83170166130934
half_speed_adaptive,9,0.009048,0.00010300805600008123,0.2539835,0.23536440996574573,0.0479145,45.30548432612617,61.84433632637808
half_speed_adaptive,10,0.010054,0.00011475488200005102,0.2552445,0.23702639133115475,0.0476993,46.68961099886157,61.14089505061949
half_speed_adaptive,11,0.011059,0.00012652667200005463,0.25619400000000003,0.23425599065061192,0.0356137,45.7424600952498,61.2058439665254
half_speed_adaptive,12,0.012064,0.0001383109500001367,0.2539745,0.23243867025463458,0.0251811,45.113609616855015,61.302296796445084
half_speed_adaptive,13,0.01307,0.00015027962800007177,0.253653,0.23460830825378612,0.01957,45.92370157849306,61.32291776662209
half_speed_adaptive,14,0.014075,0.0001623398580000157,0.254898,0.23607148487197038,0.0194896,46.24677121083532,61.52642712419304
half_speed_adaptive,15,0.015081,0.0001744796150000838,0.25499700000000003,0.23569793480990636,0.0205257,45.93704027424243,61.68080048925133
half_speed_adaptive,16,0.016086,0.00018652841900015926,0.2547245,0.23586962722473304,0.0193135,45.98502276887799,61.702379967523584
half_speed_adaptive,17,0.017091,0.0001985894650001485,0.255112,0.23653326837680308,0.0171549,46.24514835946765,61.70975922235497
half_speed_adaptive,18,0.018097,0.0002106557500000661,0.25540399999999996,0.2364942776222971,0.0153831,46.22126196285009,61.7427522672477
half_speed_adaptive,19,0.019002,0.00022152804700012463,0.2551595,0.2361976669537155,0.0143224,46.1111249004095,61.77012723207802
half_speed_adaptive,20,0.020007,0.00023357398800008533,0.255053,0.23630135368573324,0.013623,46.15582034283372,61.80069268927337
half_speed_adaptive,21,0.021012,0.0002455693650001145,0.255053,0.23657963931947512,0.013623,46.248486257600355,61.84820834233864
half_speed_adaptive,22,0.022018,0.0002576810500000415,0.25534199999999996,0.23660969122738285,0.0123054,46.24350093549553,61.89934199591109
half_speed_adaptive,23,0.023023,0.0002696672700000513,0.25534199999999996,0.23654763049073216,0.0123054,46.22268885799345,61.93217216596262
half_speed_adaptive,24,0.024028,0.0002817607299999969,0.255309,0.23658347011518807,0.0112216,46.24953389946763,61.955500784327185
half_speed_adaptive,25,0.025034,0.00029374563000006404,0.255316,0.23659458030071914,0.00950324,46.265040941777194,61.981804546127066
half_speed_adaptive,26,0.026039,0.0003057647199999902,0.255316,0.23655020205459815,0.00950324,46.25766586192468,62.00760756730742
half_speed_adaptive,27,0.027045,0.0003178211300000622,0.2552525,0.23651652303205412,0.00843591,46.257289023243274,62.02019095847499
half_speed_adaptive,28,0.02805,0.000329857290000124,0.2552175,0.236479034013841,0.00802137,46.25318176199018,62.03059177401413
half_speed_adaptive,29,0.029055,0.0003418553499999477,0.2552175,0.23644809807810907,0.00802137,46.24795551151513,62.047304242706666
half_speed_adaptive,30,0.030061,0.00035383762000004704,0.2551815,0.2364419705860428,0.00695427,46.25019423984436,62.06737152326552
half_speed_adaptive,31,0.031066,0.0003658656500001023,0.2551815,0.236443781989232,0.00695427,46.25542112669939,62.085843847846014
half_speed_adaptive,32,0.032071,0.0003778703500000036,0.25517900000000004,0.23643207254274107,0.00645056,46.256552181081084,62.10264300075422
half_speed_adaptive,33,0.033077,0.0003899228200000826,0.2551515,0.23641045445597794,0.00560498,46.25543962380016,62.11883128491015
half_speed_adaptive,34,0.034082,0.0004018844000000521,0.2551515,0.23638782235642758,0.00560498,46.25513226453723,62.13437399758559
half_speed_adaptive,35,0.035088,0.0004138962800000201,0.25510299999999997,0.2363627721087139,0.00494674,46.25410598900085,62.14943378750699
half_speed_adaptive,36,0.036093,0.00042589967000003504,0.25510299999999997,0.23633409321982635,0.00494674,46.251543046355444,62.16441271609576
half_speed_ramp_adaptive,0,0.0,0.0,0.144809,0.1413716694115407,2.53653e-09,50.0,0.0
half_speed_ramp_adaptive,1,0.001005,-2.890666299382172e-07,0.0956207,0.06171254579388699,0.152094,8.173465092306314,22.19759043865995
half_speed_ramp_adaptive,2,0.002011,-1.4763502000081363e-06,0.1392409,0.0934956254188277,0.494612,19.53514535086732,28.411079470759876
half_speed_ramp_adaptive,3,0.003016,-5.323132999668356e-07,0.211318,0.15121029102595596,0.410169,41.47687988942914,35.40947468257907
half_speed_ramp_adaptive,4,0.004022,5.238226600118301e-06,0.234562,0.1625168919355191,0.304342,39.88669312751842,39.64404399995469
half_speed_ramp_adaptive,5,0.005027,1.566168100014531e-05,0.22471049999999998,0.17298535559176437,0.289014,34.417058636781356,45.983975031300744
half_speed_ramp_adaptive,6,0.006032,2.9327396800088446e-05,0.2512005,0.2235604008194731,0.189986,44.74294652662574,55.73939866095998
half_speed_ramp_adaptive,7,0.007038,4.4323279500130264e-05,0.280522,0.26095443204651503,0.02813,52.401133615544595,63.46866140274948
half_speed_ramp_adaptive,8,0.008043,5.880140400010836e-05,0.27357750000000003,0.25964019472668,0.00750616,49.881444715069605,66.07983899385849
half_speed_ramp_adaptive,9,0.009049,7.211195500012035e-05,0.258626,0.24946627890197157,0.0402243,46.853326091616765,65.52289902956547
half_speed_ramp_adaptive,10,0.010054,8.431859700008815e-05,0.259291,0.2457621564215313,0.0453359,47.11880734038492,63.86729019731395
half_speed_ramp_adaptive,11,0.011059,9.588917400008001e-05,0.261403,0.24063532707169402,0.0391296,46.80583520359543,62.14799292506494
half_speed_ramp_adaptive,12,0.012065,0.00010730456400001587,0.2576035,0.23450472112592505,0.0392748,45.67170800710896,61.15016977353069
half_speed_ramp_adaptive,13,0.01307,0.00011886376200004323,0.2539515,0.23226599872393988,0.0374853,45.4080956170352,60.76545312601524
half_speed_ramp_adaptive,14,0.014075,0.00013074205599997168,0.253098,0.2328238380557001,0.0311746,45.62014555479112,60.88400297625614
half_speed_ramp_adaptive,15,0.015081,0.00014277345700003385,0.2537215,0.23388394403700088,0.0242007,45.676898400450426,61.27769013631514
half_speed_ramp_adaptive,16,0.016086,0.00015488861100004803,0.2543645,0.23523049705866525,0.020079,45.88463673153972,61.55798150778089
half_speed_ramp_adaptive,17,0.017091,0.00016699809600007054,0.255081,0.23643928021370395,0.0186839,46.180454551031985,61.675306809662985
half_speed_ramp_adaptive,18,0.018097,0.00017915584400007845,0.2555005,0.23670040718514881,0.0182105,46.22135223438983,61.71642389712333
half_speed_ramp_adaptive,19,0.019002,0.0001899905169999716,0.25540450000000003,0.23645656610633506,0.0175109,46.145287216961506,61.710013462467565
half_speed_ramp_adaptive,20,0.020007,0.00020205430100006527,0.25540450000000003,0.23637042076897374,0.0175109,46.15167520329244,61.70344655789549
half_speed_ramp_adaptive,21,0.021012,0.00021406575300003672,0.2552545,0.23648292010581462,0.0164059,46.21022180465193,61.727099771543344
half_speed_ramp_adaptive,22,0.022018,0.00022611787900014835,0.25534999999999997,0.2365232693586997,0.0142016,46.21180685728915,61.78420696078517
half_speed_ramp_adaptive,23,0.023023,0.00023813079600004672,0.25534999999999997,0.23656703142788935,0.0142016,46.21132971904181,61.84309570418714
half_speed_ramp_adaptive,24,0.024029,0.0002502408939999978,0.255399,0.2366761604231446,0.0122369,46.24978288466833,61.88163078357459
